id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value
2505902567,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-02-10T18:11:08.538Z,2023-02-10T19:10:14Z,4022669917,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022669911,130,10,4022669907,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022669909,59,"1, 28, 2, 24, 15, 16, 10, 32, 39, 20, 18, 3, 8, 12, 14, 17, 21, 23, 31, 36, 41",4022669905,30,"8jml2tgzk1am30cy4gkgx0wd1, c066582sb3qfs7c0472rw371m, bdb33nwcpd2jufn9ggtl7gvzd, 4mhahoh3a6rir882ug9hdb5nu, 5fcaaack3wbn6nfdx1qoqoafp, 5gunbyh0bjzutryox97ihxot1, 6nd0ifv6ljza9nauxcpejqzft, 4nkd85hpwiiqtieuslhcrc2ga, cgsirikez39wlx8lhu1uo00yd, rxblyjf8pcsdgdvy24zgnefp, 3xza88l7s8dlki9kleqwz2puy, d5g7rl9a83vu3cyyzvu5yveqy, 4j9ug0ng9dhx6xwhdwx6fafx0, 36u3tovqdi3885wk3139wczfu, 41es2x265ddlzqjqa6wb9vey2, 5v3sd56kh9pmvzk6wczhs9o4q, 4shkxwb3ujuajna3gdg34cxjp, 9urh0cy0a8ni61fuxmiqosnis, 1olyaqfnnl0sb4vsfxyi7j2z9, 8gkh6rsfo2tsrsiirv05bm1yi, 7axjsuhjx027j0qw89zv6vw2c",4022736689,197,490,4022669913,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022669915,194,6nd0ifv6ljza9nauxcpejqzft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505904195,1,34,16,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-02-10T18:14:47.015Z,2023-02-10T19:21:40Z,4022677859,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022677867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022677865,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022736945,197,2124,4022810269,194,abgzge9xy445z8rdwa2mcapqt,4022677861,59,"1, 27, 28, 21, 22, 20, 11, 23, 35, 14, 33, 4, 6, 10, 16, 17, 18, 24, 25, 29, 31, 32, 45",4022677857,30,"cf70r39m2wgbijtw0co5t6yfp, 8eribncmewk65x40tn7pvqymt, 3yq9brnhlfinrzrfbzcv99nmd, 1n0syrrxf9x7neh3tn19sc89h, abgzge9xy445z8rdwa2mcapqt, 969cpy2geokwer9gjapk7zj3e, 1j33nixshgkkdwjjnuafknahh, 7b4jmfu1ejoeci2zmvwuejnys, cipmd3k2nfv0ddic0l8go14gl, 5curv1gquatwkxsin86fghvkk, ds0hd4ezvb5rw6l95rhbxtq1g, 62ft9dfhds3wn0dv650d4gkph, 7flz5rsy2e31gbd8udiqg14gl, 440ry78r7c0ntspgph192c0r9, 1chxk7d4i11x2f16igblexgyc, 3h7rkufywz6c2aye1l5b0ihp0, 96j7klvrblmkwsprx0wk81b10, cglskkkycbja9rjybhui9hdrd, 117h1l06g6f9osjp3pbb4tvro, 56i6rp74me1bdnqz1hzilzyfo, es1ohgwfiwq5f9mx2887zul90, g16sstb2lz1ru2hsba2ml6ju, 7dj1tr37jtrr32cyw6r1dukus",4022677863,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916821,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-02-10T19:02:15.979Z,2023-02-10T19:02:18Z,4022738969,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916813,2,32,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-02-10T19:02:15.979Z,2023-02-10T19:02:16Z,4022738931,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916843,3,1,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,50.2,50.1,2023-02-10T19:02:16.079Z,2023-02-10T19:03:45Z,4022739115,212,21.1,4022739117,213,3.5,4022739109,56,Back,4022739113,141,40.1,4022739119,279,S,4022739111,140,31.2,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916867,4,1,1,0,4,xcevba75jfkrg4s6tl89zl3y,0,31.5,41.7,2023-02-10T19:02:20.288Z,2023-02-10T19:02:25Z,4022739241,140,77.7,4022739239,56,Right,4022739251,1,,4022739243,141,18.6,4022739247,213,6.0,4022739245,212,51.0,4022739237,155,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916883,3,8,1,0,9,59t7flioj4w4mpwnrwbm0m8ck,1,18.1,86.1,2023-02-10T19:02:25.475Z,2023-02-10T19:02:26Z,4022739323,15,,4022739317,56,Back,,,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916901,4,5,1,0,10,59t7flioj4w4mpwnrwbm0m8ck,0,19.4,101.4,2023-02-10T19:02:26.672Z,2023-02-10T19:27:48Z,4022739393,56,Back,4022739547,233,5,4022739395,347,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916927,5,5,1,0,10,xcevba75jfkrg4s6tl89zl3y,1,80.6,-1.4,2023-02-10T19:02:26.672Z,2023-02-10T19:02:34Z,4022739525,56,Right,4022739529,347,,4022739531,233,4,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916981,6,1,1,0,17,xcevba75jfkrg4s6tl89zl3y,1,80.5,0,2023-02-10T19:02:33.840Z,2023-02-10T19:02:39Z,4022739791,107,,4022739801,213,0.2,4022739793,56,Right,4022739799,212,19.6,4022739797,141,4.8,4022739795,140,98.6,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505916985,7,50,1,0,21,xcevba75jfkrg4s6tl89zl3y,1,98.4,7.4,2023-02-10T19:02:37.378Z,2023-02-10T19:02:40Z,4022739813,286,,4022739873,233,5,4022739811,56,Right,,,,,,,,,,,,,,,,1j33nixshgkkdwjjnuafknahh,G. Korte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
