id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2540909829,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-29T16:05:06.815Z,2023-04-29T17:39:16Z,4235932791,130,3,4235932795,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235932785,30,"8jml2tgzk1am30cy4gkgx0wd1, 9urh0cy0a8ni61fuxmiqosnis, 1olyaqfnnl0sb4vsfxyi7j2z9, 5gunbyh0bjzutryox97ihxot1, 5fcaaack3wbn6nfdx1qoqoafp, d5g7rl9a83vu3cyyzvu5yveqy, cjff8fu812lennnunqljgddnu, 6nd0ifv6ljza9nauxcpejqzft, rxblyjf8pcsdgdvy24zgnefp, 2an4s7uuqa9a6sl7vutznc7o5, 4j9ug0ng9dhx6xwhdwx6fafx0, flc8eqe5425v5yg3eeeukges, bf40gyqee7dc3sn58uzy6akus, 1falkoydwxoiazskcoalwll62, 36u3tovqdi3885wk3139wczfu, 3xza88l7s8dlki9kleqwz2puy, emaf4mjxn2255qlcn1pcxn36x, 4mhahoh3a6rir882ug9hdb5nu, c066582sb3qfs7c0472rw371m, 4nkd85hpwiiqtieuslhcrc2ga, cgsirikez39wlx8lhu1uo00yd, 7axjsuhjx027j0qw89zv6vw2c",4236154347,197,490,4236154345,194,5fcaaack3wbn6nfdx1qoqoafp,4235932789,59,"1, 23, 31, 16, 15, 3, 26, 10, 20, 9, 8, 25, 22, 5, 12, 18, 19, 24, 28, 32, 39, 41",4235932793,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235932787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540912453,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-04-29T16:07:57.797Z,2023-04-29T16:46:28Z,4235947431,30,"cul6phe87idi5dn1hsfywxhwp, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, 7to5mb4x91kjhbd9tb0nqz74l, 8tepha2kd43sp9jtafxuf209h, 8r6dkzf3yjnvlz4go6xct0kid, 4qj88r9cjfbu05ly92vfhpi39, 2yivr64anye4c0p62m16l78yc, c9shc6t28oroqthopifjvg9ux, bzsoq42nf6sgdh9oe64n7rnfu, 49xsd6e4oyjrhtwsdbdm4rj84, btm3mtkmwofz1dgcdsew1kmp5, 7797kpi7lkhc9dasfxuv9h7f9, 85rm5s7x9di62hw3l31y5w8o9, 49vbyk5qvhihphrqfnmmz8woa, 3of6006vsu0udxkyhw65ga0pg, c9pmoa9m23jh5emy6w4olm3xm, 1s50ua48peo4wd0o7unmps06h, 3epda2hg43s8uxvf9xno74d4a, bgzkdepav40x6focwuaf9qxre, 6eccwl9cpgmq7pp6d90lbi6wa",4235947433,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4235947435,59,"1, 44, 5, 10, 4, 13, 8, 25, 9, 7, 6, 11, 14, 16, 17, 18, 20, 23, 26, 29, 36",4236155163,197,17752,4235947443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235947441,194,8r6dkzf3yjnvlz4go6xct0kid,4235947437,130,10,4235947439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952809,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-04-29T16:48:37.870Z,2023-04-29T16:48:40Z,4236168287,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952769,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-29T16:48:37.870Z,2023-04-29T16:48:38Z,4236168015,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952849,3,1,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,50.3,50,2023-04-29T16:48:37.970Z,2023-04-29T17:49:53Z,4236168473,213,3.0,4236168465,56,Back,4236168475,279,S,4236168469,141,56.4,4236168471,212,23.3,4236168467,140,28.5,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952923,4,1,1,0,4,59t7flioj4w4mpwnrwbm0m8ck,0,28.5,56.3,2023-04-29T16:48:42.747Z,2023-04-29T17:49:49Z,4236168975,56,Right,4236168983,213,5.7,4236168977,140,74.1,4236168979,141,11.1,4236168981,212,56.9,4236168973,155,,4236168985,1,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952873,3,44,1,0,6,7rmv5ns2rj7bn4otpkur0mx0x,1,27.4,88.1,2023-04-29T16:48:44.842Z,2023-04-29T16:48:49Z,4236168643,285,,4236168641,56,Back,4236169063,233,5,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952929,5,44,1,0,6,59t7flioj4w4mpwnrwbm0m8ck,0,72.6,11.9,2023-04-29T16:48:44.843Z,2023-04-29T16:48:49Z,4236169009,56,Right,4236169079,233,3,4236169011,286,,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952919,4,1,1,0,7,7rmv5ns2rj7bn4otpkur0mx0x,0,28.8,87.3,2023-04-29T16:48:44.937Z,2023-04-29T16:48:47Z,4236168943,212,28.4,4236168935,3,,4236168939,140,32.8,4236168937,56,Back,4236168945,213,4.9,4236168941,141,46.0,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540952981,6,1,1,0,12,59t7flioj4w4mpwnrwbm0m8ck,1,64.3,68.2,2023-04-29T16:48:50.203Z,2023-04-29T16:48:52Z,4236169257,213,5.8,4236169255,212,6.5,4236169247,3,,4236169249,56,Center,4236169253,141,64.2,4236169251,140,69.9,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
