id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2513396505,7,5,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,0,71,-1.6,2023-02-27T19:01:19.860Z,2023-02-27T19:27:49Z,4062196329,56,Right,4062245493,233,4,4062196331,347,,,,,,,,,,,,,,,,,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396539,5,1,1,0,20,2xlnfgrl6r18ftv38unwp7h4s,0,28.1,100,2023-02-27T19:01:28.325Z,2023-02-27T19:54:31Z,4062244737,107,,4062196535,213,6.0,4062196529,140,51.9,4062196527,56,Left,4062196533,212,25.9,4062244739,1,,4062196531,141,92.0,,,,9yvaqepplk8s4cjqjbtyb24gk,R. Tytens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396591,8,49,1,0,23,1wyg1tunyt7go9tnjea1hjqxb,1,39.3,10.9,2023-02-27T19:01:31.105Z,2023-02-27T19:55:48Z,,,,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513416599,464,1,1,0,25,1wyg1tunyt7go9tnjea1hjqxb,0,43.9,30.6,2023-02-27T19:01:32.473Z,2023-02-27T19:55:04Z,4062306117,56,Back,4062306125,213,5.4,4062306121,141,25.2,4062306123,212,4.6,4062306119,140,46.5,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513416587,388,8,1,0,26,2xlnfgrl6r18ftv38unwp7h4s,1,59.3,82,2023-02-27T19:01:33.473Z,2023-02-27T19:55:01Z,4062306061,56,Left,,,,,,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396559,6,49,1,0,26,2xlnfgrl6r18ftv38unwp7h4s,1,59.3,81.8,2023-02-27T19:01:33.681Z,2023-02-27T19:55:25Z,,,,,,,,,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396563,7,50,1,0,27,2xlnfgrl6r18ftv38unwp7h4s,1,55.6,84.6,2023-02-27T19:01:34.545Z,2023-02-27T19:26:33Z,4062196633,286,,4062196631,56,Left,4062203683,233,62,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397861,62,7,1,0,27,1wyg1tunyt7go9tnjea1hjqxb,0,44.4,15.4,2023-02-27T19:01:34.546Z,2023-02-27T19:55:36Z,4062203667,233,7,4062203487,56,Back,4062203489,285,,,,,,,,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397863,63,50,1,0,28,1wyg1tunyt7go9tnjea1hjqxb,1,47.2,11.6,2023-02-27T19:01:35.855Z,2023-02-27T19:08:01Z,4062203493,56,Back,4062203495,286,,4062207035,233,22,,,,,,,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397381,22,7,1,0,28,2xlnfgrl6r18ftv38unwp7h4s,1,52.8,88.4,2023-02-27T19:01:35.856Z,2023-02-27T19:08:01Z,4062201087,56,Left,4062201089,285,,4062207031,233,63,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396575,8,1,1,0,32,2xlnfgrl6r18ftv38unwp7h4s,1,59.4,89.3,2023-02-27T19:01:39.631Z,2023-02-27T19:01:41Z,4062196695,141,92.6,4062196701,213,3.0,4062196693,140,46.1,4062196697,212,14.1,4062196691,56,Back,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396587,9,1,1,0,33,2xlnfgrl6r18ftv38unwp7h4s,1,45.5,92.4,2023-02-27T19:01:41.093Z,2023-02-27T19:01:43Z,4062196755,140,33.9,4062196759,212,13.6,4062196753,56,Back,4062196761,213,3.6,4062196757,141,83.5,,,,,,,,,,9yvaqepplk8s4cjqjbtyb24gk,R. Tytens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396593,10,1,1,0,36,2xlnfgrl6r18ftv38unwp7h4s,1,28.1,76.1,2023-02-27T19:01:43.779Z,2023-02-27T19:01:47Z,4062196791,141,10.0,4062196789,140,23.5,4062196785,196,,4062196795,213,4.6,4062196793,212,45.2,4062196797,1,,4062196787,56,Back,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396601,11,1,1,0,40,2xlnfgrl6r18ftv38unwp7h4s,1,23.2,8.8,2023-02-27T19:01:47.693Z,2023-02-27T19:01:51Z,4062196851,141,6.1,4062196849,140,69.7,4062196857,1,,4062196845,155,,4062196853,212,48.9,4062196855,213,6.2,4062196847,56,Right,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396605,12,1,1,0,43,2xlnfgrl6r18ftv38unwp7h4s,0,69.1,5.9,2023-02-27T19:01:51.335Z,2023-02-27T19:01:52Z,4062196875,140,66.4,4062196881,213,3.5,4062196879,212,3.0,4062196877,141,4.4,4062196873,56,Right,,,,,,,,,,8tukt8jsmzkblxxs5w85x4dii,D. Sealy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396619,9,8,1,0,47,1wyg1tunyt7go9tnjea1hjqxb,1,40.6,93.6,2023-02-27T19:01:54.890Z,2023-02-27T19:01:55Z,4062196937,56,Back,,,,,,,,,,,,,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396623,13,1,1,0,47,2xlnfgrl6r18ftv38unwp7h4s,1,58.1,2.6,2023-02-27T19:01:55.232Z,2023-02-27T19:01:56Z,4062196961,140,37.2,4062196963,141,1.9,4062196967,213,3.2,4062196965,212,22.0,4062196959,56,Back,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396639,14,1,1,0,49,2xlnfgrl6r18ftv38unwp7h4s,1,35.1,3.4,2023-02-27T19:01:56.597Z,2023-02-27T19:02:00Z,4062197045,212,21.3,4062197047,213,2.1,4062197039,56,Back,4062197043,141,30.9,4062197041,140,25.4,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396653,15,1,1,0,52,2xlnfgrl6r18ftv38unwp7h4s,1,27.8,44.2,2023-02-27T19:01:59.975Z,2023-02-27T19:02:02Z,4062197129,212,23.0,4062197125,140,34.0,4062197131,213,1.3,4062197123,56,Back,4062197127,141,76.7,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396665,16,1,1,0,55,2xlnfgrl6r18ftv38unwp7h4s,1,37.2,85.4,2023-02-27T19:02:02.883Z,2023-02-27T19:02:06Z,4062197185,213,0.4,4062197183,212,23.2,4062197177,56,Left,4062197179,140,57.8,4062197181,141,97.7,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396671,17,3,1,0,58,2xlnfgrl6r18ftv38unwp7h4s,0,62,92.2,2023-02-27T19:02:06.070Z,2023-02-27T19:02:09Z,4062197213,56,Left,4062197329,233,10,4062197215,286,,,,,,,,,,,,,,,,,9yvaqepplk8s4cjqjbtyb24gk,R. Tytens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396681,10,7,1,0,58,1wyg1tunyt7go9tnjea1hjqxb,0,38,7.8,2023-02-27T19:02:06.071Z,2023-02-27T19:02:09Z,4062197261,285,,4062197309,233,17,4062197259,56,Back,,,,,,,,,,,,,,,,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396711,18,1,1,1,1,2xlnfgrl6r18ftv38unwp7h4s,1,62,92.1,2023-02-27T19:02:09.009Z,2023-02-27T19:02:14Z,4062197437,140,55.7,4062197439,141,70.3,4062197443,213,4.3,4062197435,56,Center,4062197441,212,16.2,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396719,19,1,1,1,6,2xlnfgrl6r18ftv38unwp7h4s,1,41.4,63.4,2023-02-27T19:02:13.968Z,2023-02-27T19:02:17Z,4062197493,212,14.6,4062197487,56,Back,4062197489,140,47.7,4062197495,213,5.2,4062197491,141,44.2,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396731,20,1,1,1,9,2xlnfgrl6r18ftv38unwp7h4s,0,54,54.8,2023-02-27T19:02:17.168Z,2023-02-27T19:02:18Z,4062197555,212,13.7,4062197549,56,Center,4062197551,140,59.9,4062197553,141,72.7,4062197557,213,1.1,,,,,,,,,,9vf02r3geinhsy732oxyrcacq,I. Saibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396741,11,43,1,1,11,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-02-27T19:02:18.915Z,2023-02-27T19:52:08Z,4062197603,213,3.1,4062197601,212,0,4062197595,56,Back,4062197599,141,25.3,4062197593,155,0,4062197597,140,38.4,4062301217,144,1,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396743,12,49,1,1,13,1wyg1tunyt7go9tnjea1hjqxb,1,38.4,25.3,2023-02-27T19:02:20.523Z,2023-02-27T19:02:20Z,,,,,,,,,,,,,,,,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396765,13,1,1,1,14,1wyg1tunyt7go9tnjea1hjqxb,1,38.2,21,2023-02-27T19:02:22.227Z,2023-02-27T19:02:24Z,4062197673,140,20.2,4062197677,212,19.0,4062197671,56,Back,4062197675,141,23.1,4062197679,213,3.1,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396789,14,1,1,1,16,1wyg1tunyt7go9tnjea1hjqxb,1,20.2,23.1,2023-02-27T19:02:24.083Z,2023-02-27T19:02:30Z,4062197805,213,2.2,4062197803,212,7.6,4062197797,56,Back,4062197799,140,15.9,4062197801,141,32.1,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396801,15,1,1,1,22,1wyg1tunyt7go9tnjea1hjqxb,1,18.2,37.4,2023-02-27T19:02:30.083Z,2023-02-27T19:02:31Z,4062197861,140,20.8,4062197867,213,1.5,4062197863,141,71.4,4062197859,56,Back,4062197865,212,23.3,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396809,16,1,1,1,24,1wyg1tunyt7go9tnjea1hjqxb,0,20.8,71.4,2023-02-27T19:02:31.884Z,2023-02-27T19:02:33Z,4062197917,56,Center,4062197925,213,0.1,4062197915,155,,4062197923,212,46.5,4062197927,1,,4062197919,140,64.8,4062197921,141,78.8,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396813,21,1,1,1,25,2xlnfgrl6r18ftv38unwp7h4s,0,31.2,8.8,2023-02-27T19:02:33.019Z,2023-02-27T19:02:34Z,4062197941,140,33.6,4062197939,56,Back,4062197937,3,,4062197947,213,1.4,4062197943,141,30.9,4062197945,212,15.2,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396847,17,1,1,1,29,1wyg1tunyt7go9tnjea1hjqxb,1,67.2,61.1,2023-02-27T19:02:37.147Z,2023-02-27T19:02:39Z,4062198131,213,0.9,4062198127,141,88.4,4062198123,56,Left,4062198129,212,22.9,4062198125,140,80.0,,,,,,,,,,51f3vubki4or5vaft5tromn3e,Y. Barası,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396855,18,1,1,1,32,1wyg1tunyt7go9tnjea1hjqxb,1,80.2,89.1,2023-02-27T19:02:39.771Z,2023-02-27T19:02:42Z,4062198161,56,Left,4062198163,140,92.4,4062198167,212,12.9,4062198169,213,6.2,4062198165,141,86.6,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396863,19,1,1,1,35,1wyg1tunyt7go9tnjea1hjqxb,1,92.9,85.4,2023-02-27T19:02:42.780Z,2023-02-27T19:02:45Z,4062198215,212,7.2,4062198209,56,Left,4062198217,213,2.3,4062198213,141,93.2,4062198211,140,88.3,,,,,,,,,,51f3vubki4or5vaft5tromn3e,Y. Barası,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396893,20,1,1,1,38,1wyg1tunyt7go9tnjea1hjqxb,1,87.1,94.5,2023-02-27T19:02:45.483Z,2023-02-27T19:02:49Z,4062198393,141,93.0,4062198397,213,3.2,4062198395,212,19.8,4062198389,56,Left,4062198391,140,68.3,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396939,21,1,1,1,42,1wyg1tunyt7go9tnjea1hjqxb,1,67,93.5,2023-02-27T19:02:49.531Z,2023-02-27T19:03:02Z,4062198613,141,79.9,4062198617,213,3.4,4062198615,212,37.3,4062198619,1,,4062198609,56,Back,4062198611,140,32.6,,,,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396987,22,1,1,1,55,1wyg1tunyt7go9tnjea1hjqxb,1,38.9,66.3,2023-02-27T19:03:02.596Z,2023-02-27T19:03:10Z,4062198831,213,0.9,4062198827,141,98.3,4062198823,56,Left,4062198829,212,26.9,4062198825,140,53.9,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513396995,23,1,1,2,2,1wyg1tunyt7go9tnjea1hjqxb,1,51.7,96.2,2023-02-27T19:03:10.052Z,2023-02-27T19:03:12Z,4062198887,140,31.6,4062198893,213,3.6,4062198889,141,82.0,4062198885,56,Back,4062198891,212,23.2,,,,,,,,,,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397021,24,1,1,2,5,1wyg1tunyt7go9tnjea1hjqxb,1,31.7,79.9,2023-02-27T19:03:12.596Z,2023-02-27T19:03:18Z,4062199021,141,41.3,4062199017,56,Back,4062199025,213,4.8,4062199019,140,32.8,4062199023,212,26.3,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397031,25,1,1,2,10,1wyg1tunyt7go9tnjea1hjqxb,1,38.5,40,2023-02-27T19:03:18.164Z,2023-02-27T19:03:20Z,4062199091,141,65.2,4062199089,140,34.3,4062199095,213,1.8,4062199087,56,Back,4062199093,212,17.7,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397039,26,1,1,2,13,1wyg1tunyt7go9tnjea1hjqxb,1,34.3,65.2,2023-02-27T19:03:20.788Z,2023-02-27T19:03:24Z,4062199159,140,35.3,4062199161,141,88.4,4062199157,56,Back,4062199165,213,1.5,4062199163,212,15.8,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397051,27,1,1,2,17,1wyg1tunyt7go9tnjea1hjqxb,1,35.3,86.3,2023-02-27T19:03:24.869Z,2023-02-27T19:03:28Z,4062199237,140,30.2,4062199243,213,4.4,4062199239,141,63.0,4062199235,56,Back,4062199241,212,16.7,,,,,,,,,,d29ahwtvs7ls75wdtkf7xr8tm,Z. Buurmeester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397069,28,1,1,2,20,1wyg1tunyt7go9tnjea1hjqxb,1,31.3,59.6,2023-02-27T19:03:27.884Z,2023-02-27T19:03:31Z,4062199375,140,25.1,4062199379,212,19.6,4062199381,213,4.4,4062199377,141,32.4,4062199373,56,Back,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397083,29,1,1,2,23,1wyg1tunyt7go9tnjea1hjqxb,1,25.1,32.4,2023-02-27T19:03:31.420Z,2023-02-27T19:03:35Z,4062199467,140,39.6,4062199471,212,15.3,4062199469,141,30.6,4062199465,56,Back,4062199473,213,6.2,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397103,30,1,1,2,28,1wyg1tunyt7go9tnjea1hjqxb,1,44.3,26.8,2023-02-27T19:03:35.669Z,2023-02-27T19:03:40Z,4062199569,140,67.0,4062199571,141,11.4,4062199567,56,Right,4062199573,212,26.0,4062199575,213,5.9,,,,,,,,,,4cegvsj3s6t0o1l5xap6jypuy,M. Lahdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513397133,31,1,1,2,33,1wyg1tunyt7go9tnjea1hjqxb,1,77.6,12.3,2023-02-27T19:03:40.613Z,2023-02-27T19:03:44Z,4062199729,213,1.2,4062199717,2,,4062199725,141,84.4,4062199731,1,,4062199721,56,Left,4062199723,140,94.8,4062199727,212,52.2,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
