id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist
2449940061,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-08-22T17:12:54.153Z,2022-08-22T17:58:48Z,3726674457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726674465,194,4iurx3g3hajlatv5gcxsqwm7e,3726674461,130,4,3726674459,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 17, 19, 18, 15, 16, 23, 24, 22, 21",3726674455,30,"1otm71j1169bt3ivgo2vlj2tw, 94h1esmbnvlcvdeq9ohs11boq, a7eyujeyux7nj68ifa7nnndas, cvbasfoccmz0tijnkxyf57n8q, e1islmeew98wa2ge0dicloay2, 4iurx3g3hajlatv5gcxsqwm7e, cla6c6izphee9prb80c15baei, d785q9rpqlyuyswv8f9fx4cno, 7uwe0kxpzg271d8ocms7l2kno, 8npu0cbqjrhwv5km1w29kh016, ix6hcbfujuw3mgefzpsnp2zu, 8tukt8jsmzkblxxs5w85x4dii, 3bepi58wwope38a478y7jwlxw, 1jr23fmrmezgiaq7k63pro07o, 7b0vbfxlv3uiozb19fcj2vsyy, 4u12cln8rmtkwlu5q36ypjl2i, eola3wwbcxl6yeigrj16a3otm, 47yvsnwrehtn4mwsjcqk4ewyy, d9ewnngnsfc0s4hcs282hayhg, yvkg7uyb2bxtqxvsyy41nthw",3726674463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726674467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726751983,197,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449942105,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-08-22T17:18:40.030Z,2022-08-22T18:22:10Z,3726685905,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726685899,130,8,3726685895,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726751719,197,487,3726685903,194,ip62fljz9ng6sil4krcq8dm1,3726685897,59,"1, 19, 12, 6, 4, 21, 11, 15, 33, 10, 29, 2, 5, 8, 14, 17, 20, 22, 23, 24, 26, 28, 32",3726685893,30,"dmsmbn9a1qucwf100o3v77nbp, armxucjqaulvwfxyufovg3je1, e8si4ph9te020gpicg3k2k3u2, dldx0lpfwxc7eb0bc092m48a1, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, sbxnlkg50itbqkpuh8wnwk45, azt0ll196snbxy38eqw7mtln9, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, 4dk7h575fifmw2lhslevhmhux, bmbzc4jvazdiuddsbnceyauei, g0s22zvneqmryewunetlsbje, f2snk84xy67ergwrwoblgt2ad, 6zxcmzp7w6esj54g05tvk7ai1, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, 1rm3t48auz1wqya7tanmjyjje, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, 80dk8iv6p0202z10qcqy8bfca",3726685901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953749,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-08-22T18:00:32.854Z,2022-08-22T18:00:33Z,3726754375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953759,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-08-22T18:00:32.854Z,2022-08-22T18:00:35Z,3726754407,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953771,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,49.9,48.5,2022-08-22T18:00:32.954Z,2022-08-22T18:09:36Z,3726754485,212,5.0,3726754489,279,S,3726754481,140,45.3,3726754479,56,Back,3726754487,213,3.4,3726754483,141,46.5,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953781,4,1,1,0,2,dac758ef858jbq7pcb3gfwite,1,45.6,46.5,2022-08-22T18:00:35.581Z,2022-08-22T18:00:38Z,3726754545,213,3.6,3726754537,56,Back,3726754541,141,33.5,3726754543,212,20.3,3726754539,140,28.2,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953793,5,1,1,0,5,dac758ef858jbq7pcb3gfwite,1,27.9,36.2,2022-08-22T18:00:38.077Z,2022-08-22T18:00:42Z,3726754643,213,1.7,3726754635,56,Back,3726754639,141,72.2,3726754641,212,24.7,3726754637,140,25.0,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953835,6,1,1,0,9,dac758ef858jbq7pcb3gfwite,1,32.9,85.4,2022-08-22T18:00:41.870Z,2022-08-22T18:00:46Z,3726754755,212,49.8,3726754759,1,,3726754747,155,,3726754751,140,80.0,3726754757,213,0.1,3726754753,141,94.1,3726754749,56,Left,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953843,7,61,1,0,13,dac758ef858jbq7pcb3gfwite,0,80,94.1,2022-08-22T18:00:45.854Z,2022-08-22T18:00:46Z,3726754781,56,Left,,,,,,,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,
2449953839,3,5,1,0,13,2xlnfgrl6r18ftv38unwp7h4s,1,-1.2,12,2022-08-22T18:00:45.980Z,2022-08-22T18:00:47Z,3726754803,233,8,3726754767,346,,3726754765,56,Back,,,,,,,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,
