id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/9/value,qualifier/14/value,assist
2481335273,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-11-04T17:55:28.036Z,2022-11-04T19:11:56Z,3893561409,197,487,3893432419,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893432425,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893432427,194,ip62fljz9ng6sil4krcq8dm1,3893432423,130,4,3893432429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893432421,59,"1, 5, 12, 18, 4, 21, 15, 17, 33, 11, 29, 2, 8, 14, 19, 20, 23, 26, 27, 32, 36, 39",3893432417,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, arrbpgnwbguhyumc8c1u4jsut, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, sbxnlkg50itbqkpuh8wnwk45, f2snk84xy67ergwrwoblgt2ad, azt0ll196snbxy38eqw7mtln9, etwawuknprhxhmjk1tyq38e6t, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, bmbzc4jvazdiuddsbnceyauei, g0s22zvneqmryewunetlsbje, armxucjqaulvwfxyufovg3je1, 6zxcmzp7w6esj54g05tvk7ai1, 1jeb7li66vn913oub7t7l7x79, we5jzu2ad4z3wxaerwe6sdex, 2sxmpaw4khmgyym320oiwu3u, 80dk8iv6p0202z10qcqy8bfca, 2uw0batubkzwe3gcexxwa22cq, 49zitlyt01houmqy6hk04x36y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481336351,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-11-04T18:00:23.362Z,2022-11-04T19:12:14Z,3893437809,130,8,3893437813,194,1l34qvjvar8qec3kbrg4rew2d,3893437811,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893561203,197,1504,3893437807,59,"1, 13, 25, 8, 6, 4, 37, 10, 9, 19, 11, 3, 5, 7, 14, 16, 18, 21, 22, 23, 24, 27, 32",3893437803,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 1l34qvjvar8qec3kbrg4rew2d, 8cox96ikk1k4c24f0y5ef45x, 7isjog4r71ahzypnhq3ki9xp1, 57kp9bepwqf9u7fuu8fgvi9rd, 75o7fx1uwk6pavxbnqqx28y51, 5i0e7e59vav8ynqzt7qrvitt6, b9apqidquztaojf6e3my6v7bp, 88csh50wwpanzfdvu7ia3x1ih, 9hz7j1p4f0d2hxyz2bdkbyk0l, daz1m0r5u8f0085jv25bdnoid, bw7s1zgz97p8szhn4shwkx2w9, amasl6wz90pv9kkbx3kihj7bp, 9najgqcaamqj0qtiicuq9hey, 35uvcvkv4nd0jbsov3xosjsut, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 7dw3mexdcnel375y16vfl0g2y",3893437815,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893437805,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361489,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-11-04T19:03:33.692Z,2022-11-04T19:03:33Z,3893567533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361501,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-11-04T19:03:33.692Z,2022-11-04T19:03:34Z,3893567589,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361517,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50.1,50,2022-11-04T19:03:33.792Z,2022-11-04T19:03:36Z,3893567685,212,17.4,3893567681,140,33.6,3893567689,279,S,3893567687,213,3.2,3893567679,56,Back,3893567683,141,48.5,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361541,4,1,1,0,2,dac758ef858jbq7pcb3gfwite,1,34,48.7,2022-11-04T19:03:36.561Z,2022-11-04T19:03:38Z,3893567817,140,35.6,3893567821,141,27.3,3893567825,212,14.6,3893567811,56,Back,3893567827,213,4.8,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361559,5,1,1,0,4,dac758ef858jbq7pcb3gfwite,0,35.6,27.3,2022-11-04T19:03:38.257Z,2022-11-04T19:05:55Z,3893567937,1,,3893567933,212,32.3,3893567931,141,48.2,3893567925,155,,3893567935,213,0.5,3893567929,140,63.2,3893567927,56,Center,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361575,3,8,1,0,6,bk5ltsueqmeng29eovd8m2tml,1,35.6,56.4,2022-11-04T19:03:39.957Z,2022-11-04T20:00:57Z,3893567995,56,Back,,,,,,,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361625,6,1,1,0,6,dac758ef858jbq7pcb3gfwite,0,52.1,49.7,2022-11-04T19:03:40.481Z,2022-11-04T19:58:34Z,3893568227,157,,3893568229,56,Center,3893568235,212,42.9,3893568231,140,92.5,3893568239,1,,3893568233,141,59.3,3893568237,213,0.2,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481361623,4,52,1,0,9,bk5ltsueqmeng29eovd8m2tml,1,10.3,42.7,2022-11-04T19:03:43.490Z,2022-11-04T19:03:43Z,,,,,,,,,,,,,,,,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
