id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/8/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2540189645,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-04-28T17:04:18.900Z,2023-04-28T18:17:06Z,4232168463,30,"alzgg0nxnnex3nkzr6lgmt1ey, 5e9ek4qs1dnp69oojzpvrltrd, 4zow18ykkg1gvw40r7jsrzkl, bquqyyfz4lj0xrerbhbtj1jze, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, 6dpxvfpnaua6y4gevop02qc8a, 1g9raiu2poutpdgjq7dmk4oru, 6k6qt155b79yf36833pamwbxm, f1as17wqpj44gihtvw936lofd, a9233dwa5vm9qv2lncq3kawut, dcdvet7azx1a59xm2ke7qi2cq, au91rqig6uyyi1zdmlxydk38q, b61yiz3lait78xmlbyzr2vd62, 4z8o35izc3gx6i2bt4mcs1fjd, 5ffbqf6o50173uqvaefnce4gk, 5chl0qcvbbkd0yeogurw1fz6x, 9nrajqcpld6bcowgarf1zr0iy, ebj7cl31vlr8nrltm42ydrdka, b950jt347chmq9whlkgl6fxpm",4232168473,194,7cetznpb0tnu6kdz7bvm8gyxh,4232325431,197,2848,4232168467,59,"1, 13, 12, 18, 15, 4, 7, 22, 14, 17, 10, 2, 6, 11, 16, 21, 23, 24, 31, 39",4232168475,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232168465,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232168469,130,8,4232168471,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540189675,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-28T17:04:22.329Z,2023-04-28T23:11:29Z,4232168649,59,"1, 20, 23, 25, 4, 22, 14, 28, 7, 18, 10, 3, 5, 9, 11, 26, 27, 32, 34, 35, 36, 46, 40",4232168645,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, 4lnhhxtl72v8wlss3xgrrbr2t, 6ylzm57bvpufg3cenadtv7qhh, 9jofs3271wn4cwlkj9hfay7vu, dmtsvsqvdoqqtmrset0uz0and, d1dq7upxtawnps3wljz6wf9jo, ebnm8xj9pggemio5qay9pcc0l, a49001euf7xwpx5wodembjbo5, ccmmsnrfn58gwi1petlp08f3e, cx3fqj7odbuc6i0kppcie4jmy, c46xp363o8m76eswzfmlsel4a, bs14utcyx2am6s46cuv52nf56, bdtti3sckhcppilsisgu7well, 9vu68zcajmrqmkkchmpdrebu2, 2ylw573o2rkvuczi9nm5t7hed, bd4rr8l425ard803x39ju1ppm, 4qcx1ql4jxov8vncghnqud5d6, 88e3xx835uqx9x850y6u0dbai, 5b7rnpnnllz8qdc6fx2c5mzje, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",4232168655,194,6ylzm57bvpufg3cenadtv7qhh,4232168651,130,8,4232325707,197,17169,4232168653,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232168657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232168647,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220871,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-28T18:02:18.190Z,2023-04-28T18:02:18Z,4232331531,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220883,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-04-28T18:02:18.190Z,2023-04-28T18:02:20Z,4232331573,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220937,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,49.6,49.6,2023-04-28T18:02:18.675Z,2023-04-28T18:02:23Z,4232331873,213,3.1,4232331867,140,37.1,4232331871,212,13.1,4232331869,141,49.7,4232331875,279,S,4232331865,56,Back,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540220979,4,1,1,0,5,1fttb31hnskynpku8qd09yhm8,1,27.8,50,2023-04-28T18:02:23.284Z,2023-04-28T18:02:25Z,4232332115,212,10.9,4232332111,140,27.9,4232332109,56,Back,4232332117,213,1.6,4232332113,141,66.1,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221007,5,1,1,0,7,1fttb31hnskynpku8qd09yhm8,1,33.5,69.7,2023-04-28T18:02:25.669Z,2023-04-28T18:02:27Z,4232332245,213,4.3,4232332241,141,45.5,4232332239,140,26.2,4232332237,56,Back,4232332243,212,18.2,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221045,6,1,1,0,9,1fttb31hnskynpku8qd09yhm8,1,27.3,42.2,2023-04-28T18:02:27.397Z,2023-04-28T18:02:30Z,4232332427,141,8.6,4232332423,56,Back,4232332431,213,4.9,4232332425,140,31.6,4232332429,212,23.3,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221109,7,1,1,0,12,1fttb31hnskynpku8qd09yhm8,1,31.3,11.6,2023-04-28T18:02:30.469Z,2023-04-28T18:02:34Z,4232332755,140,22.0,4232332759,212,17.9,4232332753,56,Back,4232332761,213,2.1,4232332757,141,33.7,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221135,8,1,1,0,16,1fttb31hnskynpku8qd09yhm8,1,28.9,45.7,2023-04-28T18:02:34.325Z,2023-04-28T18:51:40Z,4232332897,141,95.7,4232332901,213,1.4,4232332893,56,Back,4232332899,212,34.4,4232332895,140,33.7,4232332903,1,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
