id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2529861825,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-04-07T17:24:10.474Z,2023-04-07T20:43:48Z,4170269753,59,"1, 2, 15, 6, 3, 5, 7, 8, 9, 10, 11, 4, 21, 14, 22, 23, 18, 16, 24, 17, 26, 25, 19",4170269751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4170269749,30,"1otm71j1169bt3ivgo2vlj2tw, d9ewnngnsfc0s4hcs282hayhg, 9yvaqepplk8s4cjqjbtyb24gk, cla6c6izphee9prb80c15baei, e1islmeew98wa2ge0dicloay2, 8mkrj5bnkyhx8kutc4656cy96, 6nwn2522yescgrx57wkcxjhwq, 8npu0cbqjrhwv5km1w29kh016, 7uwe0kxpzg271d8ocms7l2kno, d785q9rpqlyuyswv8f9fx4cno, 1jr23fmrmezgiaq7k63pro07o, 7b0vbfxlv3uiozb19fcj2vsyy, pxaq5i4ce7ccg0x04msi0b8, wlltloe6hbe8hin3hix0366s, 47yvsnwrehtn4mwsjcqk4ewyy, vrkanoideipif70wo4adb5lg, ch4mwwdzqiksjm5kfda3f3klw, 4u12cln8rmtkwlu5q36ypjl2i, cbai2262b47qtezzmkt5ctslw, 8tukt8jsmzkblxxs5w85x4dii, eukc9fng5jfasmr9i814nq8t0, clf1gaibzuksl1a4acfu7y0ic, 3bepi58wwope38a478y7jwlxw",4170352869,197,7233,4170269761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170269759,194,cla6c6izphee9prb80c15baei,4170269757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170269755,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529862125,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-04-07T17:25:12.537Z,2023-04-07T19:37:22Z,4170351935,197,1696,4170271461,59,"1, 12, 14, 27, 24, 6, 17, 10, 9, 20, 22, 26, 16, 5, 7, 8, 13, 15, 19, 21, 31",4170271473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170271459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4170271463,130,8,4170271471,194,1tmihr54maqj0h7785cg9ez56,4170271467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170271457,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, 31u2tk3aha04kwphoucf4ze5m, awxjnhn762q09xe59hozfjsa1, 2ppvf1ywd1mxum1lgnn2pubdg, 4d9yng69t6qbzfukdhcp0j1ii, 6smqledi9xrrhifu9yi87kf6x, 6gzpefxqcz2v4z95bnecilfpx, 70qjuubp69zw3d3p0hvunmi8l, 1tmihr54maqj0h7785cg9ez56, pd5ksvrqxmxsuvfeenz0fqzu, 20ib1q65ul2h570xl6jpcx1jo, 7e78647fbcn7noga5qlz46xux, 9pqchkq64o53knk75ruq5g3x1, 7kntrrc80dcadt8umvqf6qfe2, dsgea9ruo8blm2ppu19y1vod0, 37gw14qso08iq31lr2gerhb84, ab8p14hbfeph28j3ig36nzob9, 7plnzzirl3q10vucy37p7b6ui, 8zsx2ykxkcusmsvbj8bsjk445, 1evsz02au0pu4a1tmzn5s27hm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878617,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-04-07T18:04:15.064Z,2023-04-07T18:04:15Z,4170362347,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878621,3,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2023-04-07T18:04:15.064Z,2023-04-07T18:04:17Z,4170362381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878663,3,1,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,50,50,2023-04-07T18:04:15.164Z,2023-04-07T18:53:45Z,4170362607,140,38.9,4170362609,141,49.5,4170362613,213,3.2,4170362605,56,Back,4170362611,212,11.7,4170362615,279,S,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878703,4,1,1,0,2,2xlnfgrl6r18ftv38unwp7h4s,1,36.5,50.5,2023-04-07T18:04:17.197Z,2023-04-07T18:04:20Z,4170362799,140,24.9,4170362811,213,3.9,4170362797,56,Back,4170362803,141,34.8,4170362807,212,16.2,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878795,5,1,1,0,5,2xlnfgrl6r18ftv38unwp7h4s,1,26.5,32.5,2023-04-07T18:04:20.365Z,2023-04-07T18:04:25Z,4170363231,56,Back,4170363235,140,26.8,4170363239,212,18.4,4170363241,213,1.6,4170363237,141,59.5,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878841,6,1,1,0,9,2xlnfgrl6r18ftv38unwp7h4s,1,29.6,67.5,2023-04-07T18:04:25.036Z,2023-04-07T18:04:28Z,4170363481,141,95.7,4170363485,213,0.6,4170363479,140,57.0,4170363483,212,34.6,4170363487,1,,4170363477,56,Left,,,,,,,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878853,7,1,1,0,11,2xlnfgrl6r18ftv38unwp7h4s,0,59,96.2,2023-04-07T18:04:26.652Z,2023-04-07T18:54:06Z,4170363535,212,23.2,4170363537,213,5.1,4170363529,56,Center,4170363533,141,64.8,4170363531,140,67.7,,,,,,,,,,9yvaqepplk8s4cjqjbtyb24gk,R. Tytens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878851,4,49,1,0,14,z9phg19papi9f5fd6qxzr836,1,27.8,21.8,2023-04-07T18:04:29.173Z,2023-04-07T18:04:29Z,,,,,,,,,,,,,,,,,,,,,,,,,awxjnhn762q09xe59hozfjsa1,Ş. Çetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
