id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/11/value
2460574573,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-16T17:08:59.079Z,2022-09-16T18:01:51Z,3783325709,194,89plvrt8pzppcclh4axvii0ru,3783325703,59,"1, 2, 5, 6, 23, 24, 11, 14, 9, 16, 10, 8, 12, 19, 21, 25, 26, 27, 29, 36",3783456345,197,490,3783325699,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, 1falkoydwxoiazskcoalwll62, 89plvrt8pzppcclh4axvii0ru, 9urh0cy0a8ni61fuxmiqosnis, 4mhahoh3a6rir882ug9hdb5nu, ekur9x1kzp8wq0lwfwev0b0bu, 41es2x265ddlzqjqa6wb9vey2, 2an4s7uuqa9a6sl7vutznc7o5, 5gunbyh0bjzutryox97ihxot1, 6nd0ifv6ljza9nauxcpejqzft, 4j9ug0ng9dhx6xwhdwx6fafx0, 36u3tovqdi3885wk3139wczfu, emaf4mjxn2255qlcn1pcxn36x, 4shkxwb3ujuajna3gdg34cxjp, 7oo6h3pq8wv5rgp1dkaolrhg4, ea51n4frv2z8lr3snexhv2ay, f48jetdaq8dttcdo11mugaxnt, f07j2ge60cbdp3bcys4cx18iy, 8gkh6rsfo2tsrsiirv05bm1yi",3783325705,130,8,3783325711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783325701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783325707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460580245,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-16T17:18:36.531Z,2022-09-16T18:14:11Z,3783354869,194,1kuswan9lk455u02x1ff389re,3783455291,197,2842,3783354863,59,"1, 2, 11, 5, 14, 3, 6, 8, 9, 10, 7, 23, 24, 17, 21, 22, 16, 15, 20, 18, 31, 19",3783354865,130,13,3783354859,30,"ebqj8v33xv3otev2pycc6xomh, cvobl9pqqtj7hrgtu28grvdre, 5wwqe546ohp130rvi8x8pt0tm, 1kuswan9lk455u02x1ff389re, c6i4usq34m3389rtbqptahrai, 84isfq4ix06ebaf7a7jcvd9wq, 1s6yn52hlqtmmz4lerscf457u, df5rxx2r305pdtf28967fuxyi, 4lsj3yc6adimhltkab6tzfj84, c3akpx5mnexpkslo0sqqezsru, 5nhideyjwp2347ryi1n9wfq50, ah3d8xugrx3pqaqxcmg06iyok, cnajg4djcd0enb5rsrluwzms4, 8r3k1iuul274c0ha0vy90jys, enyk37znns1ie2djrh4y3uck4, c2d9oidweb7cj1g39jwuugro4, deb7ysp5fwiouttlarstuxgyc, ealh7n21gctxxw5ol3l3yxzze, dodkgckgbecal0vivr1jf0hzo, ed5sclhs7op7a2mdvetub4dwq, 4xw53nccs5e36es4045pnuvis, 5q6qsh7qw0f9y754i3ylqfl04",3783354871,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783354861,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783354867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601023,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-16T18:04:08.840Z,2022-09-16T18:04:09Z,3783466467,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601011,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-16T18:04:08.840Z,2022-09-16T18:04:08Z,3783466411,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601063,3,1,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,50,50,2022-09-16T18:04:08.940Z,2022-09-16T18:04:11Z,3783466607,141,53.4,3783466611,213,3.0,3783466605,140,36.9,3783466603,56,Back,3783466609,212,13.9,3783466613,279,S,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603655,23,1,1,0,1,ch82doz9w9t1sw9ae3a4ffh0j,1,36.8,59.4,2022-09-16T18:04:10.399Z,2022-09-16T18:12:28Z,3783495707,141,24.2,3783495711,213,4.5,3783495705,140,31.2,3783495703,56,Back,3783495709,212,24.6,,,,,,,,,,1s6yn52hlqtmmz4lerscf457u,R. Shein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603673,25,43,1,0,7,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-16T18:04:15.879Z,2022-09-16T18:17:58Z,3783544559,144,62,,,,,,,,,,,,,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603541,34,43,1,0,8,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-16T18:04:17.786Z,2022-09-16T18:18:18Z,3783546421,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460603661,24,1,1,0,12,ch82doz9w9t1sw9ae3a4ffh0j,1,30.6,20.9,2022-09-16T18:04:21.607Z,2022-09-20T10:19:26Z,3783498891,56,Back,3783498897,212,22.0,3783498899,213,2.4,3783498895,141,43.7,3783498893,140,15.8,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460601289,5,43,1,0,13,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-16T18:04:21.882Z,2022-09-16T18:04:28Z,3783468347,144,45,3783467751,285,0,3783467749,56,Back,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
