id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2503343607,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-02-03T18:12:23.416Z,2023-02-03T19:01:22Z,4009247867,30,"a8fr8gzw2n7gyl4kb58xjtknp, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, b4a2wu8fdbrh5sirpv34hoewa, 5dxleurgfe6483pe7qvyc00es, 9oajgqqc9gkgbcz090it0tlhw, cp732f8tqz91xeahijtd35rd, eybrr6zz7x6d1ftc7u4vphn85, b1yxo0olp9c2ufh1l1qxsef9x, 4nz928h6p0nl8p161dxg55pn8, 12y6tmd1yr04c0ed2klslpwb9, brpt79b4v36wx3kj3joyjjjkl, 9knokmhy9zckjq0gv7txx9zsa, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, axhjtqfa2xxud2tdle8zfxrkl, dineetneurorxpx1yv0v8tega, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1, 1hpmrfb0mbmevf9edj0o0bv56",4009310613,197,451,4009247879,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009247875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009247871,59,"39, 5, 4, 17, 2, 25, 8, 35, 9, 7, 26, 3, 6, 10, 11, 14, 23, 24, 28, 30, 33, 34, 45",4009247877,194,8z4wdv767cv7ddqgrkz5txsrt,4009247873,130,4,4009247869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345861,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-02-03T18:20:22.843Z,2023-02-03T19:15:01Z,4009259569,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009259565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009259563,130,4,4009259559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4009259567,194,6nd0ifv6ljza9nauxcpejqzft,4009310619,197,10654,4009259561,59,"1, 21, 31, 32, 23, 24, 18, 10, 39, 8, 20, 28, 41, 2, 3, 7, 12, 16, 19, 36",4009259557,30,"8jml2tgzk1am30cy4gkgx0wd1, 4shkxwb3ujuajna3gdg34cxjp, 1olyaqfnnl0sb4vsfxyi7j2z9, 4nkd85hpwiiqtieuslhcrc2ga, 9urh0cy0a8ni61fuxmiqosnis, 4mhahoh3a6rir882ug9hdb5nu, 3xza88l7s8dlki9kleqwz2puy, 6nd0ifv6ljza9nauxcpejqzft, cgsirikez39wlx8lhu1uo00yd, 4j9ug0ng9dhx6xwhdwx6fafx0, rxblyjf8pcsdgdvy24zgnefp, c066582sb3qfs7c0472rw371m, 7axjsuhjx027j0qw89zv6vw2c, bdb33nwcpd2jufn9ggtl7gvzd, d5g7rl9a83vu3cyyzvu5yveqy, 6djx23ctpkopwbtavfr8ov8id, 36u3tovqdi3885wk3139wczfu, 5gunbyh0bjzutryox97ihxot1, emaf4mjxn2255qlcn1pcxn36x, 8gkh6rsfo2tsrsiirv05bm1yi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503356937,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-02-03T19:00:33.672Z,2023-02-03T19:00:33Z,4009314917,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503356945,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-02-03T19:00:33.672Z,2023-02-03T19:00:34Z,4009314937,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503356969,3,1,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,50,50,2023-02-03T19:00:33.772Z,2023-02-03T19:00:38Z,4009315035,56,Back,4009315041,212,23.9,4009315039,141,56.4,4009315045,279,S,4009315043,213,3.0,4009315037,140,27.6,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503356989,4,1,1,0,4,59t7flioj4w4mpwnrwbm0m8ck,0,27.2,55.7,2023-02-03T19:00:38.166Z,2023-02-03T19:00:41Z,4009315127,140,80.3,4009315135,1,,4009315133,213,5.7,4009315129,141,0.0,4009315125,56,Right,4009315131,212,68.0,4009315123,157,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357075,3,5,1,0,7,e8hiwrw6ocxm5iht6sp7jiv19,1,18.2,101.8,2023-02-03T19:00:41.124Z,2023-02-03T19:14:26Z,4009315573,233,5,4009315563,56,Back,4009315565,347,,,,,,,,,,,,,,,,,eybrr6zz7x6d1ftc7u4vphn85,R. Kishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503356997,5,5,1,0,7,59t7flioj4w4mpwnrwbm0m8ck,0,81.8,-1.8,2023-02-03T19:00:41.124Z,2023-02-03T19:00:52Z,4009315167,347,,4009315165,56,Right,4009315585,233,3,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357111,4,1,1,0,17,e8hiwrw6ocxm5iht6sp7jiv19,0,18.9,100,2023-02-03T19:00:51.501Z,2023-02-03T19:00:55Z,4009315713,213,6.0,4009315707,140,54.5,4009315715,1,,4009315711,212,38.6,4009315703,107,,4009315709,141,87.5,4009315705,56,Left,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357149,6,1,1,0,23,59t7flioj4w4mpwnrwbm0m8ck,0,39.5,16.7,2023-02-03T19:00:56.790Z,2023-02-03T19:53:56Z,4009315843,56,Right,4009315851,213,6.2,4009315849,212,25.6,4009315845,140,63.8,4009315841,155,,4009315847,141,14.0,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358117,23,44,1,0,25,e8hiwrw6ocxm5iht6sp7jiv19,1,31.9,85.4,2023-02-03T19:00:58.861Z,2023-02-03T19:03:15Z,4009320859,233,7,4009320569,56,Back,4009320571,285,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357155,7,44,1,0,25,59t7flioj4w4mpwnrwbm0m8ck,0,68.1,14.6,2023-02-03T19:00:58.862Z,2023-02-03T19:20:33Z,4009320863,233,23,4009315869,286,,4009315867,56,Right,,,,,,,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357141,5,61,1,0,25,e8hiwrw6ocxm5iht6sp7jiv19,1,34.2,86,2023-02-03T19:00:59.385Z,2023-02-03T19:03:13Z,4009315833,56,Back,,,,,,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357195,8,50,1,0,28,59t7flioj4w4mpwnrwbm0m8ck,1,65.2,19.8,2023-02-03T19:01:01.820Z,2023-02-03T19:01:04Z,4009316099,233,6,4009316053,286,,4009316051,56,Right,,,,,,,,,,,,,,,,3xza88l7s8dlki9kleqwz2puy,S. Agougil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357179,6,7,1,0,28,e8hiwrw6ocxm5iht6sp7jiv19,0,34.8,80.2,2023-02-03T19:01:01.821Z,2023-02-03T19:01:57Z,4009315985,56,Back,4009315987,285,,4009316075,233,8,,,,,,,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357209,9,50,1,0,29,59t7flioj4w4mpwnrwbm0m8ck,1,67.2,16,2023-02-03T19:01:03.285Z,2023-02-03T19:01:05Z,4009316109,286,,4009316159,233,7,4009316107,56,Right,,,,,,,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357211,7,7,1,0,29,e8hiwrw6ocxm5iht6sp7jiv19,1,32.8,84,2023-02-03T19:01:03.286Z,2023-02-03T19:01:05Z,4009316135,233,9,4009316117,285,,4009316115,56,Back,,,,,,,,,,,,,,,,cp732f8tqz91xeahijtd35rd,J. Wehrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503357225,8,1,1,0,31,e8hiwrw6ocxm5iht6sp7jiv19,0,30.6,85.3,2023-02-03T19:01:04.941Z,2023-02-03T19:53:56Z,4009316199,1,,4009316195,212,19.8,4009316187,56,Back,4009316193,141,79.3,4009316197,213,6.1,4009316183,157,,4009316191,140,49.1,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
