id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2514624541,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-03-03T18:15:38.946Z,2023-03-03T19:06:03Z,4068837481,197,4034,4068703715,194,c78t1bgro2lh7gvw8rwi6p239,4068703717,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068703713,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068703707,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4068703711,130,12,4068703705,30,"8l31bne12p5cp51o46h92zjrp, ajt9gf8zqsc3m6z4kof5m99ii, 46oot98163lb6atyes4j0mup5, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, m10ml783dkbr4i0fpb06cm3t, 3h8gqv4l0lrls9day28t1sw0k, 7o8auo4uu5mzh7f4a44ucdf8q, c78t1bgro2lh7gvw8rwi6p239, 2pva2d9if0phol0efqnur68a2, dhit8k74wcmlin09vs2nk8m7e, dltjumosk5kv9xw8yju2e1hqs, f5am20z0q4vgcu9434o9wy904, 4j7mtyvi7jg9e4ontiyt9vwbu, 5t2yht2zjn4g7otqpaer3ia22, e7vke1zwf6w6xvxtsi2b8f9m2, 88vryegnhss2q5xz8aoj2phey, blu3rrhzier5ivp5p9u78448a, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, da3d2iu2j4yb7q1ag063mu44q",4068703709,59,"1, 25, 5, 24, 4, 3, 21, 50, 19, 9, 10, 8, 37, 28, 7, 11, 14, 16, 17, 18, 20, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514627225,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-03-03T18:21:13.337Z,2023-03-03T19:13:27Z,4068719105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068843167,197,17870,4068719103,194,eu901b75l2ly5p48jdw6kwmad,4068719095,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4068719099,130,12,4068719093,30,"3oduk9niyqml47z7wramkxhw5, d4z4gdds9hajylsy2hh5b78q, bnkzwpd607re6s01oa77wcodm, 7hsyytjjg6zw5knvav9xybbh1, 1r67co8q0ktlqe5209xm6sxec, eu901b75l2ly5p48jdw6kwmad, 97p6b1r72br3soq4k7fpjnrl6, e0mrzdikm67yw88563zgovb6y, 5f8ajd8cgyvmmdzr0lzi1gtii, c3j7ddqg0yzporam6gieibgiy, 3j368501ogr8mt2jdb7mby8h6, ak5exy1iztbo0mqloqdwiag6i, ar47jfq139xyic4pvdhefduga, 2v12tmspdosmwic2h6itfz0x6, dej8tywq0npvbm25sfgtqur1m, 8o2hk1hy097osczjijmq4bsh5, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 6plxmzzrxmkhogrob8fdeunkl",4068719097,59,"1, 2, 7, 33, 27, 3, 99, 17, 22, 25, 8, 5, 10, 12, 20, 23, 28, 31, 32, 77",4068719101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652245,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-03-03T19:03:01.174Z,2023-03-03T19:03:01Z,4068848639,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652261,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-03-03T19:03:01.174Z,2023-03-03T19:03:04Z,4068848701,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652311,3,1,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,50.1,49.9,2023-03-03T19:03:01.274Z,2023-03-03T19:03:05Z,4068848963,213,2.9,4068848965,279,S,4068848957,140,24.6,4068848961,212,27.6,4068848955,56,Back,4068848959,141,59.6,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652345,4,1,1,0,4,zjawy6qdzk3y69v5pa3zl2cb,0,24.7,59.6,2023-03-03T19:03:05.425Z,2023-03-03T19:55:13Z,4068849161,212,62.9,4068849153,56,Right,4068849163,213,5.7,4068849149,155,,4068849155,140,74.9,4068849165,1,,4068849159,141,9.1,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652395,3,1,1,0,7,dvmw7d6jb38qvv7e6ziwu0vyr,0,27.4,88.5,2023-03-03T19:03:08.719Z,2023-03-03T19:03:11Z,4068849527,156,,4068849443,56,Back,4068849447,140,44.9,4068849455,213,0.1,4068849453,212,18.4,4068849439,3,,4068849451,141,90.0,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652415,5,8,1,0,10,zjawy6qdzk3y69v5pa3zl2cb,1,59.2,12,2023-03-03T19:03:11.729Z,2023-03-03T19:03:11Z,4068849533,56,Right,,,,,,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652421,4,49,1,0,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.4,95.1,2023-03-03T19:03:12.092Z,2023-03-03T19:03:12Z,,,,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514652443,5,61,1,0,12,dvmw7d6jb38qvv7e6ziwu0vyr,0,31.8,95.1,2023-03-03T19:03:13.909Z,2023-03-03T19:03:14Z,4068849683,56,Back,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
