id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value
2454498075,4,1,1,0,14,dvmw7d6jb38qvv7e6ziwu0vyr,0,64.1,84.2,2022-09-02T18:02:27.633Z,2022-09-02T18:02:28Z,3750977319,56,Left,3750977323,141,79.9,3750977325,212,3.3,3750977321,140,62.6,3750977327,213,4.2,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,
2454498097,8,1,1,0,15,59t7flioj4w4mpwnrwbm0m8ck,0,34.5,9.8,2022-09-02T18:02:28.767Z,2022-09-02T18:02:29Z,3750977431,213,0.2,3750977425,140,48.9,3750977423,56,Back,3750977429,212,15.6,3750977427,141,15.2,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
2454498101,5,49,1,0,17,dvmw7d6jb38qvv7e6ziwu0vyr,1,53,72.4,2022-09-02T18:02:30.185Z,2022-09-02T18:02:30Z,,,,,,,,,,,,,,,,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,
2454498119,6,1,1,0,17,dvmw7d6jb38qvv7e6ziwu0vyr,1,53,72.4,2022-09-02T18:02:30.273Z,2022-09-02T18:02:31Z,3750977545,141,81.2,3750977543,140,43.7,3750977549,213,2.6,3750977547,212,11.5,3750977541,56,Back,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,
2454498161,7,1,1,0,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,43.6,80.8,2022-09-02T18:02:31.697Z,2022-09-02T18:02:34Z,3750977767,212,17.8,3750977761,56,Back,3750977769,213,4.1,3750977765,141,59.3,3750977763,140,34.0,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454498257,8,1,1,0,21,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.8,50.3,2022-09-02T18:02:34.402Z,2022-09-02T18:02:41Z,3750978269,141,13.5,3750978267,140,88.4,3750978273,213,5.9,3750978271,212,62.6,3750978261,155,,3750978275,1,,3750978265,56,Right,,,,9e70uun80bdi4hedu45mo5vxl,M. Peijnenburg,,,,,,,,,,,,,,,,,,,,,,,,,
2454498293,9,1,1,0,28,dvmw7d6jb38qvv7e6ziwu0vyr,1,79.1,8,2022-09-02T18:02:41.657Z,2022-09-02T18:02:45Z,3750978473,213,3.3,3750978469,141,5.3,3750978467,140,65.9,3750978465,56,Right,3750978471,212,14.0,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,
2454498337,10,1,1,0,31,dvmw7d6jb38qvv7e6ziwu0vyr,1,65,7.4,2022-09-02T18:02:44.993Z,2022-09-02T18:02:48Z,3750978711,140,70.5,3750978717,213,1.0,3750978713,141,20.9,3750978715,212,10.8,3750978709,56,Right,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,
2454498341,11,61,1,0,35,dvmw7d6jb38qvv7e6ziwu0vyr,0,68.9,25,2022-09-02T18:02:48.570Z,2022-09-02T18:02:48Z,3750978733,56,Center,,,,,,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,
2454498389,11,3,1,0,36,59t7flioj4w4mpwnrwbm0m8ck,1,31.2,67.5,2022-09-02T18:02:49.177Z,2022-09-02T18:02:53Z,3750979025,233,12,3750978955,56,Back,3750978957,285,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
2454498347,12,45,1,0,36,dvmw7d6jb38qvv7e6ziwu0vyr,0,68.8,32.5,2022-09-02T18:02:49.177Z,2022-09-02T18:02:53Z,3750978759,56,Center,3750978761,286,,3750979047,233,11,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,
2454498365,9,43,1,0,37,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-02T18:02:51.032Z,2022-09-02T18:03:06Z,3750979831,144,50,3750978869,56,Back,3750978871,285,0,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
2454498377,10,43,1,0,38,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2022-09-02T18:02:51.664Z,2022-09-02T18:57:05Z,3751223535,144,12,3750978921,141,63.9,3750978919,140,30.1,3750978923,212,0,3750978925,213,3.1,3750978917,56,Back,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
2454498455,12,1,1,0,39,59t7flioj4w4mpwnrwbm0m8ck,1,27.6,73.2,2022-09-02T18:02:52.599Z,2022-09-02T18:02:57Z,3750979265,213,0.3,3750979261,141,80.9,3750979263,212,15.9,3750979257,56,Back,3750979259,140,41.9,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
2454498505,13,1,1,0,45,59t7flioj4w4mpwnrwbm0m8ck,1,55.9,90.6,2022-09-02T18:02:58.343Z,2022-09-02T18:03:01Z,3750979491,141,84.5,3750979487,56,Back,3750979489,140,36.3,3750979495,213,3.3,3750979493,212,21.0,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,
2454498511,14,49,1,0,47,59t7flioj4w4mpwnrwbm0m8ck,1,36.3,84.5,2022-09-02T18:03:00.992Z,2022-09-02T18:03:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,
2454498583,15,1,1,0,48,59t7flioj4w4mpwnrwbm0m8ck,1,31.2,84.4,2022-09-02T18:03:01.895Z,2022-09-02T18:03:06Z,3750979879,213,4.0,3750979871,56,Back,3750979877,212,11.3,3750979873,140,23.9,3750979875,141,72.1,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,
2454498603,16,1,1,0,53,59t7flioj4w4mpwnrwbm0m8ck,1,23.9,72.1,2022-09-02T18:03:06.743Z,2022-09-02T18:03:08Z,3750979959,212,28.2,3750979957,141,30.6,3750979953,56,Back,3750979963,213,4.7,3750979955,140,22.7,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,
2454498621,17,1,1,0,55,59t7flioj4w4mpwnrwbm0m8ck,1,22.7,30.6,2022-09-02T18:03:08.239Z,2022-09-02T18:03:09Z,3750980037,56,Back,3750980039,140,36.1,3750980043,212,21.7,3750980041,141,6.4,3750980045,213,5.4,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,
2454498665,18,1,1,0,56,59t7flioj4w4mpwnrwbm0m8ck,1,36.1,6.4,2022-09-02T18:03:09.336Z,2022-09-02T18:03:12Z,3750980249,213,6.1,3750980247,212,12.0,3750980241,56,Back,3750980245,141,3.7,3750980243,140,47.4,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454498689,19,1,1,0,59,59t7flioj4w4mpwnrwbm0m8ck,0,47.4,3.7,2022-09-02T18:03:12.535Z,2022-09-02T18:03:16Z,3750980337,140,48.4,3750980341,212,1.1,3750980339,141,3.4,3750980335,56,Back,3750980343,213,6.1,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,
2454498685,13,61,1,1,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,55.7,97.5,2022-09-02T18:03:13.948Z,2022-09-02T18:03:26Z,3750980319,56,Left,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454498727,14,5,1,1,1,dvmw7d6jb38qvv7e6ziwu0vyr,0,53.8,101.6,2022-09-02T18:03:14.176Z,2022-09-02T20:06:33Z,3750980507,56,Left,3750980511,347,,3750980759,233,20,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,
2454498699,20,5,1,1,1,59t7flioj4w4mpwnrwbm0m8ck,1,46.2,-1.6,2022-09-02T18:03:14.176Z,2022-09-02T18:03:19Z,3750980383,56,Back,3750980385,347,,3750980749,233,14,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,
2454498905,21,1,1,1,12,59t7flioj4w4mpwnrwbm0m8ck,1,46.8,0,2022-09-02T18:03:25.760Z,2022-09-02T18:03:28Z,3750981427,213,0.3,3750981423,212,16.4,3750981411,56,Right,3750981409,107,,3750981413,140,61.8,3750981419,141,6.4,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454498951,22,1,1,1,15,59t7flioj4w4mpwnrwbm0m8ck,1,61.8,6.4,2022-09-02T18:03:28.224Z,2022-09-02T18:03:31Z,3750981681,212,4.0,3750981675,56,Right,3750981673,3,,3750981679,141,1.9,3750981683,213,5.4,3750981677,140,64.3,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,
2454498957,23,50,1,1,18,59t7flioj4w4mpwnrwbm0m8ck,1,59.7,3,2022-09-02T18:03:31.520Z,2022-09-02T18:03:33Z,3750981693,286,,3750981819,233,15,3750981691,56,Right,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,
2454498979,15,7,1,1,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,40.3,97,2022-09-02T18:03:31.521Z,2022-09-02T18:03:33Z,3750981779,285,,3750981777,56,Back,3750981773,167,,3750981799,233,23,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,
2454498983,16,5,1,1,19,dvmw7d6jb38qvv7e6ziwu0vyr,0,41.1,101,2022-09-02T18:03:32.471Z,2022-09-02T20:06:33Z,3750981793,347,,3750981791,56,Back,3750982057,233,24,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,
2454498971,24,5,1,1,19,59t7flioj4w4mpwnrwbm0m8ck,1,58.9,-1,2022-09-02T18:03:32.471Z,2022-09-02T18:03:36Z,3750982015,233,16,3750981753,347,,3750981751,56,Right,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,
2454499191,25,1,1,1,27,59t7flioj4w4mpwnrwbm0m8ck,1,54.4,0,2022-09-02T18:03:40.079Z,2022-09-02T18:03:47Z,3750982959,140,85.2,3750982957,56,Right,3750982967,1,,3750982953,107,,3750982963,212,32.9,3750982961,141,7.4,3750982965,213,0.2,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454499195,26,50,1,1,34,59t7flioj4w4mpwnrwbm0m8ck,1,88.4,8.7,2022-09-02T18:03:47.448Z,2022-09-02T18:03:49Z,3750982983,286,,3750983093,233,17,3750982981,56,Right,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,
2454499211,17,7,1,1,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,11.6,91.3,2022-09-02T18:03:47.449Z,2022-09-02T18:03:49Z,3750983045,56,Back,3750983065,233,26,3750983047,285,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499217,18,49,1,1,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,9.6,94.4,2022-09-02T18:03:48.920Z,2022-09-02T18:03:49Z,,,,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499235,19,1,1,1,36,dvmw7d6jb38qvv7e6ziwu0vyr,0,11.9,97.4,2022-09-02T18:03:49.618Z,2022-09-02T18:03:53Z,3750983133,56,Back,3750983311,236,,3750983137,141,97.1,3750983139,212,2.4,3750983135,140,14.2,3750983313,233,27,3750983317,286,,3750983141,213,6.2,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499265,27,74,1,1,36,59t7flioj4w4mpwnrwbm0m8ck,1,77.9,5.3,2022-09-02T18:03:49.619Z,2022-09-02T20:02:25Z,3750983265,56,Right,3750983341,233,19,3750983267,285,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454499243,20,61,1,1,37,dvmw7d6jb38qvv7e6ziwu0vyr,1,12.4,96.2,2022-09-02T18:03:50.793Z,2022-09-02T18:03:50Z,3750983161,56,Back,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499257,21,5,1,1,38,dvmw7d6jb38qvv7e6ziwu0vyr,0,16.6,101.1,2022-09-02T18:03:51.809Z,2022-09-02T18:05:35Z,3750983225,56,Back,3750983227,347,,3750990793,233,28,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499287,28,5,1,1,38,59t7flioj4w4mpwnrwbm0m8ck,1,83.4,-1.1,2022-09-02T18:03:51.809Z,2022-09-02T20:06:34Z,3750983369,347,,3750983367,56,Right,3750990773,233,21,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454499473,29,1,1,1,49,59t7flioj4w4mpwnrwbm0m8ck,1,81,0,2022-09-02T18:04:02.768Z,2022-09-02T20:06:49Z,3750984287,212,12.9,3750984289,213,0.6,3750984283,140,91.3,3750991091,107,,3750984281,56,Right,3750984285,141,8.8,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454499479,30,61,1,1,52,59t7flioj4w4mpwnrwbm0m8ck,0,91.3,8.8,2022-09-02T18:04:05.591Z,2022-09-02T18:04:05Z,3750984307,56,Right,,,,,,,,,,,,,,,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,
2454499485,22,61,1,1,52,dvmw7d6jb38qvv7e6ziwu0vyr,1,9.3,91.8,2022-09-02T18:04:06.008Z,2022-09-02T18:04:06Z,3750984339,56,Back,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,
2454499509,23,49,1,1,54,dvmw7d6jb38qvv7e6ziwu0vyr,1,9.1,91.7,2022-09-02T18:04:07.146Z,2022-09-02T18:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499515,24,61,1,1,54,dvmw7d6jb38qvv7e6ziwu0vyr,0,9.5,92.1,2022-09-02T18:04:07.593Z,2022-09-02T18:04:07Z,3750984445,56,Back,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499567,31,1,1,1,55,59t7flioj4w4mpwnrwbm0m8ck,1,86.8,7.1,2022-09-02T18:04:08.679Z,2022-09-02T18:04:11Z,3750984733,56,Right,3750984735,140,83.7,3750984737,141,11.4,3750984739,212,4.4,3750984741,213,2.4,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,
2454499573,32,50,1,1,58,59t7flioj4w4mpwnrwbm0m8ck,1,84.6,11.5,2022-09-02T18:04:11.120Z,2022-09-02T18:04:13Z,3750984803,286,,3750984923,233,25,3750984801,56,Right,,,,,,,,,,,,,,,,4j9ug0ng9dhx6xwhdwx6fafx0,E. Banzuzi,,,,,,,,,,,,,,,,,,,,,,,,,
2454499589,25,7,1,1,58,dvmw7d6jb38qvv7e6ziwu0vyr,1,15.4,88.5,2022-09-02T18:04:11.121Z,2022-09-02T18:04:13Z,3750984905,233,32,3750984875,56,Back,3750984877,285,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499593,26,49,1,1,59,dvmw7d6jb38qvv7e6ziwu0vyr,1,14,89.3,2022-09-02T18:04:12.746Z,2022-09-02T18:04:13Z,,,,,,,,,,,,,,,,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499667,27,1,1,1,59,dvmw7d6jb38qvv7e6ziwu0vyr,1,14,89.3,2022-09-02T18:04:12.856Z,2022-09-02T18:04:17Z,3750985279,141,75.6,3750985285,213,5.9,3750985277,140,36.9,3750985281,212,25.8,3750985275,56,Back,,,,,,,,,,ak5exy1iztbo0mqloqdwiag6i,P. Bogaers,,,,,,,,,,,,,,,,,,,,,,,,,
2454499677,28,61,1,2,4,dvmw7d6jb38qvv7e6ziwu0vyr,0,37.3,79,2022-09-02T18:04:17.577Z,2022-09-02T18:04:18Z,3750985313,56,Back,,,,,,,,,,,,,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,
2454499693,33,49,1,2,6,59t7flioj4w4mpwnrwbm0m8ck,1,59.8,22.2,2022-09-02T18:04:19.184Z,2022-09-02T18:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
2454499773,34,1,1,2,8,59t7flioj4w4mpwnrwbm0m8ck,1,55.2,38.5,2022-09-02T18:04:21.111Z,2022-09-02T18:04:24Z,3750985737,140,36.4,3750985739,141,34.8,3750985743,213,3.3,3750985741,212,19.9,3750985735,56,Back,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,
