id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2451077391,7,1,1,0,14,xcevba75jfkrg4s6tl89zl3y,1,36.2,51.7,2022-08-26T18:01:42.072Z,2022-08-26T18:01:47Z,3732714209,140,52.7,3732714213,212,27.6,3732714205,155,,3732714207,56,Right,3732714211,141,20.1,3732714215,213,5.4,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077473,8,1,1,0,19,xcevba75jfkrg4s6tl89zl3y,1,40.5,7.6,2022-08-26T18:01:47.913Z,2022-08-26T18:01:54Z,3732714663,140,26.3,3732714669,213,2.5,3732714661,56,Back,3732714667,212,18.5,3732714665,141,23.6,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077525,9,1,1,0,26,xcevba75jfkrg4s6tl89zl3y,1,39.2,25.7,2022-08-26T18:01:54.507Z,2022-08-26T18:01:59Z,3732714941,212,21.7,3732714937,141,4.0,3732714929,56,Right,3732714933,140,54.3,3732714945,213,5.5,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077579,10,1,1,0,31,xcevba75jfkrg4s6tl89zl3y,1,52.7,31.7,2022-08-26T18:01:59.916Z,2022-08-26T18:02:04Z,3732715267,56,Back,3732715279,212,30.1,3732715275,141,69.0,3732715281,213,2.1,3732715271,140,37.2,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077625,11,1,1,0,36,xcevba75jfkrg4s6tl89zl3y,1,43.2,72.2,2022-08-26T18:02:04.525Z,2022-08-26T18:02:08Z,3732715527,56,Back,3732715535,213,1.4,3732715531,141,96.9,3732715529,140,46.4,3732715533,212,17.1,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077659,5,45,1,0,40,z9phg19papi9f5fd6qxzr836,0,52.3,6.5,2022-08-26T18:02:08.095Z,2022-08-26T18:02:12Z,3732715693,56,Right,3732715813,233,12,3732715695,285,,,,,,,,,,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077673,12,3,1,0,40,xcevba75jfkrg4s6tl89zl3y,1,47.7,93.5,2022-08-26T18:02:08.095Z,2022-08-26T18:02:12Z,3732715761,286,,3732715791,233,5,3732715759,56,Back,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077687,13,3,1,0,44,xcevba75jfkrg4s6tl89zl3y,0,55.8,96.5,2022-08-26T18:02:12Z,2022-08-26T18:02:19Z,3732715819,56,Left,3732716343,233,6,3732715821,286,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077775,6,7,1,0,44,z9phg19papi9f5fd6qxzr836,1,44.2,3.5,2022-08-26T18:02:12.001Z,2022-08-26T18:02:18Z,3732716267,56,Back,3732716265,167,,3732716271,285,,3732716319,233,13,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077783,7,5,1,0,45,z9phg19papi9f5fd6qxzr836,0,45.2,-1.6,2022-08-26T18:02:13.692Z,2022-08-26T18:18:36Z,3732716301,56,Back,3732716303,347,,3732802191,233,14,,,,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077949,14,5,1,0,45,xcevba75jfkrg4s6tl89zl3y,1,54.8,101.6,2022-08-26T18:02:13.692Z,2022-08-26T18:18:36Z,3732717221,233,7,3732717187,347,,3732717185,56,Left,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077983,15,1,1,1,1,xcevba75jfkrg4s6tl89zl3y,1,65.1,100,2022-08-26T18:02:28.996Z,2022-08-26T18:02:31Z,3732717371,141,87.3,3732717375,213,4.9,3732717369,140,67.1,3732717373,212,9.4,3732717365,107,,3732717367,56,Left,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078011,16,1,1,1,3,xcevba75jfkrg4s6tl89zl3y,0,67.4,90.7,2022-08-26T18:02:31.445Z,2022-08-26T18:02:33Z,3732717537,212,12.8,3732717535,141,100.0,3732717527,56,Left,3732717541,213,0.6,3732717531,140,77.7,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078255,8,5,1,1,5,z9phg19papi9f5fd6qxzr836,1,25.4,-1.4,2022-08-26T18:02:33.049Z,2022-08-26T18:18:37Z,3732718637,233,17,3732718633,347,,3732718631,56,Back,,,,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078017,17,5,1,1,5,xcevba75jfkrg4s6tl89zl3y,0,74.6,101.4,2022-08-26T18:02:33.049Z,2022-08-26T18:02:47Z,3732718653,233,8,3732717569,347,,3732717567,56,Left,,,,,,,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078293,9,1,1,1,18,z9phg19papi9f5fd6qxzr836,0,28.5,0,2022-08-26T18:02:46.641Z,2022-08-26T18:02:49Z,3732718823,141,9.4,3732718821,140,46.1,3732718825,212,20.0,3732718829,213,0.4,3732718817,107,,3732718819,56,Back,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078329,18,1,1,1,22,xcevba75jfkrg4s6tl89zl3y,0,55.4,93.6,2022-08-26T18:02:50.282Z,2022-08-26T18:02:50Z,3732719037,141,100.0,3732719027,3,,3732719041,213,0.5,3732719029,56,Left,3732719039,212,10.5,3732719033,140,64.1,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078659,10,5,1,1,22,z9phg19papi9f5fd6qxzr836,1,38.7,-1.4,2022-08-26T18:02:50.934Z,2022-08-26T18:18:37Z,3732720601,233,19,3732720581,347,,3732720579,56,Back,,,,,,,,,,,,,,,,4d9yng69t6qbzfukdhcp0j1ii,A. El Azzouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078337,19,5,1,1,22,xcevba75jfkrg4s6tl89zl3y,0,61.3,101.4,2022-08-26T18:02:50.934Z,2022-08-26T18:03:07Z,3732719085,56,Left,3732719087,347,,3732720611,233,10,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078735,11,1,1,1,37,z9phg19papi9f5fd6qxzr836,1,41.5,0,2022-08-26T18:03:05.946Z,2022-08-26T18:03:10Z,3732721003,213,0.5,3732720999,141,12.2,3732720993,107,,3732720997,140,57.1,3732720995,56,Right,3732721001,212,18.9,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078741,12,44,1,1,40,z9phg19papi9f5fd6qxzr836,1,59.3,11.4,2022-08-26T18:03:08.702Z,2022-08-26T18:03:11Z,3732721017,56,Right,3732721019,286,,3732721049,233,20,,,,,,,,,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078707,20,44,1,1,40,xcevba75jfkrg4s6tl89zl3y,0,40.7,88.6,2022-08-26T18:03:08.703Z,2022-08-26T18:03:11Z,3732721073,233,12,3732720817,285,,3732720815,56,Back,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078757,13,1,1,1,42,z9phg19papi9f5fd6qxzr836,0,57.8,12,2022-08-26T18:03:10.457Z,2022-08-26T18:03:12Z,3732721131,56,Right,3732721127,3,,3732721137,212,10.5,3732721135,141,15.8,3732721133,140,67.5,3732721139,213,0.2,3732721129,168,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078769,21,1,1,1,43,xcevba75jfkrg4s6tl89zl3y,1,27.4,53.1,2022-08-26T18:03:11.088Z,2022-08-26T18:03:13Z,3732721221,213,3.5,3732721213,56,Back,3732721211,3,,3732721217,141,46.6,3732721215,140,15.0,3732721219,212,13.7,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078773,22,52,1,1,45,xcevba75jfkrg4s6tl89zl3y,1,15,46.6,2022-08-26T18:03:13.376Z,2022-08-26T18:03:13Z,,,,,,,,,,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078853,23,1,1,1,46,xcevba75jfkrg4s6tl89zl3y,1,15.3,43.5,2022-08-26T18:03:14.689Z,2022-08-26T18:03:20Z,3732721681,199,,3732721683,56,Left,3732721691,213,0.6,3732721693,1,,3732721689,212,63.8,3732721685,140,65.7,3732721687,141,95.8,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078857,24,3,1,1,52,xcevba75jfkrg4s6tl89zl3y,0,69,90.8,2022-08-26T18:03:20.306Z,2022-08-26T18:03:22Z,3732721915,233,14,3732721717,56,Left,3732721719,286,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078879,14,7,1,1,52,z9phg19papi9f5fd6qxzr836,1,31,9.2,2022-08-26T18:03:20.307Z,2022-08-26T18:03:22Z,3732721873,233,24,3732721845,56,Back,3732721847,285,,,,,,,,,,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078881,15,49,1,1,53,z9phg19papi9f5fd6qxzr836,1,28.6,11.6,2022-08-26T18:03:21.637Z,2022-08-26T18:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078897,16,1,1,1,53,z9phg19papi9f5fd6qxzr836,0,28.6,11.6,2022-08-26T18:03:21.909Z,2022-08-26T18:03:23Z,3732721951,140,35.6,3732721953,141,32.8,3732721949,56,Back,3732721957,213,1.1,3732721955,212,16.2,,,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078909,25,49,1,1,56,xcevba75jfkrg4s6tl89zl3y,1,65,74,2022-08-26T18:03:24.419Z,2022-08-26T18:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078937,26,1,1,1,56,xcevba75jfkrg4s6tl89zl3y,1,65,74,2022-08-26T18:03:24.788Z,2022-08-26T18:03:25Z,3732722143,213,0.2,3732722129,56,Center,3732722139,212,7.5,3732722133,140,72.0,3732722137,141,76.0,,,,,,,,,,440ry78r7c0ntspgph192c0r9,S. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078963,27,1,1,1,57,xcevba75jfkrg4s6tl89zl3y,0,72.9,74.9,2022-08-26T18:03:25.955Z,2022-08-26T18:03:27Z,3732722269,212,12.6,3732722265,140,83.2,3732722267,141,65.4,3732722263,56,Center,3732722271,213,5.7,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451078989,17,8,1,2,0,z9phg19papi9f5fd6qxzr836,1,16.7,34.6,2022-08-26T18:03:28.131Z,2022-08-26T18:03:28Z,3732722417,56,Back,,,,,,,,,,,,,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079039,18,61,1,2,1,z9phg19papi9f5fd6qxzr836,0,22.2,33.3,2022-08-26T18:03:29.089Z,2022-08-26T18:03:36Z,3732722663,56,Back,,,,,,,,,,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079049,28,1,1,2,2,xcevba75jfkrg4s6tl89zl3y,1,61.6,70.4,2022-08-26T18:03:30.613Z,2022-08-26T18:03:32Z,3732722733,213,4.4,3732722729,141,61.5,3732722731,212,6.3,3732722725,56,Center,3732722727,140,59.8,,,,,,,,,,11sxalz1nikiipmp7bxvz33rp,D. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079105,29,1,1,2,4,xcevba75jfkrg4s6tl89zl3y,1,59.8,61.4,2022-08-26T18:03:32.357Z,2022-08-26T18:03:35Z,3732723019,212,17.1,3732723017,141,85.9,3732723015,140,56.3,3732723021,213,1.8,3732723013,56,Left,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079181,30,1,1,2,7,xcevba75jfkrg4s6tl89zl3y,1,56.6,84.8,2022-08-26T18:03:35.430Z,2022-08-26T18:03:41Z,3732723391,213,0.7,3732723383,56,Left,3732723385,140,65.4,3732723387,141,96.9,3732723389,212,12.4,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079233,31,1,1,2,13,xcevba75jfkrg4s6tl89zl3y,1,58.7,96.3,2022-08-26T18:03:41.736Z,2022-08-26T18:03:44Z,3732723621,141,96.7,3732723619,140,36.1,3732723617,56,Back,3732723629,213,3.1,3732723627,212,23.7,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079349,32,1,1,2,16,xcevba75jfkrg4s6tl89zl3y,1,38,88.6,2022-08-26T18:03:44.521Z,2022-08-26T18:03:51Z,3732724199,141,51.3,3732724203,213,4.4,3732724195,56,Back,3732724201,212,26.3,3732724197,140,31.4,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079421,33,1,1,2,23,xcevba75jfkrg4s6tl89zl3y,1,36.2,30.2,2022-08-26T18:03:51.563Z,2022-08-26T18:03:56Z,3732724575,56,Back,3732724577,140,31.2,3732724579,141,69.5,3732724583,213,1.8,3732724581,212,27.2,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079461,34,1,1,2,29,xcevba75jfkrg4s6tl89zl3y,1,37.9,56.2,2022-08-26T18:03:57.004Z,2022-08-26T18:04:00Z,3732724799,140,40.9,3732724801,141,11.2,3732724805,213,4.8,3732724797,56,Back,3732724803,212,30.8,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079531,35,1,1,2,32,xcevba75jfkrg4s6tl89zl3y,1,38.7,20.6,2022-08-26T18:04:00.061Z,2022-08-26T18:04:04Z,3732725173,212,12.4,3732725167,56,Back,3732725171,141,26.1,3732725169,140,27.4,3732725175,213,2.8,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079547,36,1,1,2,36,xcevba75jfkrg4s6tl89zl3y,0,32.7,16.2,2022-08-26T18:04:04.142Z,2022-08-26T18:04:05Z,3732725247,213,0.5,3732725233,56,Center,3732725245,212,30.5,3732725241,141,36.5,3732725237,140,58.6,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079613,19,1,1,2,37,z9phg19papi9f5fd6qxzr836,1,40.1,58.5,2022-08-26T18:04:05.813Z,2022-08-26T18:04:09Z,3732725599,141,71.2,3732725603,213,0.4,3732725601,212,20.4,3732725595,56,Center,3732725597,140,57.7,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079863,20,1,1,2,40,z9phg19papi9f5fd6qxzr836,0,58.7,71.5,2022-08-26T18:04:08.564Z,2022-08-26T18:04:22Z,3732726731,140,53.3,3732726733,141,100.0,3732726737,213,1.9,3732726729,56,Left,3732726735,212,20.5,,,,,,,,,,1tmihr54maqj0h7785cg9ez56,M. Suray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079963,21,5,1,2,41,z9phg19papi9f5fd6qxzr836,0,57,101.4,2022-08-26T18:04:09.295Z,2022-08-26T18:04:30Z,3732727209,347,,3732727207,56,Left,3732727537,233,37,,,,,,,,,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451079967,37,5,1,2,41,xcevba75jfkrg4s6tl89zl3y,1,43,-1.4,2022-08-26T18:04:09.295Z,2022-08-26T18:18:37Z,3732727529,233,21,3732727219,347,,3732727217,56,Back,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451080001,38,1,1,2,59,xcevba75jfkrg4s6tl89zl3y,1,43.8,0,2022-08-26T18:04:27.316Z,2022-08-26T18:04:28Z,3732727391,213,1.5,3732727381,107,,3732727383,56,Back,3732727389,212,7.2,3732727387,141,9.7,3732727385,140,44.4,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
