id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/15/value
2524778803,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-03-26T11:29:27.652Z,2023-03-26T12:30:09Z,4124655769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124655761,59,"1, 5, 12, 10, 6, 21, 15, 17, 33, 11, 29, 2, 4, 7, 8, 18, 22, 23, 28, 34, 36, 39, 30",4124753757,197,486,4124655759,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124655765,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124655767,194,ip62fljz9ng6sil4krcq8dm1,4124655763,130,4,4124655757,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, bzf3k4wvqvx1tl1mx960wjv85, afdwdm1rkz1ir3c0tukfh3jhm, ip62fljz9ng6sil4krcq8dm1, sbxnlkg50itbqkpuh8wnwk45, f2snk84xy67ergwrwoblgt2ad, azt0ll196snbxy38eqw7mtln9, etwawuknprhxhmjk1tyq38e6t, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, akfbttkeqfd8pzhe93ra674kp, 8loz5cz4zynb8plfusi3ewd79, bmbzc4jvazdiuddsbnceyauei, arrbpgnwbguhyumc8c1u4jsut, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, awokzor2tv5ro47ea34at1gx5, e5c8wtame01unosnz4zchwljo, 2uw0batubkzwe3gcexxwa22cq, 49zitlyt01houmqy6hk04x36y, g2e3oq7zuglwqsf7vqcs055g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524779199,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-26T11:31:08.220Z,2023-03-29T13:55:38Z,4124657979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124657971,59,"1, 18, 45, 20, 3, 15, 42, 8, 9, 11, 17, 41, 2, 4, 10, 14, 19, 24, 31, 21, 40",4124657967,30,"4jvk1ex8dsjj498vqzqhfmqxh, 36d4zodjdvtc8w1q4p940cx2i, 8q7ovzvqctqchirpf083d46ei, aynwkpiteltfei3x5txm84opg, a5j0tndc5032lgmuv1vqd2cix, abgkpku77iidahswqpvce5gtm, 8g5ms6uacdkgfcbxt4crlr4ve, 46wxtiry28k7j3y6gacgf7x4a, 5362zl678ibx1md2kk6t4r47o, 74x54r0698ug6gzk9jwd86pxx, b9l12zfckbywukn3ll0vok6lm, 7im2vvrm1xw2y9gds4izmoff8, 7wa5hbk41axn5lybd2b7v2978, a2ws6j60xd12ng844vlhgq2cq, 7afaygi7b8fmxr885zaezaay1, 7eq1j570gbj6tzw9d1btzwnis, 97i465n07uip7fnpw82v554b8, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 1hcvsf3l8d17pnxfs6yqltwd0, 4q0movp031jgig1b49uyvd5w4",4124657975,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124657973,130,8,4124657977,194,4jvk1ex8dsjj498vqzqhfmqxh,4124753913,197,2850,4124657969,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798923,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-03-26T12:32:24.084Z,2023-03-29T10:09:12Z,4124757981,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798925,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-03-26T12:32:24.084Z,2023-03-26T12:32:26Z,4124757987,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798961,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50.2,50.1,2023-03-26T12:32:24.184Z,2023-03-26T12:32:29Z,4124758155,140,28.5,4124758159,212,22.8,4124758153,56,Back,4124758157,141,51.8,4124758161,213,3.1,4124758163,279,S,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798989,4,1,1,0,5,dac758ef858jbq7pcb3gfwite,0,33,55.2,2023-03-26T12:32:29.744Z,2023-03-26T12:32:35Z,4124758319,1,,4124758311,140,75.9,4124758305,157,,4124758315,212,47.4,4124758309,56,Center,4124758317,213,6.0,4124758313,141,33.7,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799007,3,1,1,0,8,eh54mfvjtrttgsg1wbjnvxcqz,1,19.2,72.2,2023-03-26T12:32:32.384Z,2023-03-26T12:32:35Z,4124758415,213,0.3,4124758413,212,16.3,4124758409,140,33.9,4124758407,56,Back,4124758405,3,,4124758411,141,79.7,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799011,4,61,1,0,10,eh54mfvjtrttgsg1wbjnvxcqz,0,33.6,79.3,2023-03-26T12:32:34.088Z,2023-03-29T10:16:04Z,4124758431,56,Back,,,,,,,,,,,,,,,,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799019,5,43,1,0,11,dac758ef858jbq7pcb3gfwite,1,0,0,2023-03-26T12:32:35.847Z,2023-03-29T10:15:58Z,4148145383,144,49,,,,,,,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799031,6,1,1,0,11,dac758ef858jbq7pcb3gfwite,1,64.9,12.6,2023-03-26T12:32:35.974Z,2023-03-26T12:32:41Z,4124758519,213,0.3,4124758511,56,Right,4124758515,141,17.3,4124758517,212,12.2,4124758513,140,76.1,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799041,7,1,1,0,12,dac758ef858jbq7pcb3gfwite,0,76.1,17.3,2023-03-26T12:32:36.431Z,2023-03-26T12:32:43Z,4124758561,56,Center,4124758567,212,4.0,4124758563,140,74.6,4124758565,141,22.7,4124758569,213,2.0,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799055,5,1,1,0,13,eh54mfvjtrttgsg1wbjnvxcqz,1,22.5,75.4,2023-03-26T12:32:37.376Z,2023-03-29T10:16:26Z,4124758643,213,1.2,4124758639,141,85.3,4124758641,212,7.2,4124758637,140,24.8,4124758635,56,Back,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525699075,756,61,1,0,14,eh54mfvjtrttgsg1wbjnvxcqz,1,27.9,89.3,2023-03-26T12:32:38.994Z,2023-03-29T10:16:35Z,4148146515,56,Back,,,,,,,,,,,,,,,,,,,,,,b9l12zfckbywukn3ll0vok6lm,T. Kalinauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799059,6,5,1,0,15,eh54mfvjtrttgsg1wbjnvxcqz,0,32,101.4,2023-03-26T12:32:39.966Z,2023-03-26T13:21:18Z,4124758697,233,8,4124758667,347,,4124758665,56,Back,,,,,,,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799065,8,5,1,0,15,dac758ef858jbq7pcb3gfwite,1,68,-1.4,2023-03-26T12:32:39.966Z,2023-03-26T12:32:41Z,4124758687,56,Right,4124758689,347,,4124758693,233,6,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799083,9,1,1,0,20,dac758ef858jbq7pcb3gfwite,1,74.4,0,2023-03-26T12:32:44.434Z,2023-03-26T12:32:45Z,4124758775,140,75.3,4124758777,141,10.0,4124758773,56,Right,4124758779,212,8.0,4124758771,107,,4124758781,213,1.5,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799087,10,1,1,0,21,dac758ef858jbq7pcb3gfwite,1,75.3,10.7,2023-03-26T12:32:45.614Z,2023-03-26T12:32:46Z,4124758801,141,2.5,4124758797,56,Right,4124758799,140,73.3,4124758805,213,4.4,4124758803,212,6.0,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799097,11,1,1,0,22,dac758ef858jbq7pcb3gfwite,1,73.3,2.5,2023-03-26T12:32:46.751Z,2023-03-26T12:32:48Z,4124758867,140,84.4,4124758869,141,29.1,4124758865,56,Center,4124758873,213,1.0,4124758871,212,21.5,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799119,12,1,1,0,24,dac758ef858jbq7pcb3gfwite,1,80.1,29.5,2023-03-26T12:32:48.367Z,2023-03-26T12:32:51Z,4124758975,140,76.4,4124758977,141,33.9,4124758973,56,Center,4124758979,212,4.9,4124758981,213,2.5,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799163,13,1,1,0,27,dac758ef858jbq7pcb3gfwite,1,80.1,51.6,2023-03-26T12:32:51.135Z,2023-03-26T12:32:55Z,4124759179,212,20.1,4124759181,213,1.0,4124759175,140,90.8,4124759177,141,76.1,4124759173,56,Center,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799179,14,1,1,0,29,dac758ef858jbq7pcb3gfwite,1,97.2,73.5,2023-03-26T12:32:53.167Z,2023-03-29T10:17:16Z,4124759239,212,20.5,4124759233,56,Center,4124759241,213,4.7,4124759237,141,43.3,4124759235,140,96.6,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
