id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2451055051,1,34,16,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-08-26T17:10:42.860Z,2022-08-26T17:58:50Z,3732596929,59,"1, 3, 18, 5, 36, 2, 20, 6, 8, 14, 10, 4, 9, 11, 17, 19, 22, 25, 33, 40, 41",3732596935,194,bspl2le99ugt2ug4tcqsvp1w5,3732596933,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732596927,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732706765,197,497,3732596931,130,18,3732596937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732596925,30,"cetavjue5femoxid9fmcd0zjd, 8fqnvz74z901a2h0kgk1zezje, amb2qvdnwu0meepj6yu65g72t, dse1rndtog4qn2mwv966vp6mt, dmrznrol8qp7yk53r6ajhnkt0, bspl2le99ugt2ug4tcqsvp1w5, by85t8ssyumcjcks1jx3v96vo, a339o11ut8s1o9odm6ybc4pka, b77p0um20y057708bx6on4d4a, asn8og4yn5gj4it0qe6vulhat, a4dg6hmhim8bhpl5d7me85al1, eds7hz8z52qf06c3oug7nivv9, 2esbyi3i7rtsdkxe6a917rsnp, 29s8wk0a2m66rebsfx1jfuuh, 5mqcwgg1cjj38k4adpnbkbvv8, 8dez06qvnnwh13201ki10rtka, 2f3j5qchxzh11u4bi2mb8dslw, e6jkldz6za7ln3jqxaw50i2qy, 7gwm8sjtl2vyfeh6mio8ve9ec, 4jshezco0cyjgre23nm98fetx, sk7z843dcqvmdf1tkoaoysr8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451059647,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-08-26T17:19:21.599Z,2022-08-26T17:59:25Z,3732620765,130,4,3732620763,59,"1, 2, 5, 6, 3, 4, 8, 10, 9, 7, 11, 19, 18, 16, 20, 15, 23, 14, 22, 21",3732620771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732707647,197,2830,3732620761,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732620767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732620769,194,4iurx3g3hajlatv5gcxsqwm7e,3732620759,30,"1otm71j1169bt3ivgo2vlj2tw, 94h1esmbnvlcvdeq9ohs11boq, 7b0vbfxlv3uiozb19fcj2vsyy, cvbasfoccmz0tijnkxyf57n8q, e1islmeew98wa2ge0dicloay2, 4iurx3g3hajlatv5gcxsqwm7e, 8npu0cbqjrhwv5km1w29kh016, cla6c6izphee9prb80c15baei, 7uwe0kxpzg271d8ocms7l2kno, 8tukt8jsmzkblxxs5w85x4dii, ix6hcbfujuw3mgefzpsnp2zu, 3bepi58wwope38a478y7jwlxw, 1jr23fmrmezgiaq7k63pro07o, 4u12cln8rmtkwlu5q36ypjl2i, d785q9rpqlyuyswv8f9fx4cno, a7eyujeyux7nj68ifa7nnndas, eola3wwbcxl6yeigrj16a3otm, 8mkrj5bnkyhx8kutc4656cy96, d9ewnngnsfc0s4hcs282hayhg, yvkg7uyb2bxtqxvsyy41nthw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076569,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-08-26T18:00:39.653Z,2022-08-26T18:00:42Z,3732710479,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076561,2,32,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,0,0,2022-08-26T18:00:39.653Z,2022-08-26T18:00:39Z,3732710447,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076615,3,1,1,0,0,2uuh2bir8ktof0uxfo06lb4ox,1,49.8,50.3,2022-08-26T18:00:39.753Z,2022-08-26T18:00:44Z,3732710699,140,30.6,3732710705,213,3.1,3732710703,212,20.2,3732710701,141,50.6,3732710707,279,S,3732710697,56,Back,,,,,,,b77p0um20y057708bx6on4d4a,D. Huiberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076679,4,1,1,0,2,2uuh2bir8ktof0uxfo06lb4ox,0,30.4,50.4,2022-08-26T18:00:42.036Z,2022-08-27T14:52:19Z,3732710895,212,42.6,3732710893,141,52.8,3732710889,56,Center,3732710891,140,70.9,3732710897,213,0.0,3732710899,1,,3732710887,157,,,,,dse1rndtog4qn2mwv966vp6mt,B. van Hintum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076653,3,44,1,0,5,2xlnfgrl6r18ftv38unwp7h4s,1,27.9,48.4,2022-08-26T18:00:45.160Z,2022-08-27T14:52:27Z,3732711457,233,5,3732710829,56,Back,3732710831,285,,,,,,,,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076681,5,44,1,0,5,2uuh2bir8ktof0uxfo06lb4ox,0,72.1,51.6,2022-08-26T18:00:45.161Z,2022-08-27T14:52:24Z,3732710909,56,Center,3732711497,233,3,3732710911,286,,,,,,,,,,,,,,,,,a4dg6hmhim8bhpl5d7me85al1,T. Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451080397,41,1,1,0,6,2uuh2bir8ktof0uxfo06lb4ox,1,76.2,54,2022-08-26T18:00:45.695Z,2022-08-27T14:57:56Z,3732729303,56,Center,3732729305,140,84.4,3732729679,210,16,3732729685,22,,3732729307,141,69.7,3732729301,3,,3732729311,213,0.9,3732729309,212,13.7,asn8og4yn5gj4it0qe6vulhat,A. Vellios,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451076685,4,45,1,0,8,2xlnfgrl6r18ftv38unwp7h4s,0,13.7,34.2,2022-08-26T18:00:47.869Z,2022-08-27T14:52:50Z,3732735095,233,49,3732710913,56,Back,3732710917,285,,,,,,,,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
