id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2536637665,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-04-21T16:44:57.518Z,2023-04-21T18:06:04Z,4206414671,197,4034,4206258897,130,10,4206258899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206258893,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206258903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206258901,194,61wt62anweh75oguqg0vbozu2,4206258891,30,"8l31bne12p5cp51o46h92zjrp, ajt9gf8zqsc3m6z4kof5m99ii, 3h8gqv4l0lrls9day28t1sw0k, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, a49duk4f5m5zmyvwht0ikal05, m10ml783dkbr4i0fpb06cm3t, 7o8auo4uu5mzh7f4a44ucdf8q, 2pva2d9if0phol0efqnur68a2, 61wt62anweh75oguqg0vbozu2, dltjumosk5kv9xw8yju2e1hqs, f5am20z0q4vgcu9434o9wy904, 46oot98163lb6atyes4j0mup5, 4j7mtyvi7jg9e4ontiyt9vwbu, c78t1bgro2lh7gvw8rwi6p239, 5t2yht2zjn4g7otqpaer3ia22, 7ufq4s5t9bsfhiuga992prx0p, 88vryegnhss2q5xz8aoj2phey, blu3rrhzier5ivp5p9u78448a, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, da3d2iu2j4yb7q1ag063mu44q",4206258895,59,"1, 25, 50, 24, 4, 3, 12, 21, 19, 10, 6, 37, 28, 5, 7, 9, 11, 15, 16, 17, 18, 20, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536639085,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-04-21T16:49:20.228Z,2023-04-21T17:58:41Z,4206266247,30,"1du03mqsc0o6i4e64n7pzr6ui, 30uqa3kfm23ickjssfhmwgdm1, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, qgusrrldd48qxku8yna03ap5, e74wy7br5zhkds5s73ip0tg4, alimpjocr7xtxu21sumg3b2l1, 8j8encc4aqkh07ydce6hiaokp, a3pwwwba6td400zwqjpbf6pnu, 3khifxt41tsdr25ea7w5n1mcq, 8qc6u3zsblb62it6519a4b6cp, d6rg9ntx9qa2eh8yiflbke1ux, zhnev5uetomme6rpisaa7wiy, 3p95pudljhqzrnegmko7z56uh, 4o1150mpv9nz55cwj9b0vblk9, a69sa0h7lgpmlav961cpejbe2, 4fcmk1x7n95o7owons6mc5a1g, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje, dhb6r3msmmayy7v0b1gb40445",4206266249,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206415143,197,917,4206266251,59,"1, 18, 5, 16, 4, 2, 8, 14, 9, 27, 34, 3, 6, 10, 12, 13, 21, 23, 25, 29, 30, 38",4206266255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206266257,194,alimpjocr7xtxu21sumg3b2l1,4206266259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206266253,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670305,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-04-21T18:03:55.547Z,2023-04-21T18:03:55Z,4206431977,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670311,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-04-21T18:03:55.547Z,2023-04-21T18:03:58Z,4206431995,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670359,3,1,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,49.7,50.1,2023-04-21T18:03:55.647Z,2023-04-21T18:03:58Z,4206432217,56,Back,4206432221,141,45.8,4206432219,140,33.6,4206432225,213,3.3,4206432227,279,S,4206432223,212,17.2,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670405,4,1,1,0,2,cv5ftekuejf0ryxvd5h2my47r,1,32.4,46.3,2023-04-21T18:03:58.531Z,2023-04-21T18:04:02Z,4206432469,213,2.3,4206432467,212,9.2,4206432457,140,26.6,4206432461,141,56.4,4206432455,56,Back,,,,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670423,5,1,1,0,6,cv5ftekuejf0ryxvd5h2my47r,1,27.3,59.6,2023-04-21T18:04:01.898Z,2023-04-21T18:54:04Z,4206432535,56,Back,4206432541,212,18.7,4206432543,213,4.3,4206432537,140,19.5,4206432539,141,34.8,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670479,6,1,1,0,9,cv5ftekuejf0ryxvd5h2my47r,1,20.6,34.5,2023-04-21T18:04:04.627Z,2023-04-21T18:04:07Z,4206432811,56,Back,4206432815,141,19.5,4206432819,213,5.5,4206432817,212,14.6,4206432813,140,30.5,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670527,7,1,1,0,11,cv5ftekuejf0ryxvd5h2my47r,1,31.5,15.2,2023-04-21T18:04:07.452Z,2023-04-21T18:04:10Z,4206433059,213,0.9,4206433057,212,35.7,4206433053,140,53.8,4206433061,1,,4206433049,155,,4206433055,141,54.8,4206433051,56,Center,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670587,8,1,1,0,15,cv5ftekuejf0ryxvd5h2my47r,1,47.5,61.4,2023-04-21T18:04:10.691Z,2023-04-21T18:04:15Z,4206433353,212,13.9,4206433347,56,Back,4206433349,140,42.4,4206433355,213,2.0,4206433351,141,80.3,,,,,,,,,,e74wy7br5zhkds5s73ip0tg4,L. Smans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
