id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490757843,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-12-12T17:13:00.047Z,2022-12-12T19:27:01Z,3942923089,130,8,3942923093,194,e1islmeew98wa2ge0dicloay2,3942923085,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3942923091,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3942923095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3942923083,30,"4u12cln8rmtkwlu5q36ypjl2i, 47yvsnwrehtn4mwsjcqk4ewyy, 7b0vbfxlv3uiozb19fcj2vsyy, cla6c6izphee9prb80c15baei, e1islmeew98wa2ge0dicloay2, d9ewnngnsfc0s4hcs282hayhg, 7uwe0kxpzg271d8ocms7l2kno, cvbasfoccmz0tijnkxyf57n8q, 8npu0cbqjrhwv5km1w29kh016, d785q9rpqlyuyswv8f9fx4cno, 1jr23fmrmezgiaq7k63pro07o, 5ucdhb871lfyiw3qootnby590, wlltloe6hbe8hin3hix0366s, ch4mwwdzqiksjm5kfda3f3klw, 4iurx3g3hajlatv5gcxsqwm7e, ix6hcbfujuw3mgefzpsnp2zu, 8mkrj5bnkyhx8kutc4656cy96, amz65a6dp1pwwql1dkonktfys, 8tukt8jsmzkblxxs5w85x4dii, 3bepi58wwope38a478y7jwlxw, eola3wwbcxl6yeigrj16a3otm",3942974469,197,7233,3942923087,59,"1, 2, 5, 6, 3, 4, 7, 8, 9, 10, 11, 20, 15, 26, 14, 21, 18, 23, 17, 19, 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490759429,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-12-12T17:17:32.925Z,2022-12-12T17:46:51Z,3942931925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3942931917,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 22, 15, 17, 16, 19, 12, 14, 21, 18, 20",3942931923,194,19wuvqpmewphgvsfzi4yjl756,3942931919,130,8,3942931921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3942931913,30,"b7owk879trwk2tu8ud574xq3u, 30uqa3kfm23ickjssfhmwgdm1, 4nchc9z4464uhu3vveo0p73f8, d29ahwtvs7ls75wdtkf7xr8tm, 9lixevzo8exxiia17altfw8ic, 6zzcoo9k4ebqtlux49rbb5fro, 19wuvqpmewphgvsfzi4yjl756, cwu5itv65s8p6zsalk3np4ic, 51f3vubki4or5vaft5tromn3e, 9v7zwguzazofzafwg3qevdo4q, 1hmy5uxiyr8g915tngl9l8twq, cdlnfuy9piyga0wud4nrucvtg, 7s2zxbtepa7dgr8yl0s48afpw, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, ab17bik4y8ilv3ahe50a81ixg, b8k8uynw043b6q9xm0lfzszmy, b4vrfh7z9qt9e5gdpkajrqolw, b1h2eiqxic31ioxbs1zjd709g, cs49ec8y6cubrlo5nmu3j3jtg, a3pwwwba6td400zwqjpbf6pnu",3942974905,197,8653,3942931915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767893,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-12-12T17:46:54.926Z,2022-12-12T17:46:56Z,3942978073,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767883,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-12-12T17:46:54.926Z,2022-12-12T17:46:55Z,3942978009,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767901,3,1,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,49.7,49.9,2022-12-12T17:46:55.026Z,2022-12-12T17:46:57Z,3942978095,141,44.3,3942978099,213,3.4,3942978091,56,Back,3942978097,212,14.3,3942978101,279,S,3942978093,140,36.6,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767921,4,1,1,0,2,2xlnfgrl6r18ftv38unwp7h4s,1,37.3,36.7,2022-12-12T17:46:57.451Z,2022-12-12T17:46:59Z,3942978187,141,31.0,3942978183,56,Back,3942978191,213,3.4,3942978185,140,24.9,3942978189,212,13.6,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767931,5,1,1,0,4,2xlnfgrl6r18ftv38unwp7h4s,1,25.6,32.8,2022-12-12T17:46:59.195Z,2022-12-12T17:47:02Z,3942978243,212,21.3,3942978237,56,Back,3942978245,213,1.9,3942978241,141,62.3,3942978239,140,18.7,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767945,6,1,1,0,6,2xlnfgrl6r18ftv38unwp7h4s,1,20.3,70.9,2022-12-12T17:47:01.915Z,2022-12-12T17:47:05Z,3942978303,141,86.3,3942978299,56,Back,3942978305,212,10.9,3942978307,213,1.8,3942978301,140,17.5,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767957,7,1,1,0,10,2xlnfgrl6r18ftv38unwp7h4s,1,21.8,94.5,2022-12-12T17:47:05.819Z,2022-12-12T17:47:10Z,3942978389,141,83.0,3942978385,56,Left,3942978393,213,6.1,3942978391,212,45.9,3942978395,1,,3942978383,155,,3942978387,140,64.9,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490767971,8,1,1,0,15,2xlnfgrl6r18ftv38unwp7h4s,1,40.1,89.7,2022-12-12T17:47:10.859Z,2022-12-12T17:47:13Z,3942978479,56,Back,3942978487,213,3.6,3942978481,140,23.3,3942978483,141,76.3,3942978485,212,19.9,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
