id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2484289551,1,34,16,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-11-11T18:11:09.634Z,2022-11-11T19:03:55Z,3908850861,30,"1du03mqsc0o6i4e64n7pzr6ui, 72d57i3mfqxtbsmm196kdv0fd, 5pg02unrm16jaa8vt5ego9z6y, aasoq3euk6e6zqhh08n0wocet, b3gyml6d5i3lqxsnh072nhuqd, 7i9hjqjogg1iowfo4fu5zpcyd, qgusrrldd48qxku8yna03ap5, 3p95pudljhqzrnegmko7z56uh, alimpjocr7xtxu21sumg3b2l1, a69sa0h7lgpmlav961cpejbe2, 40l3vtezw1ofwk2occi4z5w45, 3khifxt41tsdr25ea7w5n1mcq, 8qc6u3zsblb62it6519a4b6cp, d6rg9ntx9qa2eh8yiflbke1ux, 3jyb1qtjsf7li8zunui2qpq3u, zhnev5uetomme6rpisaa7wiy, e74wy7br5zhkds5s73ip0tg4, 5et3jsqqhg08ykfqgdniq8fhm, 4o1150mpv9nz55cwj9b0vblk9, 2aaznohtrdkfpf446r3m5itey, 6xxqoump892rybgmvw743p4ic, 8z868vetpqyeatv2rtfwpsbje, dzet4aycjrqmpv1lzp9ekqzje",3908926477,197,917,3908850865,59,"1, 17, 5, 16, 4, 2, 8, 13, 9, 23, 7, 3, 6, 10, 11, 12, 14, 19, 21, 22, 24, 29, 30",3908850873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908850869,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908850863,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3908850867,130,8,3908850871,194,alimpjocr7xtxu21sumg3b2l1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484292113,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-11-11T18:18:07.245Z,2022-11-11T21:23:20Z,3908863863,130,8,3908863859,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3908863867,194,1l34qvjvar8qec3kbrg4rew2d,3908925975,197,1504,3908863861,59,"1, 13, 25, 8, 3, 6, 14, 10, 9, 32, 11, 46, 5, 7, 18, 19, 21, 22, 23, 24, 27, 36, 42",3908863857,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 1l34qvjvar8qec3kbrg4rew2d, 9hz7j1p4f0d2hxyz2bdkbyk0l, 8cox96ikk1k4c24f0y5ef45x, amasl6wz90pv9kkbx3kihj7bp, 75o7fx1uwk6pavxbnqqx28y51, 5i0e7e59vav8ynqzt7qrvitt6, 7dw3mexdcnel375y16vfl0g2y, 88csh50wwpanzfdvu7ia3x1ih, 2e3xge66bzxtyj88sw7gdi4us, daz1m0r5u8f0085jv25bdnoid, bw7s1zgz97p8szhn4shwkx2w9, 35uvcvkv4nd0jbsov3xosjsut, b9apqidquztaojf6e3my6v7bp, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 39f4hnokkp81ucrkx5bo5sjdg, f4rb3nes422yxsznjzwx0kwlw",3908863865,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3908863869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304831,2,32,1,0,0,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2022-11-11T19:01:29.640Z,2022-11-11T19:01:29Z,3908930329,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304839,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-11-11T19:01:29.640Z,2022-11-11T19:01:32Z,3908930353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304849,3,1,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,50,49.7,2022-11-11T19:01:29.742Z,2022-11-11T19:53:32Z,3908930397,56,Back,3908930413,212,13.4,3908930423,279,S,3908930407,141,61.8,3908930419,213,2.5,3908930403,140,39.9,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304911,4,1,1,0,6,bk5ltsueqmeng29eovd8m2tml,0,30.5,54.8,2022-11-11T19:01:36.312Z,2022-11-11T19:09:50Z,3908930703,141,80.6,3908930707,213,0.3,3908930697,155,,3908930699,56,Left,3908930701,140,78.8,3908930709,1,,3908930705,212,53.7,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304927,3,1,1,0,9,cv5ftekuejf0ryxvd5h2my47r,0,26.8,16.1,2022-11-11T19:01:39.167Z,2022-11-11T19:01:40Z,3908930763,3,,3908930767,140,35.4,3908930771,212,10.7,3908930765,56,Back,3908930773,213,0.6,3908930769,141,24.6,,,,,,,qgusrrldd48qxku8yna03ap5,K. de Boer,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304951,5,50,1,0,12,bk5ltsueqmeng29eovd8m2tml,1,64.5,75.2,2022-11-11T19:01:42.605Z,2022-11-11T19:01:44Z,3908930911,286,,3908930973,233,4,3908930909,56,Center,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304961,4,7,1,0,12,cv5ftekuejf0ryxvd5h2my47r,1,35.5,24.8,2022-11-11T19:01:42.606Z,2022-11-11T19:49:18Z,3908930969,233,5,3908930945,285,,3908930943,56,Back,,,,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304965,5,49,1,0,13,cv5ftekuejf0ryxvd5h2my47r,1,39.7,23.1,2022-11-11T19:01:43.182Z,2022-11-11T19:49:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484304971,6,1,1,0,14,cv5ftekuejf0ryxvd5h2my47r,1,39.2,21.6,2022-11-11T19:01:43.806Z,2022-11-11T19:49:24Z,3908931015,213,3.6,3908931011,141,11.6,3908931007,56,Back,3908931013,212,15.0,3908931009,140,26.5,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305027,7,1,1,0,16,cv5ftekuejf0ryxvd5h2my47r,1,24.8,12,2022-11-11T19:01:46.446Z,2022-11-11T19:01:49Z,3908931251,141,44.5,3908931247,56,Back,3908931255,213,2.2,3908931253,212,28.3,3908931249,140,7.9,,,,,,,,,,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305063,8,1,1,0,19,cv5ftekuejf0ryxvd5h2my47r,1,8.4,48.7,2022-11-11T19:01:49.582Z,2022-11-11T19:01:52Z,3908931403,155,,3908931415,212,38.1,3908931419,1,,3908931411,141,97.4,3908931407,140,26.4,3908931417,213,1.1,3908931405,56,Back,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305073,9,1,1,0,22,cv5ftekuejf0ryxvd5h2my47r,0,26.4,97.4,2022-11-11T19:01:52.478Z,2022-11-11T19:01:53Z,3908931463,56,Back,3908931467,141,100.0,3908931471,213,0.2,3908931465,140,42.2,3908931469,212,16.8,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305123,6,5,1,0,23,bk5ltsueqmeng29eovd8m2tml,1,57,-1.4,2022-11-11T19:01:53.545Z,2022-11-11T19:01:59Z,3908931681,56,Right,3908931697,233,10,3908931683,347,,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305077,10,5,1,0,23,cv5ftekuejf0ryxvd5h2my47r,0,43,101.4,2022-11-11T19:01:53.545Z,2022-11-11T19:09:55Z,3908931701,233,6,3908931473,56,Back,3908931475,347,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305161,7,1,1,0,29,bk5ltsueqmeng29eovd8m2tml,1,46,0,2022-11-11T19:01:59.335Z,2022-11-11T19:02:03Z,3908931889,212,16.0,3908931885,140,31.7,3908931881,107,,3908931891,213,2.8,3908931887,141,6.2,3908931883,56,Back,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305193,8,1,1,0,33,bk5ltsueqmeng29eovd8m2tml,0,32.7,7.9,2022-11-11T19:02:03.608Z,2022-11-11T19:53:59Z,3908932027,56,Right,3908932031,141,13.5,3908932035,213,0.1,3908932033,212,41.4,3908932029,140,72.0,3908932025,155,,3908932037,1,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305199,11,1,1,0,38,cv5ftekuejf0ryxvd5h2my47r,0,15.3,79.9,2022-11-11T19:02:07.919Z,2022-11-11T19:02:09Z,3908932075,141,84.4,3908932079,213,0.3,3908932071,56,Back,3908932077,212,9.4,3908932069,3,,3908932073,140,23.8,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305209,9,1,1,0,39,bk5ltsueqmeng29eovd8m2tml,1,68.4,18.2,2022-11-11T19:02:09Z,2022-11-11T19:02:10Z,3908932117,212,10.8,3908932113,140,78.0,3908932115,141,24.1,3908932119,213,0.4,3908932111,56,Center,,,,,,,,,,amasl6wz90pv9kkbx3kihj7bp,J. Schroijen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305223,10,1,1,0,40,bk5ltsueqmeng29eovd8m2tml,0,79.8,25.6,2022-11-11T19:02:10.103Z,2022-11-11T19:54:12Z,3908932155,56,Right,3908932159,141,10.3,3908932163,213,5.0,3908932157,140,82.5,3908932161,212,10.8,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305221,12,8,1,0,41,cv5ftekuejf0ryxvd5h2my47r,1,16,94.4,2022-11-11T19:02:10.942Z,2022-11-11T19:02:11Z,3908932153,56,Back,,,,,,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305253,11,61,1,0,45,bk5ltsueqmeng29eovd8m2tml,1,80.6,6.4,2022-11-11T19:02:14.714Z,2022-11-11T19:02:14Z,3908932331,56,Right,,,,,,,,,,,,,,,,,,,,,,amasl6wz90pv9kkbx3kihj7bp,J. Schroijen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305257,12,5,1,0,45,bk5ltsueqmeng29eovd8m2tml,0,79.2,-1.2,2022-11-11T19:02:15.038Z,2022-11-11T19:09:55Z,3908932351,347,,3908932379,233,13,3908932349,56,Right,,,,,,,,,,,,,,,,amasl6wz90pv9kkbx3kihj7bp,J. Schroijen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305251,13,5,1,0,45,cv5ftekuejf0ryxvd5h2my47r,1,20.8,101.2,2022-11-11T19:02:15.038Z,2022-11-11T19:08:36Z,3908932321,347,,3908932367,233,12,3908932319,56,Back,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305333,14,1,1,0,52,cv5ftekuejf0ryxvd5h2my47r,1,19.7,100,2022-11-11T19:02:22.351Z,2022-11-11T19:02:24Z,3908932703,56,Back,3908932711,213,6.0,3908932707,141,94.4,3908932701,107,,3908932705,140,34.2,3908932709,212,16.0,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305345,15,1,1,0,54,cv5ftekuejf0ryxvd5h2my47r,0,34.2,94.4,2022-11-11T19:02:23.887Z,2022-11-11T19:02:25Z,3908932763,141,96.5,3908932767,213,2.9,3908932759,56,Back,3908932761,140,29.6,3908932773,156,,3908932765,212,5.0,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305351,13,49,1,0,55,bk5ltsueqmeng29eovd8m2tml,1,70.2,11,2022-11-11T19:02:24.778Z,2022-11-11T19:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,amasl6wz90pv9kkbx3kihj7bp,J. Schroijen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305377,14,1,1,0,55,bk5ltsueqmeng29eovd8m2tml,1,70.4,11.1,2022-11-11T19:02:25.063Z,2022-11-11T19:02:27Z,3908932909,212,5.5,3908932905,140,65.2,3908932911,213,3.3,3908932907,141,9.7,3908932903,56,Right,,,,,,,,,,amasl6wz90pv9kkbx3kihj7bp,J. Schroijen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305385,15,1,1,0,57,bk5ltsueqmeng29eovd8m2tml,0,66.5,9.7,2022-11-11T19:02:27.208Z,2022-11-11T19:02:27Z,3908932937,213,0.1,3908932929,56,Right,3908932933,141,11.3,3908932935,212,16.0,3908932931,140,81.7,3908932927,155,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305399,16,1,1,0,58,cv5ftekuejf0ryxvd5h2my47r,0,19.7,92.3,2022-11-11T19:02:27.838Z,2022-11-11T19:02:28Z,3908932999,213,5.8,3908932995,141,77.6,3908932991,56,Back,3908932987,157,,3908932997,212,21.0,3908933001,1,,3908932993,140,37.3,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305443,16,1,1,1,1,bk5ltsueqmeng29eovd8m2tml,1,67,22.4,2022-11-11T19:02:30.871Z,2022-11-11T19:02:33Z,3908933233,212,11.0,3908933229,140,62.6,3908933231,141,7.7,3908933227,56,Right,3908933235,213,4.3,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305457,17,1,1,1,3,bk5ltsueqmeng29eovd8m2tml,1,62.7,7.9,2022-11-11T19:02:33.015Z,2022-11-11T19:02:34Z,3908933295,213,3.1,3908933287,56,Back,3908933291,141,9.1,3908933289,140,41.2,3908933293,212,22.6,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305483,18,1,1,1,4,bk5ltsueqmeng29eovd8m2tml,1,41.4,10.1,2022-11-11T19:02:34.599Z,2022-11-11T19:54:56Z,3908933455,212,26.1,3908933445,141,5.5,3908933431,140,66.1,3908933413,56,Right,3908933461,213,6.2,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305513,19,1,1,1,9,bk5ltsueqmeng29eovd8m2tml,1,70.3,5.2,2022-11-11T19:02:38.999Z,2022-11-11T19:02:42Z,3908933613,212,24.4,3908933609,140,89.3,3908933611,141,25.8,3908933607,56,Center,3908933615,213,0.6,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305525,20,1,1,1,12,bk5ltsueqmeng29eovd8m2tml,0,95.9,31,2022-11-11T19:02:41.959Z,2022-11-11T19:55:18Z,3909089977,195,,3908933681,140,90.5,3908933679,56,Center,3908933685,212,8.7,3908933683,141,40.8,3908933687,213,2.3,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305541,17,49,1,1,15,cv5ftekuejf0ryxvd5h2my47r,1,13.3,58.1,2022-11-11T19:02:44.878Z,2022-11-11T19:02:44Z,,,,,,,,,,,,,,,,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305633,18,1,1,1,15,cv5ftekuejf0ryxvd5h2my47r,1,12.9,65.5,2022-11-11T19:02:45.613Z,2022-11-11T19:02:54Z,3908934263,56,Back,3908934267,141,93.6,3908934271,213,1.2,3908934265,140,20.4,3908934269,212,20.7,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305641,19,61,1,1,24,cv5ftekuejf0ryxvd5h2my47r,1,24.8,96.3,2022-11-11T19:02:53.902Z,2022-11-11T19:02:59Z,3908934307,56,Back,3908934367,189,,,,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305643,21,49,1,1,25,bk5ltsueqmeng29eovd8m2tml,1,69.7,9.4,2022-11-11T19:02:54.695Z,2022-11-11T19:55:38Z,3909090489,189,,,,,,,,,,,,,,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305675,22,1,1,1,25,bk5ltsueqmeng29eovd8m2tml,1,69.7,9.5,2022-11-11T19:02:55.047Z,2022-11-11T19:02:57Z,3908934507,213,3.6,3908934503,141,3.4,3908934505,212,8.8,3908934499,56,Right,3908934501,140,62.3,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305743,23,1,1,1,27,bk5ltsueqmeng29eovd8m2tml,1,63.7,4.3,2022-11-11T19:02:57.144Z,2022-11-11T19:03:04Z,3908934839,140,45.1,3908934845,213,3.0,3908934841,141,7.9,3908934837,56,Back,3908934843,212,19.7,,,,,,,,,,amasl6wz90pv9kkbx3kihj7bp,J. Schroijen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305745,24,1,1,1,34,bk5ltsueqmeng29eovd8m2tml,0,44.7,4.1,2022-11-11T19:03:04.327Z,2022-11-11T19:55:47Z,3908934855,141,5.9,3908934859,213,0.4,3908934851,56,Back,3908934857,212,3.0,3908934853,140,47.3,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305785,20,61,1,1,39,cv5ftekuejf0ryxvd5h2my47r,1,44.6,95.1,2022-11-11T19:03:09.032Z,2022-11-11T19:03:09Z,3908935075,56,Back,,,,,,,,,,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305787,21,5,1,1,39,cv5ftekuejf0ryxvd5h2my47r,0,42.5,100.9,2022-11-11T19:03:09.549Z,2022-11-11T19:03:12Z,3908935079,56,Back,3908935255,233,25,3908935081,347,,,,,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305809,25,5,1,1,39,bk5ltsueqmeng29eovd8m2tml,1,57.5,-0.9,2022-11-11T19:03:09.549Z,2022-11-11T19:09:55Z,3908935227,233,21,3908935201,56,Right,3908935203,347,,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305875,26,1,1,1,42,bk5ltsueqmeng29eovd8m2tml,1,60.6,0,2022-11-11T19:03:12.151Z,2022-11-11T19:03:17Z,3908935499,56,Back,3908935505,212,20.0,3908935501,140,42.4,3908935497,107,,3908935507,213,2.8,3908935503,141,6.5,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305909,27,1,1,1,47,bk5ltsueqmeng29eovd8m2tml,1,41.4,5.3,2022-11-11T19:03:17.111Z,2022-11-11T19:56:02Z,3908935691,141,10.4,3908935695,213,0.4,3908935687,56,Back,3908935693,212,8.0,3908935689,140,48.3,,,,,,,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484305971,28,1,1,1,50,bk5ltsueqmeng29eovd8m2tml,1,49.9,24.3,2022-11-11T19:03:20.311Z,2022-11-11T19:56:10Z,3908936017,212,27.5,3908936013,140,36.5,3908936015,141,59.1,3908936019,213,2.1,3908936011,56,Back,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306005,29,1,1,1,55,bk5ltsueqmeng29eovd8m2tml,1,37.1,60.9,2022-11-11T19:03:25.239Z,2022-11-11T19:56:18Z,3908936187,140,35.8,3908936191,212,8.5,3908936189,141,48.5,3908936185,56,Back,3908936193,213,4.6,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306023,30,1,1,1,58,bk5ltsueqmeng29eovd8m2tml,1,35.9,48.8,2022-11-11T19:03:28.391Z,2022-11-11T19:56:24Z,3908936307,212,29.1,3908936303,140,39.4,3908936309,213,4.8,3908936305,141,6.4,3908936301,56,Back,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306059,31,1,1,2,0,bk5ltsueqmeng29eovd8m2tml,0,39.7,7,2022-11-11T19:03:30.151Z,2022-11-11T19:56:48Z,3908936461,140,84.0,3908936465,141,6.7,3908936469,212,46.5,3908936473,213,6.3,3908936457,155,,3908936475,1,,3908936459,56,Right,,,,9hz7j1p4f0d2hxyz2bdkbyk0l,F. Heerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306089,22,49,1,2,7,cv5ftekuejf0ryxvd5h2my47r,1,5.4,95.4,2022-11-11T19:03:36.990Z,2022-11-11T19:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306097,23,1,1,2,8,cv5ftekuejf0ryxvd5h2my47r,0,1.2,95,2022-11-11T19:03:37.902Z,2022-11-11T19:03:38Z,3908936687,56,Back,3908936695,213,0.6,3908936691,141,100.0,3908936685,157,,3908936689,140,6.7,3908936697,1,,3908936693,212,7.1,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306103,24,5,1,2,8,cv5ftekuejf0ryxvd5h2my47r,0,11.5,101.3,2022-11-11T19:03:38.280Z,2022-11-11T19:52:04Z,3908936717,347,,3908936715,56,Back,3908937619,233,32,,,,,,,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306271,32,5,1,2,8,bk5ltsueqmeng29eovd8m2tml,1,88.5,-1.3,2022-11-11T19:03:38.280Z,2022-11-11T19:09:56Z,3908937589,56,Right,3908937603,233,24,3908937591,347,,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306285,33,1,1,2,24,bk5ltsueqmeng29eovd8m2tml,1,88.3,0,2022-11-11T19:03:54.103Z,2022-11-11T19:03:56Z,3908937665,56,Right,3908937673,213,1.3,3908937669,141,5.2,3908937667,140,89.7,3908937671,212,4.9,3908937663,107,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306315,34,1,1,2,26,bk5ltsueqmeng29eovd8m2tml,1,89.2,13.7,2022-11-11T19:03:56.439Z,2022-11-11T19:57:12Z,3908937877,56,Right,3908937883,212,8.6,3908937885,213,4.0,3908937879,140,84.1,3908937881,141,3.8,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306333,35,1,1,2,31,bk5ltsueqmeng29eovd8m2tml,1,81.5,5.3,2022-11-11T19:04:01.207Z,2022-11-11T19:04:03Z,3908938005,141,39.5,3908938009,213,2.4,3908938001,56,Center,3908938011,1,,3908938007,212,35.6,3908938003,140,55.8,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306375,36,1,1,2,34,bk5ltsueqmeng29eovd8m2tml,1,56.3,43,2022-11-11T19:04:03.735Z,2022-11-11T19:57:24Z,3908938191,56,Center,3908938199,213,1.1,3908938195,141,68.1,3908938193,140,64.1,3908938197,212,18.9,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306389,37,1,1,2,38,bk5ltsueqmeng29eovd8m2tml,1,64.9,71.8,2022-11-11T19:04:08.007Z,2022-11-11T19:04:10Z,3908938261,140,86.7,3908938265,212,24.8,3908938263,141,85.7,3908938267,213,0.4,3908938259,56,Left,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484306435,38,1,1,2,40,bk5ltsueqmeng29eovd8m2tml,1,84.4,84.7,2022-11-11T19:04:10.518Z,2022-11-11T19:04:15Z,3908938553,140,95.1,3908938561,1,,3908938549,155,,3908938557,212,41.3,3908938551,56,Center,3908938547,2,,3908938559,213,5.0,3908938555,141,26.2,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
