id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2529876499,4,74,1,0,8,6lzy9iiqoysvtdsgx719fng9n,1,1.5,67.6,2023-04-07T18:01:32.158Z,2023-04-07T19:03:16Z,4170351169,56,Back,4170351577,285,,4170469359,233,7,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876525,5,6,1,0,10,6lzy9iiqoysvtdsgx719fng9n,0,2.2,72.4,2023-04-07T18:01:34.726Z,2023-04-07T18:15:09Z,4170416971,233,8,4170351279,73,,4170351277,56,Back,,,,,,,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876615,8,6,1,0,10,zjawy6qdzk3y69v5pa3zl2cb,1,97.8,27.6,2023-04-07T18:01:34.726Z,2023-04-07T18:15:09Z,4170416959,233,5,4170351703,75,,4170351701,56,Center,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876781,9,1,1,0,36,zjawy6qdzk3y69v5pa3zl2cb,0,99.5,0.5,2023-04-07T18:02:00.726Z,2023-04-07T18:02:03Z,4170352579,224,,4170352577,155,,4170352585,141,46.6,4170352583,140,86.4,4170352591,1,,4170352573,2,,4170352575,6,,4170352581,56,Center,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,4170352587,212,34.2,4170352589,213,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876785,6,12,1,0,39,6lzy9iiqoysvtdsgx719fng9n,1,6.9,52.1,2023-04-07T18:02:03.286Z,2023-04-07T18:02:32Z,4170352629,15,,4170352597,140,6.0,4170352595,56,Back,4170352601,141,44.9,4170352607,213,4.5,4170352605,212,5.0,,,,,,,baghnvel8qsn5k9s79jiyldnu,A. Martha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876869,7,12,1,0,41,6lzy9iiqoysvtdsgx719fng9n,1,6,44.9,2023-04-07T18:02:05.462Z,2023-04-07T18:02:10Z,4170353049,141,9.1,4170353053,213,5.2,4170353045,56,Back,4170353047,140,18.3,4170353051,212,27.6,,,,,,,,,,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876873,8,49,1,0,46,6lzy9iiqoysvtdsgx719fng9n,1,18.3,7.4,2023-04-07T18:02:10.790Z,2023-04-07T18:02:27Z,,,,,,,,,,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876887,9,3,1,0,47,6lzy9iiqoysvtdsgx719fng9n,0,23.7,10.7,2023-04-07T18:02:11.270Z,2023-04-07T18:02:31Z,4170353099,56,Back,4170353101,285,,4170353171,233,10,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876895,10,7,1,0,47,zjawy6qdzk3y69v5pa3zl2cb,0,76.3,89.3,2023-04-07T18:02:11.271Z,2023-04-07T18:02:13Z,4170353131,286,,4170353145,233,9,4170353129,56,Left,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876921,10,1,1,0,49,6lzy9iiqoysvtdsgx719fng9n,1,18,8.3,2023-04-07T18:02:13.045Z,2023-04-07T18:02:15Z,4170353317,213,1.0,4170353311,140,24.3,4170353315,212,12.0,4170353309,56,Back,4170353313,141,23.1,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876943,11,1,1,0,51,6lzy9iiqoysvtdsgx719fng9n,1,24.3,23.1,2023-04-07T18:02:15.590Z,2023-04-07T18:02:18Z,4170353445,140,11.9,4170353443,56,Back,4170353451,213,3.6,4170353447,141,13.1,4170353449,212,14.7,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876965,12,1,1,0,54,6lzy9iiqoysvtdsgx719fng9n,1,13.1,10,2023-04-07T18:02:18.742Z,2023-04-07T18:02:20Z,4170353577,56,Back,4170353579,140,22.4,4170353583,212,10.1,4170353585,213,6.0,4170353581,141,6.5,,,,,,,,,,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876973,13,1,1,0,56,6lzy9iiqoysvtdsgx719fng9n,1,22.1,6.5,2023-04-07T18:02:20.326Z,2023-04-07T18:02:21Z,4170353619,56,Back,4170353623,141,5.0,4170353627,213,3.3,4170353621,140,14.6,4170353625,212,7.9,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876983,14,1,1,0,57,6lzy9iiqoysvtdsgx719fng9n,1,14.6,5,2023-04-07T18:02:21.334Z,2023-04-07T18:02:22Z,4170353709,141,5.8,4170353707,140,31.2,4170353713,213,0.0,4170353711,212,17.4,4170353705,56,Back,,,,,,,,,,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529876999,15,1,1,0,58,6lzy9iiqoysvtdsgx719fng9n,1,31.2,5.8,2023-04-07T18:02:22.486Z,2023-04-07T18:02:24Z,4170353803,140,37.7,4170353805,141,26.1,4170353809,213,1.1,4170353807,212,15.4,4170353801,56,Back,,,,,,,,,,baghnvel8qsn5k9s79jiyldnu,A. Martha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877003,16,61,1,1,0,6lzy9iiqoysvtdsgx719fng9n,0,37.7,26.1,2023-04-07T18:02:24.309Z,2023-04-07T18:02:24Z,4170353827,56,Back,,,,,,,,,,,,,,,,,,,,,,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877013,11,49,1,1,1,zjawy6qdzk3y69v5pa3zl2cb,1,56.8,77.5,2023-04-07T18:02:25.045Z,2023-04-07T18:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877139,12,1,1,1,1,zjawy6qdzk3y69v5pa3zl2cb,1,55,76.4,2023-04-07T18:02:25.717Z,2023-04-07T18:02:35Z,4170354553,212,37.6,4170354555,213,3.3,4170354549,140,19.7,4170354547,56,Back,4170354557,1,,4170354551,141,67.5,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877205,13,1,1,1,11,zjawy6qdzk3y69v5pa3zl2cb,1,28,62.7,2023-04-07T18:02:35.862Z,2023-04-07T19:04:50Z,4170354919,140,77.9,4170354917,56,Center,4170354927,213,0.2,4170354929,1,,4170354915,155,,4170354925,212,53.2,4170354923,141,76.0,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877207,14,61,1,1,16,zjawy6qdzk3y69v5pa3zl2cb,0,78,75.3,2023-04-07T18:02:40.822Z,2023-04-07T18:02:41Z,4170354933,56,Center,,,,,,,,,,,,,,,,,,,,,,7o8auo4uu5mzh7f4a44ucdf8q,D. Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877243,15,45,1,1,16,zjawy6qdzk3y69v5pa3zl2cb,0,75.1,70.1,2023-04-07T18:02:40.854Z,2023-04-07T18:02:44Z,4170355109,286,,4170355105,56,Center,4170355167,233,17,,,,,,,,,,,,,,,,7o8auo4uu5mzh7f4a44ucdf8q,D. Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877211,17,3,1,1,16,6lzy9iiqoysvtdsgx719fng9n,1,24.9,29.9,2023-04-07T18:02:40.854Z,2023-04-07T18:02:44Z,4170355125,233,15,4170354947,56,Back,4170354949,285,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877215,18,49,1,1,17,6lzy9iiqoysvtdsgx719fng9n,1,23.3,34.8,2023-04-07T18:02:41.397Z,2023-04-07T18:02:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877289,19,1,1,1,18,6lzy9iiqoysvtdsgx719fng9n,1,23,34.8,2023-04-07T18:02:42.247Z,2023-04-07T18:02:45Z,4170355319,213,0.6,4170355313,140,28.4,4170355315,141,40.4,4170355317,212,6.8,4170355311,56,Back,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877301,20,3,1,1,21,6lzy9iiqoysvtdsgx719fng9n,0,29.8,40,2023-04-07T18:02:45.012Z,2023-04-07T18:04:26Z,4170355401,233,16,4170355355,56,Back,4170355357,285,,,,,,,,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877297,16,7,1,1,21,zjawy6qdzk3y69v5pa3zl2cb,0,70.2,60,2023-04-07T18:02:45.013Z,2023-04-07T18:02:46Z,4170355361,233,20,4170355341,56,Center,4170355343,286,,,,,,,,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877327,21,1,1,1,22,6lzy9iiqoysvtdsgx719fng9n,1,25.1,33.3,2023-04-07T18:02:46.901Z,2023-04-07T18:02:48Z,4170355489,56,Back,4170355495,212,13.5,4170355497,213,5.5,4170355491,140,34.5,4170355493,141,19.7,,,,,,,,,,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877335,22,49,1,1,24,6lzy9iiqoysvtdsgx719fng9n,1,34.8,19.4,2023-04-07T18:02:48.677Z,2023-04-07T18:02:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877351,23,43,1,1,25,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-04-07T18:02:49.525Z,2023-04-07T18:02:53Z,4170355939,144,50,4170355589,286,0,4170355585,56,Back,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877367,24,43,1,1,26,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2023-04-07T18:02:50.646Z,2023-04-07T18:02:54Z,4170355675,56,Back,4170355991,144,61,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877397,25,4,1,1,28,6lzy9iiqoysvtdsgx719fng9n,1,37.2,12,2023-04-07T18:02:52.085Z,2023-04-07T18:15:10Z,4170355849,152,,4170355851,265,,4170355847,56,Back,4170355853,286,,4170355845,13,,4170417035,233,18,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877513,18,4,1,1,28,zjawy6qdzk3y69v5pa3zl2cb,0,62.8,88,2023-04-07T18:02:52.086Z,2023-04-07T18:15:10Z,4170356441,285,,4170356435,56,Left,4170356433,13,,4170356437,152,,4170417045,233,25,4170356439,265,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877499,17,43,1,1,31,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-04-07T18:02:55.846Z,2023-04-07T18:03:02Z,4170356373,286,0,4170356371,56,Left,4170356585,144,7,,,,,,,,,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877591,26,1,1,1,39,6lzy9iiqoysvtdsgx719fng9n,1,43.4,11.6,2023-04-07T18:03:03.509Z,2023-04-07T18:03:06Z,4170356845,152,,4170356855,213,2.8,4170356843,5,,4170356853,212,32.2,4170356847,56,Back,4170356857,1,,4170356851,141,27.7,4170356849,140,14.6,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877637,27,1,1,1,42,6lzy9iiqoysvtdsgx719fng9n,1,16.3,28,2023-04-07T18:03:06.133Z,2023-04-07T18:03:08Z,4170357061,213,0.0,4170357055,140,26.5,4170357057,141,28.6,4170357053,56,Back,4170357059,212,10.7,,,,,,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877701,28,1,1,1,44,6lzy9iiqoysvtdsgx719fng9n,1,27,26.8,2023-04-07T18:03:08.518Z,2023-04-07T18:03:12Z,4170357427,212,17.9,4170357421,56,Back,4170357425,141,4.7,4170357423,140,36.3,4170357429,213,5.3,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877765,29,1,1,1,48,6lzy9iiqoysvtdsgx719fng9n,1,47.4,7.7,2023-04-07T18:03:12.646Z,2023-04-07T18:03:16Z,4170357771,212,35.8,4170357767,140,80.6,4170357769,141,19.4,4170357775,1,,4170357765,56,Right,4170357773,213,0.2,4170357763,155,,,,,7d8a2cp7xza48arxctlpqrvh0,D. Jermoumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877793,30,1,1,1,51,6lzy9iiqoysvtdsgx719fng9n,0,80.6,18.3,2023-04-07T18:03:15.957Z,2023-04-07T18:03:18Z,4170357919,140,96.8,4170357917,56,Center,4170357925,213,0.7,4170357921,141,39.7,4170357923,212,22.4,,,,,,,,,,31v89l4k38v1wpisz7xhkq38,J. Banel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877809,19,52,1,1,54,zjawy6qdzk3y69v5pa3zl2cb,1,6.1,65.4,2023-04-07T18:03:18.871Z,2023-04-07T18:03:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877839,20,43,1,1,57,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-04-07T18:03:21.094Z,2023-04-07T18:03:24Z,4170358407,144,52,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877963,21,80,1,2,6,zjawy6qdzk3y69v5pa3zl2cb,0,9.4,55.8,2023-04-07T18:03:30.055Z,2023-04-07T18:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529877987,22,1,1,2,6,zjawy6qdzk3y69v5pa3zl2cb,1,9.4,55.8,2023-04-07T18:03:30.950Z,2023-04-07T18:03:32Z,4170358921,213,5.5,4170358917,141,41.3,4170358915,140,18.9,4170358919,212,14.0,4170358913,56,Back,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878013,23,1,1,2,8,zjawy6qdzk3y69v5pa3zl2cb,1,18.9,41.3,2023-04-07T18:03:32.086Z,2023-04-07T18:03:33Z,4170359057,56,Back,4170359059,140,9.6,4170359065,213,2.5,4170359063,212,12.3,4170359061,141,52.4,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878063,24,1,1,2,9,zjawy6qdzk3y69v5pa3zl2cb,1,9.6,52.4,2023-04-07T18:03:33.623Z,2023-04-07T18:03:36Z,4170359329,140,75.4,4170359327,56,Center,4170359335,213,6.2,4170359333,212,69.5,4170359325,155,,4170359337,1,,4170359331,141,40.7,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878081,25,1,1,2,12,zjawy6qdzk3y69v5pa3zl2cb,1,64.7,39.7,2023-04-07T18:03:36.806Z,2023-04-07T18:03:38Z,4170359451,213,3.4,4170359447,141,36.0,4170359449,212,12.1,4170359445,140,53.4,4170359443,56,Center,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878117,26,1,1,2,14,zjawy6qdzk3y69v5pa3zl2cb,1,53.4,36,2023-04-07T18:03:38.390Z,2023-04-07T18:03:40Z,4170359619,56,Center,4170359635,213,1.4,4170359621,140,55.7,4170359631,212,16.7,4170359625,141,60.3,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878159,27,1,1,2,16,zjawy6qdzk3y69v5pa3zl2cb,1,55.1,63,2023-04-07T18:03:40.006Z,2023-04-07T18:03:43Z,4170359883,140,32.8,4170359889,213,2.7,4170359881,56,Back,4170359887,212,26.4,4170359885,141,80.8,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878235,28,1,1,2,19,zjawy6qdzk3y69v5pa3zl2cb,1,32.8,80.8,2023-04-07T18:03:43.494Z,2023-04-07T18:03:49Z,4170360299,213,0.6,4170360293,140,43.7,4170360297,212,14.1,4170360295,141,93.0,4170360291,56,Back,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529878285,29,1,1,2,25,zjawy6qdzk3y69v5pa3zl2cb,1,74.5,89,2023-04-07T18:03:48.982Z,2023-04-07T18:03:53Z,4170360607,56,Center,4170360613,212,15.0,4170360609,140,71.3,4170360615,213,4.5,4170360611,141,67.5,,,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
