id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2468479791,538,61,1,0,12,6lzy9iiqoysvtdsgx719fng9n,1,39.9,8.6,2022-10-07T18:03:00.537Z,2022-10-07T18:53:05Z,3825329357,56,Back,,,,,,,,,,,,,,,,,,,,,,31v89l4k38v1wpisz7xhkq38,J. Banel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436671,6,1,1,0,13,b94pf87be9ojdgnrs5mst80un,0,65.9,96.4,2022-10-07T18:03:02.384Z,2022-10-07T18:04:42Z,3825096879,140,60.6,3825096889,213,3.3,3825096883,141,95.5,3825096877,56,Left,3825096887,212,5.6,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436737,6,5,1,0,15,6lzy9iiqoysvtdsgx719fng9n,0,40.2,-0.9,2022-10-07T18:03:04.208Z,2022-10-07T18:19:59Z,3825097219,347,,3825097217,56,Back,3825097389,233,7,,,,,,,,,,,,,,,,31v89l4k38v1wpisz7xhkq38,J. Banel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436743,7,5,1,0,15,b94pf87be9ojdgnrs5mst80un,1,59.8,100.9,2022-10-07T18:03:04.208Z,2022-10-07T18:04:44Z,3825097379,233,6,3825097239,347,,3825097237,56,Left,,,,,,,,,,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436789,8,1,1,0,21,b94pf87be9ojdgnrs5mst80un,1,58,100,2022-10-07T18:03:09.793Z,2022-10-07T18:53:51Z,3825097509,141,62.1,3825097507,140,54.5,3825097505,56,Center,3825097515,1,,3825097511,212,26.5,3825097513,213,4.6,3825097503,107,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468480637,296,1,1,0,25,b94pf87be9ojdgnrs5mst80un,1,54.7,48.6,2022-10-07T18:03:13.537Z,2022-10-07T18:55:13Z,3825334099,141,16.7,3825334103,213,4.5,3825334097,140,49.8,3825334095,56,Back,3825334093,155,,3825334101,212,22.3,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436871,10,1,1,0,27,b94pf87be9ojdgnrs5mst80un,1,51.5,17.9,2022-10-07T18:03:15.570Z,2022-10-07T18:05:40Z,3825097921,141,36.0,3825097925,213,0.7,3825097917,56,Center,3825097919,140,66.4,3825097923,212,19.9,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436937,11,1,1,0,29,b94pf87be9ojdgnrs5mst80un,1,65.9,33.7,2022-10-07T18:03:17.553Z,2022-10-07T18:54:02Z,3825098293,212,6.0,3825098289,140,70.5,3825098287,56,Center,3825098295,213,5.6,3825098291,141,28.4,,,,,,,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436943,12,50,1,0,30,b94pf87be9ojdgnrs5mst80un,1,67,36.6,2022-10-07T18:03:19.536Z,2022-10-07T18:54:54Z,3825335117,233,540,3825098325,56,Center,3825334107,286,,,,,,,,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468480815,540,7,1,0,31,6lzy9iiqoysvtdsgx719fng9n,1,33,63.4,2022-10-07T18:03:19.537Z,2022-10-07T18:54:54Z,3825335077,285,,3825335075,56,Back,3825335109,233,12,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436931,7,49,1,0,31,6lzy9iiqoysvtdsgx719fng9n,1,26.5,61.1,2022-10-07T18:03:20.234Z,2022-10-07T18:04:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436987,8,1,1,0,31,6lzy9iiqoysvtdsgx719fng9n,1,26.5,61.1,2022-10-07T18:03:20.457Z,2022-10-07T18:04:27Z,3825098573,141,77.9,3825098569,56,Back,3825098577,213,2.2,3825098571,140,18.4,3825098575,212,14.2,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468480803,539,1,1,0,37,6lzy9iiqoysvtdsgx719fng9n,1,23.7,81,2022-10-07T18:03:25.537Z,2022-10-07T18:54:52Z,3825335025,56,Back,3825335027,140,34.8,3825335033,213,0.1,3825335029,141,83.1,3825335031,212,11.7,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437047,10,1,1,0,38,6lzy9iiqoysvtdsgx719fng9n,0,43,91.1,2022-10-07T18:03:26.665Z,2022-10-07T20:03:33Z,3825098933,141,89.0,3825098929,56,Back,3825098937,213,3.3,3825098935,212,12.8,3825098931,140,30.9,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437081,13,49,1,0,40,b94pf87be9ojdgnrs5mst80un,1,61.1,3.1,2022-10-07T18:03:28.801Z,2022-10-07T18:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437089,14,1,1,0,40,b94pf87be9ojdgnrs5mst80un,1,60.5,3.6,2022-10-07T18:03:28.962Z,2022-10-07T18:54:53Z,3825099139,56,Right,3825099145,212,6.2,3825099141,140,54.6,3825099147,213,3.3,3825099143,141,2.5,,,,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437109,15,1,1,0,41,b94pf87be9ojdgnrs5mst80un,1,54,4.4,2022-10-07T18:03:30.193Z,2022-10-07T18:54:57Z,3825099233,213,0.6,3825099229,141,13.4,3825099225,56,Right,3825099227,140,62.7,3825099231,212,11.0,,,,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437159,16,1,1,0,44,b94pf87be9ojdgnrs5mst80un,1,70.5,13.6,2022-10-07T18:03:33.169Z,2022-10-07T20:03:51Z,3825099497,212,5.9,3825099495,141,6.9,3825099491,56,Right,3825099493,140,74.1,3825099499,213,5.4,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468436841,9,43,1,0,46,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-10-07T18:03:34.824Z,2022-10-07T18:55:16Z,3825097771,56,Right,3825097775,141,20.1,3825097777,212,28.5,3825097779,213,4.6,3825336299,144,1,3825097773,140,50.6,3825097769,155,0,,,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437003,9,43,1,0,55,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-10-07T18:03:44.464Z,2022-10-07T20:07:23Z,3825098641,140,39.5,3825098645,212,23.0,3825098647,213,6.1,3825671635,144,1,3825098639,56,Back,3825098643,141,73.1,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437233,17,1,1,1,7,b94pf87be9ojdgnrs5mst80un,1,70.2,16.3,2022-10-07T18:03:56.347Z,2022-10-07T20:03:43Z,3825103019,210,16,3825099835,213,1.4,3825099831,141,43.1,3825103021,22,,3825099833,212,18.4,3825099829,140,72.8,3825099827,56,Center,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468437271,18,16,1,1,11,b94pf87be9ojdgnrs5mst80un,1,74.8,41.1,2022-10-07T18:03:59.992Z,2022-10-07T18:05:36Z,3825103097,102,46.4,3825102277,374,2022-10-07 19:03:58.363,3825103101,215,,3825103093,55,17,3825103089,81,,3825103109,230,98.0,3825100025,22,,3825100027,18,,egmubn4rsudpbk05qfv2qlvit,E. Lieftink,,3825103091,29,3825103113,231,48.7,3825103103,328,3825102271,72,3825103099,103,24.1,3825100029,56,Center,3825102281,375,01:09.826,,,,,,,,,,,,,,,,
2468437689,11,43,1,1,35,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-10-07T18:04:24.259Z,2022-10-07T18:04:35Z,3825102041,213,3.1,3825102033,56,Back,3825102037,141,76.2,3825102781,144,1,3825102035,140,28.6,3825102039,212,0,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438031,12,1,1,1,55,6lzy9iiqoysvtdsgx719fng9n,1,49.8,49.9,2022-10-07T18:04:43.682Z,2022-10-07T18:04:48Z,3825103913,213,3.7,3825103911,212,23.9,3825103915,279,G,3825103905,56,Back,3825103907,140,30.1,3825103909,141,32.3,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468481463,541,1,1,1,56,6lzy9iiqoysvtdsgx719fng9n,1,34.5,61.8,2022-10-07T18:04:44.537Z,2022-10-07T18:55:56Z,3825338279,213,4.3,3825338271,56,Back,3825338275,141,37.3,3825338277,212,18.6,3825338273,140,26.7,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468481511,542,1,1,1,57,6lzy9iiqoysvtdsgx719fng9n,1,25.3,32.9,2022-10-07T18:04:45.537Z,2022-10-07T18:56:01Z,3825338549,140,33.4,3825338551,141,9.5,3825338555,213,5.2,3825338547,56,Back,3825338553,212,18.0,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468481647,543,1,1,1,58,6lzy9iiqoysvtdsgx719fng9n,1,33.4,9.5,2022-10-07T18:04:46.537Z,2022-10-07T18:56:13Z,3825339239,56,Back,3825339245,212,18.7,3825339241,140,25.5,3825339247,213,2.0,3825339243,141,34.1,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438049,13,1,1,1,59,6lzy9iiqoysvtdsgx719fng9n,1,28.9,33.2,2022-10-07T18:04:47.890Z,2022-10-07T18:56:16Z,3825104009,56,Back,3825104017,212,26.8,3825104011,140,24.2,3825104015,141,72.0,3825104021,213,1.8,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438073,14,1,1,2,0,6lzy9iiqoysvtdsgx719fng9n,1,24.2,72.5,2022-10-07T18:04:49.410Z,2022-10-07T18:57:08Z,3825104113,141,91.8,3825104109,56,Back,3825104115,212,20.5,3825104111,140,39.2,3825104117,213,0.7,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438097,15,1,1,2,2,6lzy9iiqoysvtdsgx719fng9n,0,39.2,91.8,2022-10-07T18:04:50.738Z,2022-10-07T18:04:51Z,3825104249,56,Center,3825104257,213,5.9,3825104255,212,31.9,3825104251,140,67.8,3825104253,141,75.8,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438321,19,1,1,2,4,b94pf87be9ojdgnrs5mst80un,0,26.3,23,2022-10-07T18:04:53.338Z,2022-10-07T18:55:33Z,3825105503,212,28.9,3825105505,213,5.7,3825105501,141,0.0,3825105499,140,48.7,3825105507,1,,3825105495,157,,3825105497,56,Back,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438195,16,5,1,2,5,6lzy9iiqoysvtdsgx719fng9n,1,45.6,101.4,2022-10-07T18:04:53.678Z,2022-10-07T18:19:59Z,3825106309,233,20,3825104789,56,Back,3825104791,347,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438325,20,5,1,2,5,b94pf87be9ojdgnrs5mst80un,0,54.4,-1.4,2022-10-07T18:04:53.678Z,2022-10-07T18:55:37Z,3825106365,233,16,3825105511,347,,3825105509,56,Right,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438249,17,1,1,2,11,6lzy9iiqoysvtdsgx719fng9n,1,39.9,100,2022-10-07T18:05:00.194Z,2022-10-07T18:05:04Z,3825105093,56,Back,3825105101,213,4.1,3825105097,141,70.4,3825105103,1,,3825105095,140,27.3,3825105091,107,,3825105099,212,24.7,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438265,18,1,1,2,16,6lzy9iiqoysvtdsgx719fng9n,1,30.7,76.1,2022-10-07T18:05:04.579Z,2022-10-07T18:05:06Z,3825105183,56,Back,3825105197,213,2.5,3825105185,140,13.3,3825105193,212,22.5,3825105189,141,95.3,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438303,19,1,1,2,17,6lzy9iiqoysvtdsgx719fng9n,1,13.3,95.1,2022-10-07T18:05:05.987Z,2022-10-07T18:05:08Z,3825105385,56,Back,3825105387,140,11.5,3825105389,141,63.0,3825105393,213,4.6,3825105391,212,21.9,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438401,20,1,1,2,19,6lzy9iiqoysvtdsgx719fng9n,0,11.1,62,2022-10-07T18:05:08.356Z,2022-10-07T18:57:25Z,3825105903,212,79.4,3825105899,140,86.6,3825105897,56,Center,3825105895,155,,3825105901,141,68.9,3825105905,213,0.1,3825105907,1,,,,,68hoounwudpjrr2wmovkyvswk,T. de Graaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438429,21,52,1,2,26,b94pf87be9ojdgnrs5mst80un,1,11.5,34.2,2022-10-07T18:05:15.098Z,2022-10-07T18:05:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438623,22,1,1,2,35,b94pf87be9ojdgnrs5mst80un,1,12.9,36.6,2022-10-07T18:05:24.299Z,2022-10-07T18:05:27Z,3825107037,140,19.2,3825107035,56,Back,3825107043,213,1.2,3825107039,141,64.9,3825107033,123,,3825107041,212,20.3,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438655,23,1,1,2,38,b94pf87be9ojdgnrs5mst80un,0,22.5,72.3,2022-10-07T18:05:27.291Z,2022-10-07T18:56:21Z,3825107219,56,Center,3825107229,1,,3825107225,212,32.6,3825107221,140,51.1,3825107217,155,,3825107227,213,5.9,3825107223,141,53.8,,,,8hjakiipmhtwr07v6h0d414gl,T. Beugelsdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438729,21,1,1,2,41,6lzy9iiqoysvtdsgx719fng9n,1,46.6,44.9,2022-10-07T18:05:30.275Z,2022-10-07T18:05:33Z,3825107679,212,20.7,3825107673,56,Center,3825107675,140,63.5,3825107681,213,5.7,3825107677,141,29.3,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438731,22,49,1,2,44,6lzy9iiqoysvtdsgx719fng9n,1,54.1,37.3,2022-10-07T18:05:33.013Z,2022-10-07T18:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438755,23,1,1,2,44,6lzy9iiqoysvtdsgx719fng9n,1,54.1,37.3,2022-10-07T18:05:33.204Z,2022-10-07T18:05:35Z,3825107809,56,Back,3825107817,213,3.1,3825107815,212,24.8,3825107811,140,30.5,3825107813,141,37.1,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438779,24,1,1,2,46,6lzy9iiqoysvtdsgx719fng9n,1,30.8,37.7,2022-10-07T18:05:35.460Z,2022-10-07T18:05:38Z,3825107949,140,30.2,3825107953,212,18.4,3825107955,213,1.6,3825107951,141,64.8,3825107947,56,Back,,,,,,,,,,a7vlgirln231n3dqjhb72o0es,O. Aertssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438813,25,1,1,2,49,6lzy9iiqoysvtdsgx719fng9n,1,30.4,65.3,2022-10-07T18:05:37.924Z,2022-10-07T18:05:41Z,3825108151,212,20.7,3825108145,56,Back,3825108147,140,40.4,3825108153,213,1.0,3825108149,141,91.5,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438859,26,1,1,2,53,6lzy9iiqoysvtdsgx719fng9n,1,54.1,93.5,2022-10-07T18:05:41.620Z,2022-10-07T18:05:44Z,3825108355,213,3.9,3825108351,141,80.0,3825108347,56,Back,3825108353,212,14.1,3825108349,140,43.9,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468438899,27,1,1,2,56,6lzy9iiqoysvtdsgx719fng9n,1,42.3,69,2022-10-07T18:05:44.644Z,2022-10-07T18:05:47Z,3825108603,213,4.1,3825108599,141,36.8,3825108595,56,Back,3825108601,212,26.7,3825108597,140,27.8,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
