id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2444911423,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-08-12T17:11:27.323Z,2022-08-12T18:00:32Z,3700099663,197,12812,3700007495,30,"ckx9rplhgmncmcxs0a1z7n6qd, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 1l34qvjvar8qec3kbrg4rew2d, 9hz7j1p4f0d2hxyz2bdkbyk0l, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, b9apqidquztaojf6e3my6v7bp, 5i0e7e59vav8ynqzt7qrvitt6, 57kp9bepwqf9u7fuu8fgvi9rd, 88csh50wwpanzfdvu7ia3x1ih, etvamcwttnlg4sfxfulgzm7yt, daz1m0r5u8f0085jv25bdnoid, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, cuankpsdzbi11930kepfm5pii, 7dw3mexdcnel375y16vfl0g2y, 3sia1dbtocrv5i7zv76esmaga, 39f4hnokkp81ucrkx5bo5sjdg",3700007513,130,4,3700007503,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700007517,194,1l34qvjvar8qec3kbrg4rew2d,3700007519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700007515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700007507,59,"21, 13, 25, 8, 3, 4, 10, 19, 9, 37, 11, 1, 5, 14, 18, 22, 23, 24, 27, 30, 32, 35, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444915903,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-08-12T17:24:03.073Z,2022-08-12T18:09:34Z,3700099489,197,2671,3700030849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700030847,194,eu901b75l2ly5p48jdw6kwmad,3700030839,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700030841,59,"1, 33, 7, 32, 4, 3, 8, 17, 10, 26, 20, 27, 2, 5, 9, 12, 14, 21, 22, 23, 28, 31, 77",3700030845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700030837,30,"3oduk9niyqml47z7wramkxhw5, 7hsyytjjg6zw5knvav9xybbh1, bnkzwpd607re6s01oa77wcodm, coxuin3vr6nkynlvcsvzphjl6, 9e70uun80bdi4hedu45mo5vxl, eu901b75l2ly5p48jdw6kwmad, 3j368501ogr8mt2jdb7mby8h6, e0mrzdikm67yw88563zgovb6y, ar47jfq139xyic4pvdhefduga, 5f8ajd8cgyvmmdzr0lzi1gtii, dej8tywq0npvbm25sfgtqur1m, 1r67co8q0ktlqe5209xm6sxec, d4z4gdds9hajylsy2hh5b78q, ak5exy1iztbo0mqloqdwiag6i, db32f79l8p19q2g45g885t7xm, 2v12tmspdosmwic2h6itfz0x6, b0yxbu9af1b0jc1odpwzvd7je, 47wgrchutkdy62665jc79dy0a, 6mn57wdtnexqlumwsg8qyil90, 8o2hk1hy097osczjijmq4bsh5, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, 6plxmzzrxmkhogrob8fdeunkl",3700030843,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930005,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-08-12T18:02:20.218Z,2022-08-12T18:02:23Z,3700105379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929993,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2022-08-12T18:02:20.218Z,2022-08-12T18:02:20Z,3700105323,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930015,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,49.9,50.1,2022-08-12T18:02:20.380Z,2022-08-12T18:58:02Z,3700105433,213,2.9,3700105431,212,21.3,3700105425,56,Back,3700105435,279,S,3700105427,140,30.2,3700105429,141,57.5,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930073,4,1,1,0,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,29.7,58.4,2022-08-12T18:02:23.669Z,2022-08-12T18:58:08Z,3700105709,140,26.3,3700105715,213,1.8,3700105711,141,79.1,3700105707,56,Back,3700105713,212,14.5,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930089,5,1,1,0,6,dvmw7d6jb38qvv7e6ziwu0vyr,0,26.6,79,2022-08-12T18:02:26.853Z,2022-08-12T18:58:10Z,3700105797,140,38.4,3700105799,141,94.5,3700105803,213,0.7,3700105795,56,Back,3700105801,212,16.3,,,,,,,,,,coxuin3vr6nkynlvcsvzphjl6,Rodrigo Rêgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930083,3,49,1,0,7,bk5ltsueqmeng29eovd8m2tml,1,59.2,34,2022-08-12T18:02:28.049Z,2022-08-12T18:58:09Z,,,,,,,,,,,,,,,,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930111,4,1,1,0,8,bk5ltsueqmeng29eovd8m2tml,0,59.3,33.2,2022-08-12T18:02:28.816Z,2022-08-12T18:58:11Z,3700105897,141,34.5,3700105899,212,2.1,3700105895,140,61.1,3700105893,56,Center,3700106067,236,,3700106069,233,6,3700105901,213,0.4,3700106073,286,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930141,6,74,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,40,83.8,2022-08-12T18:02:28.817Z,2022-08-12T18:58:13Z,3700106079,233,4,3700106033,285,,3700106031,56,Back,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
