id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2503344647,1,34,16,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-02-03T18:15:30.983Z,2023-02-03T19:01:17Z,4009253089,30,"4jvk1ex8dsjj498vqzqhfmqxh, 8q7ovzvqctqchirpf083d46ei, 7wa5hbk41axn5lybd2b7v2978, 46wxtiry28k7j3y6gacgf7x4a, abgkpku77iidahswqpvce5gtm, 1u3rxxgh3ohv46tvrl86migkq, 74x54r0698ug6gzk9jwd86pxx, 4lf5375rzyy400rabvwgbcbmx, 7afaygi7b8fmxr885zaezaay1, 8mq0q8ebkt20p1pm35z3qma22, b9l12zfckbywukn3ll0vok6lm, 4fbaxgikw7z9sfhuz6vvnfmxh, a5j0tndc5032lgmuv1vqd2cix, 97i465n07uip7fnpw82v554b8, aynwkpiteltfei3x5txm84opg, balcshp8sostjtslygqqixu5l, 8zj8e6ovo1bt0d67klra3yh3o, a8nrm0flhc6mak2kvjksdlzx0, 8g5ms6uacdkgfcbxt4crlr4ve",4009253101,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009253099,194,4jvk1ex8dsjj498vqzqhfmqxh,4009316675,197,16838,4009253097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4009253093,59,"1, 45, 2, 8, 15, 23, 11, 22, 10, 7, 17, 6, 3, 19, 20, 21, 24, 31, 42",4009253095,130,8,4009253091,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503346187,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-02-03T18:22:33.756Z,2023-02-03T19:01:19Z,4009316817,197,2848,4009261241,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009261243,194,dh3ksith5iat573zuhdhv91w5,4009261233,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 4zow18ykkg1gvw40r7jsrzkl, dh3ksith5iat573zuhdhv91w5, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, f1as17wqpj44gihtvw936lofd, 8uw9w30592omb8acpnssgdlh, 6k6qt155b79yf36833pamwbxm, 1g9raiu2poutpdgjq7dmk4oru, 6dpxvfpnaua6y4gevop02qc8a, 93qm711l519orc2jhlywfk19m, cexuwvet4xiruf1jitkjjp7qi, au91rqig6uyyi1zdmlxydk38q, 5c5quyl7qxptstbge87w2eqqx, b61yiz3lait78xmlbyzr2vd62, 4z8o35izc3gx6i2bt4mcs1fjd, bquqyyfz4lj0xrerbhbtj1jze, 5dppoogob8jwl8n3884uqm4iy, 5chl0qcvbbkd0yeogurw1fz6x, 9nrajqcpld6bcowgarf1zr0iy, 1mroid71v9bwpx0iaospei9gq, b950jt347chmq9whlkgl6fxpm",4009261237,59,"1, 2, 12, 8, 15, 4, 17, 19, 14, 22, 7, 30, 3, 6, 9, 11, 16, 18, 20, 23, 24, 28, 39",4009261245,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4009261239,130,8,4009261235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358577,2,32,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2023-02-03T19:03:30.640Z,2023-02-03T19:03:30Z,4009323159,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358581,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-02-03T19:03:30.640Z,2023-02-03T19:03:31Z,4009323177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358619,3,1,1,0,0,eh54mfvjtrttgsg1wbjnvxcqz,1,50.1,50.1,2023-02-03T19:03:30.740Z,2023-02-03T19:03:34Z,4009323385,56,Back,4009323389,141,48.2,4009323397,279,S,4009323393,213,3.2,4009323391,212,24.8,4009323387,140,26.5,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358659,4,1,1,0,3,eh54mfvjtrttgsg1wbjnvxcqz,0,26.5,48.2,2023-02-03T19:03:34.603Z,2023-02-03T19:03:37Z,4009323597,212,55.9,4009323593,140,67.3,4009323601,1,,4009323591,56,Left,4009323595,141,100.0,4009323589,157,,4009323599,213,0.7,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358705,3,5,1,0,6,dnzj0iv5qtaemm9kthh9pos8q,1,36.8,-0.9,2023-02-03T19:03:37.228Z,2023-02-03T19:11:13Z,4009323867,347,,4009323865,56,Back,4009323869,233,5,,,,,,,,,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358663,5,5,1,0,6,eh54mfvjtrttgsg1wbjnvxcqz,0,63.2,100.9,2023-02-03T19:03:37.228Z,2023-02-03T19:03:41Z,4009323877,233,3,4009323623,347,,4009323621,56,Left,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358717,4,1,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,0,40.9,0,2023-02-03T19:03:40.620Z,2023-02-03T19:03:42Z,4009323919,56,Right,4009323925,212,20.7,4009323917,107,,4009323927,213,0.4,4009323923,141,10.4,4009323921,140,59.2,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358743,6,1,1,0,12,eh54mfvjtrttgsg1wbjnvxcqz,0,31.5,84.5,2023-02-03T19:03:43.284Z,2023-02-03T19:59:45Z,4009324051,56,Left,4009324053,140,60.6,4009324057,212,32.7,4009324061,1,,4009324055,141,100.0,4009324047,3,,4009324059,213,0.4,,,,1u3rxxgh3ohv46tvrl86migkq,I. Bowat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
