id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2536670295,9,1,1,0,20,dvmw7d6jb38qvv7e6ziwu0vyr,0,20,35.4,2023-04-21T18:03:52.167Z,2023-04-21T18:03:55Z,4206431937,140,68.2,4206431943,213,6.0,4206431945,1,,4206431939,141,16.1,4206431941,212,52.3,4206431935,56,Right,4206431933,155,,,,,1r67co8q0ktlqe5209xm6sxec,D. Dorenbosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670291,3,44,1,0,22,59t7flioj4w4mpwnrwbm0m8ck,1,29.6,73,2023-04-21T18:03:54.224Z,2023-04-21T18:12:14Z,4206431929,285,,4206432131,233,10,4206431927,56,Back,,,,,,,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670325,10,44,1,0,22,dvmw7d6jb38qvv7e6ziwu0vyr,0,70.4,27,2023-04-21T18:03:54.225Z,2023-04-21T18:03:58Z,4206432059,56,Center,4206432151,233,3,4206432061,286,,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670319,4,1,1,0,23,59t7flioj4w4mpwnrwbm0m8ck,0,27.5,62,2023-04-21T18:03:54.702Z,2023-04-21T18:12:19Z,4206432035,3,,4206432041,140,46.3,4206432047,213,5.9,4206432043,141,49.4,4206432039,56,Back,4206432045,212,21.5,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670351,11,49,1,0,26,dvmw7d6jb38qvv7e6ziwu0vyr,1,58.7,54.9,2023-04-21T18:03:58.352Z,2023-04-21T18:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670397,5,45,1,0,29,59t7flioj4w4mpwnrwbm0m8ck,0,28.4,45,2023-04-21T18:04:01.389Z,2023-04-21T18:04:09Z,4206432975,233,12,4206432409,56,Back,4206432411,285,,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670495,12,3,1,0,29,dvmw7d6jb38qvv7e6ziwu0vyr,1,71.6,55,2023-04-21T18:04:01.389Z,2023-04-21T18:04:09Z,4206432971,233,5,4206432899,56,Center,4206432901,286,,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536677611,78,61,1,0,30,dvmw7d6jb38qvv7e6ziwu0vyr,0,73.6,47.8,2023-04-21T18:04:01.733Z,2023-04-21T18:13:58Z,4206471433,56,Center,,,,,,,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670489,6,12,1,0,32,59t7flioj4w4mpwnrwbm0m8ck,1,28.9,59.4,2023-04-21T18:04:03.790Z,2023-04-21T18:12:48Z,4206432867,212,9.5,4206432865,141,56.0,4206432863,140,37.7,4206432869,213,6.0,4206432861,56,Back,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536672517,45,13,1,0,36,dvmw7d6jb38qvv7e6ziwu0vyr,1,72.1,48.7,2023-04-21T18:04:08.021Z,2023-04-21T18:56:56Z,4206444179,153,,4206443799,18,,4206443801,56,Center,4206444973,231,49.3,4206444961,103,25,4206444957,73,,4206444175,20,,4206444967,146,92.1,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,4206444963,328,4206444965,458,4206443797,22,4206444969,147,62.3,4206444971,230,99.3,4206444959,102,72.1,,,,,,,,,,,,,,,,,
2536670503,13,43,1,0,36,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-04-21T18:04:08.203Z,2023-04-21T18:10:34Z,4206432941,56,Center,4206439747,233,7,4206439741,20,0,4206432937,22,0,4206459147,144,15,4206432939,18,0,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670793,14,2,1,0,36,dvmw7d6jb38qvv7e6ziwu0vyr,1,70.8,48.7,2023-04-21T18:04:08.203Z,2023-04-21T18:58:31Z,4206650127,141,60.8,4206434521,56,Center,4206650125,140,88.3,4206650123,7,c3j7ddqg0yzporam6gieibgiy,,,,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670491,7,55,1,0,36,59t7flioj4w4mpwnrwbm0m8ck,1,2.3,48.5,2023-04-21T18:04:08.204Z,2023-04-21T19:08:32Z,,,,,,,,,,,,,,,,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670507,8,43,1,0,37,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-21T18:04:09.167Z,2023-04-21T18:57:57Z,4206653405,144,52,,,,,,,,,,,,,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670623,9,1,1,0,44,59t7flioj4w4mpwnrwbm0m8ck,1,9.8,46.3,2023-04-21T18:04:16.306Z,2023-04-21T19:07:14Z,4206433569,56,Back,4206433577,213,5.3,4206433571,140,20.4,4206653725,5,,4206433575,212,21.7,4206653727,152,,4206433573,141,18.9,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670669,10,1,1,0,46,59t7flioj4w4mpwnrwbm0m8ck,1,20.4,18.9,2023-04-21T18:04:18.047Z,2023-04-21T18:04:22Z,4206433811,212,22.4,4206433809,141,48.5,4206433815,213,2.0,4206433807,140,11.0,4206433805,56,Back,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670727,11,1,1,0,50,59t7flioj4w4mpwnrwbm0m8ck,1,10.9,48.5,2023-04-21T18:04:22.046Z,2023-04-21T18:04:25Z,4206434119,212,27.1,4206434113,56,Back,4206434121,213,1.2,4206434115,140,19.7,4206434117,141,86.0,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670761,12,1,1,0,54,59t7flioj4w4mpwnrwbm0m8ck,1,19.2,82.9,2023-04-21T18:04:25.726Z,2023-04-21T18:04:29Z,4206434339,141,51.6,4206434341,212,21.9,4206434337,140,24.1,4206434343,213,4.9,4206434335,56,Back,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670815,13,1,1,1,2,59t7flioj4w4mpwnrwbm0m8ck,1,22.1,52.6,2023-04-21T18:04:33.906Z,2023-04-21T18:13:50Z,4206471341,212,18.3,4206471337,140,23.4,4206471343,213,4.8,4206471335,56,Back,4206471339,141,25.8,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670825,14,1,1,1,3,59t7flioj4w4mpwnrwbm0m8ck,1,27.4,22.7,2023-04-21T18:04:34.510Z,2023-04-21T18:04:35Z,4206434697,213,5.6,4206434695,212,14.8,4206434689,56,Back,4206434693,141,9.1,4206434691,140,38.4,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670841,15,1,1,1,3,59t7flioj4w4mpwnrwbm0m8ck,0,38.4,9.1,2023-04-21T18:04:35.118Z,2023-04-21T18:04:36Z,4206434757,140,44.9,4206434761,212,13.8,4206434763,213,1.1,4206434755,56,Back,4206434759,141,26.7,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670833,15,8,1,1,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,58,80.9,2023-04-21T18:04:35.488Z,2023-04-21T18:04:35Z,4206434725,56,Left,,,,,,,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670857,16,49,1,1,5,dvmw7d6jb38qvv7e6ziwu0vyr,1,66.7,88.9,2023-04-21T18:04:37.254Z,2023-04-21T18:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670869,17,1,1,1,5,dvmw7d6jb38qvv7e6ziwu0vyr,0,66.7,88.9,2023-04-21T18:04:37.310Z,2023-04-21T18:22:20Z,4206434903,213,6.0,4206434895,56,Left,4206434913,233,16,4206434897,140,71.3,4206434911,236,,4206434901,212,5.1,4206434917,286,,4206434899,141,86.6,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670863,16,74,1,1,5,59t7flioj4w4mpwnrwbm0m8ck,1,35.9,25,2023-04-21T18:04:37.311Z,2023-04-21T18:58:30Z,4206434851,56,Back,4206434853,285,,4206434931,233,17,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670887,17,49,1,1,7,59t7flioj4w4mpwnrwbm0m8ck,1,36.2,23.3,2023-04-21T18:04:39.455Z,2023-04-21T18:04:39Z,,,,,,,,,,,,,,,,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670919,18,1,1,1,8,59t7flioj4w4mpwnrwbm0m8ck,1,36.2,23.3,2023-04-21T18:04:39.582Z,2023-04-21T18:04:44Z,4206435205,140,61.0,4206435203,56,Right,4206435207,141,12.8,4206435209,212,27.0,4206435211,213,6.0,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670921,19,43,1,1,12,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-04-21T18:04:43.967Z,2023-04-21T18:59:10Z,4206435217,286,0,4206657265,144,50,4206435215,56,Right,4206435329,233,18,,,,,,,,,,,,,1olyaqfnnl0sb4vsfxyi7j2z9,V. Wernersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670937,18,43,1,1,12,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-04-21T18:04:43.968Z,2023-04-21T18:59:14Z,4206657487,144,7,4206435283,56,Back,4206435285,285,0,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670963,20,1,1,1,13,59t7flioj4w4mpwnrwbm0m8ck,1,62.7,4.6,2023-04-21T18:04:45.070Z,2023-04-21T18:59:15Z,4206435433,212,9.9,4206435427,56,Right,4206435429,140,56.9,4206435435,213,2.2,4206435431,141,16.1,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671019,21,1,1,1,16,59t7flioj4w4mpwnrwbm0m8ck,1,56,23.1,2023-04-21T18:04:48.142Z,2023-04-21T18:59:22Z,4206435735,213,1.7,4206435729,140,51.4,4206435727,56,Left,4206435733,212,49.4,4206435737,1,,4206435731,141,95.4,4206435725,196,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671071,22,1,1,1,21,59t7flioj4w4mpwnrwbm0m8ck,1,39.1,93.5,2023-04-21T18:04:53.231Z,2023-04-21T18:04:56Z,4206436009,141,65.1,4206436011,212,20.0,4206436005,140,34.0,4206436015,213,4.4,4206436003,56,Back,,,,,,,,,,1olyaqfnnl0sb4vsfxyi7j2z9,V. Wernersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671115,23,1,1,1,25,59t7flioj4w4mpwnrwbm0m8ck,1,34,65.1,2023-04-21T18:04:56.671Z,2023-04-21T18:05:00Z,4206436305,141,41.2,4206436307,212,16.3,4206436301,56,Back,4206436309,213,4.6,4206436303,140,32.5,,,,,,,,,,d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671131,24,1,1,1,28,59t7flioj4w4mpwnrwbm0m8ck,0,32.5,41.2,2023-04-21T18:05:00.319Z,2023-04-21T18:05:01Z,4206436373,213,0.5,4206436365,56,Left,4206436363,155,,4206436375,1,,4206436367,140,79.9,4206436371,212,56.8,4206436369,141,81.4,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671149,19,49,1,1,31,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.4,27,2023-04-21T18:05:02.793Z,2023-04-21T18:05:02Z,,,,,,,,,,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671185,20,1,1,1,31,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.4,27,2023-04-21T18:05:03.342Z,2023-04-21T18:05:05Z,4206436701,213,0.0,4206436699,212,9.0,4206436691,3,,4206436697,141,27.4,4206436693,56,Back,4206436695,140,35.0,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671217,21,1,1,1,33,dvmw7d6jb38qvv7e6ziwu0vyr,1,38.4,29.2,2023-04-21T18:05:05.332Z,2023-04-21T18:05:07Z,4206436855,212,21.8,4206436857,213,2.5,4206436851,140,22.1,4206436853,141,49.0,4206436849,56,Back,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671243,22,1,1,1,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,21.7,49.7,2023-04-21T18:05:07.403Z,2023-04-21T18:59:41Z,4206437039,56,Back,4206437047,213,1.8,4206437045,212,9.6,4206437043,141,63.6,4206437041,140,19.9,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671301,23,1,1,1,38,dvmw7d6jb38qvv7e6ziwu0vyr,1,15.5,75.1,2023-04-21T18:05:10.242Z,2023-04-21T18:05:14Z,4206437355,212,18.6,4206437349,140,27.7,4206437345,56,Back,4206437359,213,0.8,4206437351,141,95.0,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671323,24,1,1,1,43,dvmw7d6jb38qvv7e6ziwu0vyr,1,36.9,96.2,2023-04-21T18:05:14.668Z,2023-04-21T18:05:16Z,4206437497,140,56.6,4206437509,213,5.9,4206437501,141,82.9,4206437505,212,22.6,4206437493,56,Left,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671387,25,1,1,1,43,dvmw7d6jb38qvv7e6ziwu0vyr,1,57.2,82.6,2023-04-21T18:05:15.309Z,2023-04-21T19:00:02Z,4206437753,212,3.6,4206437749,140,57.5,4206437751,141,87.8,4206437747,56,Left,4206437755,213,1.5,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536713575,498,1,1,1,44,dvmw7d6jb38qvv7e6ziwu0vyr,1,54,75.4,2023-04-21T18:05:15.502Z,2023-04-21T19:00:24Z,4206661965,140,54.1,4206661963,56,Center,4206661971,213,4.8,4206661967,141,71.9,4206661969,212,2.4,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671391,26,1,1,1,45,dvmw7d6jb38qvv7e6ziwu0vyr,0,57.1,64.9,2023-04-21T18:05:16.918Z,2023-04-21T19:00:38Z,4206437789,212,24.3,4206437793,213,0.1,4206437775,56,Center,4206437785,141,68.0,4206437779,140,80.2,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671395,25,49,1,1,48,59t7flioj4w4mpwnrwbm0m8ck,1,19.2,28.6,2023-04-21T18:05:20.496Z,2023-04-21T18:05:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671409,26,1,1,1,49,59t7flioj4w4mpwnrwbm0m8ck,1,19.2,28.6,2023-04-21T18:05:20.703Z,2023-04-21T18:05:21Z,4206437875,213,2.4,4206437869,140,9.2,4206437867,56,Back,4206437873,212,14.3,4206437871,141,42.8,,,,,,,,,,5fcaaack3wbn6nfdx1qoqoafp,C. Martina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671439,27,1,1,1,50,59t7flioj4w4mpwnrwbm0m8ck,0,9.2,42.8,2023-04-21T18:05:21.664Z,2023-04-21T18:05:23Z,4206438007,1,,4206437995,157,,4206438005,213,6.1,4206437997,56,Back,4206437999,140,41.6,4206438003,212,34.4,4206438001,141,35.4,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536671461,28,61,1,1,53,59t7flioj4w4mpwnrwbm0m8ck,0,34.9,33.4,2023-04-21T18:05:25.423Z,2023-04-21T18:59:57Z,4206438113,56,Back,,,,,,,,,,,,,,,,,,,,,,4nkd85hpwiiqtieuslhcrc2ga,C. Staring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
