id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2444916235,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-12T17:25:48.720Z,2022-08-12T18:02:00Z,3700032703,30,"b7owk879trwk2tu8ud574xq3u, 30uqa3kfm23ickjssfhmwgdm1, b4vrfh7z9qt9e5gdpkajrqolw, 3dx91sb6ktg8z1xmoti25kru, 9lixevzo8exxiia17altfw8ic, 6zzcoo9k4ebqtlux49rbb5fro, 9v7zwguzazofzafwg3qevdo4q, d29ahwtvs7ls75wdtkf7xr8tm, 8o2iv0qhfft5pgzm75ckuo0es, 19wuvqpmewphgvsfzi4yjl756, a3pwwwba6td400zwqjpbf6pnu, 7s2zxbtepa7dgr8yl0s48afpw, cdlnfuy9piyga0wud4nrucvtg, 4oyjji4wqmuu3uia6htj0q1hw, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, b1h2eiqxic31ioxbs1zjd709g, cwu5itv65s8p6zsalk3np4ic, 4nchc9z4464uhu3vveo0p73f8, cs49ec8y6cubrlo5nmu3j3jtg, wuh8s4gfo9ro3nel3rormg44",3700032707,59,"1, 2, 5, 6, 3, 4, 10, 8, 9, 7, 11, 14, 19, 20, 17, 16, 12, 21, 15, 18, 22",3700032709,130,4,3700032705,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700097883,197,8788,3700032713,194,b7owk879trwk2tu8ud574xq3u,3700032715,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700032711,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444917165,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-08-12T17:30:29.168Z,2022-08-12T18:02:04Z,3700037879,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700097129,197,2844,3700037883,130,4,3700037881,59,"1, 2, 28, 6, 3, 4, 23, 33, 9, 11, 25, 14, 5, 7, 10, 8, 15, 19, 21, 22",3700037877,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, cyquj9h6hjwbyp0b68b149qfo, zihddqvp0sjni8stcio8bgmh, 2rlckdzkm4d6dsqwutkvhm95h, egmubn4rsudpbk05qfv2qlvit, 1xblfsj8ec5jp17vnhibrk2jt, 8im7pgnph2au11blma5pewe09, 6qjbfua7nynaxrs5t8tygedp1, 63ox7kqo9rl36cvk4joqh9soa, 48wvdjjo0z1j2bac42n9t5jv9, 3hax3hy9n2wyp1ovvhd6zdk6i, 2gfp8pe55n7oa0mcu5ygi54a, 42lgdybjew0zrd18mmwwcpbhm, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 45rrtsz9hmxxqasj8jgi3g0oa, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56",3700037885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700037887,194,2rlckdzkm4d6dsqwutkvhm95h,3700037889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929377,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-08-12T18:01:28.952Z,2022-08-12T18:01:32Z,3700102321,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929369,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-08-12T18:01:28.952Z,2022-08-12T18:01:29Z,3700102305,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929389,3,1,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,50,50,2022-08-12T18:01:29.052Z,2022-08-12T18:01:48Z,3700102355,56,Back,3700102363,213,4.0,3700102359,141,27.1,3700102365,279,S,3700102357,140,36.6,3700102361,212,21.0,,,,,,,8o2iv0qhfft5pgzm75ckuo0es,D. Reverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929411,4,1,1,0,3,1wyg1tunyt7go9tnjea1hjqxb,1,37,25.9,2022-08-12T18:01:31.953Z,2022-08-12T18:01:47Z,3700102471,141,36.7,3700102475,213,2.0,3700102473,212,7.9,3700102469,140,34.2,3700102467,56,Back,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929483,5,1,1,0,4,1wyg1tunyt7go9tnjea1hjqxb,0,34.2,36.7,2022-08-12T18:01:33.393Z,2022-08-12T18:01:41Z,3700102841,212,70.1,3700102843,213,6.0,3700102847,1,,3700102837,140,97.7,3700102833,157,,3700102835,56,Right,3700102839,141,4.9,,,,3dx91sb6ktg8z1xmoti25kru,P. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929549,3,4,1,0,12,b94pf87be9ojdgnrs5mst80un,1,2.8,94.6,2022-08-12T18:01:41.904Z,2022-08-12T18:01:45Z,3700103151,13,,3700103155,56,Back,3700103153,295,,3700103165,233,6,3700103159,285,,3700103157,152,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929539,6,4,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,0,97.2,5.4,2022-08-12T18:01:41.905Z,2022-08-12T18:01:46Z,3700103109,13,,3700103117,286,,3700103179,233,3,3700103113,56,Right,3700103115,152,,3700103111,295,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929995,4,1,1,0,46,b94pf87be9ojdgnrs5mst80un,0,8,91.4,2022-08-12T18:02:15.364Z,2022-08-12T18:26:26Z,3700105339,140,65.6,3700105335,152,,3700105331,5,,3700105333,157,,3700105337,56,Left,3700105347,1,,3700105343,212,60.7,3700105341,141,84.1,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,3700105345,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
