id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,assist
2538845519,8,1,1,0,13,2xlnfgrl6r18ftv38unwp7h4s,1,54.4,10,2023-04-24T18:00:31.941Z,2023-04-24T18:00:35Z,4218055869,3,,4218055871,56,Center,4218055881,1,,4218055877,212,34.7,4218055873,140,59.0,4218055875,141,60.5,4218055879,213,1.4,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845571,9,1,1,0,16,2xlnfgrl6r18ftv38unwp7h4s,1,59,60.5,2023-04-24T18:00:35.477Z,2023-04-24T18:00:42Z,4218056127,212,19.1,4218056123,140,67.1,4218056125,141,85.6,4218056129,213,1.1,4218056121,56,Left,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845577,10,1,1,0,23,2xlnfgrl6r18ftv38unwp7h4s,1,71.3,71.8,2023-04-24T18:00:42.053Z,2023-04-24T18:00:43Z,4218056161,141,56.0,4218056159,140,68.5,4218056157,56,Center,4218056169,213,4.4,4218056165,212,11.1,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845591,11,1,1,0,24,2xlnfgrl6r18ftv38unwp7h4s,1,68.5,56,2023-04-24T18:00:43.300Z,2023-04-24T18:00:46Z,4218056261,212,13.6,4218056259,141,36.9,4218056255,56,Center,4218056257,140,72.4,4218056263,213,5.0,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845611,12,1,1,0,27,2xlnfgrl6r18ftv38unwp7h4s,0,77.6,30.7,2023-04-24T18:00:46.373Z,2023-04-24T18:00:51Z,4218056379,56,Right,4218056385,212,26.0,4218056387,213,5.5,4218056383,141,2.6,4218056381,140,94.4,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845607,4,49,1,0,30,bqm1bnp1bh2apyudlz1o1whr3,1,6.3,89.9,2023-04-24T18:00:49.287Z,2023-04-24T18:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,avv12sgcucblnbfb790xovf8,R. van Bommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845631,5,1,1,0,33,bqm1bnp1bh2apyudlz1o1whr3,1,6.3,96.3,2023-04-24T18:00:52.119Z,2023-04-24T18:00:56Z,4218056491,141,89.3,4218056487,56,Back,4218056497,1,,4218056495,213,6.2,4218056485,155,,4218056493,212,37.6,4218056489,140,41.8,,,,avv12sgcucblnbfb790xovf8,R. van Bommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845637,6,1,1,0,37,bqm1bnp1bh2apyudlz1o1whr3,0,43.1,87.2,2023-04-24T18:00:56.135Z,2023-04-24T18:00:57Z,4218056531,56,Center,4218056529,168,,4218056537,212,19.0,4218056533,140,58.8,4218056535,141,73.3,4218056527,3,,4218056539,213,5.8,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845649,13,49,1,0,39,2xlnfgrl6r18ftv38unwp7h4s,1,40.5,33.9,2023-04-24T18:00:57.941Z,2023-04-24T18:00:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845667,14,1,1,0,40,2xlnfgrl6r18ftv38unwp7h4s,1,40.5,33.9,2023-04-24T18:00:58.853Z,2023-04-24T18:01:03Z,4218056675,213,2.8,4218056673,212,30.0,4218056671,141,47.6,4218056667,56,Back,4218056669,140,13.3,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845703,15,1,1,0,44,2xlnfgrl6r18ftv38unwp7h4s,1,13.3,47.6,2023-04-24T18:01:03.141Z,2023-04-24T18:01:10Z,4218056879,212,26.7,4218056881,213,1.4,4218056873,56,Back,4218056877,141,86.5,4218056875,140,16.9,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845711,16,1,1,0,51,2xlnfgrl6r18ftv38unwp7h4s,1,26.7,95.4,2023-04-24T18:01:09.972Z,2023-04-24T18:01:12Z,4218056921,140,31.5,4218056923,141,98.4,4218056919,56,Back,4218056925,212,5.4,4218056927,213,0.4,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845713,7,45,1,0,53,bqm1bnp1bh2apyudlz1o1whr3,0,70.4,11,2023-04-24T18:01:12.228Z,2023-04-24T18:01:17Z,4218056935,56,Right,4218056937,286,,4218057035,233,17,,,,,,,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845727,17,3,1,0,53,2xlnfgrl6r18ftv38unwp7h4s,1,29.6,89,2023-04-24T18:01:12.228Z,2023-04-24T18:01:16Z,4218057023,233,7,4218057019,56,Back,4218057021,285,,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845735,18,1,1,0,57,2xlnfgrl6r18ftv38unwp7h4s,1,30.5,65.7,2023-04-24T18:01:16.149Z,2023-04-24T18:01:19Z,4218057079,56,Right,4218057077,155,,4218057081,140,70.0,4218057083,141,14.3,4218057085,212,54.2,4218057087,213,5.6,4218057089,1,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845765,19,1,1,1,0,2xlnfgrl6r18ftv38unwp7h4s,1,70,14.3,2023-04-24T18:01:19.140Z,2023-04-24T18:01:24Z,4218057233,3,,4218057237,140,65.8,4218057235,56,Center,4218057239,141,25.5,4218057241,212,8.8,4218057243,213,2.1,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845771,20,1,1,1,6,2xlnfgrl6r18ftv38unwp7h4s,1,72.9,24.9,2023-04-24T18:01:24.805Z,2023-04-24T18:01:28Z,4218057297,213,1.6,4218057293,141,47.2,4218057295,212,15.2,4218057289,56,Center,4218057291,140,72.3,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845775,21,1,1,1,9,2xlnfgrl6r18ftv38unwp7h4s,1,70,56.7,2023-04-24T18:01:27.972Z,2023-04-24T18:01:29Z,4218057331,213,1.7,4218057323,56,Left,4218057327,141,90.3,4218057325,140,67.4,4218057329,212,23.0,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845807,22,1,1,1,11,2xlnfgrl6r18ftv38unwp7h4s,1,67.6,90.9,2023-04-24T18:01:29.732Z,2023-04-24T18:01:35Z,4218057515,56,Left,4218057517,140,78.3,4218057519,141,96.3,4218057523,213,0.3,4218057521,212,11.8,,,,,,,,,,9yvaqepplk8s4cjqjbtyb24gk,R. Tytens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845825,23,1,1,1,17,2xlnfgrl6r18ftv38unwp7h4s,1,75.7,97.7,2023-04-24T18:01:35.844Z,2023-04-24T18:01:39Z,4218057579,141,80.6,4218057577,140,81.8,4218057575,56,Left,4218057581,212,13.3,4218057583,213,5.2,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845827,24,3,1,1,20,2xlnfgrl6r18ftv38unwp7h4s,0,81.7,76.7,2023-04-24T18:01:39.380Z,2023-04-24T18:02:09Z,4218057621,211,,4218057591,286,,4218057589,56,Center,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845855,8,1,1,1,22,bqm1bnp1bh2apyudlz1o1whr3,1,20.1,28.9,2023-04-24T18:01:40.791Z,2023-04-24T18:01:43Z,4218057721,140,24.1,4218057727,213,5.0,4218057719,56,Back,4218057725,212,15.6,4218057723,141,6.8,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845857,9,49,1,1,24,bqm1bnp1bh2apyudlz1o1whr3,1,29.8,2,2023-04-24T18:01:43.191Z,2023-04-24T18:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845915,10,1,1,1,26,bqm1bnp1bh2apyudlz1o1whr3,1,34.6,5,2023-04-24T18:01:44.855Z,2023-04-24T18:01:52Z,4218058011,141,7.9,4218058007,56,Right,4218058013,212,47.2,4218058017,1,,4218058015,213,0.0,4218058009,140,79.5,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845921,11,3,1,1,33,bqm1bnp1bh2apyudlz1o1whr3,0,93.6,6,2023-04-24T18:01:51.827Z,2023-04-24T18:01:55Z,4218058037,56,Right,4218058039,286,,4218058137,233,25,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845941,25,7,1,1,33,2xlnfgrl6r18ftv38unwp7h4s,1,6.4,94,2023-04-24T18:01:51.828Z,2023-04-24T18:01:57Z,4218058125,233,11,4218058115,56,Back,4218058117,285,,4218058113,167,,,,,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845985,12,5,1,1,34,bqm1bnp1bh2apyudlz1o1whr3,1,96.6,-1.4,2023-04-24T18:01:53.014Z,2023-04-24T18:02:55Z,4218058319,347,,4218059657,233,26,4218058317,56,Right,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538845959,26,5,1,1,34,2xlnfgrl6r18ftv38unwp7h4s,0,3.4,101.4,2023-04-24T18:01:53.014Z,2023-04-24T18:54:10Z,4218059661,233,12,4218058207,347,,4218058205,56,Back,,,,,,,,,,,,,,,,1otm71j1169bt3ivgo2vlj2tw,K. Peersman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846065,13,1,1,1,59,bqm1bnp1bh2apyudlz1o1whr3,0,95,0,2023-04-24T18:02:18.601Z,2023-04-24T18:02:20Z,4218058761,213,1.6,4218058759,212,21.0,4218058751,107,,4218058791,189,,4218058753,56,Center,4218058757,141,30.0,4218058755,140,94.0,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846079,27,12,1,2,1,2xlnfgrl6r18ftv38unwp7h4s,1,8.4,72.3,2023-04-24T18:02:20.340Z,2023-04-24T18:02:21Z,4218058849,213,0.7,4218058841,56,Back,4218058847,212,9.3,4218058845,141,81.5,4218058843,140,14.9,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846141,28,12,1,2,3,2xlnfgrl6r18ftv38unwp7h4s,1,15.1,81.7,2023-04-24T18:02:21.876Z,2023-04-24T18:02:35Z,4218059175,141,31.3,4218059177,212,57.5,4218059173,140,59.1,4218059171,56,Center,4218059179,213,5.6,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846143,14,1,1,2,9,bqm1bnp1bh2apyudlz1o1whr3,1,32.4,69,2023-04-24T18:02:27.751Z,2023-04-24T18:03:17Z,4218059191,141,89.7,4218059185,56,Back,4218059195,213,0.8,4218059193,212,20.4,4218059187,140,46.4,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846145,15,61,1,2,16,bqm1bnp1bh2apyudlz1o1whr3,0,68.4,97.1,2023-04-24T18:02:35.046Z,2023-04-24T18:55:29Z,4218059199,56,Left,,,,,,,,,,,,,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846153,16,5,1,2,17,bqm1bnp1bh2apyudlz1o1whr3,0,64.2,101.7,2023-04-24T18:02:35.860Z,2023-04-24T18:54:10Z,4218059409,233,29,4218059245,347,,4218059243,56,Left,,,,,,,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846181,29,5,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,1,35.8,-1.7,2023-04-24T18:02:35.860Z,2023-04-24T18:02:43Z,4218059375,56,Back,4218059377,347,,4218059403,233,16,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846217,30,1,1,2,24,2xlnfgrl6r18ftv38unwp7h4s,1,35.4,0,2023-04-24T18:02:43.462Z,2023-04-24T18:02:52Z,4218059591,107,,4218059599,212,16.2,4218059601,213,2.5,4218059597,141,13.1,4218059593,56,Back,4218059595,140,23.5,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846231,31,1,1,2,33,2xlnfgrl6r18ftv38unwp7h4s,1,24.9,45.2,2023-04-24T18:02:52.532Z,2023-04-24T18:02:56Z,4218059665,56,Back,4218059667,140,25.7,4218059671,212,19.0,4218059669,141,17.3,4218059673,213,4.8,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846259,32,1,1,2,37,2xlnfgrl6r18ftv38unwp7h4s,1,26.1,13.4,2023-04-24T18:02:56.148Z,2023-04-24T18:02:59Z,4218059809,56,Back,4218059813,141,9.2,4218059817,213,6.1,4218059815,212,16.9,4218059811,140,42.0,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846261,33,61,1,2,39,2xlnfgrl6r18ftv38unwp7h4s,0,41,10.9,2023-04-24T18:02:57.749Z,2023-04-24T18:55:19Z,4218059821,56,Back,,,,,,,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846279,17,49,1,2,40,bqm1bnp1bh2apyudlz1o1whr3,1,65.8,82.9,2023-04-24T18:02:59.414Z,2023-04-24T18:03:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846287,18,1,1,2,41,bqm1bnp1bh2apyudlz1o1whr3,1,65.8,82.9,2023-04-24T18:03:00.590Z,2023-04-24T18:03:09Z,4218059961,213,6.2,4218059959,212,6.1,4218059953,56,Left,4218059957,141,82.1,4218059955,140,71.6,,,,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846293,19,1,1,2,42,bqm1bnp1bh2apyudlz1o1whr3,0,71.6,82.1,2023-04-24T18:03:01.507Z,2023-04-24T18:03:03Z,4218059999,213,5.6,4218060009,286,,4218059997,212,2.0,4218059993,140,73.1,4218059995,141,80.2,4218060005,233,34,4218060003,236,,4218059991,56,Left,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846285,34,74,1,2,42,2xlnfgrl6r18ftv38unwp7h4s,1,31.9,18.6,2023-04-24T18:03:01.508Z,2023-04-24T18:03:03Z,4218059951,285,,4218060017,233,19,4218059947,56,Back,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846307,35,1,1,2,44,2xlnfgrl6r18ftv38unwp7h4s,1,28.1,32.2,2023-04-24T18:03:03.459Z,2023-04-24T18:03:05Z,4218060051,56,Back,4218060065,213,3.1,4218060061,212,13.9,4218060057,141,32.2,4218060055,140,14.9,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846309,36,49,1,2,46,2xlnfgrl6r18ftv38unwp7h4s,1,14.6,29.2,2023-04-24T18:03:05.332Z,2023-04-24T18:03:05Z,,,,,,,,,,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846335,37,1,1,2,47,2xlnfgrl6r18ftv38unwp7h4s,1,14,25.5,2023-04-24T18:03:06.292Z,2023-04-24T18:03:09Z,4218060231,141,1.7,4218060237,1,,4218060233,212,27.7,4218060235,213,5.7,4218060229,140,35.4,4218060225,157,,4218060227,56,Back,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846337,38,61,1,2,50,2xlnfgrl6r18ftv38unwp7h4s,0,35.4,1.7,2023-04-24T18:03:08.963Z,2023-04-24T18:03:09Z,4218060245,56,Back,,,,,,,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846399,20,5,1,2,50,bqm1bnp1bh2apyudlz1o1whr3,1,62.4,101.4,2023-04-24T18:03:09.556Z,2023-04-24T18:54:10Z,4218060577,56,Left,4218060601,233,39,4218060579,347,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538846349,39,5,1,2,50,2xlnfgrl6r18ftv38unwp7h4s,0,37.6,-1.4,2023-04-24T18:03:09.556Z,2023-04-24T18:03:17Z,4218060285,347,,4218060283,56,Back,4218060615,233,20,,,,,,,,,,,,,,,,7uwe0kxpzg271d8ocms7l2kno,J. van Duiven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
