id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/16/value
2540220981,8,1,1,0,29,dac758ef858jbq7pcb3gfwite,1,65.7,14.5,2023-04-28T18:02:24.483Z,2023-04-28T18:02:25Z,4232332123,140,41.9,4232332129,213,2.6,4232332125,141,34.7,4232332127,212,28.5,4232332121,56,Back,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221025,9,1,1,0,30,dac758ef858jbq7pcb3gfwite,1,42,35.8,2023-04-28T18:02:25.708Z,2023-04-28T18:02:28Z,4232332343,212,24.1,4232332345,213,1.4,4232332339,140,45.6,4232332341,141,70.8,4232332337,56,Back,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221061,10,1,1,0,33,dac758ef858jbq7pcb3gfwite,1,45.1,76.1,2023-04-28T18:02:28.572Z,2023-04-28T18:02:31Z,4232332493,140,70.5,4232332499,213,6.1,4232332495,141,68.3,4232332491,56,Center,4232332497,212,27.2,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221083,11,1,1,0,36,dac758ef858jbq7pcb3gfwite,1,67,71.3,2023-04-28T18:02:31.300Z,2023-04-28T18:02:32Z,4232332615,56,Center,4232332619,141,64.5,4232332623,213,3.6,4232332621,212,10.8,4232332617,140,57.7,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221165,12,1,1,0,37,dac758ef858jbq7pcb3gfwite,1,58.9,63.8,2023-04-28T18:02:32.683Z,2023-04-28T18:02:40Z,4232333081,56,Center,4232333085,141,67.8,4232333089,213,0.1,4232333083,140,88.8,4232333087,212,31.5,4232333079,155,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221173,13,61,1,0,41,dac758ef858jbq7pcb3gfwite,0,90.2,70.8,2023-04-28T18:02:37.005Z,2023-04-28T19:10:54Z,4232333119,56,Center,,,,,,,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221137,4,61,1,0,42,2xlnfgrl6r18ftv38unwp7h4s,0,7.6,27.7,2023-04-28T18:02:37.427Z,2023-04-28T18:08:33Z,4232332907,56,Back,,,,,,,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222129,25,50,1,0,45,dac758ef858jbq7pcb3gfwite,1,90.1,70.7,2023-04-28T18:02:40.498Z,2023-04-28T18:04:49Z,4232337937,286,,4232341341,233,30,4232337935,56,Center,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222769,30,7,1,0,45,2xlnfgrl6r18ftv38unwp7h4s,1,9.9,29.3,2023-04-28T18:02:40.499Z,2023-04-28T18:08:36Z,4232341333,233,25,4232341331,285,,4232341329,56,Back,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221213,5,6,1,0,46,2xlnfgrl6r18ftv38unwp7h4s,0,8.4,27.8,2023-04-28T18:02:41.771Z,2023-04-28T18:19:10Z,4232333327,73,,4232333325,56,Back,4232333351,233,14,,,,,,,,,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221211,14,6,1,0,46,dac758ef858jbq7pcb3gfwite,1,91.6,72.2,2023-04-28T18:02:41.771Z,2023-04-28T18:02:44Z,4232333323,73,,4232333333,233,5,4232333321,56,Center,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221345,15,1,1,0,58,dac758ef858jbq7pcb3gfwite,1,99.5,99.5,2023-04-28T18:02:54.051Z,2023-04-28T18:02:56Z,4232333939,141,89.7,4232333941,212,17.9,4232333933,6,,4232333935,56,Left,4232333943,213,3.5,4232333937,140,83.7,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221349,16,3,1,1,1,dac758ef858jbq7pcb3gfwite,0,90.4,91.4,2023-04-28T18:02:56.444Z,2023-04-28T18:03:05Z,4232333961,286,,4232334415,233,6,4232333959,56,Left,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221403,6,7,1,1,1,2xlnfgrl6r18ftv38unwp7h4s,0,9.6,8.6,2023-04-28T18:02:56.445Z,2023-04-28T18:12:12Z,4232334221,56,Back,4232334241,233,16,4232334223,285,,,,,,,,,,,,,,,,,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221421,7,5,1,1,2,2xlnfgrl6r18ftv38unwp7h4s,0,9.1,-0.8,2023-04-28T18:02:57.700Z,2023-04-28T19:13:06Z,4232642655,347,,4232341621,233,17,4232334273,56,Back,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221439,17,5,1,1,2,dac758ef858jbq7pcb3gfwite,1,90.9,100.8,2023-04-28T18:02:57.700Z,2023-04-28T19:13:05Z,4232334363,56,Left,4232642649,347,,4232341603,233,7,,,,,,,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221591,18,1,1,1,19,dac758ef858jbq7pcb3gfwite,1,94.4,100,2023-04-28T18:03:14.596Z,2023-04-28T18:51:09Z,4232335165,212,21.5,4232335163,141,92.0,4232335167,213,3.4,4232537461,1,,4232335161,140,74.8,4232335159,56,Left,4232537459,107,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221603,19,1,1,1,20,dac758ef858jbq7pcb3gfwite,0,66.6,93.6,2023-04-28T18:03:16.203Z,2023-04-28T19:11:32Z,4232335223,141,90.5,4232335225,212,5.5,4232335221,140,71.4,4232335227,213,5.9,4232335219,56,Left,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221571,8,49,1,1,21,2xlnfgrl6r18ftv38unwp7h4s,1,25.3,9.4,2023-04-28T18:03:16.787Z,2023-04-28T18:03:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221617,9,1,1,1,22,2xlnfgrl6r18ftv38unwp7h4s,1,25.3,9.4,2023-04-28T18:03:17.460Z,2023-04-28T18:03:19Z,4232335287,140,31.2,4232335295,213,5.6,4232335293,212,8.0,4232335291,141,2.0,4232335283,56,Back,,,,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221631,10,1,1,1,24,2xlnfgrl6r18ftv38unwp7h4s,0,31.2,2,2023-04-28T18:03:19.842Z,2023-04-28T18:15:35Z,4232335357,213,0.3,4232335355,212,17.6,4232335349,56,Back,4232335353,141,9.3,4232335351,140,47.3,,,,,,,,,,3bepi58wwope38a478y7jwlxw,A. Priske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221627,20,49,1,1,25,dac758ef858jbq7pcb3gfwite,1,52.2,88.7,2023-04-28T18:03:20.716Z,2023-04-28T18:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221651,21,1,1,1,25,dac758ef858jbq7pcb3gfwite,1,52.2,88.7,2023-04-28T18:03:20.875Z,2023-04-28T18:03:22Z,4232335459,141,96.3,4232335455,56,Left,4232335461,212,13.2,4232335457,140,63.8,4232335463,213,0.4,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221677,22,1,1,1,26,dac758ef858jbq7pcb3gfwite,0,64.1,96.3,2023-04-28T18:03:22.203Z,2023-04-28T18:03:23Z,4232335601,141,83.9,4232335603,212,10.6,4232335605,213,5.4,4232335599,140,70.2,4232335593,155,,4232335597,56,Left,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221681,11,49,1,1,28,2xlnfgrl6r18ftv38unwp7h4s,1,30.5,24,2023-04-28T18:03:23.570Z,2023-04-28T18:16:03Z,,,,,,,,,,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221713,12,1,1,1,29,2xlnfgrl6r18ftv38unwp7h4s,1,31.5,27,2023-04-28T18:03:24.915Z,2023-04-28T18:16:04Z,4232335771,141,29.2,4232335767,56,Back,4232335769,140,35.9,4232335775,213,0.3,4232335773,212,4.9,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221751,13,3,1,1,31,2xlnfgrl6r18ftv38unwp7h4s,1,36.1,23,2023-04-28T18:03:26.644Z,2023-04-28T18:03:30Z,4232335957,56,Back,4232335989,233,23,4232335959,286,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221725,23,45,1,1,31,dac758ef858jbq7pcb3gfwite,0,63.9,77,2023-04-28T18:03:26.644Z,2023-04-28T18:03:30Z,4232336027,233,13,4232335847,285,,4232335845,56,Center,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221795,14,1,1,1,34,2xlnfgrl6r18ftv38unwp7h4s,1,45.4,10.4,2023-04-28T18:03:29.955Z,2023-04-28T18:03:33Z,4232336179,141,2.6,4232336175,56,Back,4232336183,213,4.4,4232336181,212,5.6,4232336177,140,43.6,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221817,15,1,1,1,37,2xlnfgrl6r18ftv38unwp7h4s,1,43.6,2.6,2023-04-28T18:03:32.963Z,2023-04-28T18:03:35Z,4232336307,141,16.7,4232336309,212,17.6,4232336303,56,Back,4232336305,140,29.5,4232336311,213,2.6,,,,,,,,,,3bepi58wwope38a478y7jwlxw,A. Priske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221839,16,1,1,1,39,2xlnfgrl6r18ftv38unwp7h4s,1,29.5,16.7,2023-04-28T18:03:35.091Z,2023-04-28T18:03:37Z,4232336427,140,23.7,4232336429,141,63.9,4232336425,56,Back,4232336431,212,32.7,4232336433,213,1.8,4232336435,1,,,,,,,,d9ewnngnsfc0s4hcs282hayhg,L. Comenencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221951,17,1,1,1,42,2xlnfgrl6r18ftv38unwp7h4s,1,24.2,65.8,2023-04-28T18:03:37.443Z,2023-04-28T18:03:46Z,4232337003,213,0.8,4232337001,212,29.4,4232336997,140,44.6,4232336995,56,Back,4232336999,141,95.5,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221955,18,4,1,1,49,2xlnfgrl6r18ftv38unwp7h4s,1,52.6,69.8,2023-04-28T18:03:44.994Z,2023-04-28T18:19:06Z,4232403911,286,,4232337011,13,,4232403933,233,24,4232337017,265,,4232337013,56,Center,4232337015,152,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221991,24,4,1,1,49,dac758ef858jbq7pcb3gfwite,0,47.4,30.2,2023-04-28T18:03:44.995Z,2023-04-28T18:19:06Z,4232337185,13,,4232337191,265,,4232337189,152,,4232337193,285,,4232403949,233,18,4232337187,56,Back,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222109,19,1,1,1,59,2xlnfgrl6r18ftv38unwp7h4s,1,53.7,82.4,2023-04-28T18:03:54.963Z,2023-04-28T18:19:07Z,4232404019,152,,4232337855,213,3.1,4232337853,212,16.2,4232404017,5,,4232337847,56,Back,4232337849,140,38.3,4232337851,141,82.8,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222155,20,1,1,2,4,2xlnfgrl6r18ftv38unwp7h4s,1,39,79.1,2023-04-28T18:03:59.522Z,2023-04-28T18:04:02Z,4232338047,140,25.6,4232338051,212,24.4,4232338049,141,49.8,4232338045,56,Back,4232338053,213,4.1,,,,,,,,,,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222189,21,1,1,2,7,2xlnfgrl6r18ftv38unwp7h4s,1,25.6,49.8,2023-04-28T18:04:02.371Z,2023-04-28T18:04:04Z,4232338201,56,Back,4232338203,140,28.1,4232338209,213,4.8,4232338205,141,20.4,4232338207,212,20.2,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222269,22,1,1,2,9,2xlnfgrl6r18ftv38unwp7h4s,1,28.5,19.7,2023-04-28T18:04:04.626Z,2023-04-28T18:04:09Z,4232338623,213,5.6,4232338617,140,41.0,4232338621,212,17.4,4232338615,56,Back,4232338619,141,3.0,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222323,23,1,1,2,14,2xlnfgrl6r18ftv38unwp7h4s,1,36,6.8,2023-04-28T18:04:09.715Z,2023-04-28T18:04:12Z,4232338891,141,22.4,4232338885,56,Back,4232338889,140,15.1,4232338895,213,2.7,4232338893,212,24.4,,,,,,,,,,3bepi58wwope38a478y7jwlxw,A. Priske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222351,24,1,1,2,17,2xlnfgrl6r18ftv38unwp7h4s,1,14.6,23.4,2023-04-28T18:04:12.835Z,2023-04-28T18:04:15Z,4232339029,141,59.7,4232339031,212,27.4,4232339025,56,Back,4232339035,213,1.1,4232339027,140,26.0,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222363,25,61,1,2,19,2xlnfgrl6r18ftv38unwp7h4s,1,26,59.7,2023-04-28T18:04:15.122Z,2023-04-28T18:04:15Z,4232339073,56,Back,,,,,,,,,,,,,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222421,26,1,1,2,22,2xlnfgrl6r18ftv38unwp7h4s,1,27.4,89.6,2023-04-28T18:04:18.194Z,2023-04-28T18:04:20Z,4232339395,140,55.9,4232339399,212,31.3,4232339393,56,Center,4232339397,141,76.1,4232339401,213,6.0,,,,,,,,,,7b0vbfxlv3uiozb19fcj2vsyy,F. Leysen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222503,27,1,1,2,27,2xlnfgrl6r18ftv38unwp7h4s,1,57.9,77,2023-04-28T18:04:22.867Z,2023-04-28T18:04:37Z,4232339837,140,65.1,4232340489,210,13,4232339841,212,12.5,4232339839,141,91.6,4232339835,56,Left,4232339843,213,0.9,,,,,,,8npu0cbqjrhwv5km1w29kh016,S. Colyn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222513,28,13,1,2,31,2xlnfgrl6r18ftv38unwp7h4s,1,77.4,70.7,2023-04-28T18:04:27.138Z,2023-04-28T18:04:37Z,4232340049,20,,4232340529,231,51.6,4232340525,215,,4232340513,81,,4232340527,230,98.2,4232340521,102,40.3,4232340517,55,27,4232340523,103,45.8,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,4232340515,29,4232339877,18,4232339875,22,4232339879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222509,26,5,1,2,32,dac758ef858jbq7pcb3gfwite,1,-1,58.4,2023-04-28T18:04:27.827Z,2023-04-28T18:04:29Z,4232339849,346,,4232339847,56,Back,4232339931,233,29,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222521,29,5,1,2,32,2xlnfgrl6r18ftv38unwp7h4s,0,101,41.6,2023-04-28T18:04:27.827Z,2023-04-28T19:01:54Z,4232339927,346,,4232339925,56,Center,4232339939,233,26,,,,,,,,,,,,,,,,1jr23fmrmezgiaq7k63pro07o,I. Babadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
