id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/14/value
2468445563,109,43,1,9,11,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-10-07T18:12:20.288Z,2022-10-07T18:12:57Z,3825146261,144,7,3825143997,56,Back,3825143999,285,0,,,,,,,,,,,,,,,,9v7zwguzazofzafwg3qevdo4q,F. de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445477,82,49,1,9,15,59t7flioj4w4mpwnrwbm0m8ck,1,62.9,39.2,2022-10-07T18:12:24.218Z,2022-10-07T18:12:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445513,83,1,1,9,15,59t7flioj4w4mpwnrwbm0m8ck,1,63,40.2,2022-10-07T18:12:24.444Z,2022-10-07T18:12:26Z,3825143707,141,68.8,3825143711,213,1.5,3825143709,212,19.5,3825143703,56,Center,3825143705,140,64.2,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445529,84,1,1,9,17,59t7flioj4w4mpwnrwbm0m8ck,0,64.2,68.8,2022-10-07T18:12:25.937Z,2022-10-07T18:12:27Z,3825143787,212,34.5,3825143781,56,Center,3825143789,213,6.2,3825143783,140,96.8,3825143785,141,62.3,3825143791,1,,,,,,,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445571,110,49,1,9,20,1wyg1tunyt7go9tnjea1hjqxb,1,1.8,35.1,2022-10-07T18:12:29.120Z,2022-10-07T18:12:29Z,,,,,,,,,,,,,,,,,,,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445667,111,1,1,9,22,1wyg1tunyt7go9tnjea1hjqxb,1,1.8,35.1,2022-10-07T18:12:30.737Z,2022-10-07T18:12:35Z,3825144479,140,10.2,3825144475,123,,3825144483,212,21.9,3825144485,213,1.2,3825144477,56,Back,3825144481,141,64.6,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445703,112,1,1,9,27,1wyg1tunyt7go9tnjea1hjqxb,1,13.8,67.9,2022-10-07T18:12:35.776Z,2022-10-07T18:12:38Z,3825144659,56,Back,3825144665,141,47.0,3825144663,140,6.2,3825144669,213,4.2,3825144667,212,16.3,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445743,113,1,1,9,30,1wyg1tunyt7go9tnjea1hjqxb,1,6,46.1,2022-10-07T18:12:38.497Z,2022-10-07T18:12:41Z,3825144855,212,17.9,3825144853,141,20.6,3825144849,56,Back,3825144857,213,4.5,3825144851,140,1.9,,,,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445779,114,1,1,9,32,1wyg1tunyt7go9tnjea1hjqxb,1,2.7,18.5,2022-10-07T18:12:41.369Z,2022-10-07T18:12:43Z,3825145013,212,13.8,3825145015,213,1.7,3825145009,140,1.1,3825145007,56,Back,3825145011,141,38.6,,,,,,,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445869,115,1,1,9,34,1wyg1tunyt7go9tnjea1hjqxb,0,1.5,36.9,2022-10-07T18:12:43.216Z,2022-10-07T18:12:50Z,3825145473,212,65.0,3825145475,213,0.1,3825145467,56,Center,3825145479,1,,3825145469,140,63.1,3825145465,157,,3825145471,141,46.1,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445881,85,44,1,9,40,59t7flioj4w4mpwnrwbm0m8ck,1,39.7,50.8,2022-10-07T18:12:48.923Z,2022-10-07T18:12:49Z,3825145535,285,,3825145533,56,Back,3825145573,233,116,,,,,,,,,,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445887,116,44,1,9,40,1wyg1tunyt7go9tnjea1hjqxb,0,60.3,49.2,2022-10-07T18:12:48.924Z,2022-10-07T18:12:50Z,3825145649,233,85,3825145545,286,,3825145543,56,Center,,,,,,,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445897,86,1,1,9,40,59t7flioj4w4mpwnrwbm0m8ck,1,41.7,47.4,2022-10-07T18:12:49.235Z,2022-10-07T18:19:34Z,3825145603,56,Center,3825145605,140,55.7,3825145609,212,17.9,3825145611,213,5.7,3825145601,3,,3825145607,141,32.4,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445909,87,49,1,9,42,59t7flioj4w4mpwnrwbm0m8ck,1,52.6,35.9,2022-10-07T18:12:50.802Z,2022-10-07T18:12:50Z,,,,,,,,,,,,,,,,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468445937,88,1,1,9,43,59t7flioj4w4mpwnrwbm0m8ck,1,52.4,35.9,2022-10-07T18:12:51.578Z,2022-10-07T18:12:52Z,3825145787,140,55.8,3825145793,213,1.1,3825145791,212,8.4,3825145783,168,,3825145785,56,Center,3825145789,141,47.1,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446075,89,1,1,9,44,59t7flioj4w4mpwnrwbm0m8ck,1,57.7,39.2,2022-10-07T18:12:53.218Z,2022-10-07T18:12:59Z,3825146485,212,13.1,3825146483,141,20.5,3825146481,140,60.5,3825146479,56,Right,3825146487,213,4.9,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446101,90,1,1,9,50,59t7flioj4w4mpwnrwbm0m8ck,1,88.5,14.7,2022-10-07T18:12:59.288Z,2022-10-07T18:13:14Z,3825146635,56,Center,3825147759,154,,3825146643,213,1.3,3825146639,141,40.3,3825147757,210,15,3825146641,212,17.9,3825146637,140,92.5,3825146631,2,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446115,91,15,1,9,53,59t7flioj4w4mpwnrwbm0m8ck,1,92.5,40.3,2022-10-07T18:13:02.015Z,2022-10-07T18:13:15Z,3825147217,20,,3825147779,29,,3825147791,146,98.9,3825147783,55,90,3825146731,17,,3825147787,102,45.9,3825147789,103,1.9,3825146729,22,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,3825147867,233,117,3825146733,56,Center,,3825147781,154,3825147777,80,3825147793,147,48.2,,,,,,,,,,,,,,,,,,,,
2468446155,117,10,1,9,53,1wyg1tunyt7go9tnjea1hjqxb,1,1.1,49.9,2022-10-07T18:13:02.115Z,2022-10-07T18:13:11Z,3825146907,182,,3825147415,174,,3825147465,233,91,3825147417,179,,3825146909,56,Back,,,,,,,,,,b7owk879trwk2tu8ud574xq3u,S. Westerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446195,118,12,1,9,54,1wyg1tunyt7go9tnjea1hjqxb,1,2.1,56.9,2022-10-07T18:13:03.177Z,2022-10-07T18:19:25Z,3825147079,56,Back,3825147083,141,65.1,3825147149,167,,3825147085,212,6.6,3825147087,213,2.1,3825147081,140,0.0,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446171,92,6,1,9,55,59t7flioj4w4mpwnrwbm0m8ck,1,96.8,35.4,2022-10-07T18:13:04.056Z,2022-10-07T18:13:07Z,3825147169,233,119,3825146971,56,Center,3825146973,75,,,,,,,,,,,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446199,119,6,1,9,55,1wyg1tunyt7go9tnjea1hjqxb,0,3.2,64.6,2022-10-07T18:13:04.056Z,2022-10-07T18:18:22Z,3825147103,73,,3825147101,56,Back,3825147177,233,92,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446595,93,1,1,10,16,59t7flioj4w4mpwnrwbm0m8ck,0,99.5,0.5,2022-10-07T18:13:25.245Z,2022-10-07T18:17:13Z,3825149249,141,42.0,3825149253,213,1.8,3825149239,6,,3825149245,56,Center,3825149243,224,,3825149241,155,,3825149247,140,91.8,3825149237,2,,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,3825149251,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447747,128,44,1,10,17,1wyg1tunyt7go9tnjea1hjqxb,1,10.2,60.2,2022-10-07T18:13:25.762Z,2022-10-07T18:15:02Z,3825156807,233,112,3825155213,56,Back,3825155215,285,,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447969,112,44,1,10,17,59t7flioj4w4mpwnrwbm0m8ck,0,89.8,39.8,2022-10-07T18:13:25.763Z,2022-10-07T18:15:02Z,3825156831,233,128,3825156367,56,Center,3825156369,286,,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447995,113,61,1,10,19,59t7flioj4w4mpwnrwbm0m8ck,1,88.3,38.7,2022-10-07T18:13:27.547Z,2022-10-07T18:15:00Z,3825156471,56,Center,,,,,,,,,,,,,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446613,120,12,1,10,20,1wyg1tunyt7go9tnjea1hjqxb,1,7.2,51.2,2022-10-07T18:13:29.031Z,2022-10-07T18:13:30Z,3825149347,140,19.4,3825149351,212,21.2,3825149371,15,,3825149349,141,26.4,3825149353,213,5.4,3825149345,56,Back,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446719,94,1,1,10,25,59t7flioj4w4mpwnrwbm0m8ck,1,95.6,89.4,2022-10-07T18:13:33.827Z,2022-10-07T18:13:36Z,3825149821,56,Left,3825149827,212,20.0,3825149829,213,3.4,3825149825,141,83.3,3825149823,140,77.0,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446779,95,1,1,10,28,59t7flioj4w4mpwnrwbm0m8ck,0,77,90,2022-10-07T18:13:36.498Z,2022-10-07T18:13:40Z,3825150069,140,85.8,3825150071,141,46.3,3825150063,2,,3825150065,155,,3825150067,56,Center,3825150073,212,31.1,3825150075,213,5.0,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446877,121,12,1,10,32,1wyg1tunyt7go9tnjea1hjqxb,1,8.7,56.3,2022-10-07T18:13:40.825Z,2022-10-07T18:15:25Z,3825150535,213,5.4,3825150533,212,20.0,3825150529,140,20.6,3825150531,141,33.4,3825150527,56,Back,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448325,130,12,1,10,33,1wyg1tunyt7go9tnjea1hjqxb,1,21.2,37.9,2022-10-07T18:13:41.640Z,2022-10-07T18:15:19Z,3825158181,213,1.0,3825158177,212,22.8,3825158171,140,33.6,3825158175,141,65.5,3825158167,56,Back,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446881,122,49,1,10,38,1wyg1tunyt7go9tnjea1hjqxb,1,36.2,64.8,2022-10-07T18:13:46.776Z,2022-10-07T18:13:47Z,,,,,,,,,,,,,,,,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468446937,123,1,1,10,40,1wyg1tunyt7go9tnjea1hjqxb,1,34.7,66.6,2022-10-07T18:13:49.233Z,2022-10-07T18:13:50Z,3825150933,213,3.5,3825150925,141,63.0,3825150915,56,Back,3825150929,212,7.8,3825150921,140,27.6,,,,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447027,124,1,1,10,41,1wyg1tunyt7go9tnjea1hjqxb,1,27.6,63,2022-10-07T18:13:50.288Z,2022-10-07T18:13:57Z,3825151405,141,37.0,3825151411,213,4.3,3825151397,56,Back,3825151401,140,20.4,3825151409,212,19.2,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447097,125,1,1,10,48,1wyg1tunyt7go9tnjea1hjqxb,0,26,37.1,2022-10-07T18:13:57.426Z,2022-10-07T18:14:01Z,3825151819,212,46.5,3825151823,1,,3825151813,56,Center,3825151815,140,65.4,3825151811,155,,3825151821,213,0.5,3825151817,141,68.4,,,,9lixevzo8exxiia17altfw8ic,W. Goes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447089,96,1,1,10,51,59t7flioj4w4mpwnrwbm0m8ck,1,27.6,29.7,2022-10-07T18:14:00.107Z,2022-10-07T18:14:01Z,3825151765,141,35.1,3825151759,3,,3825151763,140,44.8,3825151769,213,0.2,3825151761,56,Back,3825151767,212,18.4,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447101,97,49,1,10,53,59t7flioj4w4mpwnrwbm0m8ck,1,44.8,33.8,2022-10-07T18:14:01.619Z,2022-10-07T18:14:02Z,,,,,,,,,,,,,,,,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447123,98,1,1,10,53,59t7flioj4w4mpwnrwbm0m8ck,1,44.8,33.8,2022-10-07T18:14:01.911Z,2022-10-07T18:14:03Z,3825151929,213,5.0,3825151925,141,20.3,3825151923,140,47.6,3825151921,56,Back,3825151927,212,9.6,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447201,99,1,1,10,55,59t7flioj4w4mpwnrwbm0m8ck,1,46.1,22,2022-10-07T18:14:03.772Z,2022-10-07T18:14:08Z,3825152361,141,18.8,3825152365,213,3.3,3825152363,212,15.2,3825152359,140,31.8,3825152357,56,Back,,,,,,,,,,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447237,100,1,1,10,59,59t7flioj4w4mpwnrwbm0m8ck,1,32,21.2,2022-10-07T18:14:08.128Z,2022-10-07T18:14:11Z,3825152577,213,2.4,3825152571,140,24.7,3825152575,212,10.2,3825152569,56,Back,3825152573,141,31.0,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447293,101,1,1,11,2,59t7flioj4w4mpwnrwbm0m8ck,1,27,29.7,2022-10-07T18:14:11.035Z,2022-10-07T18:14:14Z,3825152825,212,18.0,3825152823,141,7.9,3825152821,140,36.7,3825152819,56,Back,3825152827,213,5.3,,,,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447371,102,1,1,11,5,59t7flioj4w4mpwnrwbm0m8ck,1,38.7,13.4,2022-10-07T18:14:14.273Z,2022-10-07T18:14:17Z,3825153241,140,28.3,3825153247,213,2.5,3825153239,56,Back,3825153243,141,26.5,3825153245,212,14.1,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447459,103,1,1,11,9,59t7flioj4w4mpwnrwbm0m8ck,1,28.3,26.5,2022-10-07T18:14:17.530Z,2022-10-07T18:14:22Z,3825153695,140,30.1,3825153693,56,Back,3825153703,1,,3825153699,212,38.4,3825153697,141,82.9,3825153701,213,1.5,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447501,104,1,1,11,14,59t7flioj4w4mpwnrwbm0m8ck,1,29.9,82.5,2022-10-07T18:14:22.826Z,2022-10-07T18:14:24Z,3825153941,141,93.8,3825153935,56,Back,3825153939,140,37.2,3825153945,213,0.8,3825153943,212,10.9,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447507,105,1,1,11,16,59t7flioj4w4mpwnrwbm0m8ck,0,37,96.4,2022-10-07T18:14:24.610Z,2022-10-07T18:14:27Z,3825154121,233,126,3825153961,56,Back,3825153967,212,6.4,3825153965,141,95.4,3825153963,140,43.1,3825154119,236,,3825153969,213,6.2,3825154125,286,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447541,126,74,1,11,16,1wyg1tunyt7go9tnjea1hjqxb,1,44.5,5.3,2022-10-07T18:14:24.611Z,2022-10-07T18:18:23Z,3825154089,56,Back,3825154127,233,105,3825154091,285,,,,,,,,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447683,106,5,1,11,17,59t7flioj4w4mpwnrwbm0m8ck,1,46.9,100.9,2022-10-07T18:14:25.499Z,2022-10-07T18:14:38Z,3825154867,347,,3825154865,56,Back,3825154913,233,127,,,,,,,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447547,127,5,1,11,17,1wyg1tunyt7go9tnjea1hjqxb,0,53.1,-0.9,2022-10-07T18:14:25.499Z,2022-10-07T18:18:20Z,3825154929,233,106,3825154133,347,,3825154131,56,Right,,,,,,,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447715,107,1,1,11,29,59t7flioj4w4mpwnrwbm0m8ck,1,40.1,100,2022-10-07T18:14:38.418Z,2022-10-07T18:14:50Z,3825155035,212,10.3,3825155033,141,86.3,3825155029,56,Back,3825155813,189,,3825155031,140,43.4,3825155037,213,5.1,3825155027,107,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447763,108,1,1,11,32,59t7flioj4w4mpwnrwbm0m8ck,1,43.9,86.3,2022-10-07T18:14:41.282Z,2022-10-07T18:14:51Z,3825155925,189,,3825155291,212,7.4,3825155285,56,Back,3825155289,141,94.5,3825155287,140,39.3,3825155293,213,2.3,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447791,109,1,1,11,34,59t7flioj4w4mpwnrwbm0m8ck,1,39.3,94.5,2022-10-07T18:14:43.181Z,2022-10-07T18:14:44Z,3825155413,155,,3825155415,196,,3825155423,212,56.9,3825155425,213,4.7,3825155419,140,38.4,3825155417,56,Back,3825155421,141,10.9,3825155427,1,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447837,110,1,1,11,36,59t7flioj4w4mpwnrwbm0m8ck,1,38.4,10.9,2022-10-07T18:14:44.733Z,2022-10-07T18:14:48Z,3825155671,140,61.6,3825155677,213,0.4,3825155673,141,26.1,3825155675,212,26.5,3825155669,56,Center,,,,,,,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447841,111,4,1,11,39,59t7flioj4w4mpwnrwbm0m8ck,1,62.4,25.1,2022-10-07T18:14:48.023Z,2022-10-07T18:18:21Z,3825155685,13,,3825174543,294,,3825155689,152,,3825155693,286,,3825155687,56,Center,3825156171,233,129,,,,,,,2an4s7uuqa9a6sl7vutznc7o5,J. van der Sande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468447893,129,4,1,11,39,1wyg1tunyt7go9tnjea1hjqxb,0,37.6,74.9,2022-10-07T18:14:48.024Z,2022-10-07T18:14:54Z,3825155903,56,Back,3825155905,152,,3825156097,285,,3825156193,233,111,3825155901,294,,3825155899,13,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448929,125,1,1,11,50,59t7flioj4w4mpwnrwbm0m8ck,1,54.6,18.6,2022-10-07T18:14:58.793Z,2022-10-07T18:16:56Z,3825161565,141,32.3,3825161563,140,30.4,3825166227,5,,3825161569,213,2.8,3825166229,152,,3825161567,212,27.1,3825161561,56,Back,,,,bdb33nwcpd2jufn9ggtl7gvzd,B. Lucassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468449699,136,1,1,11,51,59t7flioj4w4mpwnrwbm0m8ck,1,33.1,29.3,2022-10-07T18:14:59.638Z,2022-10-07T18:16:43Z,3825165799,140,34.6,3825165841,213,1.5,3825165775,56,Back,3825165829,212,24.3,3825165815,141,64.9,,,,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448133,114,1,1,11,55,59t7flioj4w4mpwnrwbm0m8ck,1,53.5,23.9,2022-10-07T18:15:03.811Z,2022-10-07T18:16:57Z,3825157109,196,,3825157117,141,84.6,3825157121,213,2.0,3825157119,212,45.7,3825157123,1,,3825157115,140,34.9,3825157113,56,Back,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448179,115,1,1,11,58,59t7flioj4w4mpwnrwbm0m8ck,1,34.9,84.6,2022-10-07T18:15:07.481Z,2022-10-07T18:15:15Z,3825157351,141,47.8,3825157357,1,,3825157347,56,Back,3825157355,213,3.9,3825157353,212,34.9,3825157349,140,11.7,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448247,116,1,1,12,1,59t7flioj4w4mpwnrwbm0m8ck,1,10.2,42.6,2022-10-07T18:15:09.930Z,2022-10-07T18:15:15Z,3825157721,56,Back,3825157727,212,30.1,3825157729,213,1.6,3825157725,141,86.8,3825157723,140,9.4,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448305,117,1,1,12,8,59t7flioj4w4mpwnrwbm0m8ck,1,18.8,79.9,2022-10-07T18:15:16.657Z,2022-10-07T18:15:18Z,3825158069,212,26.3,3825158065,140,36.5,3825158071,213,5.5,3825158067,141,52.5,3825158061,56,Back,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448423,118,1,1,12,10,59t7flioj4w4mpwnrwbm0m8ck,1,34.1,53.3,2022-10-07T18:15:18.865Z,2022-10-07T18:15:24Z,3825158723,213,2.8,3825158715,56,Back,3825158719,141,62.5,3825158721,212,16.5,3825158717,140,19.6,,,,,,,,,,5gunbyh0bjzutryox97ihxot1,J. Vet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448449,119,1,1,12,16,59t7flioj4w4mpwnrwbm0m8ck,1,28.1,41.5,2022-10-07T18:15:24.650Z,2022-10-07T18:15:26Z,3825158871,213,4.2,3825158863,141,26.5,3825158859,140,22.7,3825158867,212,11.7,3825158853,56,Back,,,,,,,,,,89plvrt8pzppcclh4axvii0ru,A. Plat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448479,120,1,1,12,18,59t7flioj4w4mpwnrwbm0m8ck,1,23.1,25,2022-10-07T18:15:26.770Z,2022-10-07T18:15:29Z,3825159023,56,Back,3825159025,140,6.0,3825159029,212,20.4,3825159031,213,2.6,3825159027,141,39.2,,,,,,,,,,9urh0cy0a8ni61fuxmiqosnis,R. Besselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448653,121,1,1,12,20,59t7flioj4w4mpwnrwbm0m8ck,1,6.5,40.7,2022-10-07T18:15:28.978Z,2022-10-07T18:15:38Z,3825160045,56,Back,3825160049,141,70.3,3825160053,213,0.9,3825160051,212,25.4,3825160047,140,21.3,,,,,,,,,,8jml2tgzk1am30cy4gkgx0wd1,R. Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448677,122,1,1,12,30,59t7flioj4w4mpwnrwbm0m8ck,1,50.3,68.8,2022-10-07T18:15:38.497Z,2022-10-07T18:15:40Z,3825160157,141,94.1,3825160161,213,1.1,3825160155,140,58.3,3825160153,56,Left,3825160159,212,19.1,,,,,,,,,,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468448699,123,1,1,12,31,59t7flioj4w4mpwnrwbm0m8ck,0,58.3,94.1,2022-10-07T18:15:39.985Z,2022-10-07T18:15:42Z,3825160337,212,31.1,3825160331,56,Left,3825160339,213,0.1,3825160333,140,87.6,3825160335,141,100.0,,,,,,,,,,1falkoydwxoiazskcoalwll62,F. Di Michele Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
