id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2444929101,6,1,1,0,9,1fttb31hnskynpku8qd09yhm8,0,21.2,36.2,2022-08-12T18:00:58.280Z,2022-08-12T18:01:02Z,3700101037,1,,3700101033,212,69.2,3700101027,56,Right,3700101025,157,,3700101035,213,6.1,3700101029,140,86.2,3700101031,141,19.3,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929097,6,49,1,0,13,dnzj0iv5qtaemm9kthh9pos8q,1,15.4,80.2,2022-08-12T18:01:01.663Z,2022-08-12T18:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929129,7,1,1,0,15,dnzj0iv5qtaemm9kthh9pos8q,0,12.2,91.4,2022-08-12T18:01:04.159Z,2022-08-12T18:01:06Z,3700101175,157,,3700101177,56,Back,3700101179,140,42.8,3700101185,213,0.0,3700101187,1,,3700101183,212,32.1,3700101181,141,92.6,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929133,7,8,1,0,18,1fttb31hnskynpku8qd09yhm8,1,57.7,8.8,2022-08-12T18:01:06.664Z,2022-08-12T18:01:06Z,3700101205,56,Right,,,,,,,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929155,8,43,1,0,20,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-12T18:01:08.830Z,2022-08-12T18:01:19Z,3700101317,56,Back,3700101325,213,5.6,3700101323,212,14.1,3700101321,141,74.7,3700101319,140,38.7,3700101825,144,1,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929175,8,43,1,0,23,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-12T18:01:12.072Z,2022-08-12T18:01:32Z,3700102413,144,49,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929315,9,43,1,0,24,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-12T18:01:12.455Z,2022-08-12T18:01:30Z,3700101995,141,25.4,3700102001,1,0,3700101997,212,36.4,3700101993,140,25.8,3700101991,56,Back,3700102369,144,1,3700101999,213,3.2,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929221,9,4,1,0,28,dnzj0iv5qtaemm9kthh9pos8q,1,34.4,90.1,2022-08-12T18:01:16.575Z,2022-08-12T18:22:24Z,3700101629,152,,3700101631,265,,3700101625,13,,3700101627,56,Back,3700193717,286,,3700193713,233,10,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929319,10,4,1,0,28,1fttb31hnskynpku8qd09yhm8,0,65.6,9.9,2022-08-12T18:01:16.576Z,2022-08-12T18:22:24Z,3700193719,233,9,3700102019,13,,3700102021,56,Right,3700102027,285,,3700102023,152,,3700102025,265,,,,,,,,5b7rnpnnllz8qdc6fx2c5mzje,M. Esajas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929507,10,1,1,0,50,dnzj0iv5qtaemm9kthh9pos8q,1,31.9,87.4,2022-08-12T18:01:38.767Z,2022-08-12T18:01:43Z,3700102955,213,5.6,3700102949,140,72.9,3700102953,212,56.2,3700102957,1,,3700102941,5,,3700102943,157,,3700102947,56,Center,3700102945,152,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,3700102951,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929513,11,44,1,0,54,dnzj0iv5qtaemm9kthh9pos8q,1,70.8,41,2022-08-12T18:01:42.982Z,2022-08-12T18:01:44Z,3700102969,56,Center,3700103013,233,11,3700102973,286,,,,,,,,,,,,,,,,,5c5quyl7qxptstbge87w2eqqx,D. Ladan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929505,11,44,1,0,54,1fttb31hnskynpku8qd09yhm8,0,29.2,59,2022-08-12T18:01:42.983Z,2022-08-12T18:01:44Z,3700103057,233,11,3700102937,56,Back,3700102939,285,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929537,12,1,1,0,55,dnzj0iv5qtaemm9kthh9pos8q,0,72.9,34.2,2022-08-12T18:01:43.375Z,2022-08-12T18:01:44Z,3700103099,140,79.5,3700103105,213,5.8,3700103103,212,7.9,3700103101,141,28.5,3700103095,168,,3700103093,3,,3700103097,56,Center,,,,5c5quyl7qxptstbge87w2eqqx,D. Ladan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929529,12,49,1,0,55,1fttb31hnskynpku8qd09yhm8,1,24.2,69.3,2022-08-12T18:01:44.135Z,2022-08-12T18:01:44Z,,,,,,,,,,,,,,,,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929547,13,1,1,0,55,1fttb31hnskynpku8qd09yhm8,0,24.2,69.3,2022-08-12T18:01:44.296Z,2022-08-12T18:01:45Z,3700103145,141,58.7,3700103147,212,15.5,3700103143,140,37.3,3700103141,56,Back,3700103149,213,5.8,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929555,13,8,1,0,57,dnzj0iv5qtaemm9kthh9pos8q,1,64.7,36.7,2022-08-12T18:01:45.903Z,2022-08-12T18:01:46Z,3700103193,56,Center,,,,,,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929577,14,49,1,0,59,dnzj0iv5qtaemm9kthh9pos8q,1,64.8,7.3,2022-08-12T18:01:47.406Z,2022-08-12T18:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929627,15,1,1,1,0,dnzj0iv5qtaemm9kthh9pos8q,0,71.5,2.5,2022-08-12T18:01:49.231Z,2022-08-12T18:01:51Z,3700103531,141,15.2,3700103535,212,25.5,3700103523,56,Right,3700103527,140,94.4,3700103541,213,0.3,,,,,,,,,,a9233dwa5vm9qv2lncq3kawut,J. Mathieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929659,14,8,1,1,4,1fttb31hnskynpku8qd09yhm8,1,9.1,86.4,2022-08-12T18:01:53.159Z,2022-08-12T18:01:53Z,3700103667,56,Back,,,,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929663,15,49,1,1,5,1fttb31hnskynpku8qd09yhm8,1,9.1,86.4,2022-08-12T18:01:53.560Z,2022-08-12T18:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929721,16,1,1,1,5,1fttb31hnskynpku8qd09yhm8,0,10.7,92.9,2022-08-12T18:01:53.751Z,2022-08-12T18:03:16Z,3700103937,212,52.3,3700103933,140,58.3,3700103935,141,70.1,3700108899,1,,3700103939,213,6.0,3700103931,56,Center,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929737,17,43,1,1,9,1fttb31hnskynpku8qd09yhm8,1,0,0,2022-08-12T18:01:57.430Z,2022-08-12T18:02:22Z,3700104009,1,0,3700103999,56,Left,3700104001,140,59.3,3700104003,141,92.6,3700104007,213,6.3,3700105453,144,1,3700104005,212,49.5,,,,3hgvz4if17suodevp5jubb8fe,F. Mattoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929741,16,49,1,1,11,dnzj0iv5qtaemm9kthh9pos8q,1,40.1,9.7,2022-08-12T18:01:59.502Z,2022-08-12T18:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929835,17,1,1,1,11,dnzj0iv5qtaemm9kthh9pos8q,1,40.1,9.7,2022-08-12T18:01:59.823Z,2022-08-12T18:02:07Z,3700104481,141,45.4,3700104487,213,2.5,3700104483,212,38.9,3700104491,1,,3700104473,56,Back,3700104477,140,11.1,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929899,18,1,1,1,19,dnzj0iv5qtaemm9kthh9pos8q,1,15.6,41.5,2022-08-12T18:02:07.807Z,2022-08-12T18:02:34Z,3700104797,56,Left,3700104799,140,72.7,3700104801,141,95.0,3700106201,155,,3700104805,213,0.5,3700104803,212,70.1,3700104807,1,,,,,89dofd1p8ftdgy1u8jlyi58lx,N. Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929901,19,50,1,1,25,dnzj0iv5qtaemm9kthh9pos8q,1,71.6,90,2022-08-12T18:02:13.407Z,2022-08-12T18:02:16Z,3700105077,233,18,3700104827,286,,3700104825,56,Left,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929943,18,7,1,1,25,1fttb31hnskynpku8qd09yhm8,0,28.4,10,2022-08-12T18:02:13.408Z,2022-08-12T18:02:16Z,3700105041,56,Back,3700105043,285,,3700105063,233,19,,,,,,,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929983,20,49,1,1,31,dnzj0iv5qtaemm9kthh9pos8q,1,25.5,54.9,2022-08-12T18:02:19.390Z,2022-08-12T18:02:19Z,,,,,,,,,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444929999,21,1,1,1,31,dnzj0iv5qtaemm9kthh9pos8q,1,25.5,54.9,2022-08-12T18:02:19.599Z,2022-08-12T18:02:20Z,3700105355,140,25.3,3700105353,56,Back,3700105361,213,4.7,3700105357,141,37.6,3700105359,212,11.8,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930013,22,1,1,1,32,dnzj0iv5qtaemm9kthh9pos8q,1,25.3,37.6,2022-08-12T18:02:20.798Z,2022-08-12T18:02:21Z,3700105411,140,34.6,3700105415,212,10.2,3700105413,141,42.1,3700105417,213,0.3,3700105409,56,Back,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930039,23,1,1,1,33,dnzj0iv5qtaemm9kthh9pos8q,1,34.6,42.1,2022-08-12T18:02:21.534Z,2022-08-12T18:02:23Z,3700105559,212,23.6,3700105555,140,37.3,3700105553,56,Back,3700105561,213,4.8,3700105557,141,7.7,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930043,24,1,1,1,35,dnzj0iv5qtaemm9kthh9pos8q,0,37.3,7.7,2022-08-12T18:02:23.470Z,2022-08-12T18:02:24Z,3700105603,56,Center,3700105607,141,28.6,3700105605,140,62.8,3700105611,213,0.5,3700105609,212,30.3,,,,,,,,,,5e9ek4qs1dnp69oojzpvrltrd,T. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930063,19,49,1,1,37,1fttb31hnskynpku8qd09yhm8,1,39.7,66.5,2022-08-12T18:02:25.655Z,2022-08-12T18:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930177,20,1,1,1,37,1fttb31hnskynpku8qd09yhm8,1,38,70.5,2022-08-12T18:02:26.167Z,2022-08-12T18:02:33Z,3700106241,213,3.5,3700106235,141,52.2,3700106227,56,Back,3700106239,212,31.7,3700106231,140,10.2,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930237,21,1,1,1,45,1fttb31hnskynpku8qd09yhm8,1,10.2,52.2,2022-08-12T18:02:33.639Z,2022-08-12T18:02:36Z,3700106541,56,Back,3700106549,213,5.3,3700106545,141,32.5,3700106547,212,16.4,3700106543,140,19.2,,,,,,,,,,6q72mpmc478hlf4f7ths9ez56,N. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930297,22,1,1,1,47,1fttb31hnskynpku8qd09yhm8,1,20.2,32.2,2022-08-12T18:02:35.927Z,2022-08-12T18:02:40Z,3700106863,213,1.4,3700106859,141,70.5,3700106855,56,Back,3700106861,212,26.4,3700106857,140,24.3,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930345,23,1,1,1,52,1fttb31hnskynpku8qd09yhm8,1,31,70.4,2022-08-12T18:02:40.807Z,2022-08-12T18:02:44Z,3700107125,212,26.8,3700107127,213,4.5,3700107123,141,31.6,3700107121,140,26.4,3700107119,56,Back,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930367,24,1,1,1,56,1fttb31hnskynpku8qd09yhm8,1,29.3,31.7,2022-08-12T18:02:44.487Z,2022-08-12T18:02:46Z,3700107249,213,5.8,3700107241,56,Right,3700107245,141,4.1,3700107247,212,40.6,3700107243,140,63.6,3700107251,1,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930403,25,1,1,1,58,1fttb31hnskynpku8qd09yhm8,1,64.5,5.6,2022-08-12T18:02:46.855Z,2022-08-12T18:02:50Z,3700107491,140,56.0,3700107489,56,Center,3700107497,213,2.2,3700107493,141,23.5,3700107495,212,15.1,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930417,26,1,1,2,1,1fttb31hnskynpku8qd09yhm8,0,60.7,37.9,2022-08-12T18:02:50.134Z,2022-08-12T18:02:52Z,3700107573,141,34.7,3700107577,213,6.1,3700107575,212,14.1,3700107571,140,74.0,3700107569,56,Center,,,,,,,,,,5b7rnpnnllz8qdc6fx2c5mzje,M. Esajas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930571,27,4,1,2,3,1fttb31hnskynpku8qd09yhm8,1,72.4,35.6,2022-08-12T18:02:52.092Z,2022-08-12T18:03:07Z,3700108355,286,,3700108681,233,25,3700108349,10,,3700108353,152,,3700108351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930419,25,4,1,2,3,dnzj0iv5qtaemm9kthh9pos8q,0,27.6,64.4,2022-08-12T18:02:52.093Z,2022-08-12T18:03:07Z,3700108621,152,,3700108705,233,27,3700108619,10,,3700107579,56,Back,3700108623,285,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930461,26,43,1,2,6,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-12T18:02:55.070Z,2022-08-12T18:02:57Z,3700107971,144,52,,,,,,,,,,,,,,,,,,,,,,89dofd1p8ftdgy1u8jlyi58lx,N. Alblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930747,27,17,1,2,21,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-08-12T18:03:09.917Z,2022-08-12T18:03:15Z,3700109333,10,243,3700109331,31,,,,,,,,,,,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931175,28,13,1,3,1,1fttb31hnskynpku8qd09yhm8,1,76.6,35.9,2022-08-12T18:03:49.845Z,2022-08-12T19:04:03Z,3700112047,328,,3700112043,102,43.4,3700112053,231,51.3,3700112049,458,,3700111565,56,Center,3700111561,26,,3700112045,103,81.9,3700111735,20,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,3700112051,230,99.4,3700113047,113,3700112041,81,3700111563,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931181,28,5,1,3,2,dnzj0iv5qtaemm9kthh9pos8q,1,-1.5,56.2,2022-08-12T18:03:50.973Z,2022-08-12T18:03:52Z,3700111623,233,29,3700111581,346,,3700111579,56,Back,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444931183,29,5,1,3,2,1fttb31hnskynpku8qd09yhm8,0,101.5,43.8,2022-08-12T18:03:50.973Z,2022-08-12T18:22:21Z,3700111587,346,,3700111583,56,Center,3700111687,233,28,,,,,,,,,,,,,,,,bs14utcyx2am6s46cuv52nf56,J. Hilterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
