id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,assist,qualifier/16/value,qualifier/17/value
2496932481,7,1,1,0,12,6lzy9iiqoysvtdsgx719fng9n,1,56.1,9.1,2023-01-13T19:05:06.111Z,2023-01-13T19:05:08Z,3975569953,213,4.2,3975569945,140,54.1,3975569943,56,Right,3975569947,141,4.0,3975569949,212,4.1,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932519,8,1,1,0,14,6lzy9iiqoysvtdsgx719fng9n,1,47.5,5.2,2023-01-13T19:05:08.287Z,2023-01-13T19:05:13Z,3975570107,212,17.3,3975570105,141,14.3,3975570109,213,2.8,3975570101,56,Back,3975570103,140,32.1,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932529,9,1,1,0,19,6lzy9iiqoysvtdsgx719fng9n,0,33.6,12.4,2023-01-13T19:05:13.134Z,2023-01-13T19:05:16Z,3975570157,141,12.4,3975570155,140,34.9,3975570211,286,,3975570205,236,,3975570159,212,1.4,3975570207,233,5,3975570161,213,0.0,3975570153,56,Back,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932537,5,74,1,0,19,xcevba75jfkrg4s6tl89zl3y,1,60.8,91.6,2023-01-13T19:05:13.135Z,2023-01-13T20:04:17Z,3975570201,56,Left,3975570203,285,,3975570225,233,9,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932543,6,5,1,0,21,xcevba75jfkrg4s6tl89zl3y,0,52.1,101.2,2023-01-13T19:05:15.295Z,2023-01-13T20:04:44Z,3975570401,233,10,3975570249,347,,3975570247,56,Left,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932575,10,5,1,0,21,6lzy9iiqoysvtdsgx719fng9n,1,47.9,-1.2,2023-01-13T19:05:15.295Z,2023-01-13T19:05:23Z,3975570387,347,,3975570393,233,6,3975570385,56,Back,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932585,11,1,1,0,29,6lzy9iiqoysvtdsgx719fng9n,1,45.5,0,2023-01-13T19:05:22.943Z,2023-01-13T19:05:25Z,3975570459,56,Right,3975570465,212,20.3,3975570463,141,12.5,3975570457,107,,3975570467,213,0.5,3975570461,140,62.7,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932587,12,1,1,0,31,6lzy9iiqoysvtdsgx719fng9n,0,62.7,12.7,2023-01-13T19:05:25.552Z,2023-01-13T19:05:26Z,3975570481,212,5.2,3975570479,141,6.4,3975570483,213,4.1,3975570473,3,,3975570477,140,59.9,3975570475,56,Right,,,,,,,31v89l4k38v1wpisz7xhkq38,J. Banel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932597,7,1,1,0,33,xcevba75jfkrg4s6tl89zl3y,1,42.1,96.2,2023-01-13T19:05:26.914Z,2023-01-13T19:05:28Z,3975570547,56,Back,3975570551,141,97.6,3975570549,140,32.5,3975570545,3,,3975570553,212,10.1,3975570555,213,3.0,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932599,8,49,1,0,34,xcevba75jfkrg4s6tl89zl3y,1,32.5,97.6,2023-01-13T19:05:28.450Z,2023-01-13T19:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932609,9,1,1,0,34,xcevba75jfkrg4s6tl89zl3y,1,32.5,97.6,2023-01-13T19:05:28.610Z,2023-01-13T19:05:31Z,3975570595,212,17.9,3975570593,141,78.7,3975570597,213,3.9,3975570589,56,Back,3975570591,140,20.7,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932639,10,1,1,0,37,xcevba75jfkrg4s6tl89zl3y,1,20.6,78.7,2023-01-13T19:05:31.442Z,2023-01-13T19:05:35Z,3975570759,141,45.2,3975570763,213,4.2,3975570757,140,7.1,3975570761,212,26.8,3975570755,56,Back,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932671,11,1,1,0,42,xcevba75jfkrg4s6tl89zl3y,0,7.9,42.7,2023-01-13T19:05:35.858Z,2023-01-13T19:05:40Z,3975570901,1,,3975570895,141,5.6,3975570897,212,63.2,3975570893,140,63.1,3975570899,213,5.9,3975570891,56,Right,3975570889,157,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932685,13,12,1,0,47,6lzy9iiqoysvtdsgx719fng9n,1,26.6,95.1,2023-01-13T19:05:40.751Z,2023-01-13T19:05:42Z,3975570935,140,26.5,3975570941,213,1.6,3975570933,56,Back,3975570937,141,100.0,3975570999,167,,3975570939,212,4.1,,,,,,,99u6g0ylhiyfknlf015xrz8r8,C. van Bohemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932753,12,5,1,0,47,xcevba75jfkrg4s6tl89zl3y,1,69.4,-1.5,2023-01-13T19:05:41.413Z,2023-01-13T20:04:44Z,3975571319,233,14,3975571315,347,,3975571313,56,Right,,,,,,,,,,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932693,14,5,1,0,47,6lzy9iiqoysvtdsgx719fng9n,0,30.6,101.5,2023-01-13T19:05:41.413Z,2023-01-13T19:05:51Z,3975570971,347,,3975570969,56,Back,3975571323,233,12,,,,,,,,,,,,,,,,99u6g0ylhiyfknlf015xrz8r8,C. van Bohemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932787,13,1,1,0,56,xcevba75jfkrg4s6tl89zl3y,1,68.2,0,2023-01-13T19:05:50.610Z,2023-01-13T19:05:54Z,3975571461,107,,3975571469,212,17.3,3975571463,56,Center,3975571471,213,1.1,3975571467,141,21.9,3975571465,140,75.0,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932805,14,1,1,1,0,xcevba75jfkrg4s6tl89zl3y,1,72.5,18.4,2023-01-13T19:05:54.643Z,2023-01-13T19:05:57Z,3975571583,140,74.3,3975571589,213,4.9,3975571581,56,Right,3975571585,141,5.7,3975571587,212,8.8,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932829,15,1,1,1,3,xcevba75jfkrg4s6tl89zl3y,1,75,5.7,2023-01-13T19:05:56.947Z,2023-01-13T19:06:02Z,3975571743,213,6.1,3975571739,141,3.3,3975571741,212,10.8,3975571737,140,85.2,3975571735,56,Right,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932837,16,1,1,1,9,xcevba75jfkrg4s6tl89zl3y,0,98.7,30.7,2023-01-13T19:06:02.723Z,2023-01-13T19:06:03Z,3975571791,140,95.6,3975571789,56,Center,3975571797,213,1.9,3975571793,141,44.2,3975571795,212,9.7,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932841,15,8,1,1,10,6lzy9iiqoysvtdsgx719fng9n,1,3.9,56.7,2023-01-13T19:06:03.984Z,2023-01-13T19:06:04Z,3975571815,56,Back,,,,,,,,,,,,,,,,,,,,,,bgydmtsi0ngn9k56apo29v0no,J. Hato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932863,16,1,1,1,11,6lzy9iiqoysvtdsgx719fng9n,0,6.8,71.4,2023-01-13T19:06:05.456Z,2023-01-13T19:06:08Z,3975571923,141,52.8,3975571929,1,,3975571921,140,34.8,3975571917,157,,3975571925,212,32.0,3975571919,56,Back,3975571927,213,5.9,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932893,17,1,1,1,15,xcevba75jfkrg4s6tl89zl3y,1,64.2,50.8,2023-01-13T19:06:09.267Z,2023-01-13T19:06:12Z,3975572055,141,34.3,3975572057,212,11.5,3975572053,140,66.6,3975572059,213,4.9,3975572051,56,Center,,,,,,,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932901,18,1,1,1,18,xcevba75jfkrg4s6tl89zl3y,0,66.3,34.6,2023-01-13T19:06:12.660Z,2023-01-13T19:06:14Z,3975572113,213,0.9,3975572103,155,,3975572115,1,,3975572105,56,Center,3975572111,212,32.6,3975572109,141,70.7,3975572107,140,86.8,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932907,17,12,1,1,20,6lzy9iiqoysvtdsgx719fng9n,1,15.1,31,2023-01-13T19:06:14.497Z,2023-01-13T19:07:30Z,3975572145,56,Back,3975572155,141,29.5,3975574463,15,,3975572159,212,1.9,3975572163,213,5.7,3975572149,140,16.6,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932933,18,1,1,1,23,6lzy9iiqoysvtdsgx719fng9n,0,16.4,31,2023-01-13T19:06:17.104Z,2023-01-13T19:06:17Z,3975572259,3,,3975572273,213,0.1,3975572263,140,21.8,3975572267,141,32.2,3975572271,212,5.7,3975572261,56,Back,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932929,19,61,1,1,23,xcevba75jfkrg4s6tl89zl3y,0,81.7,75.8,2023-01-13T19:06:17.364Z,2023-01-13T19:06:17Z,3975572255,56,Center,,,,,,,,,,,,,,,,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932943,20,1,1,1,25,xcevba75jfkrg4s6tl89zl3y,0,78.4,73.7,2023-01-13T19:06:18.884Z,2023-01-13T19:06:19Z,3975572321,155,,3975572329,212,4.7,3975572323,56,Center,3975572331,213,4.9,3975572327,141,66.9,3975572325,140,79.1,,,,,,,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932947,19,49,1,1,25,6lzy9iiqoysvtdsgx719fng9n,1,26,41.6,2023-01-13T19:06:19.633Z,2023-01-13T19:06:19Z,,,,,,,,,,,,,,,,,,,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932981,20,1,1,1,27,6lzy9iiqoysvtdsgx719fng9n,1,27.4,42.7,2023-01-13T19:06:21.073Z,2023-01-13T19:06:23Z,3975572547,213,0.4,3975572535,56,Back,3975572537,140,45.2,3975572533,155,,3975572539,141,53.6,3975572543,212,20.1,,,,,,,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933023,21,1,1,1,29,6lzy9iiqoysvtdsgx719fng9n,1,45.8,61.1,2023-01-13T19:06:23.216Z,2023-01-13T19:06:30Z,3975572717,213,1.6,3975572711,140,44.8,3975572709,56,Back,3975572715,212,19.0,3975572713,141,89.0,,,,,,,,,,31v89l4k38v1wpisz7xhkq38,J. Banel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933035,22,1,1,1,36,6lzy9iiqoysvtdsgx719fng9n,1,62.1,81.2,2023-01-13T19:06:30.433Z,2023-01-13T19:06:32Z,3975572749,141,74.1,3975572751,212,8.3,3975572747,140,55.7,3975572753,213,3.8,3975572745,56,Center,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933041,23,1,1,1,38,6lzy9iiqoysvtdsgx719fng9n,1,56.1,74.1,2023-01-13T19:06:32.033Z,2023-01-13T19:06:33Z,3975572775,141,74.1,3975572777,212,7.6,3975572773,140,63.3,3975572779,213,0.0,3975572771,56,Center,,,,,,,,,,9pox9siobczxr9fv3fvvx3h1w,S. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933045,24,1,1,1,39,6lzy9iiqoysvtdsgx719fng9n,0,63.3,74.1,2023-01-13T19:06:33.376Z,2023-01-13T19:06:34Z,3975572797,212,5.6,3975572799,213,2.3,3975572791,56,Left,3975572795,141,80.0,3975572793,140,59.6,,,,,,,,,,dlgqk5qe96gaxeq8vu4dozyms,G. Misehouy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933047,21,8,1,1,41,xcevba75jfkrg4s6tl89zl3y,1,39.5,18.1,2023-01-13T19:06:34.724Z,2023-01-13T19:06:34Z,3975572801,56,Back,,,,,,,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933049,22,49,1,1,41,xcevba75jfkrg4s6tl89zl3y,1,37.1,15.4,2023-01-13T19:06:35.589Z,2023-01-13T19:06:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933059,23,1,1,1,42,xcevba75jfkrg4s6tl89zl3y,1,37.1,15.4,2023-01-13T19:06:35.828Z,2023-01-13T19:06:38Z,3975572851,213,3.3,3975572849,212,12.0,3975572843,56,Back,3975572847,141,13.4,3975572845,140,25.7,,,,,,,,,,cipmd3k2nfv0ddic0l8go14gl,C. Benschop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933097,24,1,1,1,44,xcevba75jfkrg4s6tl89zl3y,1,24.1,12.8,2023-01-13T19:06:38.148Z,2023-01-13T19:06:44Z,3975573079,141,33.3,3975573077,140,13.5,3975573081,212,17.8,3975573083,213,2.2,3975573075,56,Back,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933119,25,1,1,1,50,xcevba75jfkrg4s6tl89zl3y,1,16.8,38.9,2023-01-13T19:06:44.437Z,2023-01-13T19:06:48Z,3975573189,56,Back,3975573197,213,2.2,3975573191,140,6.0,3975573195,212,18.4,3975573193,141,60.2,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933149,26,1,1,1,55,xcevba75jfkrg4s6tl89zl3y,1,6.8,60.8,2023-01-13T19:06:48.677Z,2023-01-13T19:06:53Z,3975573331,141,96.6,3975573329,140,24.1,3975573333,212,30.4,3975573325,155,,3975573327,56,Back,3975573335,213,0.9,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933219,27,1,1,1,59,xcevba75jfkrg4s6tl89zl3y,1,27.5,96.9,2023-01-13T19:06:53.189Z,2023-01-13T19:07:01Z,3975573631,141,74.0,3975573629,140,66.7,3975573633,212,44.0,3975573625,155,,3975573637,1,,3975573635,213,5.9,3975573627,56,Center,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933255,28,43,1,2,7,xcevba75jfkrg4s6tl89zl3y,1,0,0,2023-01-13T19:07:01.557Z,2023-01-13T19:53:49Z,3975573835,212,25.8,3975573837,213,4.3,3975661453,144,1,3975574309,210,15,3975573829,56,Center,3975573833,141,39.3,3975573831,140,77.4,,,,7flz5rsy2e31gbd8udiqg14gl,L. Kaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496950447,357,1,1,2,8,xcevba75jfkrg4s6tl89zl3y,1,85.4,74.5,2023-01-13T19:07:01.677Z,2023-01-13T19:55:00Z,3975664315,210,15,3975663529,141,41.4,3975663533,213,4.5,3975663531,212,23.3,3975663527,140,79.8,3975663525,56,Center,,,,,,,cglskkkycbja9rjybhui9hdrd,M. Kaandorp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933259,29,15,1,2,13,xcevba75jfkrg4s6tl89zl3y,1,86,35.2,2023-01-13T19:07:07.125Z,2023-01-13T19:55:00Z,3975574343,231,51.4,3975573857,22,,3975574337,146,91.4,3975574327,102,48.9,3975574167,20,,3975574341,230,99.7,3975574319,78,,3975574323,55,357,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,3975574339,147,40.4,3975574329,103,19,3975574173,233,25,3975573861,56,Center,3975573859,63,3975574331,215,3975574171,82,3975574321,29,,,,,,,,,,,
2496933261,25,10,1,2,13,6lzy9iiqoysvtdsgx719fng9n,1,12.7,59.9,2023-01-13T19:07:07.225Z,2023-01-13T19:07:19Z,3975573869,94,,3975573871,56,Back,3975574179,233,29,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933275,26,6,1,2,15,6lzy9iiqoysvtdsgx719fng9n,0,13.4,62.3,2023-01-13T19:07:08.946Z,2023-01-13T19:07:11Z,3975573963,233,30,3975573927,73,,3975573925,56,Back,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933271,30,6,1,2,15,xcevba75jfkrg4s6tl89zl3y,1,86.6,37.7,2023-01-13T19:07:08.946Z,2023-01-13T19:52:09Z,3975573945,233,26,3975573911,75,,3975573909,56,Center,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
