id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2486763679,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-11-19T16:45:36.682Z,2022-11-19T17:53:00Z,3921788415,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921788413,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 4zow18ykkg1gvw40r7jsrzkl, dh3ksith5iat573zuhdhv91w5, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, dhxpfe8e618lavr0915m9y2ju, bquqyyfz4lj0xrerbhbtj1jze, b950jt347chmq9whlkgl6fxpm, 5chl0qcvbbkd0yeogurw1fz6x, 1mroid71v9bwpx0iaospei9gq, cexuwvet4xiruf1jitkjjp7qi, au91rqig6uyyi1zdmlxydk38q, 5c5quyl7qxptstbge87w2eqqx, 50grkc6r635d7bjqgwrasi8rt, 4z8o35izc3gx6i2bt4mcs1fjd, 8uw9w30592omb8acpnssgdlh, 5ffbqf6o50173uqvaefnce4gk, fjistzkvlbsa2v7xsnu0uy95, 9tj2yr6ep9hsignf7cjn7wnl6",3921788429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921788427,194,dh3ksith5iat573zuhdhv91w5,3921788425,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921788423,130,8,3921886913,197,16934,3921788419,59,"1, 2, 12, 8, 15, 4, 20, 18, 39, 23, 28, 3, 6, 9, 14, 16, 19, 21, 22, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486768709,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-11-19T16:50:56.144Z,2022-11-19T17:44:56Z,3921815895,194,ip62fljz9ng6sil4krcq8dm1,3921815893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921815885,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, arrbpgnwbguhyumc8c1u4jsut, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, sbxnlkg50itbqkpuh8wnwk45, f2snk84xy67ergwrwoblgt2ad, azt0ll196snbxy38eqw7mtln9, etwawuknprhxhmjk1tyq38e6t, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, bmbzc4jvazdiuddsbnceyauei, g0s22zvneqmryewunetlsbje, armxucjqaulvwfxyufovg3je1, 6zxcmzp7w6esj54g05tvk7ai1, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, we5jzu2ad4z3wxaerwe6sdex, 2sxmpaw4khmgyym320oiwu3u, awokzor2tv5ro47ea34at1gx5, 80dk8iv6p0202z10qcqy8bfca, 49zitlyt01houmqy6hk04x36y",3921815889,59,"1, 5, 12, 18, 4, 21, 15, 17, 33, 11, 29, 2, 8, 14, 19, 20, 22, 23, 26, 27, 28, 32, 39",3921815891,130,4,3921815887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3921815897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3921887281,197,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784171,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-11-19T17:46:39.247Z,2022-11-19T17:46:41Z,3921889061,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784165,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-11-19T17:46:39.247Z,2022-11-19T17:46:39Z,3921889035,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784177,3,1,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,50.7,49.6,2022-11-19T17:46:39.347Z,2022-11-19T17:46:42Z,3921889077,140,32.7,3921889085,279,S,3921889083,213,3.6,3921889079,141,35.1,3921889075,56,Back,3921889081,212,21.3,,,,,,,b950jt347chmq9whlkgl6fxpm,K. Leidsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784183,4,1,1,0,3,dnzj0iv5qtaemm9kthh9pos8q,0,34,35.8,2022-11-19T17:46:42.510Z,2022-11-19T17:46:46Z,3921889123,212,58.8,3921889125,213,0.6,3921889119,140,78.6,3921889117,56,Left,3921889121,141,88.1,3921889115,155,,3921889127,1,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784195,3,1,1,0,7,dac758ef858jbq7pcb3gfwite,0,30.3,15.5,2022-11-19T17:46:46.459Z,2022-11-19T17:46:48Z,3921889183,140,39.5,3921889185,141,5.0,3921889179,3,,3921889181,56,Back,3921889189,213,5.6,3921889187,212,12.0,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784211,5,1,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,0,67.8,93.8,2022-11-19T17:46:48.695Z,2022-11-19T18:25:54Z,3921889261,141,100.0,3921889255,3,,3921889257,56,Left,3921889263,212,7.4,3921889265,213,0.9,3921889259,140,72.4,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784231,4,5,1,0,9,dac758ef858jbq7pcb3gfwite,1,31.2,-1.2,2022-11-19T17:46:49.145Z,2022-11-19T17:46:55Z,3921889347,56,Back,3921889351,233,6,3921889349,347,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486784215,6,5,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,0,68.8,101.2,2022-11-19T17:46:49.145Z,2022-11-19T18:12:28Z,3921889273,347,,3921889271,56,Left,3921889355,233,4,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
