id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/10/value,qualifier/14/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2516549511,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-03-06T17:58:38.442Z,2023-03-06T19:00:23Z,4078956443,197,9686,4078868463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4078868467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4078868459,59,"1, 13, 25, 4, 10, 6, 16, 8, 9, 7, 11, 3, 14, 18, 20, 21, 22, 23, 24, 27, 29, 32, 44",4078868457,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4078868461,130,10,4078868465,194,1l34qvjvar8qec3kbrg4rew2d,4078868455,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 9najgqcaamqj0qtiicuq9hey, 1l34qvjvar8qec3kbrg4rew2d, 5i0e7e59vav8ynqzt7qrvitt6, bw7s1zgz97p8szhn4shwkx2w9, 88csh50wwpanzfdvu7ia3x1ih, 9hz7j1p4f0d2hxyz2bdkbyk0l, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, eqkwzp959s8q71lwaoygv9eui, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 684nd3xjli51z43pbla0mwa21, 7dw3mexdcnel375y16vfl0g2y, 1g092dgjsahqacxxzf5f20wh6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516550677,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-03-06T18:03:05.639Z,2023-03-06T18:58:34Z,4078875381,194,9v7zwguzazofzafwg3qevdo4q,4078875375,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 19, 15, 18, 17, 14, 12, 20, 16, 21",4078875379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4078957277,197,8653,4078875371,30,"7ug3a0z74dj7qlq4jbtn1kutw, 9v7zwguzazofzafwg3qevdo4q, a33sy9bstlsfq023oiym5qk9g, 8u19xeh9ugvh8f1mh7jnbbhuc, b1h2eiqxic31ioxbs1zjd709g, 7s2zxbtepa7dgr8yl0s48afpw, 8i6cjao5lwxzaomilei61kbxm, 9bgq1tfyfzc3wg9pfr8q510k4, 8o2iv0qhfft5pgzm75ckuo0es, 19wuvqpmewphgvsfzi4yjl756, wuh8s4gfo9ro3nel3rormg44, 4oyjji4wqmuu3uia6htj0q1hw, 2wgv0uye88734itwltg3oajo4, 8oyvtcgg9cialhwvfadl07190, 685wka5xc8na423mirotcu238, odp8a70vcgs0bn2ue7jpme50, b8k8uynw043b6q9xm0lfzszmy, 842wr3ptcycwsg44mgt0zp7o4, 3u0yfnfs6jqx0xv2epsynesd0, cdlnfuy9piyga0wud4nrucvtg",4078875377,130,8,4078875383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4078875373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565205,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-03-06T19:00:10.873Z,2023-03-06T19:00:11Z,4078959351,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565221,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-03-06T19:00:10.873Z,2023-03-06T19:00:13Z,4078959451,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565227,3,1,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,50.1,50,2023-03-06T19:00:10.973Z,2023-03-06T19:00:14Z,4078959473,56,Back,4078959483,279,S,4078959475,140,31.0,4078959479,212,20.7,4078959477,141,57.5,4078959481,213,2.9,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565245,4,1,1,0,3,1wyg1tunyt7go9tnjea1hjqxb,0,30.8,56.9,2023-03-06T19:00:14.457Z,2023-03-06T19:00:18Z,4078959605,212,62.8,4078959607,213,0.0,4078959609,1,,4078959601,140,90.6,4078959603,141,59.9,4078959599,56,Center,4078959597,155,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565253,3,49,1,0,8,bk5ltsueqmeng29eovd8m2tml,1,7.9,35.8,2023-03-06T19:00:19.618Z,2023-03-06T19:00:19Z,,,,,,,,,,,,,,,,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565309,4,1,1,0,17,bk5ltsueqmeng29eovd8m2tml,1,12.4,24.4,2023-03-06T19:00:28.208Z,2023-03-06T19:00:29Z,4078959961,213,4.9,4078959957,141,1.7,4078959959,212,15.7,4078959955,140,14.9,4078959953,56,Back,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565323,5,1,1,0,18,bk5ltsueqmeng29eovd8m2tml,1,14.9,1.7,2023-03-06T19:00:29.704Z,2023-03-06T19:00:32Z,4078960021,212,18.1,4078960015,56,Back,4078960019,141,25.7,4078960017,140,7.4,4078960023,213,2.0,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565345,6,1,1,0,21,bk5ltsueqmeng29eovd8m2tml,1,6.2,22.9,2023-03-06T19:00:32.240Z,2023-03-06T19:00:38Z,4078960153,212,38.0,4078960155,213,6.2,4078960151,141,20.6,4078960157,1,,4078960145,155,,4078960147,56,Back,4078960149,140,42.4,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565349,7,61,1,0,26,bk5ltsueqmeng29eovd8m2tml,0,42.4,20.6,2023-03-06T19:00:36.968Z,2023-03-06T19:03:22Z,4078960173,56,Back,,,,,,,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565337,5,49,1,0,26,1wyg1tunyt7go9tnjea1hjqxb,1,50.1,58.7,2023-03-06T19:00:37.455Z,2023-03-06T19:03:23Z,,,,,,,,,,,,,,,,,,,,,,,,,8u19xeh9ugvh8f1mh7jnbbhuc,K. Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565351,6,50,1,0,27,1wyg1tunyt7go9tnjea1hjqxb,1,59.5,83.9,2023-03-06T19:00:37.982Z,2023-03-06T19:03:46Z,4078960177,286,,4078960409,233,13,4078960175,56,Left,,,,,,,,,,,,,,,,8u19xeh9ugvh8f1mh7jnbbhuc,K. Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565519,13,7,1,0,27,bk5ltsueqmeng29eovd8m2tml,1,40.5,16.1,2023-03-06T19:00:37.983Z,2023-03-06T19:03:01Z,4078965721,233,6,4078961015,285,,4078961013,56,Back,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565365,8,1,1,0,28,bk5ltsueqmeng29eovd8m2tml,1,41.8,7.9,2023-03-06T19:00:38.970Z,2023-03-06T19:00:41Z,4078960221,56,Back,4078960229,213,0.5,4078960227,212,8.8,4078960225,141,14.3,4078960223,140,49.1,,,,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565367,9,61,1,0,30,bk5ltsueqmeng29eovd8m2tml,0,46.3,14.3,2023-03-06T19:00:40.888Z,2023-03-06T19:00:44Z,4078960235,56,Back,,,,,,,,,,,,,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565387,7,1,1,0,30,1wyg1tunyt7go9tnjea1hjqxb,1,57,67.9,2023-03-06T19:00:41.249Z,2023-03-06T19:00:43Z,4078960343,56,Left,4078960345,140,63.2,4078960347,141,93.5,4078960349,212,18.6,4078960351,213,1.2,,,,,,,,,,a33sy9bstlsfq023oiym5qk9g,D. Beukers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565393,8,50,1,0,32,1wyg1tunyt7go9tnjea1hjqxb,1,61.6,87,2023-03-06T19:00:43.323Z,2023-03-06T19:00:48Z,4078960371,56,Left,4078960373,286,,4078960581,233,10,,,,,,,,,,,,,,,,wuh8s4gfo9ro3nel3rormg44,R. Daal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565391,10,7,1,0,32,bk5ltsueqmeng29eovd8m2tml,0,38.4,13,2023-03-06T19:00:43.324Z,2023-03-06T19:03:46Z,4078960401,233,8,4078960365,56,Back,4078960367,285,,,,,,,,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565455,9,5,1,0,33,1wyg1tunyt7go9tnjea1hjqxb,1,66.6,101.6,2023-03-06T19:00:44.423Z,2023-03-06T19:00:52Z,4078960723,233,11,4078960705,347,,4078960703,56,Left,,,,,,,,,,,,,,,,wuh8s4gfo9ro3nel3rormg44,R. Daal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565407,11,5,1,0,33,bk5ltsueqmeng29eovd8m2tml,0,33.4,-1.6,2023-03-06T19:00:44.423Z,2023-03-06T19:03:42Z,4078960457,347,,4078960731,233,9,4078960455,56,Back,,,,,,,,,,,,,,,,5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565477,10,1,1,0,41,1wyg1tunyt7go9tnjea1hjqxb,1,68.4,100,2023-03-06T19:00:52.278Z,2023-03-06T19:00:56Z,4078960803,141,97.2,4078960797,107,,4078960799,56,Left,4078960805,212,5.5,4078960807,213,3.7,4078960801,140,64.1,,,,,,,wuh8s4gfo9ro3nel3rormg44,R. Daal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565483,11,43,1,0,45,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-03-06T19:00:55.982Z,2023-03-06T19:03:01Z,4078960827,286,0,4078965699,144,50,4078960825,56,Left,4078961383,233,13,,,,,,,,,,,,,a33sy9bstlsfq023oiym5qk9g,D. Beukers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565501,12,3,1,0,46,1wyg1tunyt7go9tnjea1hjqxb,0,64.1,97.2,2023-03-06T19:00:57.078Z,2023-03-06T19:03:36Z,4078967077,286,,4078960919,56,Left,4078967243,211,,,,,,,,,,,,,,,,,a33sy9bstlsfq023oiym5qk9g,D. Beukers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565515,12,5,1,0,46,bk5ltsueqmeng29eovd8m2tml,1,34.5,-1.4,2023-03-06T19:00:57.783Z,2023-03-06T19:01:57Z,4078960983,233,13,4078960981,347,,4078960979,56,Back,,,,,,,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565511,13,5,1,0,46,1wyg1tunyt7go9tnjea1hjqxb,0,65.5,101.4,2023-03-06T19:00:57.783Z,2023-03-06T19:03:42Z,4078960959,56,Left,4078960961,347,,4078960993,233,12,,,,,,,,,,,,,,,,a33sy9bstlsfq023oiym5qk9g,D. Beukers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565527,14,1,1,0,52,bk5ltsueqmeng29eovd8m2tml,1,40,0,2023-03-06T19:01:03.024Z,2023-03-06T19:03:38Z,4078961043,56,Back,4078961045,140,22.9,4078961047,141,4.2,4078963169,107,,4078961055,213,2.9,4078961051,212,18.4,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565539,15,1,1,0,52,bk5ltsueqmeng29eovd8m2tml,1,22.9,4.2,2023-03-06T19:01:03.728Z,2023-03-06T19:01:05Z,4078961103,56,Back,4078961105,140,4.3,4078961109,212,26.7,4078961111,213,2.4,4078961107,141,30.9,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516565549,16,1,1,0,54,bk5ltsueqmeng29eovd8m2tml,0,4.3,30.9,2023-03-06T19:01:05.800Z,2023-03-06T19:01:10Z,4078961197,141,24.0,4078961199,212,43.4,4078961191,157,,4078961195,140,45.4,4078961193,56,Back,4078961201,213,6.2,4078961203,1,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
