id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2503358017,4,49,1,0,15,z9phg19papi9f5fd6qxzr836,1,65.4,42.7,2023-02-03T19:02:26.128Z,2023-02-03T19:02:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7kntrrc80dcadt8umvqf6qfe2,J. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358023,8,61,1,0,15,dvmw7d6jb38qvv7e6ziwu0vyr,0,40.4,58.1,2023-02-03T19:02:26.411Z,2023-02-03T19:02:26Z,4009320053,56,Back,,,,,,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358059,5,4,1,0,19,z9phg19papi9f5fd6qxzr836,1,72,49.8,2023-02-03T19:02:29.871Z,2023-02-03T19:02:31Z,4009320237,56,Center,4009320307,233,9,4009320235,13,,4009320239,152,,4009320241,265,,4009320243,286,,,,,,,,7kntrrc80dcadt8umvqf6qfe2,J. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358063,9,4,1,0,19,dvmw7d6jb38qvv7e6ziwu0vyr,0,28,50.2,2023-02-03T19:02:29.872Z,2023-02-03T19:02:32Z,4009320269,265,,4009320267,152,,4009320263,13,,4009320311,233,5,4009320271,285,,4009320265,56,Back,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358413,6,1,1,0,58,z9phg19papi9f5fd6qxzr836,0,67.9,50.9,2023-02-03T19:03:09.119Z,2023-02-03T19:03:11Z,4009322219,155,,4009322225,140,91.3,4009322221,152,,4009322227,141,23.9,4009322231,213,5.6,4009322223,56,Center,4009322217,5,,4009322229,212,30.7,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358441,10,12,1,1,2,dvmw7d6jb38qvv7e6ziwu0vyr,1,7.5,70.4,2023-02-03T19:03:12.907Z,2023-02-03T19:03:14Z,4009322405,140,2.5,4009322403,56,Back,4009322419,15,,4009322411,212,9.5,4009322413,213,2.2,4009322409,141,82.0,,,,,,,coxuin3vr6nkynlvcsvzphjl6,Rodrigo Rêgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358459,11,49,1,1,5,dvmw7d6jb38qvv7e6ziwu0vyr,1,2.4,83.4,2023-02-03T19:03:15.899Z,2023-02-03T19:03:16Z,,,,,,,,,,,,,,,,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358467,12,1,1,1,5,dvmw7d6jb38qvv7e6ziwu0vyr,0,2.4,83.4,2023-02-03T19:03:16.250Z,2023-02-03T19:03:19Z,4009322535,141,85.8,4009322531,56,Back,4009322537,212,43.0,4009322533,140,43.3,4009322529,157,,4009322539,213,0.0,4009322541,1,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358479,7,1,1,1,6,z9phg19papi9f5fd6qxzr836,1,55.4,18.2,2023-02-03T19:03:17.136Z,2023-02-03T19:03:18Z,4009322627,213,5.2,4009322623,141,3.8,4009322625,212,11.0,4009322619,56,Right,4009322621,140,60.2,,,,,,,,,,ab8p14hbfeph28j3ig36nzob9,T. Receveur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358481,8,49,1,1,7,z9phg19papi9f5fd6qxzr836,1,60.2,3.8,2023-02-03T19:03:18.703Z,2023-02-03T19:52:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358533,9,1,1,1,11,z9phg19papi9f5fd6qxzr836,1,61.7,7.6,2023-02-03T19:03:22.016Z,2023-02-03T19:03:24Z,4009322937,140,66.4,4009322935,56,Right,4009322941,212,6.1,4009322939,141,2.3,4009322943,213,5.7,,,,,,,,,,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358573,10,1,1,1,13,z9phg19papi9f5fd6qxzr836,1,68,2.5,2023-02-03T19:03:24.656Z,2023-02-03T19:03:30Z,4009323143,212,14.5,4009323141,141,9.7,4009323139,140,81.0,4009323145,213,0.3,4009323137,56,Right,,,,,,,,,,pd5ksvrqxmxsuvfeenz0fqzu,T. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358575,11,1,1,1,19,z9phg19papi9f5fd6qxzr836,0,73.4,1.9,2023-02-03T19:03:29.904Z,2023-02-03T19:03:34Z,4009323405,286,,4009323399,233,13,4009323149,56,Right,4009323157,213,6.2,4009323153,141,1.4,4009323155,212,2.6,4009323395,236,,4009323151,140,75.9,dsgea9ruo8blm2ppu19y1vod0,B. Reemst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358613,13,74,1,1,19,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.2,98,2023-02-03T19:03:29.905Z,2023-02-03T20:00:12Z,4009323343,285,,4009323411,233,11,4009323341,56,Back,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358675,12,5,1,1,20,z9phg19papi9f5fd6qxzr836,1,73,-1.8,2023-02-03T19:03:31.537Z,2023-02-03T19:03:39Z,4009323699,233,14,4009323671,56,Right,4009323673,347,,,,,,,,,,,,,,,,,dsgea9ruo8blm2ppu19y1vod0,B. Reemst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358631,14,5,1,1,20,dvmw7d6jb38qvv7e6ziwu0vyr,0,27,101.8,2023-02-03T19:03:31.537Z,2023-02-03T19:27:27Z,4009323709,233,12,4009323469,347,,4009323467,56,Back,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358685,13,1,1,1,27,z9phg19papi9f5fd6qxzr836,1,73.7,0,2023-02-03T19:03:38.752Z,2023-02-03T19:04:05Z,4009323749,212,7.9,4009323745,140,76.9,4009323741,107,,4009323747,141,8.5,4009323751,213,1.1,4009323743,56,Right,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358701,14,1,1,1,28,z9phg19papi9f5fd6qxzr836,1,76.9,8.5,2023-02-03T19:03:39.664Z,2023-02-03T19:03:40Z,4009323855,140,71.6,4009323861,213,2.0,4009323859,212,14.9,4009323857,141,28.9,4009323853,56,Center,,,,,,,,,,pd5ksvrqxmxsuvfeenz0fqzu,T. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358729,15,1,1,1,29,z9phg19papi9f5fd6qxzr836,1,72,28.8,2023-02-03T19:03:40.592Z,2023-02-03T19:03:44Z,4009323993,140,79.9,4009323999,213,0.7,4009323997,212,10.7,4009323991,56,Center,4009323995,141,38.8,,,,,,,,,,dsgea9ruo8blm2ppu19y1vod0,B. Reemst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358733,16,3,1,1,33,z9phg19papi9f5fd6qxzr836,0,77.4,41.5,2023-02-03T19:03:43.905Z,2023-02-03T19:53:28Z,4009506271,286,,4009506359,211,,4009324007,56,Center,,,,,,,,,,,,,,,,pd5ksvrqxmxsuvfeenz0fqzu,T. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358879,15,12,1,1,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,23.5,39.6,2023-02-03T19:03:45.547Z,2023-02-03T19:03:55Z,4009324739,212,22.5,4009324737,141,55.6,4009324741,213,0.5,4009324733,56,Back,4009324735,140,42.3,,,,,,,,,,d4z4gdds9hajylsy2hh5b78q,J. Ogenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358773,17,1,1,1,36,z9phg19papi9f5fd6qxzr836,1,63.9,35.7,2023-02-03T19:03:47.696Z,2023-02-03T19:03:48Z,4009324213,140,43.5,4009324219,213,3.2,4009324217,212,21.4,4009324211,56,Back,4009324215,141,34.6,,,,,,,,,,ab8p14hbfeph28j3ig36nzob9,T. Receveur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358803,18,1,1,1,37,z9phg19papi9f5fd6qxzr836,1,43.5,34.6,2023-02-03T19:03:48.800Z,2023-02-03T19:03:51Z,4009324379,213,5.0,4009324377,212,15.6,4009324373,140,47.7,4009324375,141,12.6,4009324371,56,Back,,,,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358871,19,1,1,1,40,z9phg19papi9f5fd6qxzr836,1,47.7,12.6,2023-02-03T19:03:51.152Z,2023-02-03T19:03:55Z,4009324693,213,5.7,4009324687,140,57.2,4009324689,141,3.1,4009324691,212,11.9,4009324685,56,Right,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358883,20,1,1,1,44,z9phg19papi9f5fd6qxzr836,0,57.2,3.1,2023-02-03T19:03:55.520Z,2023-02-03T19:03:56Z,4009324763,141,2.8,4009324769,213,6.3,4009324759,56,Right,4009324761,140,70.6,4009324765,212,14.1,,,,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358889,16,8,1,1,45,dvmw7d6jb38qvv7e6ziwu0vyr,1,27.6,96.5,2023-02-03T19:03:55.866Z,2023-02-03T19:12:24Z,4009324781,56,Back,,,,,,,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358897,17,5,1,1,45,dvmw7d6jb38qvv7e6ziwu0vyr,0,29.6,101.4,2023-02-03T19:03:56.426Z,2023-02-03T19:04:05Z,4009324825,56,Back,4009325369,233,21,4009324829,347,,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503358989,21,5,1,1,45,z9phg19papi9f5fd6qxzr836,1,70.4,-1.4,2023-02-03T19:03:56.426Z,2023-02-03T19:27:27Z,4009325351,347,,4009325349,56,Right,4009325357,233,17,,,,,,,,,,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359107,22,1,1,2,1,z9phg19papi9f5fd6qxzr836,1,73.4,0,2023-02-03T19:04:11.952Z,2023-02-03T19:04:14Z,4009325977,212,23.5,4009325973,140,89.5,4009325975,141,22.5,4009325971,56,Center,4009325979,213,0.8,4009325981,1,,4009325969,107,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359117,23,61,1,2,3,z9phg19papi9f5fd6qxzr836,1,89.5,22.5,2023-02-03T19:04:14.366Z,2023-02-03T19:53:52Z,4009326013,56,Center,,,,,,,,,,,,,,,,,,,,,,dsgea9ruo8blm2ppu19y1vod0,B. Reemst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359169,18,12,1,2,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,5.7,69.2,2023-02-03T19:04:17.450Z,2023-02-03T19:04:19Z,4009326283,213,0.2,4009326275,56,Back,4009326281,212,33.2,4009326277,140,36.4,4009326279,141,80.8,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359203,19,1,1,2,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,36.4,80.8,2023-02-03T19:04:18.969Z,2023-02-03T19:04:20Z,4009326441,3,,4009326445,140,44.9,4009326451,213,5.3,4009326443,56,Back,4009326447,141,60.5,4009326449,212,16.4,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359211,20,49,1,2,9,dvmw7d6jb38qvv7e6ziwu0vyr,1,44.9,60.5,2023-02-03T19:04:20.458Z,2023-02-03T19:12:51Z,,,,,,,,,,,,,,,,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359239,21,1,1,2,10,dvmw7d6jb38qvv7e6ziwu0vyr,1,46.1,63.1,2023-02-03T19:04:21.658Z,2023-02-03T19:12:52Z,4009326645,140,45.7,4009326647,141,44.7,4009326649,212,12.5,4009326643,56,Back,4009326651,213,4.7,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359321,22,1,1,2,12,dvmw7d6jb38qvv7e6ziwu0vyr,1,45.4,43.9,2023-02-03T19:04:23.450Z,2023-02-03T19:04:30Z,4009327075,140,71.7,4009327079,212,31.6,4009327077,141,66.6,4009327073,56,Center,4009327069,155,,4009327081,213,0.5,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359329,23,50,1,2,16,dvmw7d6jb38qvv7e6ziwu0vyr,1,82.2,53.2,2023-02-03T19:04:27.358Z,2023-02-03T19:05:06Z,4009327095,56,Center,4009327151,233,24,4009327097,286,,,,,,,,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359295,24,7,1,2,16,z9phg19papi9f5fd6qxzr836,1,17.8,46.8,2023-02-03T19:04:27.359Z,2023-02-03T19:04:31Z,4009326963,285,,4009327105,233,23,4009326961,56,Back,,,,,,,,,,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359297,25,49,1,2,17,z9phg19papi9f5fd6qxzr836,1,11.9,52.8,2023-02-03T19:04:28.353Z,2023-02-03T19:04:28Z,,,,,,,,,,,,,,,,,,,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359381,26,1,1,2,19,z9phg19papi9f5fd6qxzr836,1,15.3,54.8,2023-02-03T19:04:30.049Z,2023-02-03T19:04:34Z,4009327353,212,26.6,4009327351,141,93.0,4009327349,140,20.8,4009327347,56,Back,4009327355,213,1.4,,,,,,,,,,7e78647fbcn7noga5qlz46xux,A. Aberkane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359437,27,1,1,2,23,z9phg19papi9f5fd6qxzr836,1,10.9,94.4,2023-02-03T19:04:34.320Z,2023-02-03T19:04:38Z,4009327669,56,Back,4009327671,140,14.0,4009327675,212,14.5,4009327673,141,73.6,4009327677,213,4.9,,,,,,,,,,7kntrrc80dcadt8umvqf6qfe2,J. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359443,28,2,1,2,27,z9phg19papi9f5fd6qxzr836,1,14,73.6,2023-02-03T19:04:38.353Z,2023-02-03T19:54:18Z,4009380435,7,7plnzzirl3q10vucy37p7b6ui,4009327705,141,66.0,4009327697,56,Back,4009327701,140,48.1,4009327711,1,,,,,,,,,,,cjuzhcgsj4mwwr4evn823hivp,Elso Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359559,24,55,1,2,27,dvmw7d6jb38qvv7e6ziwu0vyr,1,37.6,33.2,2023-02-03T19:04:38.354Z,2023-02-03T19:59:17Z,4009390889,189,,,,,,,,,,,,,,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359517,29,43,1,2,30,z9phg19papi9f5fd6qxzr836,1,0,0,2023-02-03T19:04:41.785Z,2023-02-03T19:17:55Z,4009380575,144,55,,,,,,,,,,,,,,,,,,,,,,8zsx2ykxkcusmsvbj8bsjk445,T. van Huizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359943,30,43,1,3,13,z9phg19papi9f5fd6qxzr836,1,0,0,2023-02-03T19:05:24.768Z,2023-02-03T19:54:26Z,4009330385,212,51.7,4009509187,144,1,4009330373,5,0,4009330441,189,0,4009330391,1,0,4009330377,241,0,4009330383,141,29.5,4009330387,213,6.0,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,4009330381,140,70.3,4009330379,56,Center,4009330375,157,0,,,,,,,,,,,,,,,,,,,,
2503359939,25,43,1,3,14,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-02-03T19:05:25.369Z,2023-02-03T20:02:42Z,4009536655,144,49,,,,,,,,,,,,,,,,,,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359989,26,1,1,3,14,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.7,81.3,2023-02-03T19:05:25.756Z,2023-02-03T20:02:44Z,4009536849,152,,4009330627,213,0.3,4009330623,141,93.2,4009330625,212,27.9,4009330619,56,Left,4009330621,140,60.1,4009536847,5,,,,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503360021,27,1,1,3,16,dvmw7d6jb38qvv7e6ziwu0vyr,0,60.1,93.2,2023-02-03T19:05:27.193Z,2023-02-03T19:32:49Z,4009330761,213,0.4,4009330751,56,Left,4009330757,141,97.7,4009330759,212,7.7,4009330753,140,66.8,,,,,,,,,,b0yxbu9af1b0jc1odpwzvd7je,P. Kestens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503359999,31,8,1,3,17,z9phg19papi9f5fd6qxzr836,1,27.1,1.6,2023-02-03T19:05:28.697Z,2023-02-03T19:32:51Z,4009330655,56,Back,,,,,,,,,,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503360055,28,61,1,3,18,dvmw7d6jb38qvv7e6ziwu0vyr,1,66.6,97.6,2023-02-03T19:05:29.316Z,2023-02-03T19:32:51Z,4009330917,56,Left,,,,,,,,,,,,,,,,,,,,,,coxuin3vr6nkynlvcsvzphjl6,Rodrigo Rêgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503360067,29,5,1,3,19,dvmw7d6jb38qvv7e6ziwu0vyr,0,70.6,101.4,2023-02-03T19:05:30.801Z,2023-02-03T19:27:27Z,4009330961,56,Left,4009331043,233,32,4009330963,347,,,,,,,,,,,,,,,,,coxuin3vr6nkynlvcsvzphjl6,Rodrigo Rêgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503360029,32,5,1,3,19,z9phg19papi9f5fd6qxzr836,1,29.4,-1.4,2023-02-03T19:05:30.801Z,2023-02-03T19:05:34Z,4009330777,56,Back,4009330779,347,,4009331011,233,29,,,,,,,,,,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
