id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value
2490331501,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-12-11T12:27:31.761Z,2022-12-11T13:46:17Z,3940641119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3940641123,130,2,3940641127,194,c9shc6t28oroqthopifjvg9ux,3940797325,197,536,3940641125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940641129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940641121,59,"21, 4, 5, 10, 23, 3, 14, 6, 9, 8, 7, 1, 11, 15, 17, 20, 27, 25, 26, 29, 31, 18, 36",3940641117,30,"1ljgis575ujto4361ed15w0r9, 8tepha2kd43sp9jtafxuf209h, ma3my4q4wln06xyl1z3v9fmy, 7to5mb4x91kjhbd9tb0nqz74l, 1s50ua48peo4wd0o7unmps06h, 7f7zwd6c14rr59u9al3naenkl, 7797kpi7lkhc9dasfxuv9h7f9, 49xsd6e4oyjrhtwsdbdm4rj84, c9shc6t28oroqthopifjvg9ux, 4qj88r9cjfbu05ly92vfhpi39, bzsoq42nf6sgdh9oe64n7rnfu, cul6phe87idi5dn1hsfywxhwp, btm3mtkmwofz1dgcdsew1kmp5, 3apsq2r6q8lzdat7sy5h6tmqy, 49vbyk5qvhihphrqfnmmz8woa, c9pmoa9m23jh5emy6w4olm3xm, 2wuprdfbbn9mo0paqr5tm7bop, 2yivr64anye4c0p62m16l78yc, 3epda2hg43s8uxvf9xno74d4a, bgzkdepav40x6focwuaf9qxre, 2ngb4008t58dvor5qnh1nj6ga, 3of6006vsu0udxkyhw65ga0pg, 6eccwl9cpgmq7pp6d90lbi6wa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490331723,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-12-11T12:28:24.989Z,2022-12-11T13:41:46Z,3940642405,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, arrbpgnwbguhyumc8c1u4jsut, akfbttkeqfd8pzhe93ra674kp, ip62fljz9ng6sil4krcq8dm1, sbxnlkg50itbqkpuh8wnwk45, f2snk84xy67ergwrwoblgt2ad, azt0ll196snbxy38eqw7mtln9, etwawuknprhxhmjk1tyq38e6t, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, 8loz5cz4zynb8plfusi3ewd79, bmbzc4jvazdiuddsbnceyauei, armxucjqaulvwfxyufovg3je1, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, 1rm3t48auz1wqya7tanmjyjje, we5jzu2ad4z3wxaerwe6sdex, 2sxmpaw4khmgyym320oiwu3u, awokzor2tv5ro47ea34at1gx5, 80dk8iv6p0202z10qcqy8bfca, 49zitlyt01houmqy6hk04x36y",3940642419,194,ip62fljz9ng6sil4krcq8dm1,3940642409,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3940642415,130,4,3940642417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940642413,59,"1, 5, 12, 18, 4, 21, 15, 17, 33, 11, 29, 2, 7, 8, 19, 22, 23, 24, 26, 27, 28, 32, 39",3940796389,197,487,3940642421,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360619,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-12-11T13:33:18.668Z,2022-12-11T13:33:18Z,3940801721,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360627,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2022-12-11T13:33:18.668Z,2022-12-11T13:33:25Z,3940801745,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360685,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50.1,50.7,2022-12-11T13:33:18.768Z,2022-12-11T13:42:00Z,3940802035,140,31.8,3940802039,212,19.5,3940802041,213,3.0,3940802033,56,Back,3940802037,141,55.9,3940802043,279,S,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360707,4,1,1,0,3,dac758ef858jbq7pcb3gfwite,0,30.4,57.8,2022-12-11T13:33:22.384Z,2022-12-11T13:33:27Z,3940802165,155,,3940802185,1,,3940802169,56,Right,3940802171,140,67.8,3940802181,213,5.6,3940802179,212,50.1,3940802175,141,12.1,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360723,3,44,1,0,8,7rmv5ns2rj7bn4otpkur0mx0x,1,28.8,90.6,2022-12-11T13:33:27.168Z,2022-12-11T13:33:28Z,3940802245,285,,3940802285,233,5,3940802243,56,Back,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360713,5,44,1,0,8,dac758ef858jbq7pcb3gfwite,0,71.2,9.4,2022-12-11T13:33:27.169Z,2022-12-11T13:33:29Z,3940802209,286,,3940802291,233,3,3940802207,56,Right,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360731,4,1,1,0,9,7rmv5ns2rj7bn4otpkur0mx0x,0,25.5,93.2,2022-12-11T13:33:27.953Z,2022-12-11T13:33:28Z,3940802277,140,29.4,3940802273,3,,3940802283,213,6.0,3940802275,56,Back,3940802281,212,4.2,3940802279,141,91.7,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360727,6,61,1,0,9,dac758ef858jbq7pcb3gfwite,1,67.8,12.1,2022-12-11T13:33:27.984Z,2022-12-11T13:33:28Z,3940802263,56,Right,,,,,,,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
