id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2478289839,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-10-28T17:12:54.100Z,2022-10-28T19:04:20Z,3877379209,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, 11ngumxajbizagbzpm5kompxx, zihddqvp0sjni8stcio8bgmh, 8hjakiipmhtwr07v6h0d414gl, 42lgdybjew0zrd18mmwwcpbhm, egmubn4rsudpbk05qfv2qlvit, 8im7pgnph2au11blma5pewe09, 48wvdjjo0z1j2bac42n9t5jv9, 1xblfsj8ec5jp17vnhibrk2jt, 2rlckdzkm4d6dsqwutkvhm95h, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 3mcj3wypzq3lno1ehc0vif1sl, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, eaaxvzqox27ea3u2j9d6gcd90, 1icurh5jrnw1e6jdgqxjnhdnu",3877473445,197,2844,3877379217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877379213,59,"1, 2, 17, 29, 3, 20, 10, 22, 9, 8, 33, 4, 5, 6, 7, 14, 15, 18, 21, 23, 27, 30",3877379219,194,2psxvq4l1g9fzgt00cfks96fp,3877379211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877379215,130,4,3877379221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292895,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-10-28T17:19:11.719Z,2022-10-28T18:25:36Z,3877394875,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877473217,197,16592,3877394885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877394873,30,"4xjwsmhvtnq3f2bgyd4mjqq96, b1zeqxuwoyzx1eukf18ptdgq, dineetneurorxpx1yv0v8tega, f49vqdy6topqx2b3ku5cixd2i, 5dxleurgfe6483pe7qvyc00es, 1hpmrfb0mbmevf9edj0o0bv56, b4a2wu8fdbrh5sirpv34hoewa, 7fhe8ij85yc4gz6v3zuq62l05, b1yxo0olp9c2ufh1l1qxsef9x, eybrr6zz7x6d1ftc7u4vphn85, 4nz928h6p0nl8p161dxg55pn8, 9knokmhy9zckjq0gv7txx9zsa, cp732f8tqz91xeahijtd35rd, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, axhjtqfa2xxud2tdle8zfxrkl, 9oajgqqc9gkgbcz090it0tlhw, 408icqrc0uwh4ln5e3xl7fbe2, d8dlbd0v4595gguzgy6xs5jl6, 7c58hgy3g9gntpuqf5w5hpvu2, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1",3877394877,59,"1, 5, 24, 20, 2, 45, 17, 21, 9, 35, 7, 6, 8, 10, 11, 14, 23, 25, 26, 29, 30, 33, 34",3877394881,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877394883,194,b1yxo0olp9c2ufh1l1qxsef9x,3877394879,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478308999,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-10-28T18:02:02.581Z,2022-10-28T18:02:02Z,3877477287,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309007,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2022-10-28T18:02:02.581Z,2022-10-28T18:02:03Z,3877477329,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309053,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,50,50,2022-10-28T18:02:02.681Z,2022-10-28T18:02:06Z,3877477521,56,Back,3877477529,213,2.9,3877477527,212,24.9,3877477523,140,27.1,3877477531,279,S,3877477525,141,59.7,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309109,4,1,1,0,3,b94pf87be9ojdgnrs5mst80un,0,28.8,53.9,2022-10-28T18:02:06.526Z,2022-10-28T18:02:12Z,3877477769,212,61.5,3877477761,155,,3877477767,141,10.4,3877477763,56,Right,3877477773,1,,3877477771,213,5.8,3877477765,140,80.2,,,,8hjakiipmhtwr07v6h0d414gl,T. Beugelsdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309091,3,44,1,0,7,e8hiwrw6ocxm5iht6sp7jiv19,1,19.8,86,2022-10-28T18:02:09.947Z,2022-10-28T18:02:12Z,3877477677,285,,3877477675,56,Back,3877477867,233,5,,,,,,,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309119,5,44,1,0,7,b94pf87be9ojdgnrs5mst80un,0,80.2,14,2022-10-28T18:02:09.948Z,2022-10-28T18:02:13Z,3877477811,56,Right,3877477813,286,,3877477943,233,3,,,,,,,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309101,4,1,1,0,7,e8hiwrw6ocxm5iht6sp7jiv19,0,19.9,82.4,2022-10-28T18:02:10.075Z,2022-10-28T18:02:10Z,3877477735,56,Back,3877477733,3,,3877477741,212,15.9,3877477737,140,28.2,3877477739,141,100.0,3877477743,213,1.0,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309105,5,5,1,0,8,e8hiwrw6ocxm5iht6sp7jiv19,0,27,101.6,2022-10-28T18:02:10.744Z,2022-10-28T18:02:14Z,3877477753,56,Back,3877477755,347,,3877478053,233,6,,,,,,,,,,,,,,,,f49vqdy6topqx2b3ku5cixd2i,G. Siereveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
