id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2471636877,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-10-14T17:04:55.557Z,2022-10-14T18:10:25Z,3842199409,130,17,3842199411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842199415,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842316835,197,2671,3842199405,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842199413,194,9e70uun80bdi4hedu45mo5vxl,3842199407,59,"1, 99, 7, 5, 4, 33, 8, 23, 22, 25, 20, 2, 9, 10, 12, 14, 21, 19, 27, 28, 31, 32, 45",3842199403,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, bnkzwpd607re6s01oa77wcodm, ak5exy1iztbo0mqloqdwiag6i, 9e70uun80bdi4hedu45mo5vxl, 7hsyytjjg6zw5knvav9xybbh1, 3j368501ogr8mt2jdb7mby8h6, 8o2hk1hy097osczjijmq4bsh5, 5f8ajd8cgyvmmdzr0lzi1gtii, c3j7ddqg0yzporam6gieibgiy, dej8tywq0npvbm25sfgtqur1m, d4z4gdds9hajylsy2hh5b78q, db32f79l8p19q2g45g885t7xm, ar47jfq139xyic4pvdhefduga, 2v12tmspdosmwic2h6itfz0x6, b0yxbu9af1b0jc1odpwzvd7je, 47wgrchutkdy62665jc79dy0a, 6mn57wdtnexqlumwsg8qyil90, 1r67co8q0ktlqe5209xm6sxec, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471638989,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-10-14T17:09:26.430Z,2022-10-14T17:59:14Z,3842211419,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3842316759,197,2848,3842211421,59,"1, 13, 12, 3, 4, 15, 31, 18, 39, 8, 28, 6, 9, 11, 16, 17, 19, 20, 21, 22, 23, 30, 2",3842211429,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842211423,130,11,3842211427,194,dh3ksith5iat573zuhdhv91w5,3842211425,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3842211417,30,"alzgg0nxnnex3nkzr6lgmt1ey, 5e9ek4qs1dnp69oojzpvrltrd, 4zow18ykkg1gvw40r7jsrzkl, cexuwvet4xiruf1jitkjjp7qi, 1jn9jog8ou8uxnmypneksizxm, 7cetznpb0tnu6kdz7bvm8gyxh, ebj7cl31vlr8nrltm42ydrdka, bquqyyfz4lj0xrerbhbtj1jze, b950jt347chmq9whlkgl6fxpm, dh3ksith5iat573zuhdhv91w5, 1mroid71v9bwpx0iaospei9gq, au91rqig6uyyi1zdmlxydk38q, 5c5quyl7qxptstbge87w2eqqx, b61yiz3lait78xmlbyzr2vd62, 4z8o35izc3gx6i2bt4mcs1fjd, 49xt4lsf38z9yjlg32652zg4q, 8uw9w30592omb8acpnssgdlh, dhxpfe8e618lavr0915m9y2ju, 5ffbqf6o50173uqvaefnce4gk, fjistzkvlbsa2v7xsnu0uy95, 5chl0qcvbbkd0yeogurw1fz6x, 9tj2yr6ep9hsignf7cjn7wnl6, dcdvet7azx1a59xm2ke7qi2cq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658503,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2022-10-14T18:01:41.729Z,2022-10-14T18:01:41Z,3842321127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658507,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-10-14T18:01:41.729Z,2022-10-14T18:01:44Z,3842321143,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658529,3,1,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,50,50,2022-10-14T18:01:41.829Z,2022-10-14T18:04:31Z,3842321273,279,S,3842321269,212,16.2,3842321267,141,35.4,3842321263,56,Back,3842321271,213,3.8,3842321265,140,37.8,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658601,4,1,1,0,3,dnzj0iv5qtaemm9kthh9pos8q,0,37.7,35.3,2022-10-14T18:01:44.757Z,2022-10-14T18:02:01Z,3842321541,140,76.6,3842321549,1,,3842321543,141,92.9,3842321547,213,0.8,3842322055,157,,3842321545,212,56.6,3842321539,56,Left,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658589,3,44,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,23.2,9,2022-10-14T18:01:50.143Z,2022-10-14T18:01:51Z,3842321513,285,,3842321589,233,5,3842321511,56,Back,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658605,5,44,1,0,8,dnzj0iv5qtaemm9kthh9pos8q,0,76.8,91,2022-10-14T18:01:50.144Z,2022-10-14T18:01:52Z,3842321557,56,Left,3842321627,233,3,3842321559,286,,,,,,,,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658619,4,1,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,0,22.8,10.8,2022-10-14T18:01:50.542Z,2022-10-14T18:01:52Z,3842321641,213,5.1,3842321633,56,Back,3842321637,141,3.3,3842321635,140,25.0,3842321631,3,,3842321639,212,5.6,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658633,6,1,1,0,10,dnzj0iv5qtaemm9kthh9pos8q,1,75.8,95.9,2022-10-14T18:01:52.453Z,2022-10-14T18:01:55Z,3842321749,213,0.2,3842321741,56,Left,3842321739,3,,3842321745,141,97.1,3842321743,140,79.7,3842321747,212,4.2,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658637,7,61,1,0,13,dnzj0iv5qtaemm9kthh9pos8q,0,79.9,99.3,2022-10-14T18:01:55.173Z,2022-10-14T18:01:55Z,3842321757,56,Left,,,,,,,,,,,,,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658717,5,5,1,0,13,dvmw7d6jb38qvv7e6ziwu0vyr,1,20.6,-1.2,2022-10-14T18:01:55.605Z,2022-10-14T18:23:38Z,3842322175,347,,3842322173,56,Back,3842322183,233,8,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658643,8,5,1,0,13,dnzj0iv5qtaemm9kthh9pos8q,0,79.4,101.2,2022-10-14T18:01:55.605Z,2022-10-14T18:02:04Z,3842321783,56,Left,3842321785,347,,3842322201,233,5,,,,,,,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658735,6,1,1,0,21,dvmw7d6jb38qvv7e6ziwu0vyr,0,21.1,0,2022-10-14T18:02:03.503Z,2022-10-14T18:02:05Z,3842322251,107,,3842322259,212,19.7,3842322257,141,5.7,3842322253,56,Back,3842322261,213,0.2,3842322255,140,39.3,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658743,9,8,1,0,24,dnzj0iv5qtaemm9kthh9pos8q,1,59.5,93.5,2022-10-14T18:02:06.517Z,2022-10-14T18:02:06Z,3842322289,56,Left,,,,,,,,,,,,,,,,,,,,,,cexuwvet4xiruf1jitkjjp7qi,M. Hilderink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471658771,7,50,1,0,27,dvmw7d6jb38qvv7e6ziwu0vyr,1,30.4,2.7,2022-10-14T18:02:09.551Z,2022-10-14T18:02:11Z,3842322515,233,10,3842322437,285,,3842322435,56,Back,,,,,,,,,,,,,,,,97p6b1r72br3soq4k7fpjnrl6,T. Persyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
