id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2495339581,6,3,1,0,10,bk5ltsueqmeng29eovd8m2tml,0,39.9,41.2,2023-01-06T19:03:37.764Z,2023-01-06T19:03:40Z,3967192903,56,Back,3967193001,233,7,3967192907,286,,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339597,7,7,1,0,10,7rmv5ns2rj7bn4otpkur0mx0x,0,60.1,58.8,2023-01-06T19:03:37.765Z,2023-01-06T19:03:41Z,3967192987,233,6,3967192959,56,Center,3967192961,285,,,,,,,,,,,,,,,,,7to5mb4x91kjhbd9tb0nqz74l,T. Bijleveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339593,7,61,1,0,11,bk5ltsueqmeng29eovd8m2tml,1,39.7,39.1,2023-01-06T19:03:39.491Z,2023-01-06T19:03:39Z,3967192955,56,Back,,,,,,,,,,,,,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339623,8,49,1,0,13,7rmv5ns2rj7bn4otpkur0mx0x,1,57.9,65.4,2023-01-06T19:03:41.508Z,2023-01-06T19:03:41Z,,,,,,,,,,,,,,,,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339631,9,1,1,0,14,7rmv5ns2rj7bn4otpkur0mx0x,0,57.9,65.4,2023-01-06T19:03:41.787Z,2023-01-06T19:03:43Z,3967193125,56,Center,3967193131,212,11.4,3967193127,140,63.6,3967193133,213,5.3,3967193129,141,51.2,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339649,10,1,1,0,16,7rmv5ns2rj7bn4otpkur0mx0x,0,56.5,47.5,2023-01-06T19:03:44.004Z,2023-01-06T20:01:13Z,3967193217,1,,3967193215,213,0.1,3967193211,141,53.1,3967193205,157,,3967193209,140,85.3,3967193213,212,30.5,3967193207,56,Center,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339653,8,11,1,0,17,bk5ltsueqmeng29eovd8m2tml,1,12.6,47.8,2023-01-06T19:03:44.861Z,2023-01-06T19:03:45Z,3967193239,88,,3967193237,56,Back,,,,,,,,,,,,,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339759,9,1,1,0,26,bk5ltsueqmeng29eovd8m2tml,1,12.6,56.4,2023-01-06T19:03:53.781Z,2023-01-06T19:03:55Z,3967193871,140,22.8,3967193873,141,93.0,3967193877,213,1.2,3967193875,212,27.1,3967193867,123,,3967193869,56,Back,,,,,,,etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339803,10,1,1,0,30,bk5ltsueqmeng29eovd8m2tml,1,20.3,92.4,2023-01-06T19:03:58.644Z,2023-01-06T19:04:00Z,3967194071,140,7.7,3967194073,141,75.1,3967194077,213,3.9,3967194075,212,17.7,3967194067,56,Back,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339827,11,1,1,0,32,bk5ltsueqmeng29eovd8m2tml,1,7.9,75.1,2023-01-06T19:03:59.932Z,2023-01-06T19:04:02Z,3967194233,213,1.0,3967194229,141,94.5,3967194227,140,16.7,3967194231,212,16.1,3967194225,56,Back,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339833,12,1,1,0,34,bk5ltsueqmeng29eovd8m2tml,0,14.7,93.9,2023-01-06T19:04:02.597Z,2023-01-06T19:04:03Z,3967194293,141,94.1,3967194291,140,21.5,3967194287,155,,3967194295,212,7.1,3967194289,56,Back,3967194297,213,0.0,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339841,11,61,1,0,36,7rmv5ns2rj7bn4otpkur0mx0x,1,74.4,7.6,2023-01-06T19:04:03.972Z,2023-01-06T19:04:04Z,3967194333,56,Right,,,,,,,,,,,,,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339851,12,5,1,0,36,7rmv5ns2rj7bn4otpkur0mx0x,0,73.6,-1.6,2023-01-06T19:04:04.083Z,2023-01-06T19:17:06Z,3967194373,347,,3967194371,56,Right,3967194835,233,13,,,,,,,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339923,13,5,1,0,36,bk5ltsueqmeng29eovd8m2tml,1,26.4,101.6,2023-01-06T19:04:04.083Z,2023-01-06T19:04:13Z,3967194789,347,,3967194787,56,Back,3967194803,233,12,,,,,,,,,,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339947,14,1,1,0,45,bk5ltsueqmeng29eovd8m2tml,1,24.6,100,2023-01-06T19:04:13.572Z,2023-01-06T19:04:16Z,3967194927,212,16.3,3967194925,141,93.9,3967194929,213,6.0,3967194921,56,Back,3967194919,107,,3967194923,140,39.4,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339981,15,1,1,0,48,bk5ltsueqmeng29eovd8m2tml,1,39.4,93.9,2023-01-06T19:04:16.420Z,2023-01-06T19:04:19Z,3967195101,213,5.0,3967195089,3,,3967195099,212,18.4,3967195093,56,Back,3967195091,168,,3967195095,140,44.8,3967195097,141,68.1,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340097,16,1,1,0,51,bk5ltsueqmeng29eovd8m2tml,1,45.5,68.1,2023-01-06T19:04:19.308Z,2023-01-06T19:10:01Z,3967217235,22,,3967195739,213,6.2,3967195733,140,63.0,3967195731,56,Center,3967195735,141,65.1,3967195737,212,18.5,3967217233,210,16,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340101,17,16,1,0,57,bk5ltsueqmeng29eovd8m2tml,1,85.8,56.1,2023-01-06T19:04:25.740Z,2023-01-06T19:10:02Z,3967216503,375,00:57.053,3967217271,102,54.1,3967217283,231,53.8,3967217275,214,,3967217267,55,16,3967195761,56,Center,3967216499,374,2023-01-06 19:04:24.811,3967195759,17,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,3967217265,29,3967217277,215,3967217279,89,3967217281,230,90.2,3967217273,103,3.2,3967195757,22,3967217263,76,3967216491,72,,,,,,,,,,
2495340569,13,1,1,1,42,7rmv5ns2rj7bn4otpkur0mx0x,1,50.2,49.9,2023-01-06T19:05:09.907Z,2023-01-06T19:17:14Z,3967198605,213,2.9,3967242543,279,G,3967198597,56,Back,3967198603,212,24.0,3967198601,141,57.9,3967198599,140,27.9,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340615,14,1,1,1,44,7rmv5ns2rj7bn4otpkur0mx0x,1,27.9,57.9,2023-01-06T19:05:11.906Z,2023-01-06T19:05:15Z,3967198851,141,38.0,3967198853,212,14.1,3967198849,140,24.0,3967198847,56,Back,3967198855,213,4.4,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340653,15,1,1,1,47,7rmv5ns2rj7bn4otpkur0mx0x,1,23.1,32.1,2023-01-06T19:05:15.347Z,2023-01-06T19:05:18Z,3967199095,140,30.4,3967199097,141,7.7,3967199093,56,Back,3967199101,213,5.1,3967199099,212,18.3,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340689,16,1,1,1,50,7rmv5ns2rj7bn4otpkur0mx0x,0,33.9,6.5,2023-01-06T19:05:18.578Z,2023-01-06T19:05:22Z,3967199257,155,,3967199259,56,Center,3967199261,140,78.4,3967199263,141,36.3,3967199269,1,,3967199267,213,0.4,3967199265,212,50.9,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340729,18,1,1,1,54,bk5ltsueqmeng29eovd8m2tml,1,22.9,68.7,2023-01-06T19:05:22.315Z,2023-01-06T19:05:25Z,3967199485,212,7.2,3967199477,3,,3967199487,213,1.1,3967199479,56,Back,3967199483,141,78.1,3967199481,140,26.1,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340735,19,49,1,1,57,bk5ltsueqmeng29eovd8m2tml,1,26.1,78.1,2023-01-06T19:05:25.627Z,2023-01-06T19:05:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340773,20,1,1,1,57,bk5ltsueqmeng29eovd8m2tml,1,26.1,78.1,2023-01-06T19:05:25.747Z,2023-01-06T19:05:28Z,3967199689,141,94.4,3967199693,213,1.1,3967199691,212,12.6,3967199687,140,31.9,3967199685,56,Back,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340825,21,1,1,2,0,bk5ltsueqmeng29eovd8m2tml,1,33,93.6,2023-01-06T19:05:28.371Z,2023-01-06T19:05:32Z,3967199977,212,43.2,3967199979,213,6.2,3967199975,141,85.7,3967199971,56,Left,3967199981,1,,3967199973,140,73.8,,,,,,,ewnmiv6ew1d5cnuul715x4dzp,L. Woudenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340843,22,1,1,2,4,bk5ltsueqmeng29eovd8m2tml,0,74.3,85.4,2023-01-06T19:05:32.579Z,2023-01-06T19:05:33Z,3967200077,213,5.1,3967200065,56,Center,3967200067,140,84.0,3967200069,141,44.6,3967200073,212,29.6,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340867,17,49,1,2,7,7rmv5ns2rj7bn4otpkur0mx0x,1,14.8,59.9,2023-01-06T19:05:35.411Z,2023-01-06T19:05:35Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340901,18,1,1,2,7,7rmv5ns2rj7bn4otpkur0mx0x,1,14.8,59.9,2023-01-06T19:05:35.579Z,2023-01-06T19:05:37Z,3967200347,140,7.8,3967200361,213,3.8,3967200357,212,9.7,3967200341,56,Back,3967200351,141,50.7,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340933,19,1,1,2,9,7rmv5ns2rj7bn4otpkur0mx0x,0,7.8,50.7,2023-01-06T19:05:37.299Z,2023-01-06T19:05:41Z,3967200561,213,0.1,3967200557,141,60.0,3967200555,140,58.6,3967200563,1,,3967200559,212,53.7,3967200551,157,,3967200553,56,Center,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340949,23,49,1,2,12,bk5ltsueqmeng29eovd8m2tml,1,42.3,38,2023-01-06T19:05:40.579Z,2023-01-06T19:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341093,24,1,1,2,20,bk5ltsueqmeng29eovd8m2tml,1,34.6,47.2,2023-01-06T19:05:48.331Z,2023-01-06T19:05:52Z,3967201511,213,5.8,3967201509,212,14.2,3967201503,56,Back,3967201505,140,46.7,3967201507,141,37.9,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341115,25,1,1,2,24,bk5ltsueqmeng29eovd8m2tml,1,46.7,37.9,2023-01-06T19:05:52.571Z,2023-01-06T19:05:54Z,3967201653,56,Back,3967201665,213,1.8,3967201663,212,18.2,3967201661,141,64.0,3967201657,140,42.9,,,,,,,,,,7dw3mexdcnel375y16vfl0g2y,J. Bosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341169,26,1,1,2,26,bk5ltsueqmeng29eovd8m2tml,1,42.8,64.2,2023-01-06T19:05:54.715Z,2023-01-06T19:05:59Z,3967201925,212,27.2,3967201927,213,4.6,3967201923,141,24.4,3967201919,56,Back,3967201921,140,40.0,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341207,27,1,1,2,31,bk5ltsueqmeng29eovd8m2tml,1,44.6,23.1,2023-01-06T19:05:59.203Z,2023-01-06T19:06:02Z,3967202177,213,2.2,3967202175,212,19.3,3967202169,56,Back,3967202171,140,33.5,3967202173,141,45.8,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341271,28,1,1,2,34,bk5ltsueqmeng29eovd8m2tml,1,33.6,45.8,2023-01-06T19:06:02.235Z,2023-01-06T19:06:07Z,3967202551,140,39.5,3967202553,141,68.8,3967202557,213,1.2,3967202549,56,Back,3967202555,212,16.8,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341311,29,1,1,2,40,bk5ltsueqmeng29eovd8m2tml,1,45.1,65.4,2023-01-06T19:06:07.819Z,2023-01-06T19:06:13Z,3967202791,141,31.0,3967202793,212,23.6,3967202787,56,Back,3967202795,213,4.6,3967202789,140,41.8,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341341,30,1,1,2,45,bk5ltsueqmeng29eovd8m2tml,1,47.2,27,2023-01-06T19:06:13.003Z,2023-01-06T19:06:16Z,3967202967,56,Back,3967202975,213,2.3,3967202969,140,33.7,3967202973,212,20.9,3967202971,141,49.6,,,,,,,,,,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341363,31,1,1,2,48,bk5ltsueqmeng29eovd8m2tml,1,33.7,49.6,2023-01-06T19:06:15.987Z,2023-01-06T19:06:17Z,3967203067,141,27.7,3967203069,212,19.6,3967203059,56,Back,3967203063,140,45.8,3967203071,213,5.4,,,,,,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341391,32,1,1,2,49,bk5ltsueqmeng29eovd8m2tml,1,45.8,27.7,2023-01-06T19:06:17.468Z,2023-01-06T19:06:19Z,3967203219,56,Center,3967203221,140,52.2,3967203229,212,8.6,3967203225,141,35.7,3967203231,213,0.7,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341403,33,1,1,2,51,bk5ltsueqmeng29eovd8m2tml,1,52.2,35.7,2023-01-06T19:06:19.388Z,2023-01-06T19:06:21Z,3967203303,141,4.6,3967203301,140,56.3,3967203311,213,4.9,3967203299,56,Right,3967203307,212,21.6,,,,,,,,,,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341455,34,1,1,2,53,bk5ltsueqmeng29eovd8m2tml,1,56.3,4.6,2023-01-06T19:06:21.163Z,2023-01-06T19:06:29Z,3967203683,141,6.1,3967203681,140,89.7,3967203685,212,35.1,3967203689,1,,3967203679,56,Right,3967203687,213,0.0,,,,,,,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341477,35,1,1,3,1,bk5ltsueqmeng29eovd8m2tml,0,97.6,34.9,2023-01-06T19:06:29.036Z,2023-01-06T19:12:53Z,3967203829,213,1.4,3967203827,212,8.4,3967203825,141,47.2,3967203821,56,Center,3967203823,140,98.7,3967203819,155,,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341467,20,52,1,3,1,7rmv5ns2rj7bn4otpkur0mx0x,1,2,53.1,2023-01-06T19:06:29.499Z,2023-01-06T19:06:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341545,21,1,1,3,11,7rmv5ns2rj7bn4otpkur0mx0x,1,12.5,43.9,2023-01-06T19:06:38.969Z,2023-01-06T19:06:40Z,3967204199,123,,3967204205,141,5.8,3967204207,212,29.0,3967204203,140,24.9,3967204201,56,Back,3967204213,287,,3967204209,213,5.2,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341593,22,1,1,3,15,7rmv5ns2rj7bn4otpkur0mx0x,1,25.7,15.3,2023-01-06T19:06:43.186Z,2023-01-06T19:06:47Z,3967204517,212,27.0,3967204523,213,2.4,3967204511,140,5.9,3967204509,56,Back,3967204513,141,40.7,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341661,23,1,1,3,19,7rmv5ns2rj7bn4otpkur0mx0x,1,5.9,40.9,2023-01-06T19:06:46.962Z,2023-01-06T19:06:53Z,3967204901,1,,3967204891,56,Back,3967204893,140,20.3,3967204899,213,1.1,3967204897,212,34.0,3967204895,141,85.7,3967204889,155,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495341695,24,1,1,3,25,7rmv5ns2rj7bn4otpkur0mx0x,1,27.6,63.9,2023-01-06T19:06:53.562Z,2023-01-06T19:06:56Z,3967205093,141,47.9,3967205091,140,17.6,3967205089,56,Back,3967205095,212,15.1,3967205097,213,3.9,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
