id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2536669365,9,1,1,0,17,dac758ef858jbq7pcb3gfwite,0,28.4,9.8,2023-04-21T18:02:40.243Z,2023-04-21T18:02:43Z,4206427011,56,Center,4206427019,213,0.3,4206427017,212,43.6,4206427009,155,,4206427013,140,68.6,4206427023,1,,4206427015,141,25.8,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669399,3,1,1,0,20,b94pf87be9ojdgnrs5mst80un,1,35.1,62,2023-04-21T18:02:43.403Z,2023-04-21T18:02:44Z,4206427203,213,1.4,4206427201,212,5.2,4206427191,56,Back,4206427199,141,69.6,4206427195,140,35.8,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669401,4,49,1,0,22,b94pf87be9ojdgnrs5mst80un,1,35.8,69.6,2023-04-21T18:02:44.804Z,2023-04-21T18:56:39Z,,,,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669417,5,1,1,0,22,b94pf87be9ojdgnrs5mst80un,0,35.8,69.6,2023-04-21T18:02:45.339Z,2023-04-21T18:02:46Z,4206427291,141,62.6,4206427293,212,9.5,4206427295,213,5.8,4206427289,140,43.6,4206427287,56,Back,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669439,10,8,1,0,24,dac758ef858jbq7pcb3gfwite,1,60.4,22.8,2023-04-21T18:02:47.300Z,2023-04-21T18:59:40Z,4206427395,56,Center,,,,,,,,,,,,,,,,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669471,6,1,1,0,26,b94pf87be9ojdgnrs5mst80un,0,39.9,56.1,2023-04-21T18:02:48.827Z,2023-04-21T18:07:26Z,4206427539,212,28.4,4206427541,213,5.8,4206427529,155,,4206427537,141,37.6,4206427533,56,Center,4206427535,140,64.2,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669485,11,49,1,0,27,dac758ef858jbq7pcb3gfwite,1,40.9,71.8,2023-04-21T18:02:50.356Z,2023-04-21T18:02:50Z,,,,,,,,,,,,,,,,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669565,12,1,1,0,28,dac758ef858jbq7pcb3gfwite,1,42.2,68.8,2023-04-21T18:02:51.011Z,2023-04-21T18:02:58Z,4206428023,141,68.5,4206428025,212,19.3,4206428027,213,6.3,4206428019,56,Center,4206428021,140,60.6,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669577,13,1,1,0,34,dac758ef858jbq7pcb3gfwite,0,48.6,77.9,2023-04-21T18:02:56.708Z,2023-04-21T19:01:38Z,4206428087,212,27.7,4206428085,141,100.0,4206428083,140,70.1,4206428089,213,0.6,4206428081,56,Left,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669751,7,5,1,0,35,b94pf87be9ojdgnrs5mst80un,1,29.5,-1.5,2023-04-21T18:02:57.700Z,2023-04-21T18:56:40Z,4206428975,347,,4206428973,56,Back,4206429017,233,14,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669581,14,5,1,0,35,dac758ef858jbq7pcb3gfwite,0,70.5,101.5,2023-04-21T18:02:57.700Z,2023-04-21T18:22:13Z,4206428101,347,,4206428099,56,Left,4206429037,233,7,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669775,8,1,1,0,51,b94pf87be9ojdgnrs5mst80un,0,30.2,0,2023-04-21T18:03:14.444Z,2023-04-21T18:56:42Z,4206429113,56,Right,4206429123,1,,4206429115,140,57.9,4206429117,141,8.6,4206429111,107,,4206429121,213,0.2,4206429119,212,29.9,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669825,15,1,1,0,54,dac758ef858jbq7pcb3gfwite,1,42.3,79.7,2023-04-21T18:03:17.525Z,2023-04-21T18:03:20Z,4206429441,140,54.6,4206429439,56,Center,4206429437,3,,4206429447,213,5.7,4206429445,212,15.1,4206429443,141,68.1,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669853,16,1,1,0,57,dac758ef858jbq7pcb3gfwite,1,55.1,67.8,2023-04-21T18:03:20.437Z,2023-04-21T19:02:06Z,4206429615,213,6.2,4206429613,212,15.8,4206429611,141,66.2,4206429607,56,Center,4206429603,3,,4206429609,140,70.1,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669863,17,61,1,1,0,dac758ef858jbq7pcb3gfwite,0,56.8,61.5,2023-04-21T18:03:22.676Z,2023-04-21T18:03:23Z,4206429673,56,Center,,,,,,,,,,,,,,,,,,,,,,azt0ll196snbxy38eqw7mtln9,S. Armenteros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669867,9,49,1,1,0,b94pf87be9ojdgnrs5mst80un,1,45,34.6,2023-04-21T18:03:23.317Z,2023-04-21T18:56:43Z,,,,,,,,,,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669881,10,1,1,1,1,b94pf87be9ojdgnrs5mst80un,0,44.4,34.8,2023-04-21T18:03:23.580Z,2023-04-21T18:56:44Z,4206429717,212,8.5,4206429713,140,42.6,4206429719,213,1.8,4206429715,141,47.0,4206429711,56,Back,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669893,18,49,1,1,2,dac758ef858jbq7pcb3gfwite,1,60.3,48.2,2023-04-21T18:03:24.827Z,2023-04-21T18:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669923,19,1,1,1,2,dac758ef858jbq7pcb3gfwite,1,60.4,49.5,2023-04-21T18:03:24.982Z,2023-04-21T19:02:32Z,4206429927,140,65.4,4206429933,213,1.2,4206429925,56,Center,4206429931,212,13.3,4206429929,141,67.4,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536669991,20,1,1,1,4,dac758ef858jbq7pcb3gfwite,1,67,75.3,2023-04-21T18:03:26.628Z,2023-04-21T18:03:32Z,4206430293,141,93.8,4206430289,56,Left,4206430295,212,16.7,4206430297,213,0.9,4206430291,140,77.4,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670025,21,1,1,1,9,dac758ef858jbq7pcb3gfwite,1,75,93.2,2023-04-21T18:03:32.277Z,2023-04-21T18:03:34Z,4206430457,141,92.6,4206430459,212,21.1,4206430453,56,Left,4206430461,213,3.2,4206430455,140,54.9,,,,,,,,,,6p6sdikmka45csxfw0i0q0l3p,E. Hansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670061,22,1,1,1,12,dac758ef858jbq7pcb3gfwite,1,54.4,91.2,2023-04-21T18:03:34.789Z,2023-04-21T18:03:37Z,4206430627,56,Back,4206430633,212,19.6,4206430635,213,3.9,4206430629,140,41.1,4206430631,141,70.9,,,,,,,,,,e8si4ph9te020gpicg3k2k3u2,R. Roosken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670095,23,1,1,1,14,dac758ef858jbq7pcb3gfwite,1,40.2,67.3,2023-04-21T18:03:37.429Z,2023-04-21T18:03:40Z,4206430821,141,37.9,4206430819,140,39.8,4206430823,212,20.0,4206430825,213,4.7,4206430817,56,Back,,,,,,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670161,24,1,1,1,17,dac758ef858jbq7pcb3gfwite,1,40,35.4,2023-04-21T18:03:40.245Z,2023-04-21T18:03:44Z,4206431197,141,21.9,4206431201,213,5.4,4206431199,212,12.0,4206431193,56,Back,4206431195,140,47.4,,,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670245,25,1,1,1,22,dac758ef858jbq7pcb3gfwite,1,51.5,18.5,2023-04-21T18:03:44.725Z,2023-04-21T18:03:51Z,4206431605,56,Right,4206431609,141,4.7,4206431613,213,5.6,4206431607,140,61.9,4206431611,212,14.4,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670249,26,3,1,1,28,dac758ef858jbq7pcb3gfwite,0,86.6,7.6,2023-04-21T18:03:50.692Z,2023-04-21T18:03:56Z,4206431649,56,Right,4206432055,233,11,4206431651,286,,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670313,11,7,1,1,28,b94pf87be9ojdgnrs5mst80un,1,13.4,92.4,2023-04-21T18:03:50.693Z,2023-04-21T18:56:57Z,4206432027,233,26,4206432017,285,,4206432013,167,,4206432015,56,Back,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670327,12,5,1,1,33,b94pf87be9ojdgnrs5mst80un,0,5.5,101,2023-04-21T18:03:56.349Z,2023-04-21T18:03:58Z,4206432063,56,Back,4206432065,347,,4206432159,233,27,,,,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670333,27,5,1,1,33,dac758ef858jbq7pcb3gfwite,1,94.5,-1,2023-04-21T18:03:56.349Z,2023-04-21T18:22:13Z,4206432103,347,,4206432127,233,12,4206432101,56,Right,,,,,,,,,,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670387,28,1,1,1,35,dac758ef858jbq7pcb3gfwite,1,94.8,0,2023-04-21T18:03:57.605Z,2023-04-21T18:59:52Z,4206432369,141,26.5,4206432363,107,,4206432371,212,18.9,4206432365,56,Center,4206432373,213,1.4,4206432367,140,97.6,,,,,,,4dk7h575fifmw2lhslevhmhux,M. Rente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670395,29,50,1,1,37,dac758ef858jbq7pcb3gfwite,1,95.5,28.6,2023-04-21T18:04:00.068Z,2023-04-21T18:04:02Z,4206432405,56,Center,4206432473,233,13,4206432407,286,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670381,13,7,1,1,37,b94pf87be9ojdgnrs5mst80un,0,4.5,71.4,2023-04-21T18:04:00.069Z,2023-04-21T18:59:57Z,4206432339,56,Back,4206432341,285,,4206432451,233,29,,,,,,,,,,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670477,30,1,1,1,38,dac758ef858jbq7pcb3gfwite,0,96.8,24.1,2023-04-21T18:04:01.063Z,2023-04-21T19:01:07Z,4206432795,56,Center,4206432799,140,97.1,4206432791,3,,4206432801,141,34.2,4206432803,212,6.9,4206432805,213,1.5,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670469,16,49,1,1,39,b94pf87be9ojdgnrs5mst80un,1,4.2,66.3,2023-04-21T18:04:01.909Z,2023-04-21T19:00:51Z,,,,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670447,14,61,1,1,40,b94pf87be9ojdgnrs5mst80un,0,4.3,61.5,2023-04-21T18:04:03.309Z,2023-04-21T19:01:02Z,4206432679,56,Back,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670511,32,3,1,1,41,dac758ef858jbq7pcb3gfwite,0,96.1,34.6,2023-04-21T18:04:04.420Z,2023-04-21T19:00:44Z,4206434305,233,15,4206432981,286,,4206432979,56,Center,,,,,,,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670463,15,7,1,1,41,b94pf87be9ojdgnrs5mst80un,1,3.9,65.4,2023-04-21T18:04:04.421Z,2023-04-21T19:00:45Z,4206432751,285,,4206433029,233,32,4206432749,56,Back,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670483,31,1,1,1,42,dac758ef858jbq7pcb3gfwite,0,97.1,33.6,2023-04-21T18:04:05.367Z,2023-04-21T19:00:59Z,4206432827,140,97.7,4206432829,141,41.5,4206432825,56,Center,4206432833,213,1.5,4206432831,212,5.4,,,,,,,,,,bzf3k4wvqvx1tl1mx960wjv85,A. Ouahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670531,17,12,1,1,46,b94pf87be9ojdgnrs5mst80un,1,3.6,70.8,2023-04-21T18:04:08.791Z,2023-04-21T19:00:38Z,4206433073,213,0.8,4206433065,56,Back,4206433071,212,2.5,4206433069,141,73.6,4206433067,140,5.2,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670563,33,61,1,1,47,dac758ef858jbq7pcb3gfwite,1,96.3,25.6,2023-04-21T18:04:10.017Z,2023-04-21T18:59:45Z,4206433209,56,Center,,,,,,,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670533,18,5,1,1,48,b94pf87be9ojdgnrs5mst80un,1,-1.2,67.8,2023-04-21T18:04:10.638Z,2023-04-21T18:22:13Z,4206433075,56,Back,4206505625,233,34,4206433081,346,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670591,34,5,1,1,48,dac758ef858jbq7pcb3gfwite,0,101.2,32.2,2023-04-21T18:04:10.638Z,2023-04-21T18:22:13Z,4206433385,346,,4206433383,56,Center,4206505645,233,18,,,,,,,,,,,,,,,,arrbpgnwbguhyumc8c1u4jsut,M. Vejinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670805,19,1,1,2,6,b94pf87be9ojdgnrs5mst80un,1,3.6,47.8,2023-04-21T18:04:29.277Z,2023-04-21T18:04:32Z,4206434561,213,4.9,4206434559,212,14.1,4206434551,124,,4206434557,141,27.6,4206434555,140,6.7,4206434553,56,Back,4206434565,237,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670807,20,1,1,2,9,b94pf87be9ojdgnrs5mst80un,1,7.6,24,2023-04-21T18:04:32.094Z,2023-04-21T18:54:54Z,4206434577,56,Back,4206434581,141,10.3,4206434583,212,10.0,4206434585,213,5.1,4206434579,140,11.1,,,,,,,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670835,21,1,1,2,11,b94pf87be9ojdgnrs5mst80un,1,12.8,4.4,2023-04-21T18:04:34.509Z,2023-04-21T18:04:35Z,4206434733,212,12.5,4206434735,213,1.1,4206434729,140,18.7,4206434731,141,20.4,4206434727,56,Back,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670851,22,1,1,2,13,b94pf87be9ojdgnrs5mst80un,1,18.7,20.4,2023-04-21T18:04:35.630Z,2023-04-21T18:04:36Z,4206434811,140,11.9,4206434813,141,18.9,4206434815,212,7.2,4206434809,56,Back,4206434817,213,3.3,,,,,,,,,,9s22h996z2zpktwsx96cnz40k,L. Vankerkhoven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670891,23,1,1,2,14,b94pf87be9ojdgnrs5mst80un,0,11.7,18.9,2023-04-21T18:04:36.766Z,2023-04-21T18:04:40Z,4206434997,56,Center,4206434995,157,,4206435001,141,46.3,4206435007,1,,4206434999,140,51.9,4206435005,213,0.4,4206435003,212,46.1,,,,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670941,35,1,1,2,19,dac758ef858jbq7pcb3gfwite,0,46.4,49.3,2023-04-21T18:04:42.344Z,2023-04-21T19:00:04Z,4206435311,141,51.5,4206435307,56,Center,4206435315,213,0.2,4206435313,212,9.5,4206435309,140,55.3,4206435305,3,,,,,,,,akfbttkeqfd8pzhe93ra674kp,S. Sonnenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536670933,24,50,1,2,22,b94pf87be9ojdgnrs5mst80un,1,51.8,47.8,2023-04-21T18:04:45.039Z,2023-04-21T18:04:59Z,4206435281,286,,4206435279,56,Center,4206436201,233,37,,,,,,,,,,,,,,,,45rrtsz9hmxxqasj8jgi3g0oa,J. Goselink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
