id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/15/value,assist
2500984365,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-01-27T18:12:40.007Z,2023-01-27T18:59:52Z,3996981773,197,4034,3996900447,59,"20, 25, 5, 24, 4, 3, 12, 21, 10, 29, 6, 37, 1, 7, 9, 14, 16, 18, 19, 28, 50",3996900455,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996900453,194,61wt62anweh75oguqg0vbozu2,3996900443,30,"53c63f5ekinmj6bquc3rbsbxm, ajt9gf8zqsc3m6z4kof5m99ii, 46oot98163lb6atyes4j0mup5, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, a49duk4f5m5zmyvwht0ikal05, m10ml783dkbr4i0fpb06cm3t, 2pva2d9if0phol0efqnur68a2, adp5a6klr2nygqjmdd1ekc8kq, 61wt62anweh75oguqg0vbozu2, dltjumosk5kv9xw8yju2e1hqs, 780exba0dvv2re6nrejzkmlg4, 4j7mtyvi7jg9e4ontiyt9vwbu, c78t1bgro2lh7gvw8rwi6p239, e7vke1zwf6w6xvxtsi2b8f9m2, 88vryegnhss2q5xz8aoj2phey, 9jx0oun9o3zqncgu9axt2qxka, 7o8auo4uu5mzh7f4a44ucdf8q, 9fb368ot1vtjx63e4l4y0ss9g, 3h8gqv4l0lrls9day28t1sw0k",3996900445,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996900449,130,12,3996900451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500985531,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-01-27T18:15:15.267Z,2023-01-27T19:14:00Z,3996906749,194,6ylzm57bvpufg3cenadtv7qhh,3996906745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996981695,197,16350,3996906733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996906737,59,"1, 20, 5, 18, 4, 23, 14, 28, 9, 39, 7, 21, 10, 11, 17, 19, 25, 26, 35, 36, 38, 46, 40",3996906753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996906741,130,4,3996906731,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, c46xp363o8m76eswzfmlsel4a, a49001euf7xwpx5wodembjbo5, 6ylzm57bvpufg3cenadtv7qhh, 124bbojic7k5medlvgvxmcm39, dmtsvsqvdoqqtmrset0uz0and, d1dq7upxtawnps3wljz6wf9jo, bs14utcyx2am6s46cuv52nf56, 14csdlb8p0tnj6zqrs148ct1w, ebnm8xj9pggemio5qay9pcc0l, 673zq55hik8gvoj5ednuemg2x, ccmmsnrfn58gwi1petlp08f3e, bdtti3sckhcppilsisgu7well, 48sqqhgtmfmpqb3602iirspd6, 2c8alz6gmphvy6aqpgykva0yy, 4lnhhxtl72v8wlss3xgrrbr2t, 9vu68zcajmrqmkkchmpdrebu2, 88e3xx835uqx9x850y6u0dbai, 5b7rnpnnllz8qdc6fx2c5mzje, 9o41me3111mj3zl4lxqqhvod0, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001081,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-01-27T19:02:08.478Z,2023-01-27T19:02:08Z,3996986415,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001087,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-01-27T19:02:08.478Z,2023-01-27T19:02:11Z,3996986441,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001111,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,50.1,50.3,2023-01-27T19:02:08.578Z,2023-01-27T19:57:43Z,3996986563,279,S,3996986557,141,50.3,3996986561,213,3.1,3996986555,140,40.2,3996986553,56,Back,3996986559,212,10.4,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001175,4,1,1,0,3,1fttb31hnskynpku8qd09yhm8,1,28.4,47.9,2023-01-27T19:02:11.802Z,2023-01-27T19:02:15Z,3996986893,212,25.0,3996986895,213,4.9,3996986889,140,33.8,3996986891,141,12.1,3996986887,56,Back,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001207,5,1,1,0,6,1fttb31hnskynpku8qd09yhm8,1,26.8,6.7,2023-01-27T19:02:15.179Z,2023-01-27T19:02:17Z,3996987057,213,1.0,3996987055,212,15.2,3996987053,141,25.1,3996987051,140,35.0,3996987049,56,Back,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001247,6,1,1,0,9,1fttb31hnskynpku8qd09yhm8,1,32.5,41.8,2023-01-27T19:02:17.755Z,2023-01-27T19:02:21Z,3996987277,141,73.0,3996987275,140,33.0,3996987273,56,Back,3996987281,213,1.5,3996987279,212,21.2,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001277,7,1,1,0,12,1fttb31hnskynpku8qd09yhm8,1,39.6,77.2,2023-01-27T19:02:21.051Z,2023-01-27T19:02:23Z,3996987421,140,39.4,3996987419,56,Back,3996987427,213,1.6,3996987423,141,95.1,3996987425,212,12.2,,,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501001305,8,1,1,0,14,1fttb31hnskynpku8qd09yhm8,1,41,98.1,2023-01-27T19:02:23.212Z,2023-01-27T19:02:26Z,3996987583,213,6.2,3996987577,140,61.4,3996987581,212,21.6,3996987579,141,94.0,3996987575,56,Left,,,,,,,,,,c46xp363o8m76eswzfmlsel4a,T. Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
