id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2444911947,1,34,16,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-12T17:12:37.050Z,2022-08-12T18:01:05Z,3700010261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700010259,194,80i3boeh7f1ghu4ka7r66izje,3700101141,197,2828,3700010253,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 20, 17, 22, 24, 16, 15, 23, 21, 12, 18, 19",3700010255,130,8,3700010249,30,"ed0pwegj0n6iwb6oa52obcsgk, 1x6fhuy49w4rpnyavwotbf504, 5hkkwzs8wgjj94vfe922nvthw, b8ixf31bdyfqqcwoy4ulai73e, 3z9bdfblis9tl3e1uo7e72h62, 4gso82x236c4xe0eovfr50sfd, alfx6xxo38q6hmydbcr0rw67e, 2zkaf848fjcdhuii8783pkm7e, 80i3boeh7f1ghu4ka7r66izje, 9nix5y8xcj34ps62r34udtqwa, a185wef6iz1nun1wry40jcgoa, a9gc0gd5320jvh6x3ct7vuvis, 6m0pdqqontm1tfxayxku0kv3e, 31v89l4k38v1wpisz7xhkq38, 91xtn2wlot8g8ue89zn4iiyqy, 7d8a2cp7xza48arxctlpqrvh0, a7vlgirln231n3dqjhb72o0es, 13k94iyejsdn4e51jx32rb23u, baghnvel8qsn5k9s79jiyldnu, 68hoounwudpjrr2wmovkyvswk, dlgqk5qe96gaxeq8vu4dozyms, 9pox9siobczxr9fv3fvvx3h1w",3700010257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700010251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,
2444912885,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-08-12T17:14:45.370Z,2022-08-12T18:00:40Z,3700014963,194,8r6dkzf3yjnvlz4go6xct0kid,3700014955,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700014965,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700014959,130,8,3700014961,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700100069,197,536,3700014957,59,"1, 44, 5, 11, 13, 4, 27, 20, 9, 22, 7, 3, 8, 15, 19, 23, 25, 31, 18, 34, 37",3700014953,30,"cul6phe87idi5dn1hsfywxhwp, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, btm3mtkmwofz1dgcdsew1kmp5, 8r6dkzf3yjnvlz4go6xct0kid, 8tepha2kd43sp9jtafxuf209h, 2wuprdfbbn9mo0paqr5tm7bop, c9pmoa9m23jh5emy6w4olm3xm, c9shc6t28oroqthopifjvg9ux, 281ieftii7id7an6dm505owrt, bzsoq42nf6sgdh9oe64n7rnfu, 7f7zwd6c14rr59u9al3naenkl, 4qj88r9cjfbu05ly92vfhpi39, 3apsq2r6q8lzdat7sy5h6tmqy, 34qx48ucvsyl6argt9obxbjtg, 1s50ua48peo4wd0o7unmps06h, 2yivr64anye4c0p62m16l78yc, 2ngb4008t58dvor5qnh1nj6ga, 3of6006vsu0udxkyhw65ga0pg, 3imo098eysg064f6y6lmt6i38, 42qmjog7864ektqoizjkbdwtm",,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930357,2,32,1,0,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-12T18:02:44.074Z,2022-08-12T18:02:46Z,3700107187,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930337,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-08-12T18:02:44.074Z,2022-08-12T18:02:44Z,3700107091,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444930375,3,1,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,49.9,50.1,2022-08-12T18:02:44.174Z,2022-08-12T18:02:47Z,3700107295,140,40.8,3700107301,213,2.5,3700107297,141,60.9,3700107293,56,Back,3700107303,279,S,3700107299,212,12.1,,,,,,,281ieftii7id7an6dm505owrt,X. Emmers,,,,,,,,,,,,,,,,,,,,,,,,,
2444930407,4,1,1,0,3,7rmv5ns2rj7bn4otpkur0mx0x,1,37.2,60.2,2022-08-12T18:02:47.394Z,2022-08-12T18:02:51Z,3700107521,141,26.7,3700107525,213,4.3,3700107519,140,27.0,3700107523,212,25.2,3700107517,56,Back,,,,,,,,,,btm3mtkmwofz1dgcdsew1kmp5,P. Sieben,,,,,,,,,,,,,,,,,,,,,,,,,
2444930421,5,1,1,0,7,7rmv5ns2rj7bn4otpkur0mx0x,1,27.3,26.8,2022-08-12T18:02:51.202Z,2022-08-12T18:02:52Z,3700107589,213,2.2,3700107583,140,20.0,3700107587,212,12.3,3700107585,141,41.0,3700107581,56,Back,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,
2444930471,6,1,1,0,8,7rmv5ns2rj7bn4otpkur0mx0x,1,20,41,2022-08-12T18:02:52.466Z,2022-08-12T18:02:56Z,3700107851,1,,3700107841,141,95.6,3700107845,212,37.8,3700107849,213,1.4,3700107837,140,26.7,3700107833,56,Back,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,
2444930513,7,1,1,0,11,7rmv5ns2rj7bn4otpkur0mx0x,1,26.7,95.6,2022-08-12T18:02:55.906Z,2022-08-12T18:02:58Z,3700108055,212,16.3,3700108053,141,85.7,3700108051,140,12.6,3700108049,56,Back,3700108057,213,3.6,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,
2444930545,8,1,1,0,14,7rmv5ns2rj7bn4otpkur0mx0x,1,13,94.1,2022-08-12T18:02:58.258Z,2022-08-12T18:03:01Z,3700108231,140,40.6,3700108235,141,84.7,3700108225,155,,3700108237,212,29.7,3700108239,213,6.1,3700108227,56,Back,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,
2444930551,9,44,1,0,17,7rmv5ns2rj7bn4otpkur0mx0x,1,42.7,81,2022-08-12T18:03:01.170Z,2022-08-12T18:03:02Z,3700108319,233,3,3700108247,56,Back,3700108249,285,,,,,,,,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,
2444930559,3,44,1,0,17,6lzy9iiqoysvtdsgx719fng9n,0,57.3,19,2022-08-12T18:03:01.171Z,2022-08-12T18:03:03Z,3700108339,233,9,3700108305,56,Right,3700108307,286,,,,,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,
2444930573,10,1,1,0,17,7rmv5ns2rj7bn4otpkur0mx0x,0,40.6,84.7,2022-08-12T18:03:01.298Z,2022-08-12T18:03:03Z,3700108371,141,87.7,3700108365,168,,3700108375,213,0.1,3700108369,140,62.7,3700108363,3,,3700108373,212,23.3,3700108367,56,Left,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,
2444930599,4,49,1,0,20,6lzy9iiqoysvtdsgx719fng9n,1,29.3,29.7,2022-08-12T18:03:04.527Z,2022-08-12T18:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,
2444930661,5,1,1,0,20,6lzy9iiqoysvtdsgx719fng9n,1,28.4,31.9,2022-08-12T18:03:04.991Z,2022-08-12T18:03:10Z,3700108841,141,40.6,3700108847,213,2.9,3700108845,212,27.3,3700108837,140,3.0,3700108833,56,Back,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,
2444930713,6,1,1,0,26,6lzy9iiqoysvtdsgx719fng9n,0,9.5,45.7,2022-08-12T18:03:10.158Z,2022-08-12T18:03:14Z,3700109169,213,0.3,3700109163,140,58.1,3700109167,212,53.3,3700109159,155,,3700109171,1,,3700109165,141,68.2,3700109161,56,Center,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,
2444930755,11,1,1,0,30,7rmv5ns2rj7bn4otpkur0mx0x,1,41.9,30.1,2022-08-12T18:03:14.514Z,2022-08-12T18:03:16Z,3700109361,212,12.0,3700109363,213,5.8,3700109355,140,51.8,3700109353,56,Center,3700109351,3,,3700109357,141,21.2,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,
