id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist
2519884605,3,61,1,0,13,e8hiwrw6ocxm5iht6sp7jiv19,1,68.8,90.6,2023-03-13T19:16:49.844Z,2023-03-13T19:16:49Z,4096558369,56,Left,,,,,,,,,,,,,,,,,,,,,,5l4fkm9a0pvfi9qiy6gipf71m,J. Zwarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884627,4,49,1,0,15,e8hiwrw6ocxm5iht6sp7jiv19,1,45.5,90.2,2023-03-13T19:16:51.688Z,2023-03-13T19:16:51Z,,,,,,,,,,,,,,,,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884645,5,1,1,0,16,e8hiwrw6ocxm5iht6sp7jiv19,1,47.3,91.4,2023-03-13T19:16:52.440Z,2023-03-13T19:16:54Z,4096558559,56,Left,4096558567,213,6.2,4096558563,141,87.7,4096558565,212,21.9,4096558561,140,68.0,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884651,6,1,1,0,18,e8hiwrw6ocxm5iht6sp7jiv19,0,68,87.7,2023-03-13T19:16:54.696Z,2023-03-13T19:16:56Z,4096558601,56,Left,4096558607,212,7.7,4096558603,140,75.3,4096558609,213,6.2,4096558599,168,,4096558605,141,86.6,,,,,,,5l4fkm9a0pvfi9qiy6gipf71m,J. Zwarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884675,10,1,1,0,20,dvmw7d6jb38qvv7e6ziwu0vyr,0,28.9,12.3,2023-03-13T19:16:56.633Z,2023-03-13T20:03:57Z,4096558725,213,0.3,4096558715,157,,4096558719,140,61.9,4096558721,141,27.4,4096558717,56,Center,4096558727,1,,4096558723,212,36.1,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519906399,355,61,1,0,21,e8hiwrw6ocxm5iht6sp7jiv19,1,49.5,92.4,2023-03-13T19:16:57.128Z,2023-03-13T20:03:28Z,4096677101,56,Back,,,,,,,,,,,,,,,,,,,,,,8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884693,11,1,1,0,22,dvmw7d6jb38qvv7e6ziwu0vyr,0,61.9,27.4,2023-03-13T19:16:58.683Z,2023-03-13T19:16:59Z,4096558805,212,7.6,4096558799,56,Right,4096558803,141,18.5,4096558807,213,4.1,4096558801,140,57.5,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884685,7,49,1,0,23,e8hiwrw6ocxm5iht6sp7jiv19,1,47,88.4,2023-03-13T19:16:59.193Z,2023-03-13T19:16:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884713,8,61,1,0,24,e8hiwrw6ocxm5iht6sp7jiv19,1,50.7,76.7,2023-03-13T19:17:00.969Z,2023-03-13T20:04:11Z,4096558901,56,Center,,,,,,,,,,,,,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884729,9,1,1,0,25,e8hiwrw6ocxm5iht6sp7jiv19,1,47.3,66.4,2023-03-13T19:17:01.848Z,2023-03-13T19:17:03Z,4096558997,140,49.3,4096558999,141,61.5,4096559003,213,5.3,4096559001,212,3.9,4096558995,56,Back,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884731,10,61,1,0,27,e8hiwrw6ocxm5iht6sp7jiv19,1,49.3,61.5,2023-03-13T19:17:03.609Z,2023-03-13T20:04:18Z,4096559007,56,Back,,,,,,,,,,,,,,,,,,,,,,5dxleurgfe6483pe7qvyc00es,T. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884749,12,1,1,0,28,dvmw7d6jb38qvv7e6ziwu0vyr,1,58.6,33.1,2023-03-13T19:17:04.562Z,2023-03-13T19:17:06Z,4096559069,213,1.8,4096559061,56,Center,4096559065,141,52.1,4096559067,212,13.3,4096559063,140,55.7,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884753,13,49,1,0,29,dvmw7d6jb38qvv7e6ziwu0vyr,1,55.4,57.6,2023-03-13T19:17:06.092Z,2023-03-13T19:17:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884779,14,1,1,0,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,57.6,75,2023-03-13T19:17:09.003Z,2023-03-13T19:17:11Z,4096559205,56,Left,4096559207,140,56.1,4096559211,212,13.8,4096559213,213,1.7,4096559209,141,95.1,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884781,15,43,1,0,34,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-03-13T19:17:11.035Z,2023-03-13T19:17:40Z,4096560315,144,50,4096559219,286,0,4096559217,56,Left,,,,,,,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884837,11,43,1,0,34,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-03-13T19:17:11.036Z,2023-03-13T19:17:26Z,4096559515,285,0,4096559527,233,15,4096559513,56,Back,4096559749,144,7,,,,,,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884875,16,4,1,0,37,dvmw7d6jb38qvv7e6ziwu0vyr,1,49.3,95.4,2023-03-13T19:17:14.024Z,2023-03-13T19:23:17Z,4096559667,265,,4096559663,56,Back,4096559661,13,,4096559669,286,,4096575057,233,12,4096559665,152,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884841,12,4,1,0,37,e8hiwrw6ocxm5iht6sp7jiv19,0,50.7,4.6,2023-03-13T19:17:14.025Z,2023-03-13T19:23:17Z,4096559523,265,,4096559517,13,,4096575061,233,16,4096559519,56,Right,4096559521,152,,4096559525,285,,,,,,,,4nz928h6p0nl8p161dxg55pn8,X. Severina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884909,17,1,1,0,51,dvmw7d6jb38qvv7e6ziwu0vyr,1,53.1,93.9,2023-03-13T19:17:27.723Z,2023-03-13T19:17:29Z,4096559817,152,,4096559827,213,3.4,4096559823,141,83.5,4096559819,56,Back,4096559821,140,27.6,4096559825,212,27.7,4096559815,5,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884911,18,1,1,0,52,dvmw7d6jb38qvv7e6ziwu0vyr,1,27.6,83.5,2023-03-13T19:17:29.067Z,2023-03-13T19:17:30Z,4096559855,213,6.0,4096559851,141,78.1,4096559847,56,Back,4096559849,140,39.4,4096559853,212,12.9,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884931,19,1,1,0,53,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.4,78.1,2023-03-13T19:17:29.948Z,2023-03-13T19:17:32Z,4096559935,56,Back,4096559941,212,13.6,4096559943,213,2.8,4096559937,140,27.0,4096559939,141,84.1,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884943,20,1,1,0,56,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.4,84.4,2023-03-13T19:17:32.422Z,2023-03-13T19:17:34Z,4096560029,140,32.7,4096560033,212,9.0,4096560027,56,Back,4096560035,213,5.2,4096560031,141,72.9,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519884963,21,1,1,0,58,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.7,72.9,2023-03-13T19:17:34.282Z,2023-03-13T19:17:37Z,4096560137,213,3.6,4096560131,140,10.5,4096560133,141,57.0,4096560129,56,Back,4096560135,212,25.7,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885015,22,1,1,1,1,dvmw7d6jb38qvv7e6ziwu0vyr,1,10.5,57,2023-03-13T19:17:37.592Z,2023-03-13T19:17:44Z,4096560435,56,Back,4096560441,212,17.8,4096560443,213,1.0,4096560439,141,78.5,4096560437,140,20.2,,,,,,,,,,3oduk9niyqml47z7wramkxhw5,N. Bertrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885033,23,1,1,1,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,25.7,73.8,2023-03-13T19:17:44.442Z,2023-03-13T19:17:47Z,4096560547,213,0.4,4096560541,140,40.0,4096560543,141,82.7,4096560539,56,Back,4096560545,212,16.2,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885067,24,1,1,1,11,dvmw7d6jb38qvv7e6ziwu0vyr,1,40,82.7,2023-03-13T19:17:47.642Z,2023-03-13T19:17:50Z,4096560695,56,Back,4096560703,213,2.1,4096560701,212,9.8,4096560697,140,35.0,4096560699,141,94.8,,,,,,,,,,dej8tywq0npvbm25sfgtqur1m,O. Kökcü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885089,25,1,1,1,14,dvmw7d6jb38qvv7e6ziwu0vyr,1,36.9,94.8,2023-03-13T19:17:50.187Z,2023-03-13T19:17:53Z,4096560815,141,81.4,4096560819,213,5.9,4096560811,56,Left,4096560817,212,23.1,4096560813,140,57.1,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885093,26,61,1,1,16,dvmw7d6jb38qvv7e6ziwu0vyr,0,57.2,81.2,2023-03-13T19:17:52.860Z,2023-03-13T19:17:53Z,4096560835,56,Left,,,,,,,,,,,,,,,,,,,,,,5f8ajd8cgyvmmdzr0lzi1gtii,E. Rottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885101,13,49,1,1,18,e8hiwrw6ocxm5iht6sp7jiv19,1,39.9,29.2,2023-03-13T19:17:54.571Z,2023-03-13T19:17:54Z,,,,,,,,,,,,,,,,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885119,14,1,1,1,18,e8hiwrw6ocxm5iht6sp7jiv19,0,39.9,29.2,2023-03-13T19:17:55.034Z,2023-03-13T19:17:57Z,4096560955,140,50.5,4096560963,213,0.7,4096560953,56,Center,4096560961,212,14.9,4096560959,141,43.7,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885117,27,8,1,1,20,dvmw7d6jb38qvv7e6ziwu0vyr,1,41.3,64.3,2023-03-13T19:17:56.460Z,2023-03-13T19:17:56Z,4096560949,56,Back,,,,,,,,,,,,,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885133,28,49,1,1,22,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.8,87.5,2023-03-13T19:17:58.267Z,2023-03-13T19:17:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885151,29,1,1,1,22,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.8,87.5,2023-03-13T19:17:58.363Z,2023-03-13T19:18:00Z,4096561101,56,Back,4096561107,212,10.6,4096561103,140,41.2,4096561109,213,0.4,4096561105,141,93.2,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885165,30,1,1,1,23,dvmw7d6jb38qvv7e6ziwu0vyr,1,40.5,89.7,2023-03-13T19:18:00.107Z,2023-03-13T19:18:02Z,4096561193,212,5.5,4096561189,140,38.7,4096561191,141,82.1,4096561195,213,4.4,4096561187,56,Back,,,,,,,,,,bnkzwpd607re6s01oa77wcodm,J. Dahlhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885181,31,1,1,1,26,dvmw7d6jb38qvv7e6ziwu0vyr,1,38.3,80,2023-03-13T19:18:02.827Z,2023-03-13T19:18:05Z,4096561275,141,43.4,4096561277,212,27.3,4096561271,56,Back,4096561273,140,27.6,4096561279,213,4.3,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885207,32,1,1,1,29,dvmw7d6jb38qvv7e6ziwu0vyr,1,27.5,42.1,2023-03-13T19:18:05.672Z,2023-03-13T19:18:08Z,4096561429,212,12.7,4096561425,140,39.3,4096561427,141,37.9,4096561423,56,Back,4096561431,213,6.1,,,,,,,,,,1r67co8q0ktlqe5209xm6sxec,D. Dorenbosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885219,33,1,1,1,32,dvmw7d6jb38qvv7e6ziwu0vyr,1,39.3,37.9,2023-03-13T19:18:08.763Z,2023-03-13T19:18:58Z,4096561489,212,11.8,4096561485,140,28.9,4096561487,141,31.3,4096561483,56,Back,4096561491,213,3.5,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885243,34,1,1,1,35,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.9,31.3,2023-03-13T19:18:11.523Z,2023-03-13T19:18:17Z,4096561665,141,77.2,4096561661,56,Back,4096561669,213,1.7,4096561663,140,25.5,4096561667,212,31.4,,,,,,,,,,1r67co8q0ktlqe5209xm6sxec,D. Dorenbosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885255,35,1,1,1,41,dvmw7d6jb38qvv7e6ziwu0vyr,1,32.2,82.6,2023-03-13T19:18:17.435Z,2023-03-13T19:18:20Z,4096561729,140,26.6,4096561733,212,21.2,4096561735,213,4.4,4096561727,56,Back,4096561731,141,52.7,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885289,36,1,1,1,43,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.6,52.7,2023-03-13T19:18:20.011Z,2023-03-13T19:18:26Z,4096561915,212,14.0,4096561917,213,5.2,4096561913,141,34.2,4096561911,140,32.4,4096561909,56,Back,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885317,37,1,1,1,50,dvmw7d6jb38qvv7e6ziwu0vyr,1,34.3,38.2,2023-03-13T19:18:26.843Z,2023-03-13T19:18:30Z,4096562047,140,35.2,4096562053,213,1.5,4096562051,212,22.3,4096562049,141,70.9,4096562045,56,Back,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885347,38,1,1,1,54,dvmw7d6jb38qvv7e6ziwu0vyr,1,41.3,69.6,2023-03-13T19:18:30.552Z,2023-03-13T19:18:36Z,4096562179,213,5.7,4096562171,56,Center,4096562177,212,18.0,4096562173,140,55.7,4096562175,141,55.2,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885353,39,61,1,1,57,dvmw7d6jb38qvv7e6ziwu0vyr,0,55.7,54.6,2023-03-13T19:18:33.915Z,2023-03-13T20:16:25Z,4096562211,56,Center,,,,,,,,,,,,,,,,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885333,15,49,1,1,58,e8hiwrw6ocxm5iht6sp7jiv19,1,35.8,51.2,2023-03-13T19:18:34.267Z,2023-03-13T19:18:34Z,,,,,,,,,,,,,,,,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885349,16,1,1,1,58,e8hiwrw6ocxm5iht6sp7jiv19,1,35.8,51.2,2023-03-13T19:18:34.731Z,2023-03-13T19:18:36Z,4096562193,212,14.3,4096562191,141,52.4,4096562187,56,Back,4096562195,213,0.1,4096562189,140,49.4,,,,,,,,,,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885359,17,1,1,1,59,e8hiwrw6ocxm5iht6sp7jiv19,1,49.4,52.4,2023-03-13T19:18:36.107Z,2023-03-13T19:18:58Z,4096562229,140,35.1,4096563143,156,,4096562233,212,15.1,4096562235,213,3.2,4096562227,56,Back,4096562231,141,50.7,,,,,,,eybrr6zz7x6d1ftc7u4vphn85,R. Kishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519885367,18,1,1,2,0,e8hiwrw6ocxm5iht6sp7jiv19,0,35.1,50.7,2023-03-13T19:18:37.035Z,2023-03-13T19:18:38Z,4096562273,212,2.6,4096562269,140,37.6,4096562343,286,,4096562271,141,51.0,4096562335,236,,4096562267,56,Back,4096562339,233,40,4096562275,213,0.1,b4a2wu8fdbrh5sirpv34hoewa,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
