id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/11/value
2534378591,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-04-16T09:18:46.178Z,2023-04-16T10:14:40Z,4194302631,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194302627,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194422099,197,451,4194302629,194,8z4wdv767cv7ddqgrkz5txsrt,4194302623,59,"39, 45, 4, 6, 5, 2, 7, 17, 9, 42, 26, 8, 10, 11, 14, 15, 21, 23, 25, 28, 30, 33, 34",4194302621,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194302619,30,"a8fr8gzw2n7gyl4kb58xjtknp, 1hpmrfb0mbmevf9edj0o0bv56, 8z4wdv767cv7ddqgrkz5txsrt, 9knokmhy9zckjq0gv7txx9zsa, b1zeqxuwoyzx1eukf18ptdgq, 5dxleurgfe6483pe7qvyc00es, 4nz928h6p0nl8p161dxg55pn8, b4a2wu8fdbrh5sirpv34hoewa, b1yxo0olp9c2ufh1l1qxsef9x, 9tru2a7pof2r37s8ro29uv3dh, 12y6tmd1yr04c0ed2klslpwb9, cp732f8tqz91xeahijtd35rd, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, dbku5mn74cqjzu7o91vzrlbtg, 7fhe8ij85yc4gz6v3zuq62l05, axhjtqfa2xxud2tdle8zfxrkl, 9oajgqqc9gkgbcz090it0tlhw, 17oeipaq6y7pvs42fpx9oy9uy, 7c58hgy3g9gntpuqf5w5hpvu2, 5n5otf2ldw9w4nbm8zjabnd1x, 9l5hp0tmizix8z6h5b5vqvhm1",4194302625,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534379159,1,34,16,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-16T09:19:57.493Z,2023-04-16T10:22:47Z,4194305531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194305527,59,"1, 20, 23, 18, 4, 3, 36, 28, 17, 14, 10, 5, 7, 9, 11, 19, 25, 26, 27, 32, 35, 46, 40",4194305535,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194305533,194,6ylzm57bvpufg3cenadtv7qhh,4194305523,30,"6q72mpmc478hlf4f7ths9ez56, dolfy51fw3jycb0cfhoecbo16, 124bbojic7k5medlvgvxmcm39, a49001euf7xwpx5wodembjbo5, 6ylzm57bvpufg3cenadtv7qhh, cx3fqj7odbuc6i0kppcie4jmy, 5b7rnpnnllz8qdc6fx2c5mzje, d1dq7upxtawnps3wljz6wf9jo, 48sqqhgtmfmpqb3602iirspd6, dmtsvsqvdoqqtmrset0uz0and, ccmmsnrfn58gwi1petlp08f3e, c46xp363o8m76eswzfmlsel4a, ebnm8xj9pggemio5qay9pcc0l, bs14utcyx2am6s46cuv52nf56, bdtti3sckhcppilsisgu7well, 2c8alz6gmphvy6aqpgykva0yy, 4lnhhxtl72v8wlss3xgrrbr2t, 9vu68zcajmrqmkkchmpdrebu2, 2ylw573o2rkvuczi9nm5t7hed, bd4rr8l425ard803x39ju1ppm, 88e3xx835uqx9x850y6u0dbai, a59aos4xq3vklv2joqa09axre, evz953s9rvki1w9c3hsljss7p",4194305529,130,4,4194424505,197,16350,4194305525,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404577,2,32,1,0,0,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-04-16T10:17:31.330Z,2023-04-16T10:17:31Z,4194429059,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404581,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-04-16T10:17:31.330Z,2023-04-16T10:17:33Z,4194429087,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404615,3,1,1,0,0,1fttb31hnskynpku8qd09yhm8,1,50,50,2023-04-16T10:17:31.430Z,2023-04-16T10:17:36Z,4194429233,141,50.0,4194429239,279,S,4194429235,212,20.9,4194429231,140,30.1,4194429237,213,3.1,4194429229,56,Back,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404659,4,1,1,0,4,1fttb31hnskynpku8qd09yhm8,0,29.6,53.6,2023-04-16T10:17:36.126Z,2023-04-16T11:10:22Z,4194429445,56,Left,4194429453,213,0.4,4194429449,141,82.4,4194429443,155,,4194429455,1,,4194429451,212,47.5,4194429447,140,70.8,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404649,3,44,1,0,8,e8hiwrw6ocxm5iht6sp7jiv19,1,28.3,20.2,2023-04-16T10:17:39.535Z,2023-04-16T10:17:42Z,4194429497,233,5,4194429387,56,Back,4194429389,285,,,,,,,,,,,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404661,5,44,1,0,8,1fttb31hnskynpku8qd09yhm8,0,71.7,79.8,2023-04-16T10:17:39.536Z,2023-04-16T10:17:43Z,4194429465,286,,4194429521,233,3,4194429463,56,Left,,,,,,,,,,,,,,,,48sqqhgtmfmpqb3602iirspd6,K. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404653,4,1,1,0,8,e8hiwrw6ocxm5iht6sp7jiv19,0,27.4,22.7,2023-04-16T10:17:39.847Z,2023-04-16T10:17:42Z,4194429405,56,Back,4194429413,213,0.0,4194429407,140,31.2,4194429403,3,,4194429411,212,4.0,4194429409,141,22.8,,,,,,,b1zeqxuwoyzx1eukf18ptdgq,D. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404675,6,61,1,0,10,1fttb31hnskynpku8qd09yhm8,1,70.8,82.4,2023-04-16T10:17:42.218Z,2023-04-16T10:17:42Z,4194429505,56,Left,,,,,,,,,,,,,,,,,,,,,,48sqqhgtmfmpqb3602iirspd6,K. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404719,7,50,1,0,12,1fttb31hnskynpku8qd09yhm8,1,67.4,93.8,2023-04-16T10:17:43.915Z,2023-04-16T11:10:38Z,4194429687,56,Left,4194429711,233,5,4194429689,286,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404695,5,7,1,0,12,e8hiwrw6ocxm5iht6sp7jiv19,1,32.6,6.2,2023-04-16T10:17:43.916Z,2023-04-16T10:17:48Z,4194429593,167,,4194429597,285,,4194429707,233,7,4194429595,56,Back,,,,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404699,6,5,1,0,13,e8hiwrw6ocxm5iht6sp7jiv19,0,35,-1.8,2023-04-16T10:17:45.058Z,2023-04-16T10:17:54Z,4194429617,347,,4194429879,233,8,4194429615,56,Back,,,,,,,,,,,,,,,,1hpmrfb0mbmevf9edj0o0bv56,Guillem Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404759,8,5,1,0,13,1fttb31hnskynpku8qd09yhm8,1,65,101.8,2023-04-16T10:17:45.058Z,2023-04-16T10:34:17Z,4194429855,56,Left,4194429857,347,,4194429859,233,6,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404781,9,1,1,0,22,1fttb31hnskynpku8qd09yhm8,0,66,100,2023-04-16T10:17:53.872Z,2023-04-16T10:17:56Z,4194429969,213,3.3,4194429963,140,46.7,4194429961,56,Back,4194429965,141,98.3,4194429967,212,20.4,4194429959,107,,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404791,7,1,1,0,25,e8hiwrw6ocxm5iht6sp7jiv19,1,44.2,3.2,2023-04-16T10:17:56.673Z,2023-04-16T10:19:30Z,4194430015,140,42.0,4194430021,213,2.0,4194430013,56,Back,4194430019,212,5.4,4194430017,141,10.4,,,,,,,,,,b1yxo0olp9c2ufh1l1qxsef9x,T. Verheydt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404893,8,61,1,0,26,e8hiwrw6ocxm5iht6sp7jiv19,0,32.2,62.4,2023-04-16T10:17:57.666Z,2023-04-16T11:13:20Z,4194430493,56,Back,,,,,,,,,,,,,,,,,,,,,,9knokmhy9zckjq0gv7txx9zsa,D. Klas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404823,10,1,1,0,28,1fttb31hnskynpku8qd09yhm8,1,49.2,80,2023-04-16T10:18:00.159Z,2023-04-16T10:18:02Z,4194430197,212,17.9,4194430193,140,32.2,4194430199,213,3.2,4194430195,141,78.1,4194430191,56,Back,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404845,11,1,1,0,31,1fttb31hnskynpku8qd09yhm8,1,32.2,78.1,2023-04-16T10:18:02.544Z,2023-04-16T10:18:05Z,4194430307,212,17.2,4194430301,56,Back,4194430305,141,52.8,4194430303,140,31.8,4194430309,213,4.7,,,,,,,,,,cx3fqj7odbuc6i0kppcie4jmy,J. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404867,12,1,1,0,33,1fttb31hnskynpku8qd09yhm8,1,31.2,49.6,2023-04-16T10:18:05.088Z,2023-04-16T10:18:07Z,4194430385,56,Back,4194430391,212,27.5,4194430387,140,39.2,4194430389,141,11.1,4194430393,213,5.0,,,,,,,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534404897,13,1,1,0,35,1fttb31hnskynpku8qd09yhm8,1,39.2,11.1,2023-04-16T10:18:07.327Z,2023-04-16T10:18:11Z,4194430507,213,0.1,4194430505,212,23.4,4194430501,140,61.4,4194430499,56,Right,4194430503,141,14.0,,,,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
