id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2456355163,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-09-05T17:26:23.517Z,2022-09-05T17:59:16Z,3760845869,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760845857,30,"7j7stqaomy8pnmzangrsyfahh, c3dzl73x1uypbb71x5dwf98iy, cjuzhcgsj4mwwr4evn823hivp, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, 6gzpefxqcz2v4z95bnecilfpx, dsgea9ruo8blm2ppu19y1vod0, 70qjuubp69zw3d3p0hvunmi8l, 1amx0jc0ey5w1z9g3f3nb9t2i, 1tmihr54maqj0h7785cg9ez56, 7kntrrc80dcadt8umvqf6qfe2, f5pgdha5h37xytbk1zq8q710, di46dv5smxql2bg7cw4a06wkq, 9pqchkq64o53knk75ruq5g3x1, 37gw14qso08iq31lr2gerhb84, 1id5av4i7p6tmhf1vuigvlmvo, 7plnzzirl3q10vucy37p7b6ui, dgrs9km0fikc46xchm02hbdka, 27lnkbiy8l5008e6792mp4qy2, 1evsz02au0pu4a1tmzn5s27hm",3760845865,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760845859,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3760919743,197,1696,3760845861,59,"1, 12, 28, 14, 21, 6, 10, 8, 9, 22, 20, 7, 3, 4, 5, 13, 18, 19, 23, 25, 31",3760845863,130,17,3760845867,194,8zsx2ykxkcusmsvbj8bsjk445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456355777,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-09-05T17:27:35.730Z,2022-09-05T18:15:52Z,3760849349,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3760849351,59,"1, 2, 5, 8, 3, 4, 6, 10, 9, 7, 11, 20, 19, 17, 16, 21, 12, 15, 18, 14, 22",3760849355,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760849353,130,4,3760849357,194,19wuvqpmewphgvsfzi4yjl756,3760849359,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3760849347,30,"b7owk879trwk2tu8ud574xq3u, 30uqa3kfm23ickjssfhmwgdm1, b4vrfh7z9qt9e5gdpkajrqolw, cs49ec8y6cubrlo5nmu3j3jtg, b1h2eiqxic31ioxbs1zjd709g, 7s2zxbtepa7dgr8yl0s48afpw, cwu5itv65s8p6zsalk3np4ic, 19wuvqpmewphgvsfzi4yjl756, 8o2iv0qhfft5pgzm75ckuo0es, 8i6cjao5lwxzaomilei61kbxm, a3pwwwba6td400zwqjpbf6pnu, 280wxf8wp6bjwgjwt9fy03nmy, 4oyjji4wqmuu3uia6htj0q1hw, 685wka5xc8na423mirotcu238, 7ug3a0z74dj7qlq4jbtn1kutw, wuh8s4gfo9ro3nel3rormg44, b8k8uynw043b6q9xm0lfzszmy, 4nchc9z4464uhu3vveo0p73f8, 9bgq1tfyfzc3wg9pfr8q510k4, 9nrajqcpld6bcowgarf1zr0iy, 2wgv0uye88734itwltg3oajo4",3760919829,197,8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368255,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2022-09-05T18:01:56.812Z,2022-09-05T18:01:59Z,3760922677,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368245,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-09-05T18:01:56.812Z,2022-09-05T18:01:56Z,3760922637,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368279,3,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,49.8,49.8,2022-09-05T18:01:56.912Z,2022-09-05T18:50:15Z,3760922793,212,22.4,3760922797,279,S,3760922791,141,53.5,3760922789,140,28.6,3760922795,213,3.0,3760922787,56,Back,,,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368305,4,1,1,0,5,z9phg19papi9f5fd6qxzr836,1,28.2,57.1,2022-09-05T18:02:02.459Z,2022-09-05T18:02:06Z,3760922935,213,5.9,3760922931,141,27.1,3760922937,1,,3760922933,212,51.7,3760922929,140,73.4,3760922927,56,Center,3760922925,155,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368309,5,44,1,0,7,z9phg19papi9f5fd6qxzr836,1,73.8,30.2,2022-09-05T18:02:04.320Z,2022-09-05T18:51:10Z,3760922963,56,Center,3760922979,233,3,3760922965,286,,,,,,,,,,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368291,3,44,1,0,7,1wyg1tunyt7go9tnjea1hjqxb,0,26.2,69.8,2022-09-05T18:02:04.321Z,2022-09-05T18:02:07Z,3760922995,233,5,3760922877,56,Back,3760922879,285,,,,,,,,,,,,,,,,,7s2zxbtepa7dgr8yl0s48afpw,F. Stam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456368319,6,1,1,0,8,z9phg19papi9f5fd6qxzr836,0,73.4,27.1,2022-09-05T18:02:05.298Z,2022-09-05T18:51:50Z,3760923021,141,37.9,3760923017,56,Center,3760923025,213,1.4,3760923019,140,74.4,3760923023,212,7.4,3760923015,3,,,,,,,,70qjuubp69zw3d3p0hvunmi8l,S. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456395307,457,1,1,0,10,z9phg19papi9f5fd6qxzr836,0,60.3,27.1,2022-09-05T18:02:06.812Z,2022-09-05T18:51:46Z,3761074041,212,21.0,3761074039,141,29.8,3761074035,56,Center,3761074043,213,0.1,3761074037,140,80.2,3761074033,3,,,,,,,,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
