id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2496920991,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-01-13T18:10:57.384Z,2023-01-13T18:58:21Z,3975505919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3975505917,30,"2psxvq4l1g9fzgt00cfks96fp, 2pzdedlktluxyj6sq2cd19e51, 5517jd2zp30rsts1hwz6p71uc, cyquj9h6hjwbyp0b68b149qfo, zihddqvp0sjni8stcio8bgmh, 2rlckdzkm4d6dsqwutkvhm95h, 63ox7kqo9rl36cvk4joqh9soa, 48wvdjjo0z1j2bac42n9t5jv9, 8im7pgnph2au11blma5pewe09, 6qjbfua7nynaxrs5t8tygedp1, 2gfp8pe55n7oa0mcu5ygi54a, 3hax3hy9n2wyp1ovvhd6zdk6i, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 3mcj3wypzq3lno1ehc0vif1sl, 8hjakiipmhtwr07v6h0d414gl, 9rzd3uofuq9ck2n5ihs576z56, eeqfmegqle5fnzo42wkiq0wes, 1icurh5jrnw1e6jdgqxjnhdnu",3975505925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3975505927,194,2psxvq4l1g9fzgt00cfks96fp,3975505929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975505921,59,"1, 2, 17, 6, 3, 4, 25, 8, 9, 11, 7, 5, 14, 15, 18, 20, 23, 24, 30",3975561515,197,2844,3975505923,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496923085,1,34,16,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-01-13T18:23:24.648Z,2023-01-13T19:03:59Z,3975561551,197,10654,3975519647,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3975519645,130,12,3975519649,194,6nd0ifv6ljza9nauxcpejqzft,3975519639,30,"8jml2tgzk1am30cy4gkgx0wd1, bdb33nwcpd2jufn9ggtl7gvzd, cg6es3riwivh8kbgtmi72q0ut, d5g7rl9a83vu3cyyzvu5yveqy, 4mhahoh3a6rir882ug9hdb5nu, 9urh0cy0a8ni61fuxmiqosnis, 3xza88l7s8dlki9kleqwz2puy, c066582sb3qfs7c0472rw371m, 6nd0ifv6ljza9nauxcpejqzft, 2an4s7uuqa9a6sl7vutznc7o5, 4nkd85hpwiiqtieuslhcrc2ga, 89plvrt8pzppcclh4axvii0ru, 4j9ug0ng9dhx6xwhdwx6fafx0, ekur9x1kzp8wq0lwfwev0b0bu, 36u3tovqdi3885wk3139wczfu, 41es2x265ddlzqjqa6wb9vey2, emaf4mjxn2255qlcn1pcxn36x, f48jetdaq8dttcdo11mugaxnt, 8gkh6rsfo2tsrsiirv05bm1yi",3975519651,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3975519643,59,"1, 2, 22, 3, 24, 23, 18, 28, 10, 9, 32, 6, 8, 11, 12, 14, 19, 27, 36",3975519641,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931207,2,32,1,0,0,59t7flioj4w4mpwnrwbm0m8ck,1,0,0,2023-01-13T19:01:05.028Z,2023-01-13T19:01:06Z,3975563697,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931195,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-01-13T19:01:05.028Z,2023-01-13T19:01:05Z,3975563659,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931215,3,1,1,0,0,b94pf87be9ojdgnrs5mst80un,1,50,50,2023-01-13T19:01:05.128Z,2023-01-13T19:01:08Z,3975563741,140,30.0,3975563739,56,Back,3975563743,141,45.8,3975563749,279,S,3975563745,212,21.2,3975563747,213,3.3,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931225,4,1,1,0,2,b94pf87be9ojdgnrs5mst80un,1,30,45.8,2023-01-13T19:01:07.961Z,2023-01-13T19:01:10Z,3975563793,213,4.7,3975563785,56,Back,3975563787,140,29.1,3975563791,212,25.5,3975563789,141,8.3,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931237,5,1,1,0,5,b94pf87be9ojdgnrs5mst80un,1,29.1,8.3,2023-01-13T19:01:10.168Z,2023-01-13T19:01:13Z,3975563833,56,Back,3975563841,213,2.2,3975563837,141,26.8,3975563835,140,20.8,3975563839,212,15.3,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931255,6,1,1,0,7,b94pf87be9ojdgnrs5mst80un,1,20.3,30.4,2023-01-13T19:01:13.001Z,2023-01-13T19:01:15Z,3975563919,140,20.1,3975563917,56,Back,3975563925,213,1.6,3975563921,141,67.8,3975563923,212,25.4,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931269,7,1,1,0,10,b94pf87be9ojdgnrs5mst80un,1,20.9,68.4,2023-01-13T19:01:15.849Z,2023-01-13T19:01:18Z,3975563997,213,4.6,3975563995,212,20.7,3975563993,141,38.2,3975563991,140,18.3,3975563989,56,Back,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496931281,8,1,1,0,13,b94pf87be9ojdgnrs5mst80un,1,18.3,35.8,2023-01-13T19:01:18.585Z,2023-01-13T19:01:21Z,3975564049,56,Back,3975564051,140,26.3,3975564057,213,5.1,3975564055,212,21.6,3975564053,141,6.5,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
