id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,assist,qualifier/17/id,qualifier/17/qualifierId
2490339407,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-12-11T12:46:43.129Z,2022-12-11T13:34:33Z,3940682885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940682889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940682881,130,13,3940682877,59,"1, 99, 32, 28, 3, 33, 27, 17, 9, 22, 25, 2, 10, 12, 14, 20, 19, 23, 31, 45, 77",3940799953,197,17870,3940682887,194,eu901b75l2ly5p48jdw6kwmad,3940682873,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3940682871,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, coxuin3vr6nkynlvcsvzphjl6, bitv8dp51g02iyf6o3elxnoix, eu901b75l2ly5p48jdw6kwmad, 7hsyytjjg6zw5knvav9xybbh1, 1r67co8q0ktlqe5209xm6sxec, e0mrzdikm67yw88563zgovb6y, db32f79l8p19q2g45g885t7xm, 5f8ajd8cgyvmmdzr0lzi1gtii, c3j7ddqg0yzporam6gieibgiy, d4z4gdds9hajylsy2hh5b78q, ar47jfq139xyic4pvdhefduga, 2v12tmspdosmwic2h6itfz0x6, b0yxbu9af1b0jc1odpwzvd7je, dej8tywq0npvbm25sfgtqur1m, 6mn57wdtnexqlumwsg8qyil90, 8o2hk1hy097osczjijmq4bsh5, byfk0abaxu0ha7w01vpmreb1m, 3v2grfhuisr456ibcvqjfx4yy, 6plxmzzrxmkhogrob8fdeunkl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490340815,1,34,16,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-12-11T12:49:42.813Z,2022-12-11T13:31:30Z,3940690657,30,"cf70r39m2wgbijtw0co5t6yfp, 8eribncmewk65x40tn7pvqymt, 3yq9brnhlfinrzrfbzcv99nmd, 85rm5s7x9di62hw3l31y5w8o9, abgzge9xy445z8rdwa2mcapqt, 969cpy2geokwer9gjapk7zj3e, 5curv1gquatwkxsin86fghvkk, 440ry78r7c0ntspgph192c0r9, 11sxalz1nikiipmp7bxvz33rp, cglskkkycbja9rjybhui9hdrd, ds0hd4ezvb5rw6l95rhbxtq1g, 92mkw4rtoho0gkf3wr19c9iad, 62ft9dfhds3wn0dv650d4gkph, 78t5clx87mnpzn7c5ynoa37x1, 7flz5rsy2e31gbd8udiqg14gl, 3y7w3ngh3kby9mehxe5q7glpl, 1chxk7d4i11x2f16igblexgyc, 96j7klvrblmkwsprx0wk81b10, es1ohgwfiwq5f9mx2887zul90, g16sstb2lz1ru2hsba2ml6ju, vp0ugvtvnm7d72lyd3gsixhw, cipmd3k2nfv0ddic0l8go14gl, 7dj1tr37jtrr32cyw6r1dukus",3940690683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940690673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940690679,194,440ry78r7c0ntspgph192c0r9,3940690669,130,8,3940798827,197,2124,3940690661,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3940690665,59,"1, 27, 28, 8, 22, 20, 14, 10, 9, 24, 33, 3, 4, 5, 6, 7, 16, 18, 31, 32, 34, 35, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360641,2,32,1,0,0,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-12-11T13:33:19.003Z,2022-12-11T13:33:20Z,3940801811,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360623,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-12-11T13:33:19.003Z,2022-12-11T13:33:19Z,3940801737,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360651,3,1,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,50.1,50,2022-12-11T13:33:19.103Z,2022-12-11T15:35:47Z,3940801859,56,Back,3940801873,279,S,3940801865,141,48.2,3940801871,213,3.4,3940801861,140,46.4,3940801869,212,4.1,,,,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360665,4,1,1,0,1,dvmw7d6jb38qvv7e6ziwu0vyr,1,46.4,48.2,2022-12-11T13:33:20.878Z,2022-12-11T13:33:22Z,3940801935,141,50.9,3940801937,212,10.1,3940801931,56,Back,3940801939,213,3.0,3940801933,140,36.9,,,,,,,,,,db32f79l8p19q2g45g885t7xm,L. Diaby-Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360687,5,1,1,0,3,dvmw7d6jb38qvv7e6ziwu0vyr,1,37.1,52.2,2022-12-11T13:33:22.444Z,2022-12-11T13:33:25Z,3940802047,56,Back,3940802051,141,47.2,3940802055,213,3.5,3940802049,140,27.7,3940802053,212,10.4,,,,,,,,,,e0mrzdikm67yw88563zgovb6y,B. De Keersmaecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360709,6,1,1,0,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,26.6,49.4,2022-12-11T13:33:25.187Z,2022-12-11T14:31:11Z,3940802183,212,20.7,3940802177,141,79.4,3940802167,56,Back,3940802173,140,23.5,3940802187,213,1.7,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360717,7,1,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,0,21.7,83.2,2022-12-11T13:33:27.170Z,2022-12-11T14:31:14Z,3940802219,141,85.1,3940802215,56,Back,3940802223,213,0.5,3940802221,212,2.8,3940802293,236,,3940802217,140,24.1,3940802295,233,3,3940802299,286,,bitv8dp51g02iyf6o3elxnoix,J. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490360729,3,74,1,0,8,xcevba75jfkrg4s6tl89zl3y,1,74.6,17.7,2022-12-11T13:33:27.171Z,2022-12-11T13:56:16Z,3940802315,233,7,3940802265,56,Right,3940802267,285,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
