id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2460575413,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-09-16T17:10:16.963Z,2022-09-16T18:37:36Z,3783329923,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783329927,130,13,3783453621,197,2671,3783329925,59,"1, 33, 7, 5, 4, 3, 8, 23, 22, 25, 20, 2, 9, 12, 21, 19, 27, 28, 31, 32, 45, 99",3783329921,30,"3oduk9niyqml47z7wramkxhw5, 7hsyytjjg6zw5knvav9xybbh1, bnkzwpd607re6s01oa77wcodm, ak5exy1iztbo0mqloqdwiag6i, 9e70uun80bdi4hedu45mo5vxl, eu901b75l2ly5p48jdw6kwmad, 3j368501ogr8mt2jdb7mby8h6, 8o2hk1hy097osczjijmq4bsh5, 5f8ajd8cgyvmmdzr0lzi1gtii, c3j7ddqg0yzporam6gieibgiy, dej8tywq0npvbm25sfgtqur1m, d4z4gdds9hajylsy2hh5b78q, db32f79l8p19q2g45g885t7xm, 2v12tmspdosmwic2h6itfz0x6, 47wgrchutkdy62665jc79dy0a, 6mn57wdtnexqlumwsg8qyil90, 1r67co8q0ktlqe5209xm6sxec, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 97p6b1r72br3soq4k7fpjnrl6",3783329929,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783329931,194,eu901b75l2ly5p48jdw6kwmad,3783329933,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460577543,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-09-16T17:14:06.396Z,2022-09-16T18:01:02Z,3783341059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783341055,59,"21, 44, 5, 10, 13, 4, 14, 6, 9, 29, 7, 1, 3, 8, 11, 15, 17, 20, 23, 27, 26, 31, 36",3783453875,197,536,3783341051,30,"1ljgis575ujto4361ed15w0r9, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, 7to5mb4x91kjhbd9tb0nqz74l, 8r6dkzf3yjnvlz4go6xct0kid, 8tepha2kd43sp9jtafxuf209h, 7797kpi7lkhc9dasfxuv9h7f9, 49xsd6e4oyjrhtwsdbdm4rj84, c9shc6t28oroqthopifjvg9ux, bgzkdepav40x6focwuaf9qxre, bzsoq42nf6sgdh9oe64n7rnfu, cul6phe87idi5dn1hsfywxhwp, 7f7zwd6c14rr59u9al3naenkl, 4qj88r9cjfbu05ly92vfhpi39, btm3mtkmwofz1dgcdsew1kmp5, 3apsq2r6q8lzdat7sy5h6tmqy, 49vbyk5qvhihphrqfnmmz8woa, c9pmoa9m23jh5emy6w4olm3xm, 1s50ua48peo4wd0o7unmps06h, 2wuprdfbbn9mo0paqr5tm7bop, 3epda2hg43s8uxvf9xno74d4a, 2ngb4008t58dvor5qnh1nj6ga, 6eccwl9cpgmq7pp6d90lbi6wa",3783341061,194,8r6dkzf3yjnvlz4go6xct0kid,3783341063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783341053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3783341057,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599769,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2022-09-16T18:02:46.331Z,2022-11-04T10:18:26Z,3783459835,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599759,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2022-09-16T18:02:46.331Z,2022-09-16T18:02:46Z,3783459787,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599831,3,1,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,49.9,49.5,2022-09-16T18:02:46.431Z,2022-10-31T17:05:16Z,3783460161,141,53.2,3783460165,213,3.0,3783460163,212,26.5,3783460157,56,Back,3783460167,279,S,3783460159,140,24.8,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599893,4,1,1,0,4,7rmv5ns2rj7bn4otpkur0mx0x,0,29.7,58.1,2022-09-16T18:02:50.344Z,2022-09-16T18:02:56Z,3783460545,212,50.7,3783460533,155,,3783460535,56,Center,3783460547,213,5.8,3783460543,141,24.7,3783460539,140,72.9,3783460549,1,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599899,3,44,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,28,77.9,2022-09-16T18:02:54.465Z,2022-09-16T18:04:42Z,3783460565,56,Back,3783460627,233,5,3783460569,285,,,,,,,,,,,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599905,5,44,1,0,8,7rmv5ns2rj7bn4otpkur0mx0x,0,72,22.1,2022-09-16T18:02:54.466Z,2022-09-16T18:55:08Z,3783460585,286,,3783460655,233,3,3783460583,56,Center,,,,,,,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460599919,4,1,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,0,33.3,76.5,2022-09-16T18:02:54.832Z,2022-10-31T17:06:11Z,3783460639,56,Back,3783460643,141,85.3,3783460647,213,0.5,3783460645,212,13.6,3783460637,3,,3783460641,140,44.9,,,,,,,8o2hk1hy097osczjijmq4bsh5,K. Oostenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600009,6,1,1,0,12,7rmv5ns2rj7bn4otpkur0mx0x,1,52,12.6,2022-09-16T18:02:58.472Z,2022-10-31T17:06:26Z,3783461187,140,11.5,3783461185,56,Back,3783461193,213,3.0,3783461189,141,22.3,3783461195,1,,3783461191,212,43.0,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600035,7,1,1,0,18,7rmv5ns2rj7bn4otpkur0mx0x,1,11.7,26.8,2022-09-16T18:03:05.081Z,2022-10-31T17:08:15Z,3783461327,141,56.1,3783461323,56,Back,3783461325,140,19.1,3783461329,212,21.4,3783461331,213,1.2,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600069,8,1,1,0,20,7rmv5ns2rj7bn4otpkur0mx0x,1,22.7,66.8,2022-09-16T18:03:06.936Z,2022-09-16T18:03:10Z,3783461563,141,88.5,3783461567,213,1.0,3783461565,212,17.5,3783461561,140,31.6,3783461559,56,Back,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600117,9,1,1,0,23,7rmv5ns2rj7bn4otpkur0mx0x,1,33.4,91.4,2022-09-16T18:03:09.928Z,2022-09-16T18:03:13Z,3783461791,212,21.0,3783461785,56,Back,3783461787,140,14.1,3783461793,213,3.4,3783461789,141,83.1,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600177,10,1,1,0,26,7rmv5ns2rj7bn4otpkur0mx0x,1,10,82.6,2022-09-16T18:03:13.096Z,2022-10-31T17:08:15Z,3783462085,141,53.8,3783462081,56,Back,3783462089,213,4.4,3783462083,140,4.3,3783462087,212,20.5,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460600197,11,1,1,0,29,7rmv5ns2rj7bn4otpkur0mx0x,1,4.3,47.6,2022-09-16T18:03:16.088Z,2022-10-31T17:08:16Z,3783462209,212,12.9,3783462207,141,40.6,3783462203,56,Back,3783462211,213,5.9,3783462205,140,15.7,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
