id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2508724109,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-17T18:19:32.227Z,2023-02-17T19:04:49Z,4037563483,30,"dmsmbn9a1qucwf100o3v77nbp, armxucjqaulvwfxyufovg3je1, e8si4ph9te020gpicg3k2k3u2, f2snk84xy67ergwrwoblgt2ad, afdwdm1rkz1ir3c0tukfh3jhm, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, sbxnlkg50itbqkpuh8wnwk45, dqey55v1t24jngquk81aii8lw, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, akfbttkeqfd8pzhe93ra674kp, 4dk7h575fifmw2lhslevhmhux, 8loz5cz4zynb8plfusi3ewd79, bmbzc4jvazdiuddsbnceyauei, arrbpgnwbguhyumc8c1u4jsut, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, azt0ll196snbxy38eqw7mtln9, 49zitlyt01houmqy6hk04x36y",4037631425,197,486,4037563493,194,ip62fljz9ng6sil4krcq8dm1,4037563491,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037563485,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037563495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037563489,130,8,4037563487,59,"1, 19, 12, 17, 6, 21, 11, 15, 9, 10, 29, 2, 4, 5, 7, 8, 18, 22, 23, 26, 28, 33, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508724651,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-02-17T18:21:38.280Z,2023-02-17T18:59:21Z,4037566637,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 88csh50wwpanzfdvu7ia3x1ih, 1l34qvjvar8qec3kbrg4rew2d, bw7s1zgz97p8szhn4shwkx2w9, 5i0e7e59vav8ynqzt7qrvitt6, 9najgqcaamqj0qtiicuq9hey, 9hz7j1p4f0d2hxyz2bdkbyk0l, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, eqkwzp959s8q71lwaoygv9eui, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, 39f4hnokkp81ucrkx5bo5sjdg, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",4037566639,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037566649,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037566641,59,"1, 13, 25, 4, 10, 6, 11, 8, 7, 9, 16, 3, 14, 18, 20, 21, 22, 24, 27, 36, 42, 44",4037566647,194,1l34qvjvar8qec3kbrg4rew2d,4037566645,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037631431,197,8723,4037566643,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737687,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-02-17T19:01:14.915Z,2023-02-17T19:01:17Z,4037634007,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737685,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-17T19:01:14.915Z,2023-02-17T19:01:15Z,4037634005,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737707,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,49.9,50.1,2023-02-17T19:01:15.015Z,2023-02-17T19:49:17Z,4037634105,140,25.3,4037634111,213,3.3,4037634109,212,26.1,4037634107,141,44.5,4037634113,279,S,4037634103,56,Back,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737759,4,1,1,0,3,dac758ef858jbq7pcb3gfwite,0,27.2,46.3,2023-02-17T19:01:18.662Z,2023-02-17T19:01:24Z,4037634325,213,5.8,4037634321,141,9.7,4037634327,1,,4037634315,155,,4037634319,140,76.5,4037634317,56,Right,4037634323,212,57.4,,,,afdwdm1rkz1ir3c0tukfh3jhm,S. Cestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737755,3,44,1,0,8,bk5ltsueqmeng29eovd8m2tml,1,26.4,87.4,2023-02-17T19:01:23.065Z,2023-02-17T19:01:24Z,4037634369,233,5,4037634303,56,Back,4037634305,285,,,,,,,,,,,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737763,5,44,1,0,8,dac758ef858jbq7pcb3gfwite,0,73.6,12.6,2023-02-17T19:01:23.066Z,2023-02-17T19:01:25Z,4037634347,56,Right,4037634349,286,,4037634429,233,3,,,,,,,,,,,,,,,,etwawuknprhxhmjk1tyq38e6t,N. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737777,4,1,1,0,8,bk5ltsueqmeng29eovd8m2tml,1,29.3,84.5,2023-02-17T19:01:23.321Z,2023-02-17T19:02:17Z,4037634409,140,44.4,4037634407,56,Back,4037634411,141,94.4,4037634415,213,0.4,4037634405,3,,4037634413,212,17.2,,,,,,,7isjog4r71ahzypnhq3ki9xp1,E. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508737813,5,50,1,0,11,bk5ltsueqmeng29eovd8m2tml,1,44.6,93.7,2023-02-17T19:01:26.909Z,2023-02-17T19:01:28Z,4037634683,233,6,4037634593,286,,4037634591,56,Back,,,,,,,,,,,,,,,,9najgqcaamqj0qtiicuq9hey,R. Meerveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
