id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2511549713,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-02-24T18:11:58.298Z,2023-02-24T19:02:04Z,4052444893,30,"8l31bne12p5cp51o46h92zjrp, 88vryegnhss2q5xz8aoj2phey, 3h8gqv4l0lrls9day28t1sw0k, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, m10ml783dkbr4i0fpb06cm3t, a49duk4f5m5zmyvwht0ikal05, c78t1bgro2lh7gvw8rwi6p239, 7o8auo4uu5mzh7f4a44ucdf8q, 2pva2d9if0phol0efqnur68a2, dhit8k74wcmlin09vs2nk8m7e, dltjumosk5kv9xw8yju2e1hqs, f5am20z0q4vgcu9434o9wy904, 46oot98163lb6atyes4j0mup5, 4j7mtyvi7jg9e4ontiyt9vwbu, 5t2yht2zjn4g7otqpaer3ia22, blu3rrhzier5ivp5p9u78448a, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, ajt9gf8zqsc3m6z4kof5m99ii, da3d2iu2j4yb7q1ag063mu44q",4052444903,194,c78t1bgro2lh7gvw8rwi6p239,4052444901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052444897,59,"1, 16, 50, 24, 4, 3, 21, 12, 9, 19, 10, 8, 37, 28, 5, 7, 11, 17, 18, 20, 25, 27",4052444895,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052444899,130,12,4052564955,197,18412,4052444905,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511553053,1,34,16,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-24T18:18:40.508Z,2023-02-24T19:00:39Z,4052463389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052463377,30,"dmsmbn9a1qucwf100o3v77nbp, 4dk7h575fifmw2lhslevhmhux, e8si4ph9te020gpicg3k2k3u2, f2snk84xy67ergwrwoblgt2ad, afdwdm1rkz1ir3c0tukfh3jhm, ip62fljz9ng6sil4krcq8dm1, etwawuknprhxhmjk1tyq38e6t, sbxnlkg50itbqkpuh8wnwk45, dqey55v1t24jngquk81aii8lw, bzf3k4wvqvx1tl1mx960wjv85, 6p6sdikmka45csxfw0i0q0l3p, 1o51op6w576yo6t585wkwistm, akfbttkeqfd8pzhe93ra674kp, 8loz5cz4zynb8plfusi3ewd79, bmbzc4jvazdiuddsbnceyauei, g0s22zvneqmryewunetlsbje, arrbpgnwbguhyumc8c1u4jsut, 5r73kuy4vdv1epvmzrhb6nskq, 1jeb7li66vn913oub7t7l7x79, we5jzu2ad4z3wxaerwe6sdex, awokzor2tv5ro47ea34at1gx5, azt0ll196snbxy38eqw7mtln9, 49zitlyt01houmqy6hk04x36y",4052560481,197,486,4052463383,130,8,4052463387,194,ip62fljz9ng6sil4krcq8dm1,4052463381,59,"1, 5, 12, 17, 6, 21, 11, 15, 9, 10, 29, 2, 4, 7, 8, 14, 18, 22, 23, 26, 28, 33, 39",4052463379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052463385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572515,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2023-02-24T19:03:18.213Z,2023-02-24T19:03:19Z,4052570069,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572497,2,32,1,0,0,dac758ef858jbq7pcb3gfwite,1,0,0,2023-02-24T19:03:18.213Z,2023-02-24T19:03:18Z,4052569997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572555,3,1,1,0,0,dac758ef858jbq7pcb3gfwite,1,50.1,50,2023-02-24T19:03:18.313Z,2023-02-24T19:03:22Z,4052570299,212,21.8,4052570287,56,Back,4052570289,140,29.4,4052570307,279,S,4052570303,213,3.2,4052570295,141,48.8,,,,,,,f2snk84xy67ergwrwoblgt2ad,T. Bruns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572593,4,1,1,0,4,dac758ef858jbq7pcb3gfwite,0,34,51.6,2023-02-24T19:03:22.642Z,2023-02-24T19:03:27Z,4052570499,140,69.7,4052570505,213,5.9,4052570501,141,28.8,4052570497,56,Center,4052570507,1,,4052570503,212,40.6,4052570495,155,,,,,ip62fljz9ng6sil4krcq8dm1,J. Hoogma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572699,4,44,1,0,8,zjawy6qdzk3y69v5pa3zl2cb,1,29.2,74.2,2023-02-24T19:03:26.849Z,2023-02-24T19:07:55Z,4052570989,285,,4052570987,56,Back,4052571009,233,5,,,,,,,,,,,,,,,,3h8gqv4l0lrls9day28t1sw0k,J. Turfkruier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572595,5,44,1,0,8,dac758ef858jbq7pcb3gfwite,0,70.8,25.8,2023-02-24T19:03:26.850Z,2023-02-24T19:03:34Z,4052570513,56,Center,4052570515,286,,4052571075,233,4,,,,,,,,,,,,,,,,sbxnlkg50itbqkpuh8wnwk45,L. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572653,6,1,1,0,10,dac758ef858jbq7pcb3gfwite,0,68.7,42.1,2023-02-24T19:03:28.658Z,2023-02-24T19:03:31Z,4052570739,56,Center,4052570741,140,67.1,4052570745,212,14.2,4052570743,141,21.3,4052570747,213,4.6,,,,,,,,,,dqey55v1t24jngquk81aii8lw,A. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511572627,3,44,1,0,10,zjawy6qdzk3y69v5pa3zl2cb,1,28.4,73,2023-02-24T19:03:28.923Z,2023-02-24T19:03:42Z,4052571593,233,7,4052570637,285,,4052570635,56,Back,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
