id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2454498573,5,1,1,0,10,cv5ftekuejf0ryxvd5h2my47r,1,23.3,83.3,2022-09-02T18:03:02.823Z,2022-09-02T18:03:06Z,3750979815,56,Back,3750979819,141,60.2,3750979823,213,3.8,3750979821,212,25.1,3750979817,140,4.6,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498673,6,1,1,0,13,cv5ftekuejf0ryxvd5h2my47r,1,8.6,56.7,2022-09-02T18:03:05.928Z,2022-09-02T18:03:13Z,3750980271,212,20.8,3750980267,140,15.5,3750980273,213,5.1,3750980269,141,28.0,3750980265,56,Back,,,,,,,,,,dhb6r3msmmayy7v0b1gb40445,L. Zima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498713,7,1,1,0,20,cv5ftekuejf0ryxvd5h2my47r,1,27,28.5,2022-09-02T18:03:12.903Z,2022-09-02T18:03:15Z,3750980441,213,1.6,3750980439,212,26.0,3750980433,56,Back,3750980437,141,66.7,3750980435,140,26.6,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498741,8,1,1,0,22,cv5ftekuejf0ryxvd5h2my47r,1,26.6,66.7,2022-09-02T18:03:15.232Z,2022-09-02T18:03:17Z,3750980579,141,92.7,3750980575,56,Back,3750980577,140,33.3,3750980581,212,19.0,3750980583,213,1.2,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498827,9,1,1,0,24,cv5ftekuejf0ryxvd5h2my47r,1,41,88.4,2022-09-02T18:03:17.103Z,2022-09-02T18:03:22Z,3750981039,213,5.9,3750981035,141,73.5,3750981037,212,29.5,3750981031,56,Center,3750981033,140,67.4,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498829,10,4,1,0,29,cv5ftekuejf0ryxvd5h2my47r,1,60.4,70,2022-09-02T18:03:22.163Z,2022-09-02T18:03:35Z,3750981141,233,7,3750981957,294,,3750981045,56,Center,3750981047,152,,3750981043,13,,3750981051,286,,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498837,7,4,1,0,29,ch82doz9w9t1sw9ae3a4ffh0j,0,39.6,30,2022-09-02T18:03:22.164Z,2022-09-02T18:51:18Z,3750981083,56,Back,3750981081,294,,3750981085,152,,3750981215,233,10,3750981079,13,,3750981089,285,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498877,11,1,1,0,31,cv5ftekuejf0ryxvd5h2my47r,1,57,63.6,2022-09-02T18:03:24.163Z,2022-09-02T18:03:26Z,3750981301,140,33.6,3750981303,141,47.8,3750981297,152,,3750981295,5,,3750981305,212,26.8,3750981309,213,3.6,3750981299,56,Back,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498901,12,1,1,0,34,cv5ftekuejf0ryxvd5h2my47r,1,34.1,47.6,2022-09-02T18:03:26.423Z,2022-09-02T18:03:43Z,3750981385,213,5.3,3750981379,140,43.3,3750981383,212,17.6,3750981381,141,25.9,3750981377,56,Back,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498963,13,1,1,0,35,cv5ftekuejf0ryxvd5h2my47r,0,43.3,25.9,2022-09-02T18:03:27.943Z,2022-09-02T18:03:46Z,3750981727,212,60.3,3750981723,141,23.9,3750981731,1,,3750981719,140,100.0,3750981713,155,,3750981729,213,6.3,3750981715,56,Center,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498955,8,56,1,0,39,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-09-02T18:03:31.558Z,2022-09-02T18:03:31Z,3750981689,56,Back,,,,,,,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498965,9,5,1,0,40,ch82doz9w9t1sw9ae3a4ffh0j,1,-0.7,76.5,2022-09-02T18:03:32.337Z,2022-09-02T19:01:56Z,3750981733,56,Back,3750981787,233,14,3750981735,346,,,,,,,,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454498969,14,5,1,0,40,cv5ftekuejf0ryxvd5h2my47r,0,100.7,23.5,2022-09-02T18:03:32.337Z,2022-09-02T18:03:33Z,3750981795,233,9,3750981749,346,,3750981747,56,Center,,,,,,,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499203,10,1,1,0,51,ch82doz9w9t1sw9ae3a4ffh0j,1,5.6,49.6,2022-09-02T18:03:43.638Z,2022-09-02T18:03:48Z,3750983019,140,15.5,3750983029,237,,3750983025,213,0.3,3750983015,124,,3750983017,56,Back,3750983021,141,53.9,3750983023,212,10.8,,,,c1krps0yssh477m8umrruiqjt,F. de Keijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499247,11,1,1,0,55,ch82doz9w9t1sw9ae3a4ffh0j,1,18.8,53.9,2022-09-02T18:03:48.182Z,2022-09-02T18:03:50Z,3750983175,213,1.9,3750983169,140,14.9,3750983173,212,14.5,3750983167,56,Back,3750983171,141,74.4,,,,,,,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499279,12,1,1,0,58,ch82doz9w9t1sw9ae3a4ffh0j,1,15.4,69.4,2022-09-02T18:03:50.855Z,2022-09-02T18:03:53Z,3750983329,56,Back,3750983335,212,16.9,3750983333,141,44.9,3750983337,213,4.5,3750983331,140,12.5,,,,,,,,,,1kuswan9lk455u02x1ff389re,C. Mamengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499309,13,1,1,1,1,ch82doz9w9t1sw9ae3a4ffh0j,0,12.8,41.5,2022-09-02T18:03:53.480Z,2022-09-02T18:03:56Z,3750983461,56,Center,3750983467,212,49.5,3750983471,1,,3750983463,140,58.5,3750983459,155,,3750983465,141,23.9,3750983469,213,6.0,,,,c6i4usq34m3389rtbqptahrai,R. Meissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499361,15,1,1,1,5,cv5ftekuejf0ryxvd5h2my47r,0,44.1,71.8,2022-09-02T18:03:57.893Z,2022-09-02T18:04:00Z,3750983757,212,24.1,3750983753,140,67.0,3750983745,3,,3750983755,141,70.5,3750983759,213,6.2,3750983749,56,Center,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499371,14,1,1,1,6,ch82doz9w9t1sw9ae3a4ffh0j,0,37.6,27.6,2022-09-02T18:03:58.710Z,2022-09-02T18:04:00Z,3750983785,140,44.4,3750983789,212,21.0,3750983791,213,5.1,3750983783,56,Back,3750983787,141,0.0,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499377,15,5,1,1,8,ch82doz9w9t1sw9ae3a4ffh0j,0,42.8,-1.5,2022-09-02T18:04:00.501Z,2022-09-02T18:04:08Z,3750984521,233,16,3750983823,347,,3750983821,56,Back,,,,,,,,,,,,,,,,ed5sclhs7op7a2mdvetub4dwq,Y. Ikeshita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499523,16,5,1,1,8,cv5ftekuejf0ryxvd5h2my47r,1,57.2,101.5,2022-09-02T18:04:00.501Z,2022-09-02T19:01:56Z,3750984483,347,,3750984481,56,Left,3750984493,233,15,,,,,,,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499559,17,1,1,1,15,cv5ftekuejf0ryxvd5h2my47r,1,62.3,100,2022-09-02T18:04:07.973Z,2022-09-02T18:04:10Z,3750984697,140,77.4,3750984701,212,16.2,3750984703,213,6.1,3750984693,107,,3750984699,141,96.5,3750984695,56,Left,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499571,18,1,1,1,17,cv5ftekuejf0ryxvd5h2my47r,1,77.4,96.5,2022-09-02T18:04:10.272Z,2022-09-02T18:04:11Z,3750984789,141,94.5,3750984787,140,66.5,3750984793,213,3.3,3750984791,212,11.5,3750984785,56,Left,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499601,19,1,1,1,19,cv5ftekuejf0ryxvd5h2my47r,1,66.5,94.5,2022-09-02T18:04:11.393Z,2022-09-02T18:04:13Z,3750984941,140,64.1,3750984947,213,4.3,3750984943,141,85.4,3750984945,212,6.7,3750984939,56,Left,,,,,,,,,,alimpjocr7xtxu21sumg3b2l1,S. Braken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499649,20,1,1,1,21,cv5ftekuejf0ryxvd5h2my47r,1,64.1,85.4,2022-09-02T18:04:13.683Z,2022-09-02T18:04:16Z,3750985209,213,3.3,3750985203,140,56.2,3750985201,56,Left,3750985207,212,8.4,3750985199,3,,3750985205,141,83.9,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499653,21,61,1,1,24,cv5ftekuejf0ryxvd5h2my47r,0,56.2,83.9,2022-09-02T18:04:16.407Z,2022-09-02T19:04:30Z,3750985217,56,Left,,,,,,,,,,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499661,16,49,1,1,24,ch82doz9w9t1sw9ae3a4ffh0j,1,34.4,13.5,2022-09-02T18:04:17.239Z,2022-09-02T18:04:17Z,,,,,,,,,,,,,,,,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499755,17,1,1,1,25,ch82doz9w9t1sw9ae3a4ffh0j,1,34.4,13.5,2022-09-02T18:04:17.414Z,2022-09-02T18:04:23Z,3750985651,140,36.6,3750985657,213,1.3,3750985653,141,27.6,3750985655,212,9.9,3750985649,56,Back,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499869,18,1,1,1,30,ch82doz9w9t1sw9ae3a4ffh0j,1,39.3,81.8,2022-09-02T18:04:22.950Z,2022-09-02T18:04:32Z,3750986235,1,,3750986225,56,Left,3750986233,213,0.3,3750986227,140,72.2,3750986231,212,35.9,3750986229,141,96.3,,,,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499833,22,45,1,1,37,cv5ftekuejf0ryxvd5h2my47r,0,26.4,3.4,2022-09-02T18:04:29.318Z,2022-09-02T18:05:59Z,3750986043,56,Back,3750986045,285,,3750992261,233,29,,,,,,,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500967,29,3,1,1,37,ch82doz9w9t1sw9ae3a4ffh0j,1,73.6,96.6,2022-09-02T18:04:29.318Z,2022-09-02T18:05:59Z,3750992235,286,,3750992241,233,22,3750992233,56,Left,,,,,,,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499887,19,1,1,1,39,ch82doz9w9t1sw9ae3a4ffh0j,0,99.6,79.7,2022-09-02T18:04:31.974Z,2022-09-02T18:04:33Z,3750986311,56,Center,3750986317,212,17.4,3750986313,140,94.5,3750986319,213,4.4,3750986315,141,55.4,,,,,,,,,,ealh7n21gctxxw5ol3l3yxzze,Y. Leliendal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499897,23,8,1,1,41,cv5ftekuejf0ryxvd5h2my47r,1,2.2,45.1,2022-09-02T18:04:33.687Z,2022-09-02T18:04:33Z,3750986349,56,Back,,,,,,,,,,,,,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454499967,20,1,1,1,44,ch82doz9w9t1sw9ae3a4ffh0j,0,93,78.4,2022-09-02T18:04:37.111Z,2022-09-02T18:04:38Z,3750986759,213,4.7,3750986755,141,34.0,3750986749,155,,3750986757,212,30.2,3750986751,56,Center,3750986747,2,,3750986753,140,92.7,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500001,24,12,1,1,47,cv5ftekuejf0ryxvd5h2my47r,1,4.4,59.7,2022-09-02T18:04:39.313Z,2022-09-02T18:04:41Z,3750986969,15,,3750986939,56,Back,3750986945,212,23.9,3750986941,140,7.9,3750986947,213,1.4,3750986943,141,94.5,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500063,21,1,1,1,51,ch82doz9w9t1sw9ae3a4ffh0j,1,88.6,0.7,2022-09-02T18:04:43.942Z,2022-09-02T18:04:45Z,3750987265,213,3.1,3750987259,140,68.3,3750987257,56,Right,3750987263,212,21.4,3750987261,141,3.2,,,,,,,,,,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500073,22,1,1,1,53,ch82doz9w9t1sw9ae3a4ffh0j,1,68.3,3.2,2022-09-02T18:04:45.430Z,2022-09-02T18:04:46Z,3750987331,212,11.2,3750987321,140,73.2,3750987317,56,Right,3750987333,213,1.1,3750987327,141,17.9,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500155,23,1,1,1,54,ch82doz9w9t1sw9ae3a4ffh0j,1,73.2,17.9,2022-09-02T18:04:46.358Z,2022-09-02T18:04:51Z,3750987751,141,17.4,3750987753,212,15.3,3750987747,56,Right,3750987755,213,6.3,3750987749,140,87.8,,,,,,,,,,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500177,25,50,1,1,58,ch82doz9w9t1sw9ae3a4ffh0j,1,85.8,18.8,2022-09-02T18:04:50.726Z,2022-09-02T18:04:53Z,3750987935,233,25,3750987897,286,,3750987895,56,Right,,,,,,,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500167,25,7,1,1,58,cv5ftekuejf0ryxvd5h2my47r,0,14.2,81.2,2022-09-02T18:04:50.727Z,2022-09-02T18:04:53Z,3750987849,285,,3750987845,56,Back,3750987927,233,25,,,,,,,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500161,24,61,1,1,59,ch82doz9w9t1sw9ae3a4ffh0j,1,88.4,17.4,2022-09-02T18:04:51.774Z,2022-09-02T18:04:52Z,3750987783,56,Right,,,,,,,,,,,,,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500203,26,5,1,1,59,cv5ftekuejf0ryxvd5h2my47r,1,-0.8,79.1,2022-09-02T18:04:51.830Z,2022-09-02T19:01:56Z,3750988031,346,,3750988071,233,26,3750988029,56,Back,,,,,,,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500189,26,5,1,1,59,ch82doz9w9t1sw9ae3a4ffh0j,0,100.8,20.9,2022-09-02T18:04:51.830Z,2022-09-02T18:05:04Z,3750987957,346,,3750987955,56,Right,3750988669,233,26,,,,,,,,,,,,,,,,cvobl9pqqtj7hrgtu28grvdre,J. Eersteling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500321,27,1,1,2,10,cv5ftekuejf0ryxvd5h2my47r,1,5,63,2022-09-02T18:05:02.887Z,2022-09-02T19:03:51Z,3750988735,212,50.1,3750988727,124,,3750988733,141,4.9,3750988737,213,5.4,3750988731,140,34.4,3751252921,189,,3750988729,56,Back,3750988739,1,,dhb6r3msmmayy7v0b1gb40445,L. Zima,3750988743,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500335,28,1,1,2,12,cv5ftekuejf0ryxvd5h2my47r,1,34.4,4.9,2022-09-02T18:05:05.072Z,2022-09-02T18:05:06Z,3750988815,141,31.5,3750988817,212,20.0,3750988811,56,Back,3750988813,140,26.3,3750988819,213,2.0,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500391,29,1,1,2,14,cv5ftekuejf0ryxvd5h2my47r,1,28.7,34.2,2022-09-02T18:05:06.772Z,2022-09-02T18:05:10Z,3750989085,141,92.6,3750989083,140,30.5,3750989091,1,,3750989081,56,Back,3750989087,212,39.8,3750989089,213,1.5,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500427,30,1,1,2,17,cv5ftekuejf0ryxvd5h2my47r,1,30.5,92.6,2022-09-02T18:05:10.002Z,2022-09-02T18:05:13Z,3750989323,213,0.2,3750989317,140,40.2,3750989321,212,10.4,3750989315,56,Back,3750989319,141,96.0,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500439,31,1,1,2,21,cv5ftekuejf0ryxvd5h2my47r,1,40.2,96,2022-09-02T18:05:13.671Z,2022-09-02T18:05:14Z,3750989397,140,30.3,3750989401,212,12.2,3750989399,141,86.5,3750989395,56,Back,3750989403,213,3.7,,,,,,,,,,3jyb1qtjsf7li8zunui2qpq3u,T. Verheijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454500459,32,1,1,2,22,cv5ftekuejf0ryxvd5h2my47r,1,30.3,86.5,2022-09-02T18:05:14.742Z,2022-09-02T18:05:16Z,3750989531,212,18.4,3750989527,140,23.8,3750989533,213,4.3,3750989525,56,Back,3750989529,141,61.4,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
