id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/10/value,assist,qualifier/16/value
2517904165,1,34,16,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-03-10T18:32:09.549Z,2023-03-10T19:02:47Z,4086173475,197,2848,4086078367,194,1jn9jog8ou8uxnmypneksizxm,4086078359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4086078363,130,8,4086078361,59,"1, 2, 21, 18, 15, 4, 17, 19, 14, 22, 7, 27, 30, 3, 6, 11, 16, 23, 24, 28, 39, 26",4086078365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086078369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086078357,30,"alzgg0nxnnex3nkzr6lgmt1ey, dcdvet7azx1a59xm2ke7qi2cq, 5ffbqf6o50173uqvaefnce4gk, bquqyyfz4lj0xrerbhbtj1jze, 7cetznpb0tnu6kdz7bvm8gyxh, 1jn9jog8ou8uxnmypneksizxm, f1as17wqpj44gihtvw936lofd, 8uw9w30592omb8acpnssgdlh, 6k6qt155b79yf36833pamwbxm, 1g9raiu2poutpdgjq7dmk4oru, 6dpxvfpnaua6y4gevop02qc8a, 5dppoogob8jwl8n3884uqm4iy, 93qm711l519orc2jhlywfk19m, cexuwvet4xiruf1jitkjjp7qi, au91rqig6uyyi1zdmlxydk38q, b61yiz3lait78xmlbyzr2vd62, 4z8o35izc3gx6i2bt4mcs1fjd, 5chl0qcvbbkd0yeogurw1fz6x, 9nrajqcpld6bcowgarf1zr0iy, 1mroid71v9bwpx0iaospei9gq, b950jt347chmq9whlkgl6fxpm, dzehnxim5noolef8c7j4d8a5m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517904683,1,34,16,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-03-10T18:33:08.891Z,2023-03-10T19:00:20Z,4086174041,197,16592,4086081283,130,8,4086081275,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4086081291,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086081285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086081271,30,"a8fr8gzw2n7gyl4kb58xjtknp, b1zeqxuwoyzx1eukf18ptdgq, 8z4wdv767cv7ddqgrkz5txsrt, b4a2wu8fdbrh5sirpv34hoewa, 5dxleurgfe6483pe7qvyc00es, 1hpmrfb0mbmevf9edj0o0bv56, 4nz928h6p0nl8p161dxg55pn8, 7c58hgy3g9gntpuqf5w5hpvu2, b1yxo0olp9c2ufh1l1qxsef9x, eybrr6zz7x6d1ftc7u4vphn85, 12y6tmd1yr04c0ed2klslpwb9, 9knokmhy9zckjq0gv7txx9zsa, cp732f8tqz91xeahijtd35rd, bdpso3uk915bg1tr1d7s0p7je, 5l4fkm9a0pvfi9qiy6gipf71m, 7a1f6wedz8jtcvn58d5pomm8k, 7fhe8ij85yc4gz6v3zuq62l05, axhjtqfa2xxud2tdle8zfxrkl, dineetneurorxpx1yv0v8tega, 17oeipaq6y7pvs42fpx9oy9uy, 9l5hp0tmizix8z6h5b5vqvhm1",4086081279,59,"39, 5, 4, 17, 2, 45, 7, 30, 9, 35, 26, 6, 8, 10, 11, 14, 21, 23, 24, 28, 34",4086081289,194,8z4wdv767cv7ddqgrkz5txsrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923447,2,32,1,0,0,e8hiwrw6ocxm5iht6sp7jiv19,1,0,0,2023-03-10T19:01:52.145Z,2023-03-10T19:01:54Z,4086178381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923417,2,32,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-03-10T19:01:52.145Z,2023-03-10T19:01:52Z,4086178227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923463,3,1,1,0,0,dnzj0iv5qtaemm9kthh9pos8q,1,49.9,50.3,2023-03-10T19:01:52.245Z,2023-03-10T19:01:56Z,4086178471,141,69.8,4086178475,212,28.5,4086178481,213,2.7,4086178485,279,S,4086178467,56,Back,4086178469,140,25.9,,,,,,,6k6qt155b79yf36833pamwbxm,K. Tejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923487,4,1,1,0,3,dnzj0iv5qtaemm9kthh9pos8q,1,25.9,69.8,2023-03-10T19:01:55.892Z,2023-03-10T19:01:57Z,4086178605,56,Back,4086178609,141,31.6,4086178613,213,4.6,4086178611,212,26.0,4086178607,140,24.3,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923497,5,1,1,0,5,dnzj0iv5qtaemm9kthh9pos8q,1,24.3,31.6,2023-03-10T19:01:57.796Z,2023-03-10T19:01:59Z,4086178649,140,25.1,4086178653,212,25.0,4086178651,141,68.4,4086178655,213,1.5,4086178647,56,Back,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923511,6,1,1,0,7,dnzj0iv5qtaemm9kthh9pos8q,1,25.1,68.4,2023-03-10T19:01:59.621Z,2023-03-10T19:02:01Z,4086178753,140,22.9,4086178757,212,26.8,4086178751,56,Back,4086178755,141,29.1,4086178759,213,4.6,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923531,7,1,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,1,23.4,28.7,2023-03-10T19:02:01.637Z,2023-03-10T19:02:05Z,4086178925,141,60.7,4086178921,56,Back,4086178923,140,23.3,4086178929,213,1.6,4086178927,212,21.8,,,,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517923581,8,1,1,0,13,dnzj0iv5qtaemm9kthh9pos8q,1,25.1,60,2023-03-10T19:02:05.332Z,2023-03-10T19:02:09Z,4086179109,140,24.8,4086179113,212,20.3,4086179115,213,4.7,4086179111,141,30.2,4086179107,56,Back,,,,,,,,,,1jn9jog8ou8uxnmypneksizxm,R. van Eijma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
