id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2504311783,1,34,16,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-02-05T10:32:46.407Z,2023-02-05T11:12:06Z,4014317013,30,"1ljgis575ujto4361ed15w0r9, dsi2wezhn07auutl4wzckh6uh, ma3my4q4wln06xyl1z3v9fmy, 7to5mb4x91kjhbd9tb0nqz74l, 8r6dkzf3yjnvlz4go6xct0kid, c9pmoa9m23jh5emy6w4olm3xm, 3epda2hg43s8uxvf9xno74d4a, 49xsd6e4oyjrhtwsdbdm4rj84, c9shc6t28oroqthopifjvg9ux, 2yivr64anye4c0p62m16l78yc, bzsoq42nf6sgdh9oe64n7rnfu, 85rm5s7x9di62hw3l31y5w8o9, cul6phe87idi5dn1hsfywxhwp, 7f7zwd6c14rr59u9al3naenkl, 8tepha2kd43sp9jtafxuf209h, 4qj88r9cjfbu05ly92vfhpi39, btm3mtkmwofz1dgcdsew1kmp5, 7797kpi7lkhc9dasfxuv9h7f9, 3apsq2r6q8lzdat7sy5h6tmqy, 49vbyk5qvhihphrqfnmmz8woa, 3of6006vsu0udxkyhw65ga0pg, bgzkdepav40x6focwuaf9qxre, 6eccwl9cpgmq7pp6d90lbi6wa",4014317017,59,"21, 44, 5, 10, 13, 20, 26, 6, 9, 25, 7, 16, 1, 3, 4, 8, 11, 14, 15, 17, 18, 29, 36",4014317021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014317023,194,8r6dkzf3yjnvlz4go6xct0kid,4014317015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014369813,197,536,4014317019,130,7,4014317025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504312825,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-02-05T10:36:40.757Z,2023-02-05T11:16:36Z,4014322335,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, gmu8p51rp6bjzs0bss5jupzo, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 54bf7p613bf3n0gefid4tt0r8, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, 3usiruyhxf6p9lkiz5qeytze2, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 50ecz4x9j0zfudh34l7f2ecr8, 88m6s6m8ep0p3fropim4ttcoa, bk7742h8fac9g6e6wh7nnugkq",4014322337,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014322339,59,"12, 6, 5, 11, 2, 4, 7, 8, 10, 16, 14, 23, 1, 3, 9, 15, 17, 22, 24, 28, 30, 31, 32",4014379067,197,4032,4014322345,194,7d9x6ojih9obktxl3fnrjskk4,4014322341,130,8,4014322343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014322347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325217,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-02-05T11:19:08.565Z,2023-02-05T11:19:11Z,4014384667,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325215,2,32,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-02-05T11:19:08.565Z,2023-02-05T11:19:08Z,4014384645,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325229,3,1,1,0,0,7rmv5ns2rj7bn4otpkur0mx0x,1,49.9,50,2023-02-05T11:19:08.665Z,2023-02-05T11:19:11Z,4014384739,56,Back,4014384753,279,S,4014384741,140,33.6,4014384743,141,61.1,4014384747,212,18.7,4014384749,213,2.7,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325243,4,1,1,0,2,7rmv5ns2rj7bn4otpkur0mx0x,1,33.6,61.1,2023-02-05T11:19:11.330Z,2023-02-05T12:09:03Z,4014384803,212,8.8,4014384805,213,4.7,4014384797,56,Back,4014384799,140,33.4,4014384801,141,48.2,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325263,5,1,1,0,4,7rmv5ns2rj7bn4otpkur0mx0x,1,33.4,48.2,2023-02-05T11:19:12.883Z,2023-02-05T11:19:15Z,4014384939,155,,4014384951,1,,4014384947,212,38.7,4014384943,140,69.8,4014384941,56,Center,4014384949,213,0.2,4014384945,141,57.3,,,,7to5mb4x91kjhbd9tb0nqz74l,T. Bijleveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325267,6,1,1,0,6,7rmv5ns2rj7bn4otpkur0mx0x,0,69.8,57.3,2023-02-05T11:19:14.699Z,2023-02-05T12:17:31Z,4014384971,140,81.2,4014384973,141,59.4,4014384967,168,,4014384977,213,0.1,4014384975,212,12.1,4014384965,3,,4014384969,56,Center,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325277,3,1,1,0,6,bqm1bnp1bh2apyudlz1o1whr3,1,23.5,48.8,2023-02-05T11:19:15.495Z,2023-02-05T11:19:17Z,4014385011,56,Back,4014385015,141,24.9,4014385017,212,16.4,4014385013,140,25.4,4014385007,3,,4014385021,213,4.8,,,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325279,4,49,1,0,9,bqm1bnp1bh2apyudlz1o1whr3,1,25.4,24.9,2023-02-05T11:19:17.797Z,2023-02-05T11:19:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325289,5,1,1,0,9,bqm1bnp1bh2apyudlz1o1whr3,0,25.4,24.9,2023-02-05T11:19:18.293Z,2023-02-05T11:19:19Z,4014385089,213,0.6,4014385079,157,,4014385085,141,52.1,4014385091,1,,4014385087,212,31.2,4014385083,140,49.3,4014385081,56,Back,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325301,7,49,1,0,11,7rmv5ns2rj7bn4otpkur0mx0x,1,49.1,46.6,2023-02-05T11:19:20.547Z,2023-02-05T11:19:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325329,8,1,1,0,12,7rmv5ns2rj7bn4otpkur0mx0x,1,49.4,47.5,2023-02-05T11:19:21.122Z,2023-02-05T11:19:24Z,4014385291,56,Left,4014385295,141,91.5,4014385299,213,1.4,4014385297,212,30.4,4014385293,140,54.5,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325343,9,1,1,0,15,7rmv5ns2rj7bn4otpkur0mx0x,1,56.4,92,2023-02-05T11:19:24.066Z,2023-02-05T11:19:25Z,4014385375,140,72.4,4014385379,212,16.8,4014385381,213,0.1,4014385377,141,93.6,4014385373,56,Left,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325365,10,1,1,0,16,7rmv5ns2rj7bn4otpkur0mx0x,1,72.4,93.6,2023-02-05T11:19:25.442Z,2023-02-05T11:19:29Z,4014385527,212,9.1,4014385523,140,64.1,4014385521,56,Left,4014385529,213,3.4,4014385525,141,89.7,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325369,11,61,1,0,17,7rmv5ns2rj7bn4otpkur0mx0x,0,65.9,91.2,2023-02-05T11:19:26.202Z,2023-02-05T12:18:40Z,4014385545,56,Left,,,,,,,,,,,,,,,,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325387,7,1,1,0,18,bqm1bnp1bh2apyudlz1o1whr3,0,19.2,6.7,2023-02-05T11:19:27.157Z,2023-02-05T12:18:41Z,4014385641,56,Back,4014385645,141,13.1,4014385649,213,0.5,4014385647,212,8.8,4014385643,140,26.5,,,,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325363,6,49,1,0,20,bqm1bnp1bh2apyudlz1o1whr3,1,19.2,6.7,2023-02-05T11:19:28.949Z,2023-02-05T11:19:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325395,12,49,1,0,23,7rmv5ns2rj7bn4otpkur0mx0x,1,67.8,87.5,2023-02-05T11:19:31.731Z,2023-02-05T11:19:31Z,,,,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325461,13,1,1,0,23,7rmv5ns2rj7bn4otpkur0mx0x,1,67.8,87.5,2023-02-05T11:19:31.891Z,2023-02-05T11:19:39Z,4014386171,213,6.2,4014386163,56,Left,4014386167,141,85.0,4014386165,140,97.0,4014386169,212,30.7,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325439,8,4,1,0,27,bqm1bnp1bh2apyudlz1o1whr3,1,7.5,17.6,2023-02-05T11:19:35.749Z,2023-02-05T11:19:40Z,4014386015,152,,4014386013,56,Back,4014386017,265,,4014386011,13,,4014386021,285,,4014386213,233,14,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325463,14,4,1,0,27,7rmv5ns2rj7bn4otpkur0mx0x,0,92.5,82.4,2023-02-05T11:19:35.750Z,2023-02-05T11:19:40Z,4014386175,13,,4014386245,233,8,4014386179,152,,4014386181,265,,4014386183,286,,4014386177,56,Left,,,,,,,c9shc6t28oroqthopifjvg9ux,D. Vente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325761,9,1,1,1,7,bqm1bnp1bh2apyudlz1o1whr3,1,14.3,23.3,2023-02-05T11:20:15.814Z,2023-02-05T11:20:21Z,4014387875,140,59.0,4014387879,212,47.1,4014387869,157,,4014387871,152,,4014387881,213,0.1,4014387883,1,,4014387873,56,Center,4014387877,141,28.8,rgspixypiwxuenf1yaukrrop,R. Matthys,4014387867,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325763,10,1,1,1,13,bqm1bnp1bh2apyudlz1o1whr3,0,59,28.8,2023-02-05T11:20:21.606Z,2023-02-05T11:20:22Z,4014387905,212,5.3,4014387899,56,Center,4014387895,3,,4014387897,168,,4014387901,140,64.0,4014387903,141,30.0,4014387907,213,0.2,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325765,15,61,1,1,13,7rmv5ns2rj7bn4otpkur0mx0x,1,32.2,74.4,2023-02-05T11:20:22.234Z,2023-02-05T11:20:22Z,4014387909,56,Back,,,,,,,,,,,,,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325789,16,1,1,1,15,7rmv5ns2rj7bn4otpkur0mx0x,1,27.3,87.2,2023-02-05T11:20:23.605Z,2023-02-05T11:20:26Z,4014388049,3,,4014388055,141,71.1,4014388059,213,5.4,4014388051,56,Back,4014388057,212,14.4,4014388053,140,36.2,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325773,11,43,1,1,15,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-02-05T11:20:24.230Z,2023-02-05T11:20:29Z,4014388169,144,49,,,,,,,,,,,,,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325791,17,49,1,1,17,7rmv5ns2rj7bn4otpkur0mx0x,1,36.2,71.1,2023-02-05T11:20:25.877Z,2023-02-05T11:20:26Z,,,,,,,,,,,,,,,,,,,,,,,,,7to5mb4x91kjhbd9tb0nqz74l,T. Bijleveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325827,18,1,1,1,17,7rmv5ns2rj7bn4otpkur0mx0x,1,36.2,71.1,2023-02-05T11:20:26.054Z,2023-02-05T11:20:31Z,4014388253,141,39.1,4014388257,213,4.8,4014388251,140,38.8,4014388255,212,21.9,4014388249,56,Back,,,,,,,,,,7to5mb4x91kjhbd9tb0nqz74l,T. Bijleveld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325831,19,1,1,1,18,7rmv5ns2rj7bn4otpkur0mx0x,0,38.6,44.5,2023-02-05T11:20:26.589Z,2023-02-05T12:17:20Z,4014388283,141,67.5,4014388287,212,42.1,4014388277,155,,4014388279,56,Center,4014388281,140,75.8,4014388291,213,0.4,4014388293,1,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325797,12,1,1,1,19,bqm1bnp1bh2apyudlz1o1whr3,0,58.9,27.9,2023-02-05T11:20:27.567Z,2023-02-05T12:17:21Z,4014388077,140,60.3,4014388079,141,51.3,4014388083,213,1.5,4014388081,212,16.0,4014388075,56,Center,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504325847,13,1,1,1,23,bqm1bnp1bh2apyudlz1o1whr3,1,29.9,24.1,2023-02-05T11:20:31.591Z,2023-02-05T11:20:33Z,4014388351,212,22.4,4014388353,213,2.6,4014388345,56,Back,4014388349,141,41.3,4014388347,140,11.7,4014388343,3,,,,,,,,3y42dpjrp17dr2gzktbrmudbd,C. Essers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
