id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/16/value
2443885955,480,6,1,42,46,6lzy9iiqoysvtdsgx719fng9n,1,91.2,40.3,2022-08-08T18:44:54.289Z,2022-08-08T19:58:54Z,3694516361,233,294,3694516281,73,,3694516279,56,Center,,,,,,,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886071,481,1,1,43,18,6lzy9iiqoysvtdsgx719fng9n,0,99.5,99.5,2022-08-08T18:45:26.261Z,2022-08-08T18:45:29Z,3694516967,140,96.1,3694516969,141,49.0,3694516963,223,,3694516973,213,4.6,3694516971,212,34.5,3694516961,155,,3694516975,1,,3694516965,56,Center,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,,3694516957,2,,3694516959,6,3694517001,233,295,,,,,,,,,,,,,,,,,,,,,,,
2443886077,295,53,1,43,20,zjawy6qdzk3y69v5pa3zl2cb,1,4.9,51.2,2022-08-08T18:45:28.628Z,2022-08-08T18:45:51Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886085,296,43,1,43,22,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-08T18:45:30.356Z,2022-08-08T19:58:23Z,3694517049,56,Back,3694637735,144,61,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886097,482,15,1,43,22,6lzy9iiqoysvtdsgx719fng9n,1,93.9,48.8,2022-08-08T18:45:30.579Z,2022-08-08T19:58:16Z,3694519029,25,,3694519293,230,93.8,3694519031,72,,3694637529,233,646,3694519035,82,,3694519275,76,,3694517097,56,Center,3694523735,214,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,3694519285,458,,3694519277,102,3694517095,17,,3694519289,146,3694519283,328,3694519291,147,3694519279,103,19,3694519287,100,,3694519295,231,,,,,95.4,,49.6,52.3,52.2
2443907613,646,10,1,43,23,zjawy6qdzk3y69v5pa3zl2cb,1,5.2,49.6,2022-08-08T18:45:30.679Z,2022-08-08T19:58:19Z,3694637611,233,482,3694637481,56,Back,3694637479,94,,,,,,,,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886151,483,1,1,43,32,6lzy9iiqoysvtdsgx719fng9n,1,94.1,26.4,2022-08-08T18:45:40.434Z,2022-08-08T18:48:24Z,3694517395,212,17.0,3694522283,154,,3694517397,213,1.7,3694517393,141,51.3,3694522281,210,15,3694517389,56,Center,3694517391,140,92.5,3694517385,2,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,3694517387,155,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2443886157,484,44,1,43,35,6lzy9iiqoysvtdsgx719fng9n,1,92.2,50.9,2022-08-08T18:45:42.898Z,2022-08-08T18:45:44Z,3694517417,56,Center,3694517419,286,,3694517449,233,297,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886153,297,44,1,43,35,zjawy6qdzk3y69v5pa3zl2cb,0,7.8,49.1,2022-08-08T18:45:42.899Z,2022-08-08T18:45:44Z,3694517455,233,484,3694517401,56,Back,3694517403,285,,,,,,,,,,,,,,,,,476jyuzjm08o0d5g3t4nh1cyd,M. Apau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886161,485,15,1,43,35,6lzy9iiqoysvtdsgx719fng9n,1,92.5,51.3,2022-08-08T18:45:43.492Z,2022-08-08T18:48:24Z,3694522301,29,,3694517439,56,Center,3694522323,103,13.9,3694522327,147,50.2,3694522311,55,483,3694521955,328,,3694522319,102,50.0,3694522297,25,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,3694522299,78,,3694521951,15,3694517435,17,,3694522325,146,3694521957,233,3694522305,154,,,,,,,,,,,,,99.8,299,,,
2443886181,299,10,1,43,35,zjawy6qdzk3y69v5pa3zl2cb,1,3.8,50.2,2022-08-08T18:45:43.592Z,2022-08-08T18:48:13Z,3694517551,56,Back,3694521961,233,485,3694517545,177,,3694517547,178,,3694517549,182,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886177,298,52,1,43,36,zjawy6qdzk3y69v5pa3zl2cb,1,3.8,50.2,2022-08-08T18:45:44.557Z,2022-08-08T18:45:46Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886279,300,1,1,43,53,zjawy6qdzk3y69v5pa3zl2cb,1,3.8,50.2,2022-08-08T18:46:01.171Z,2022-08-08T18:47:21Z,3694518061,213,0.0,3694518059,212,66.9,3694518053,56,Center,3694518055,140,67.5,3694518057,141,54.0,3694518051,199,,3694518063,1,,3694520381,189,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886287,301,44,1,43,56,zjawy6qdzk3y69v5pa3zl2cb,1,68.8,53.4,2022-08-08T18:46:03.747Z,2022-08-08T18:46:12Z,3694518089,286,,3694518087,56,Center,3694518303,233,486,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886319,486,44,1,43,56,6lzy9iiqoysvtdsgx719fng9n,0,31.2,46.6,2022-08-08T18:46:03.748Z,2022-08-08T18:46:12Z,3694518207,285,,3694518205,56,Back,3694518307,233,301,,,,,,,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886293,302,61,1,43,56,zjawy6qdzk3y69v5pa3zl2cb,0,67.5,54.1,2022-08-08T18:46:04.099Z,2022-08-08T18:46:04Z,3694518099,56,Center,,,,,,,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886325,303,1,1,43,59,zjawy6qdzk3y69v5pa3zl2cb,1,51.7,71.4,2022-08-08T18:46:06.691Z,2022-08-08T18:46:10Z,3694518245,56,Left,3694518253,213,0.7,3694518247,140,66.6,3694518251,212,20.2,3694518249,141,90.3,,,,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886323,487,43,1,44,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T18:46:08.644Z,2022-08-08T18:46:12Z,3694518221,141,38.5,3694518215,3,0,3694518325,144,1,3694518217,56,Back,3694518219,140,43.6,3694518223,212,15.5,3694518225,213,5.9,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886339,304,1,1,44,2,zjawy6qdzk3y69v5pa3zl2cb,0,57.7,83,2022-08-08T18:46:09.907Z,2022-08-08T20:07:23Z,3694518349,213,5.4,3694518343,140,82.3,3694518345,141,39.5,3694518347,212,39.3,3694518341,56,Center,3694518339,155,,3694518351,1,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886375,488,12,1,44,7,6lzy9iiqoysvtdsgx719fng9n,1,15.8,58.4,2022-08-08T18:46:15.267Z,2022-08-08T18:46:20Z,3694518557,213,6.2,3694518555,212,20.2,3694518549,56,Back,3694518553,141,56.4,3694518551,140,35.0,,,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886355,305,1,1,44,7,zjawy6qdzk3y69v5pa3zl2cb,1,73.9,42.9,2022-08-08T18:46:15.363Z,2022-08-08T20:07:27Z,3694518425,3,,3694518427,56,Center,3694518435,213,4.9,3694518433,212,4.4,3694518429,140,74.7,3694518431,141,36.5,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886359,306,1,1,44,8,zjawy6qdzk3y69v5pa3zl2cb,1,74.7,33.6,2022-08-08T18:46:16.626Z,2022-08-08T18:46:18Z,3694518457,140,85.8,3694518455,56,Right,3694518463,213,5.4,3694518459,141,12.9,3694518461,212,18.3,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886373,307,1,1,44,10,zjawy6qdzk3y69v5pa3zl2cb,0,86,12.7,2022-08-08T18:46:18.211Z,2022-08-08T18:46:20Z,3694518539,56,Center,3694518537,155,,3694518541,140,93.0,3694518535,2,,3694518545,212,21.9,3694518547,213,1.2,3694518543,141,43.1,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886391,489,12,1,44,12,6lzy9iiqoysvtdsgx719fng9n,1,7.5,54.8,2022-08-08T18:46:20.242Z,2022-08-08T18:46:21Z,3694518641,213,4.8,3694518637,141,32.5,3694518635,140,9.5,3694518639,212,15.3,3694518633,56,Back,3694518663,15,,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886405,490,49,1,44,15,6lzy9iiqoysvtdsgx719fng9n,1,9.6,30.6,2022-08-08T18:46:23.667Z,2022-08-08T18:46:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886419,491,1,1,44,16,6lzy9iiqoysvtdsgx719fng9n,1,9.7,30.1,2022-08-08T18:46:24.082Z,2022-08-08T18:46:26Z,3694518755,140,7.6,3694518757,141,22.2,3694518761,213,4.3,3694518759,212,5.8,3694518753,56,Back,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886435,492,1,1,44,18,6lzy9iiqoysvtdsgx719fng9n,1,7.6,22.2,2022-08-08T18:46:26.530Z,2022-08-08T18:46:28Z,3694518845,141,3.5,3694518847,212,14.1,3694518841,56,Back,3694518843,140,13.3,3694518849,213,5.2,,,,,,,,,,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886437,493,61,1,44,20,6lzy9iiqoysvtdsgx719fng9n,0,14.9,3.4,2022-08-08T18:46:28.578Z,2022-08-08T18:46:28Z,3694518853,56,Back,,,,,,,,,,,,,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886503,308,5,1,44,21,zjawy6qdzk3y69v5pa3zl2cb,1,82.4,101.6,2022-08-08T18:46:28.898Z,2022-08-08T18:46:44Z,3694519235,56,Left,3694519243,233,494,3694519237,347,,,,,,,,,,,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886439,494,5,1,44,21,6lzy9iiqoysvtdsgx719fng9n,0,17.6,-1.6,2022-08-08T18:46:28.898Z,2022-08-08T20:00:00Z,3694519251,233,308,3694518859,347,,3694518857,56,Back,,,,,,,,,,,,,,,,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886509,309,1,1,44,36,zjawy6qdzk3y69v5pa3zl2cb,1,80.4,100,2022-08-08T18:46:43.698Z,2022-08-08T18:46:45Z,3694519305,140,86.4,3694519307,141,85.8,3694519311,213,5.2,3694519301,107,,3694519303,56,Left,3694519309,212,12.7,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886569,310,1,1,44,37,zjawy6qdzk3y69v5pa3zl2cb,0,86.3,85.7,2022-08-08T18:46:45.235Z,2022-08-08T20:07:51Z,3694519629,56,Left,3694519631,140,100.0,3694519633,141,96.4,3694519635,212,17.0,3694519637,213,0.4,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886531,495,56,1,44,43,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T18:46:50.866Z,2022-08-08T18:46:51Z,3694519451,56,Back,,,,,,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443888337,329,5,1,44,44,zjawy6qdzk3y69v5pa3zl2cb,0,100.5,95.8,2022-08-08T18:46:51.679Z,2022-08-08T18:53:39Z,3694529107,346,,3694529135,233,496,3694529105,56,Left,,,,,,,,,,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886535,496,5,1,44,44,6lzy9iiqoysvtdsgx719fng9n,1,-0.5,4.2,2022-08-08T18:46:51.679Z,2022-08-08T20:00:00Z,3694529117,233,329,3694519461,56,Back,3694519593,346,,,,,,,,,,,,,,,,,1x6fhuy49w4rpnyavwotbf504,T. Gooijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886607,497,1,1,44,58,6lzy9iiqoysvtdsgx719fng9n,1,5,50,2022-08-08T18:47:05.987Z,2022-08-08T18:47:07Z,3694519859,237,,3694519853,212,25.4,3694519845,124,,3694519847,56,Back,3694519855,213,1.3,3694519849,140,12.4,3694519851,141,85.6,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886619,498,1,1,44,59,6lzy9iiqoysvtdsgx719fng9n,1,12.4,85.6,2022-08-08T18:47:06.914Z,2022-08-08T18:47:09Z,3694519929,56,Back,3694519933,141,48.5,3694519935,212,26.0,3694519937,213,4.5,3694519931,140,6.6,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886659,499,1,1,45,1,6lzy9iiqoysvtdsgx719fng9n,1,6.6,48.5,2022-08-08T18:47:08.932Z,2022-08-08T18:47:14Z,3694520135,1,,3694520127,140,60.3,3694520125,56,Center,3694520129,141,62.0,3694520123,157,,3694520133,213,0.2,3694520131,212,57.1,,,,ed0pwegj0n6iwb6oa52obcsgk,S. Kremers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886665,500,44,1,45,5,6lzy9iiqoysvtdsgx719fng9n,1,63.6,59,2022-08-08T18:47:13.394Z,2022-08-08T18:47:14Z,3694520171,233,311,3694520157,286,,3694520155,56,Center,,,,,,,,,,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886653,311,44,1,45,5,zjawy6qdzk3y69v5pa3zl2cb,0,36.4,41,2022-08-08T18:47:13.395Z,2022-08-08T18:47:15Z,3694520105,285,,3694520177,233,500,3694520103,56,Back,,,,,,,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886669,501,1,1,45,6,6lzy9iiqoysvtdsgx719fng9n,0,60.3,62,2022-08-08T18:47:14.450Z,2022-08-08T18:47:15Z,3694520189,141,69.4,3694520183,168,,3694520181,3,,3694520187,140,87.7,3694520193,213,0.2,3694520185,56,Center,3694520191,212,29.2,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886673,312,52,1,45,8,zjawy6qdzk3y69v5pa3zl2cb,1,10.9,30.8,2022-08-08T18:47:16.259Z,2022-08-08T18:47:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886737,313,80,1,45,19,zjawy6qdzk3y69v5pa3zl2cb,0,12.8,47.6,2022-08-08T18:47:26.707Z,2022-08-08T18:47:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886763,314,1,1,45,20,zjawy6qdzk3y69v5pa3zl2cb,0,19.8,38.8,2022-08-08T18:47:28.323Z,2022-08-08T20:10:16Z,3694520669,157,,3694520673,56,Center,3694520679,212,57.5,3694520683,1,,3694520675,140,74.5,3694520677,141,34.1,3694520671,198,,3694520681,213,6.2,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886767,502,1,1,45,23,6lzy9iiqoysvtdsgx719fng9n,0,28.7,72.3,2022-08-08T18:47:31.235Z,2022-08-08T18:47:32Z,3694520705,141,79.9,3694520707,212,14.2,3694520703,140,41.3,3694520709,213,0.4,3694520699,3,,3694520701,56,Back,,,,,,,4gso82x236c4xe0eovfr50sfd,K. Pierie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886777,315,1,1,45,25,zjawy6qdzk3y69v5pa3zl2cb,1,60.7,31.7,2022-08-08T18:47:33.123Z,2022-08-08T18:47:34Z,3694520735,56,Center,3694520741,212,11.5,3694520737,140,70.1,3694520733,3,,3694520739,141,22.9,3694520743,213,5.7,,,,,,,88vryegnhss2q5xz8aoj2phey,J. Kruiver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886781,316,1,1,45,26,zjawy6qdzk3y69v5pa3zl2cb,1,70.1,22.9,2022-08-08T18:47:34.610Z,2022-08-08T18:47:35Z,3694520761,213,2.1,3694520753,56,Center,3694520759,212,8.9,3694520755,140,66.0,3694520757,141,34.3,,,,,,,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886793,317,1,1,45,27,zjawy6qdzk3y69v5pa3zl2cb,1,66,34.3,2022-08-08T18:47:35.379Z,2022-08-08T20:08:17Z,3694520843,213,1.5,3694520835,56,Center,3694520841,212,11.2,3694520837,140,67.0,3694520839,141,50.7,,,,,,,,,,9tmi00hx820vuwghg30jhzidx,M. Ainsalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886805,318,1,1,45,29,zjawy6qdzk3y69v5pa3zl2cb,1,67.3,52.6,2022-08-08T18:47:36.898Z,2022-08-08T20:08:20Z,3694520913,212,13.8,3694520911,141,56.0,3694520907,140,54.3,3694520915,213,3.0,3694520903,56,Center,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886809,319,3,1,45,31,zjawy6qdzk3y69v5pa3zl2cb,0,53.8,54.4,2022-08-08T18:47:39.505Z,2022-08-08T18:47:41Z,3694520935,56,Center,3694520949,233,503,3694520937,286,,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886811,503,7,1,45,31,6lzy9iiqoysvtdsgx719fng9n,0,46.2,45.6,2022-08-08T18:47:39.506Z,2022-08-08T18:47:40Z,3694520941,285,,3694520943,233,319,3694520939,56,Back,,,,,,,,,,,,,,,,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886841,320,1,1,45,35,zjawy6qdzk3y69v5pa3zl2cb,1,47.3,60.7,2022-08-08T18:47:42.786Z,2022-08-08T18:47:47Z,3694521097,56,Left,3694521101,141,91.5,3694521103,212,28.9,3694521105,213,0.8,3694521099,140,66.2,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886861,321,1,1,45,39,zjawy6qdzk3y69v5pa3zl2cb,0,66.2,89.4,2022-08-08T18:47:47.523Z,2022-08-08T18:48:24Z,3694521227,213,5.0,3694521225,212,41.2,3694521223,141,31.7,3694521229,1,,3694521219,56,Center,3694521217,155,,3694521221,140,78.1,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886873,504,44,1,45,42,6lzy9iiqoysvtdsgx719fng9n,1,21.2,70,2022-08-08T18:47:50.113Z,2022-08-08T18:47:52Z,3694521287,56,Back,3694521313,233,322,3694521289,285,,,,,,,,,,,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886867,322,44,1,45,42,zjawy6qdzk3y69v5pa3zl2cb,0,78.8,30,2022-08-08T18:47:50.114Z,2022-08-08T18:47:52Z,3694521247,56,Center,3694521327,233,504,3694521249,286,,,,,,,,,,,,,,,,,blu3rrhzier5ivp5p9u78448a,K. Blommestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886887,505,1,1,45,44,6lzy9iiqoysvtdsgx719fng9n,1,20.4,71.7,2022-08-08T18:47:51.681Z,2022-08-08T18:47:53Z,3694521343,3,,3694521349,141,81.1,3694521347,140,42.2,3694521351,212,23.8,3694521345,56,Back,3694521353,213,0.3,,,,,,,47l204bkq2qqjhtazusr0019m,Y. Baas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886889,506,49,1,45,45,6lzy9iiqoysvtdsgx719fng9n,1,42.3,78.8,2022-08-08T18:47:52.914Z,2022-08-08T18:47:53Z,,,,,,,,,,,,,,,,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886937,507,1,1,45,48,6lzy9iiqoysvtdsgx719fng9n,1,42.4,56.9,2022-08-08T18:47:56.386Z,2022-08-08T18:47:59Z,3694521575,140,54.9,3694521581,213,6.3,3694521577,141,56.4,3694521571,56,Center,3694521579,212,13.1,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886951,508,1,1,45,51,6lzy9iiqoysvtdsgx719fng9n,1,54.9,56.4,2022-08-08T18:47:59.441Z,2022-08-08T18:48:01Z,3694521669,213,4.7,3694521663,140,54.2,3694521687,156,,3694521667,212,12.0,3694521665,141,38.8,3694521661,56,Center,,,,,,,80i3boeh7f1ghu4ka7r66izje,C. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886969,509,1,1,45,55,6lzy9iiqoysvtdsgx719fng9n,1,73.3,39.7,2022-08-08T18:48:02.802Z,2022-08-08T18:48:03Z,3694521745,140,67.8,3694521747,141,38.0,3694521751,213,3.3,3694521743,56,Center,3694521749,212,5.9,,,,,,,,,,alfx6xxo38q6hmydbcr0rw67e,S. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886973,510,1,1,45,55,6lzy9iiqoysvtdsgx719fng9n,0,67.8,38,2022-08-08T18:48:03.474Z,2022-08-08T18:48:05Z,3694521777,213,0.0,3694521819,286,,3694521813,236,,3694521775,212,7.7,3694521815,233,323,3694521773,141,38.5,3694521769,56,Center,3694521771,140,75.1,2zkaf848fjcdhuii8783pkm7e,Y. Regeer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886979,323,74,1,45,55,zjawy6qdzk3y69v5pa3zl2cb,1,25.1,77.1,2022-08-08T18:48:03.475Z,2022-08-08T20:00:18Z,3694521833,233,510,3694521803,285,,3694521801,56,Back,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443886987,324,49,1,45,57,zjawy6qdzk3y69v5pa3zl2cb,1,26.8,84.2,2022-08-08T18:48:05.530Z,2022-08-08T18:48:15Z,,,,,,,,,,,,,,,,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443887001,325,1,1,45,58,zjawy6qdzk3y69v5pa3zl2cb,1,26.8,84.2,2022-08-08T18:48:05.994Z,2022-08-08T18:48:17Z,3694521899,56,Back,3694521901,140,23.0,3694521905,212,4.6,3694521907,213,3.7,3694521903,141,80.9,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443887011,326,1,1,45,59,zjawy6qdzk3y69v5pa3zl2cb,1,23,80.9,2022-08-08T18:48:06.754Z,2022-08-08T18:48:17Z,3694521983,56,Back,3694521989,212,27.9,3694521981,155,,3694521987,141,58.3,3694521991,213,5.7,3694521985,140,45.2,,,,,,,da3d2iu2j4yb7q1ag063mu44q,J. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443887081,327,30,1,46,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-08T18:48:08.011Z,2022-08-08T18:48:30Z,3694522413,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443887083,511,30,1,46,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T18:48:08.026Z,2022-08-08T18:48:34Z,3694522415,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443891265,555,18,2,45,0,6lzy9iiqoysvtdsgx719fng9n,1,0,0,2022-08-08T19:04:23.334Z,2022-08-08T19:07:09Z,3694545213,44,Midfielder,3694545237,55,556,3694545211,42,,3694545215,59,3,,,,,,,,,,,,,3z9bdfblis9tl3e1uo7e72h62,D. Warmerdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
