id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/13/value,assist
2476943891,7,1,1,0,11,b94pf87be9ojdgnrs5mst80un,0,53.6,39.2,2022-10-24T18:01:48.732Z,2022-10-24T18:49:08Z,3870253093,212,13.2,3870253085,3,,3870253087,56,Center,3870253095,213,0.9,3870253089,140,61.7,3870253091,141,54.0,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943915,8,4,1,0,16,b94pf87be9ojdgnrs5mst80un,1,64.2,71.2,2022-10-24T18:01:53.874Z,2022-10-24T18:49:55Z,3870253243,56,Center,3870253247,265,,3870253249,286,,3870253253,233,5,3870253245,152,,3870253241,13,,,,,,,,1xblfsj8ec5jp17vnhibrk2jt,G. Bosiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943899,5,4,1,0,16,2xlnfgrl6r18ftv38unwp7h4s,0,35.8,28.8,2022-10-24T18:01:53.875Z,2022-10-24T18:01:59Z,3870253145,285,,3870253139,56,Back,3870253137,13,,3870253141,152,,3870253259,233,8,3870253143,265,,,,,,,,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943963,9,1,1,0,25,b94pf87be9ojdgnrs5mst80un,1,63.7,68.4,2022-10-24T18:02:03.371Z,2022-10-24T18:02:08Z,3870253485,141,32.2,3870253481,56,Back,3870253477,5,,3870253483,140,45.4,3870253487,212,31.2,3870253479,152,,3870253489,213,4.0,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476943981,10,1,1,0,30,b94pf87be9ojdgnrs5mst80un,1,47.8,33.1,2022-10-24T18:02:08.604Z,2022-10-24T18:02:11Z,3870253575,56,Back,3870253577,140,43.2,3870253583,213,1.8,3870253579,141,62.4,3870253581,212,20.5,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944005,11,1,1,0,34,b94pf87be9ojdgnrs5mst80un,1,43.3,67.5,2022-10-24T18:02:11.660Z,2022-10-24T18:02:17Z,3870253713,212,24.4,3870253711,141,97.1,3870253709,140,56.5,3870253715,213,1.0,3870253707,56,Left,,,,,,,,,,eaaxvzqox27ea3u2j9d6gcd90,D. Dassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944023,12,1,1,0,40,b94pf87be9ojdgnrs5mst80un,1,48.7,78.2,2022-10-24T18:02:17.707Z,2022-10-24T18:02:22Z,3870253823,56,Center,3870253831,213,5.0,3870253827,141,34.3,3870253825,140,58.3,3870253829,212,31.5,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944057,6,43,1,0,43,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2022-10-24T18:02:20.804Z,2022-10-24T18:05:08Z,3870260203,144,7,3870253993,56,Back,3870253995,285,0,,,,,,,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944025,13,61,1,0,44,b94pf87be9ojdgnrs5mst80un,1,58.3,34.3,2022-10-24T18:02:22.188Z,2022-10-24T18:50:52Z,3870253835,56,Center,,,,,,,,,,,,,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944049,14,1,1,0,46,b94pf87be9ojdgnrs5mst80un,1,63.4,25,2022-10-24T18:02:24.091Z,2022-10-24T18:02:26Z,3870253935,140,78.7,3870253939,212,18.5,3870253937,141,11.4,3870253933,56,Right,3870253941,213,5.8,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944055,15,1,1,0,48,b94pf87be9ojdgnrs5mst80un,0,78.8,11.3,2022-10-24T18:02:25.917Z,2022-10-24T18:50:53Z,3870253975,2,,3870253985,141,39.7,3870253991,213,1.0,3870253979,56,Center,3870253977,155,,3870253983,140,90.6,3870253987,212,22.9,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944077,7,12,1,0,49,2xlnfgrl6r18ftv38unwp7h4s,1,10.9,63,2022-10-24T18:02:26.740Z,2022-10-24T18:02:29Z,3870254075,56,Back,3870254087,212,16.4,3870254083,141,68.1,3870254079,140,26.2,3870254089,213,0.2,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944085,16,1,1,0,50,b94pf87be9ojdgnrs5mst80un,0,72.6,29.5,2022-10-24T18:02:27.763Z,2022-10-24T18:51:19Z,3870254131,140,73.4,3870254135,212,21.0,3870254129,56,Right,3870254137,213,4.8,3870432723,155,,3870254133,141,0.0,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944095,8,5,1,0,51,2xlnfgrl6r18ftv38unwp7h4s,1,26,101.6,2022-10-24T18:02:29.636Z,2022-10-24T18:02:35Z,3870254187,56,Back,3870254189,347,,3870254191,233,17,,,,,,,,,,,,,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944089,17,5,1,0,51,b94pf87be9ojdgnrs5mst80un,0,74,-1.6,2022-10-24T18:02:29.636Z,2022-10-24T18:16:13Z,3870254195,233,8,3870254155,56,Right,3870254157,347,,,,,,,,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944097,9,1,1,0,57,2xlnfgrl6r18ftv38unwp7h4s,1,26.6,100,2022-10-24T18:02:35.268Z,2022-10-24T18:02:36Z,3870254201,107,,3870254205,140,24.9,3870254209,212,9.0,3870254211,213,4.5,3870254203,56,Back,3870254207,141,89.0,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944109,10,1,1,0,58,2xlnfgrl6r18ftv38unwp7h4s,1,24.9,89,2022-10-24T18:02:35.908Z,2022-10-24T18:02:39Z,3870254295,212,6.2,3870254291,140,26.6,3870254289,56,Back,3870254293,141,97.8,3870254297,213,1.3,,,,,,,,,,6nwn2522yescgrx57wkcxjhwq,Sávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944121,11,1,1,1,1,2xlnfgrl6r18ftv38unwp7h4s,1,22.5,96.6,2022-10-24T18:02:38.884Z,2022-10-24T18:03:46Z,3870254353,56,Back,3870254357,141,87.4,3870254359,212,11.5,3870254355,140,13.3,3870254361,213,3.7,,,,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944133,12,1,1,1,2,2xlnfgrl6r18ftv38unwp7h4s,0,13.1,87.2,2022-10-24T18:02:39.909Z,2022-10-24T18:02:42Z,3870254445,1,,3870254439,141,83.8,3870254441,212,27.4,3870254433,157,,3870254437,140,39.1,3870254443,213,6.2,3870254435,56,Back,,,,4iurx3g3hajlatv5gcxsqwm7e,D. Vos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944143,18,8,1,1,6,b94pf87be9ojdgnrs5mst80un,1,60.9,15.6,2022-10-24T18:02:44.332Z,2022-10-24T18:52:14Z,3870435127,15,,3870254493,56,Right,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944153,13,61,1,1,7,2xlnfgrl6r18ftv38unwp7h4s,0,33.2,84.5,2022-10-24T18:02:45.317Z,2022-10-24T18:03:43Z,3870254537,56,Back,,,,,,,,,,,,,,,,,,,,,,cm78w42nflwgvshpnok680mlm,F. Oppegård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944175,19,1,1,1,9,b94pf87be9ojdgnrs5mst80un,0,64.9,18.3,2022-10-24T18:02:47.004Z,2022-10-24T18:52:38Z,3870254677,56,Center,3870254683,212,8.8,3870254685,213,1.1,3870254681,141,29.7,3870254679,140,68.8,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944183,14,1,1,1,10,2xlnfgrl6r18ftv38unwp7h4s,1,29.4,68.2,2022-10-24T18:02:47.892Z,2022-10-24T18:02:51Z,3870254743,140,29.0,3870254747,212,30.5,3870254749,213,4.7,3870254745,141,23.4,3870254741,56,Back,,,,,,,,,,cla6c6izphee9prb80c15baei,M. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944199,15,1,1,1,13,2xlnfgrl6r18ftv38unwp7h4s,1,31.8,17.3,2022-10-24T18:02:51.077Z,2022-10-24T18:02:52Z,3870254825,140,49.0,3870254831,213,5.8,3870254823,56,Back,3870254827,141,3.2,3870254829,212,20.4,,,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944213,16,1,1,1,15,2xlnfgrl6r18ftv38unwp7h4s,1,49.9,3.2,2022-10-24T18:02:52.820Z,2022-10-24T18:02:55Z,3870254927,212,12.6,3870254919,56,Right,3870254929,213,0.9,3870254925,141,17.1,3870254921,140,57.8,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944227,17,1,1,1,18,2xlnfgrl6r18ftv38unwp7h4s,1,56.5,16.7,2022-10-24T18:02:55.684Z,2022-10-24T18:02:57Z,3870254995,213,3.2,3870254987,56,Back,3870254989,140,44.1,3870254991,141,16.4,3870254993,212,13.0,,,,,,,,,,d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944237,18,1,1,1,19,2xlnfgrl6r18ftv38unwp7h4s,1,43.5,16.2,2022-10-24T18:02:57.237Z,2022-10-24T18:03:00Z,3870255049,213,2.4,3870255047,212,18.3,3870255043,140,31.1,3870255041,56,Back,3870255045,141,35.1,,,,,,,,,,2x0hbry9gpcq5cbujdee5u904,E. van de Blaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944247,19,1,1,1,22,2xlnfgrl6r18ftv38unwp7h4s,1,30.1,29.8,2022-10-24T18:03:00.068Z,2022-10-24T18:04:23Z,3870255105,141,3.1,3870255101,56,Back,3870255103,140,40.4,3870255107,212,21.1,3870255109,213,5.2,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944251,20,61,1,1,25,2xlnfgrl6r18ftv38unwp7h4s,0,40.4,3.1,2022-10-24T18:03:02.677Z,2022-10-24T18:03:03Z,3870255123,56,Back,,,,,,,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944289,20,5,1,1,25,b94pf87be9ojdgnrs5mst80un,1,60.1,101.4,2022-10-24T18:03:03.509Z,2022-10-24T18:16:13Z,3870296853,233,21,3870255399,347,,3870255397,56,Left,,,,,,,,,,,,,,,,48wvdjjo0z1j2bac42n9t5jv9,H. Lorentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944269,21,5,1,1,25,2xlnfgrl6r18ftv38unwp7h4s,0,39.9,-1.4,2022-10-24T18:03:03.509Z,2022-10-24T18:16:14Z,3870296867,233,20,3870255273,56,Back,3870255275,347,,,,,,,,,,,,,,,,,bx6j2y1hnu63lawn3rdoep1m2,J. Bakayoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944309,21,1,1,1,32,b94pf87be9ojdgnrs5mst80un,1,60.9,100,2022-10-24T18:03:09.947Z,2022-10-24T18:03:11Z,3870255495,213,3.8,3870255487,56,Left,3870255489,140,57.2,3870255491,141,96.2,3870255485,107,,3870255493,212,5.0,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944327,22,1,1,1,33,b94pf87be9ojdgnrs5mst80un,0,57.2,96.2,2022-10-24T18:03:11.644Z,2022-10-24T18:03:13Z,3870255565,141,83.2,3870255561,140,81.3,3870255559,56,Left,3870255569,212,26.8,3870255575,213,5.9,3870255557,155,,,,,,,,11ngumxajbizagbzpm5kompxx,M. Chacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944313,22,49,1,1,34,2xlnfgrl6r18ftv38unwp7h4s,1,19.3,13.1,2022-10-24T18:03:12.437Z,2022-10-24T18:04:26Z,,,,,,,,,,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944353,23,1,1,1,35,2xlnfgrl6r18ftv38unwp7h4s,0,19.3,13.1,2022-10-24T18:03:12.741Z,2022-10-24T18:04:25Z,3870255711,141,30.6,3870255709,140,64.9,3870255715,213,0.2,3870255707,56,Center,3870255705,157,,3870255717,1,,3870255713,212,49.3,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944363,24,49,1,1,40,b94pf87be9ojdgnrs5mst80un,1,30.8,67.2,2022-10-24T18:03:17.763Z,2022-10-24T18:53:12Z,,,,,,,,,,,,,,,,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944361,23,1,1,1,41,b94pf87be9ojdgnrs5mst80un,1,30.9,67.4,2022-10-24T18:03:18.700Z,2022-10-24T18:53:15Z,3870255765,141,56.9,3870255767,212,17.4,3870255759,3,,3870255763,140,15.8,3870255761,56,Back,3870255769,213,3.6,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944371,25,52,1,1,43,b94pf87be9ojdgnrs5mst80un,1,14.9,51.9,2022-10-24T18:03:21.516Z,2022-10-24T18:03:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944411,26,1,1,1,43,b94pf87be9ojdgnrs5mst80un,1,14.9,51.9,2022-10-24T18:03:21.611Z,2022-10-24T18:03:26Z,3870256023,213,1.2,3870256013,123,,3870256017,140,20.8,3870256015,56,Back,3870256021,212,18.1,3870256019,141,76.9,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944445,27,1,1,1,48,b94pf87be9ojdgnrs5mst80un,1,28.1,76,2022-10-24T18:03:26.572Z,2022-10-24T18:03:32Z,3870256233,212,55.5,3870256237,1,,3870256225,196,,3870256235,213,5.3,3870256229,140,56.0,3870256227,56,Right,3870256231,141,6.7,3870256223,155,,eaaxvzqox27ea3u2j9d6gcd90,D. Dassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944457,28,1,1,1,54,b94pf87be9ojdgnrs5mst80un,1,55.5,8.3,2022-10-24T18:03:32.395Z,2022-10-24T18:03:36Z,3870256315,56,Back,3870256317,140,39.7,3870256323,213,2.5,3870256321,212,21.2,3870256319,141,27.7,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944475,29,1,1,1,58,b94pf87be9ojdgnrs5mst80un,1,42.2,28.5,2022-10-24T18:03:36.362Z,2022-10-24T18:03:40Z,3870256423,213,1.8,3870256417,140,37.6,3870256415,56,Back,3870256419,141,67.5,3870256421,212,27.0,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944489,30,1,1,2,2,b94pf87be9ojdgnrs5mst80un,1,37.6,67.5,2022-10-24T18:03:40.139Z,2022-10-24T18:03:44Z,3870256561,56,Back,3870256569,213,1.1,3870256563,140,47.1,3870256567,212,22.1,3870256565,141,96.5,,,,,,,,,,eaaxvzqox27ea3u2j9d6gcd90,D. Dassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944531,31,1,1,2,6,b94pf87be9ojdgnrs5mst80un,1,42.9,87.5,2022-10-24T18:03:44.170Z,2022-10-24T18:03:50Z,3870256819,212,34.0,3870256821,213,4.6,3870256813,56,Back,3870256817,141,38.0,3870256815,140,38.4,3870256823,1,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944557,32,1,1,2,12,b94pf87be9ojdgnrs5mst80un,1,47.3,31.6,2022-10-24T18:03:49.931Z,2022-10-24T18:03:53Z,3870257015,141,4.6,3870257011,56,Right,3870257013,140,60.3,3870257017,212,22.9,3870257019,213,5.4,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944583,33,1,1,2,15,b94pf87be9ojdgnrs5mst80un,1,60.3,4.6,2022-10-24T18:03:53.403Z,2022-10-24T18:03:57Z,3870257165,141,20.3,3870257167,212,16.5,3870257163,140,72.3,3870257161,56,Right,3870257169,213,0.7,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476944595,34,1,1,2,19,b94pf87be9ojdgnrs5mst80un,1,67.5,15.9,2022-10-24T18:03:57.067Z,2022-10-24T18:03:59Z,3870257241,212,21.6,3870257235,56,Back,3870257237,140,48.3,3870257239,141,4.3,3870257243,213,3.5,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
