id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2478309061,4,5,1,0,11,xcevba75jfkrg4s6tl89zl3y,0,30.2,-1.3,2022-10-28T18:02:06.717Z,2022-10-28T18:32:09Z,3877477575,56,Back,3877478013,233,8,3877477577,347,,,,,,,,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309141,8,5,1,0,11,dnzj0iv5qtaemm9kthh9pos8q,1,69.8,101.3,2022-10-28T18:02:06.717Z,2022-10-28T18:02:13Z,3877477951,347,,3877477949,56,Left,3877477975,233,4,,,,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309163,9,1,1,0,17,dnzj0iv5qtaemm9kthh9pos8q,0,71,100,2022-10-28T18:02:12.990Z,2022-10-28T18:02:15Z,3877478065,213,5.0,3877478059,140,77.4,3877478061,141,73.0,3877478055,107,,3877478063,212,20.6,3877478057,56,Center,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309191,5,8,1,0,21,xcevba75jfkrg4s6tl89zl3y,1,24.6,25.9,2022-10-28T18:02:16.088Z,2022-10-28T18:02:16Z,3877478241,56,Back,3877478255,15,,,,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309201,6,43,1,0,22,xcevba75jfkrg4s6tl89zl3y,1,0,0,2022-10-28T18:02:17.417Z,2022-10-28T18:52:57Z,3877673705,144,12,3877478275,140,40.4,3877478277,141,36.1,3877478281,213,0,3877478273,56,Back,3877478279,212,0,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309207,7,49,1,0,23,xcevba75jfkrg4s6tl89zl3y,1,40.4,37,2022-10-28T18:02:18.087Z,2022-10-28T18:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,11sxalz1nikiipmp7bxvz33rp,D. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309219,8,61,1,0,24,xcevba75jfkrg4s6tl89zl3y,0,39.1,37.9,2022-10-28T18:02:19.464Z,2022-10-28T18:02:29Z,3877478347,56,Back,,,,,,,,,,,,,,,,,,,,,,11sxalz1nikiipmp7bxvz33rp,D. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309233,10,8,1,0,25,dnzj0iv5qtaemm9kthh9pos8q,1,60.5,52.2,2022-10-28T18:02:20.687Z,2022-10-28T18:02:20Z,3877478407,56,Center,,,,,,,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309287,9,5,1,0,27,xcevba75jfkrg4s6tl89zl3y,1,29,101.6,2022-10-28T18:02:23.007Z,2022-10-28T18:32:09Z,3877478679,233,11,3877478665,347,,3877478663,56,Back,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309263,11,5,1,0,27,dnzj0iv5qtaemm9kthh9pos8q,0,71,-1.6,2022-10-28T18:02:23.007Z,2022-10-28T18:02:29Z,3877478541,56,Right,3877478683,233,9,3877478543,347,,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309387,10,1,1,0,39,xcevba75jfkrg4s6tl89zl3y,1,24.5,100,2022-10-28T18:02:34.216Z,2022-10-28T18:02:37Z,3877479119,213,4.4,3877479113,140,22.4,3877479109,107,,3877479117,212,7.0,3877479111,56,Back,3877479115,141,92.0,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309411,11,1,1,0,42,xcevba75jfkrg4s6tl89zl3y,1,27.5,91.1,2022-10-28T18:02:37.784Z,2022-10-28T18:02:39Z,3877479237,212,4.5,3877479231,56,Back,3877479235,141,97.5,3877479239,213,1.3,3877479233,140,28.6,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309427,12,1,1,0,44,xcevba75jfkrg4s6tl89zl3y,0,28.6,97.5,2022-10-28T18:02:39.368Z,2022-10-28T18:02:41Z,3877479345,141,97.5,3877479453,286,,3877479447,236,,3877479347,212,2.9,3877479341,56,Back,3877479349,213,0,3877479343,140,31.4,3877479449,233,12,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309443,12,74,1,0,44,dnzj0iv5qtaemm9kthh9pos8q,1,58.1,2.7,2022-10-28T18:02:39.369Z,2022-10-28T18:24:54Z,3877479403,285,,3877479399,56,Right,3877479461,233,12,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309509,13,5,1,0,46,xcevba75jfkrg4s6tl89zl3y,1,31.4,102,2022-10-28T18:02:41.720Z,2022-10-28T18:32:06Z,3877591119,233,13,3877479731,56,Back,3877479733,347,,,,,,,,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309507,13,5,1,0,46,dnzj0iv5qtaemm9kthh9pos8q,0,68.6,-2,2022-10-28T18:02:41.720Z,2022-10-28T18:32:10Z,3877479729,347,,3877479727,56,Right,3877591137,233,13,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309549,14,1,1,0,51,xcevba75jfkrg4s6tl89zl3y,1,24.6,100,2022-10-28T18:02:46.411Z,2022-10-28T18:02:49Z,3877479899,212,30.9,3877479893,56,Back,3877479903,1,,3877479895,140,6.1,3877479897,141,66.6,3877479901,213,4.0,3877479891,107,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309589,15,1,1,0,54,xcevba75jfkrg4s6tl89zl3y,1,9.9,55.8,2022-10-28T18:02:49.384Z,2022-10-28T18:02:53Z,3877480113,141,8.3,3877480119,1,,3877480115,212,37.2,3877480111,140,27.5,3877480109,56,Back,3877480117,213,5.2,,,,,,,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309607,16,1,1,0,58,xcevba75jfkrg4s6tl89zl3y,1,33.4,7.4,2022-10-28T18:02:53.224Z,2022-10-28T18:02:55Z,3877480183,141,29.8,3877480179,56,Back,3877480185,212,16.9,3877480187,213,2.0,3877480181,140,26.4,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309643,17,1,1,1,0,xcevba75jfkrg4s6tl89zl3y,1,26.4,29.8,2022-10-28T18:02:55.353Z,2022-10-28T18:03:01Z,3877480465,141,71.8,3877480469,213,1.4,3877480463,140,30.0,3877480461,56,Back,3877480467,212,28.8,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309669,18,1,1,1,5,xcevba75jfkrg4s6tl89zl3y,1,31,72.7,2022-10-28T18:03:00.921Z,2022-10-28T18:03:04Z,3877480629,213,0.9,3877480623,140,41.9,3877480625,141,95.6,3877480621,56,Back,3877480627,212,19.3,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309683,19,1,1,1,8,xcevba75jfkrg4s6tl89zl3y,1,43.5,96.2,2022-10-28T18:03:03.929Z,2022-10-28T18:03:05Z,3877480711,212,18.2,3877480709,141,69.6,3877480707,140,45.3,3877480713,213,4.8,3877480705,56,Back,,,,,,,,,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309709,20,1,1,1,10,xcevba75jfkrg4s6tl89zl3y,1,45.3,69.6,2022-10-28T18:03:05.721Z,2022-10-28T18:03:08Z,3877480861,56,Back,3877480867,212,7.9,3877480865,141,71.1,3877480863,140,37.8,3877480869,213,3.0,,,,,,,,,,1n0syrrxf9x7neh3tn19sc89h,J. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309777,21,1,1,1,13,xcevba75jfkrg4s6tl89zl3y,1,37.8,71.1,2022-10-28T18:03:08.793Z,2022-10-28T18:03:15Z,3877481185,140,36.1,3877481183,56,Back,3877481189,212,24.7,3877481191,213,4.6,3877481187,141,34.9,,,,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309835,22,1,1,1,19,xcevba75jfkrg4s6tl89zl3y,1,55.6,43.6,2022-10-28T18:03:15.017Z,2022-10-28T18:03:19Z,3877481495,1,,3877481493,213,1.4,3877481485,56,Left,3877481489,141,92.6,3877481491,212,34.1,3877481487,140,62.5,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309895,23,1,1,1,24,xcevba75jfkrg4s6tl89zl3y,1,66.8,90.5,2022-10-28T18:03:19.178Z,2022-10-28T18:36:39Z,3877481873,1,,3877481869,212,38.7,3877481863,56,Center,3877481861,155,,3877481867,141,45.1,3877481871,213,5.4,3877482337,210,13,3877481859,2,,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,1,3877481865,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309897,24,13,1,1,28,xcevba75jfkrg4s6tl89zl3y,1,89.2,45.5,2022-10-28T18:03:23.794Z,2022-10-28T18:36:39Z,3877482379,215,,3877481883,22,,3877482377,103,13.9,3877482381,230,99.3,3877482371,55,23,3877482367,29,,3877481885,17,,3877482109,328,,5curv1gquatwkxsin86fghvkk,C. Neghli,,3877482383,231,50.4,3877482105,15,3877482363,75,3877481887,56,Center,3877482375,102,37.1,,,,,,,,,,,,,,,,,,
2478309889,14,5,1,1,29,dnzj0iv5qtaemm9kthh9pos8q,1,-1.2,60.7,2022-10-28T18:03:24.739Z,2022-10-28T18:03:26Z,3877481809,56,Back,3877481935,233,25,3877481811,346,,,,,,,,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478309905,25,5,1,1,29,xcevba75jfkrg4s6tl89zl3y,0,101.2,39.3,2022-10-28T18:03:24.739Z,2022-10-28T18:32:10Z,3877481927,56,Center,3877481947,233,14,3877481929,346,,,,,,,,,,,,,,,,,5curv1gquatwkxsin86fghvkk,C. Neghli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310151,15,1,1,1,49,dnzj0iv5qtaemm9kthh9pos8q,0,5.2,41.2,2022-10-28T18:03:44.420Z,2022-10-28T18:03:48Z,3877483285,213,6.1,3877483275,124,,3877483287,1,,3877483281,141,21.5,3877483277,56,Center,3877483289,74,,3877483283,212,59.7,3877483279,140,60.6,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310181,26,1,1,1,55,xcevba75jfkrg4s6tl89zl3y,0,31.6,67.9,2022-10-28T18:03:50.057Z,2022-10-28T18:03:50Z,3877483459,56,Center,3877483465,212,33.3,3877483461,140,63.0,3877483467,213,0.1,3877483469,1,,3877483463,141,74.8,3877483457,3,,,,,1n0syrrxf9x7neh3tn19sc89h,J. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310209,16,1,1,1,56,dnzj0iv5qtaemm9kthh9pos8q,0,40.1,19.7,2022-10-28T18:03:51.172Z,2022-10-28T18:03:54Z,3877483593,213,6.2,3877483589,141,15.6,3877483583,3,,3877483585,56,Right,3877483591,212,21.3,3877483587,140,60.2,,,,,,,7cetznpb0tnu6kdz7bvm8gyxh,L. Piqué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310205,27,44,1,1,57,xcevba75jfkrg4s6tl89zl3y,1,39.2,84.8,2022-10-28T18:03:52.763Z,2022-10-28T18:03:54Z,3877483657,233,17,3877483567,56,Back,3877483569,285,,,,,,,,,,,,,,,,,1n0syrrxf9x7neh3tn19sc89h,J. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310219,17,44,1,1,57,dnzj0iv5qtaemm9kthh9pos8q,0,60.8,15.2,2022-10-28T18:03:52.764Z,2022-10-28T18:03:55Z,3877483637,286,,3877483665,233,27,3877483635,56,Right,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310215,28,1,1,1,58,xcevba75jfkrg4s6tl89zl3y,0,38.5,85.3,2022-10-28T18:03:53.163Z,2022-10-28T18:03:53Z,3877483613,56,Center,3877483619,212,14.7,3877483611,3,,3877483617,141,75.4,3877483615,140,50.9,3877483621,213,5.8,,,,,,,1n0syrrxf9x7neh3tn19sc89h,J. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310231,18,61,1,2,0,dnzj0iv5qtaemm9kthh9pos8q,0,65.1,30.9,2022-10-28T18:03:55.908Z,2022-10-28T18:03:56Z,3877483711,56,Center,,,,,,,,,,,,,,,,,,,,,,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310239,29,49,1,2,2,xcevba75jfkrg4s6tl89zl3y,1,30.1,54.5,2022-10-28T18:03:57.099Z,2022-10-28T18:03:57Z,,,,,,,,,,,,,,,,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310333,30,1,1,2,10,xcevba75jfkrg4s6tl89zl3y,0,38.3,44.6,2022-10-28T18:04:05.787Z,2022-10-28T18:04:07Z,3877484237,56,Center,3877484243,212,22.3,3877484245,213,0.9,3877484241,141,70.5,3877484239,140,51.3,,,,,,,,,,abgzge9xy445z8rdwa2mcapqt,Jeffry Fortes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310355,19,8,1,2,12,dnzj0iv5qtaemm9kthh9pos8q,1,50.2,26.2,2022-10-28T18:04:07.733Z,2022-10-28T18:04:13Z,3877484347,56,Center,,,,,,,,,,,,,,,,,,,,,,ebj7cl31vlr8nrltm42ydrdka,J. Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310427,31,1,1,2,17,xcevba75jfkrg4s6tl89zl3y,1,30.3,60.2,2022-10-28T18:04:12.362Z,2022-10-28T18:04:16Z,3877484709,1,,3877484703,141,9.4,3877484701,140,37.6,3877484707,213,4.9,3877484699,56,Back,3877484705,212,35.4,,,,,,,969cpy2geokwer9gjapk7zj3e,R. Hillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310495,32,1,1,2,21,xcevba75jfkrg4s6tl89zl3y,1,38.3,10,2022-10-28T18:04:16.426Z,2022-10-28T18:04:23Z,3877485101,140,41.6,3877485107,213,1.4,3877485099,56,Back,3877485105,212,18.7,3877485103,141,37.0,,,,,,,,,,8eribncmewk65x40tn7pvqymt,R. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310505,33,1,1,2,27,xcevba75jfkrg4s6tl89zl3y,1,54.5,50.1,2022-10-28T18:04:22.907Z,2022-10-28T18:04:24Z,3877485159,141,71.8,3877485161,212,16.3,3877485155,56,Center,3877485163,213,1.1,3877485157,140,61.2,,,,,,,,,,7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310549,34,1,1,2,29,xcevba75jfkrg4s6tl89zl3y,1,61.2,71.8,2022-10-28T18:04:24.363Z,2022-10-28T18:04:28Z,3877485469,140,70.3,3877485447,56,Left,3877485475,213,1.0,3877485473,212,17.6,3877485471,141,93.5,,,,,,,,,,1n0syrrxf9x7neh3tn19sc89h,J. Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310569,35,1,1,2,33,xcevba75jfkrg4s6tl89zl3y,0,76.9,94.8,2022-10-28T18:04:28.268Z,2022-10-28T18:04:32Z,3877485725,233,20,3877485577,213,5.3,3877485567,155,,3877485571,140,94.3,3877485575,212,35.2,3877485565,2,,3877485579,1,,3877485573,141,50.6,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,,3877485569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310593,20,11,1,2,37,dnzj0iv5qtaemm9kthh9pos8q,1,5.8,51.2,2022-10-28T18:04:32.119Z,2022-10-28T18:04:33Z,3877485685,88,,3877485683,56,Back,3877485735,233,35,,,,,,,,,,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310679,21,1,1,2,41,dnzj0iv5qtaemm9kthh9pos8q,1,12.6,53.6,2022-10-28T18:04:36.534Z,2022-10-28T18:04:39Z,3877486085,141,90.5,3877486081,56,Back,3877486087,212,29.0,3877486079,123,,3877486083,140,26.5,3877486089,213,1.0,,,,,,,alzgg0nxnnex3nkzr6lgmt1ey,T. Jansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478310713,22,1,1,2,44,dnzj0iv5qtaemm9kthh9pos8q,1,26.5,90.5,2022-10-28T18:04:39.528Z,2022-10-28T18:04:43Z,3877486237,140,60.9,3877486245,1,,3877486243,213,0.1,3877486235,56,Left,3877486239,141,93.9,3877486241,212,36.2,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
