id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2519877995,4,44,1,0,13,cv5ftekuejf0ryxvd5h2my47r,1,33,9.4,2023-03-13T19:01:12.767Z,2023-03-13T19:01:14Z,4096522477,285,,4096522499,233,8,4096522475,56,Back,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519877999,8,44,1,0,13,1fttb31hnskynpku8qd09yhm8,0,67,90.6,2023-03-13T19:01:12.768Z,2023-03-13T19:01:15Z,4096522497,286,,4096522495,56,Left,4096522507,233,4,,,,,,,,,,,,,,,,dmtsvsqvdoqqtmrset0uz0and,Pascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878007,5,1,1,0,13,cv5ftekuejf0ryxvd5h2my47r,1,36.4,9.3,2023-03-13T19:01:13.168Z,2023-03-13T19:01:15Z,4096522537,141,10.4,4096522531,3,,4096522539,212,5.1,4096522541,213,0.1,4096522535,140,41.2,4096522533,56,Back,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878011,6,49,1,0,16,cv5ftekuejf0ryxvd5h2my47r,1,40.4,12.1,2023-03-13T19:01:15.662Z,2023-03-13T19:01:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878013,7,1,1,0,16,cv5ftekuejf0ryxvd5h2my47r,1,39.1,13.4,2023-03-13T19:01:16.079Z,2023-03-13T19:01:17Z,4096522557,56,Back,4096522559,140,29.0,4096522563,212,10.7,4096522565,213,3.0,4096522561,141,15.8,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878029,8,1,1,0,17,cv5ftekuejf0ryxvd5h2my47r,1,28.4,16.8,2023-03-13T19:01:17.119Z,2023-03-13T19:01:19Z,4096522657,140,33.0,4096522659,141,6.3,4096522661,212,8.6,4096522655,56,Back,4096522663,213,5.3,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878037,9,1,1,0,19,cv5ftekuejf0ryxvd5h2my47r,0,33,5.9,2023-03-13T19:01:19.312Z,2023-03-13T19:01:20Z,4096522703,155,,4096522715,141,27.1,4096522705,56,Center,4096522709,140,60.2,4096522719,213,0.5,4096522717,212,32.0,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878055,9,1,1,0,22,1fttb31hnskynpku8qd09yhm8,0,32.5,62.1,2023-03-13T19:01:22.300Z,2023-03-13T19:01:23Z,4096522811,157,,4096522817,141,74.1,4096522823,1,,4096522819,212,39.8,4096522815,140,69.6,4096522813,56,Center,4096522821,213,0.2,,,,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878061,10,1,1,0,25,cv5ftekuejf0ryxvd5h2my47r,0,28.4,15.6,2023-03-13T19:01:24.655Z,2023-03-13T19:01:25Z,4096522867,212,10.4,4096522865,141,21.3,4096522861,56,Back,4096522863,140,37.6,4096522859,3,,4096522869,213,0.4,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878075,10,49,1,0,27,1fttb31hnskynpku8qd09yhm8,1,63,74.1,2023-03-13T19:01:27.356Z,2023-03-13T19:01:27Z,,,,,,,,,,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878097,11,1,1,0,28,1fttb31hnskynpku8qd09yhm8,1,63,74.1,2023-03-13T19:01:27.771Z,2023-03-13T19:01:30Z,4096523087,212,16.2,4096523083,140,70.9,4096523085,141,94.5,4096523081,56,Left,4096523089,213,1.0,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878101,12,3,1,0,31,1fttb31hnskynpku8qd09yhm8,0,70.9,94.5,2023-03-13T19:01:30.652Z,2023-03-13T19:01:31Z,4096523103,56,Left,4096523105,286,,4096523107,211,,,,,,,,,,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878111,11,49,1,0,32,cv5ftekuejf0ryxvd5h2my47r,1,15.8,9.5,2023-03-13T19:01:32.143Z,2023-03-13T19:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878145,12,1,1,0,35,cv5ftekuejf0ryxvd5h2my47r,1,15.9,13.8,2023-03-13T19:01:35.006Z,2023-03-13T19:01:37Z,4096523339,213,2.4,4096523337,212,18.4,4096523335,141,31.8,4096523333,140,2.8,4096523331,56,Back,,,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878155,13,1,1,0,37,cv5ftekuejf0ryxvd5h2my47r,1,3,31.8,2023-03-13T19:01:37.151Z,2023-03-13T19:01:39Z,4096523395,213,1.2,4096523393,212,45.1,4096523385,196,,4096523397,1,,4096523389,140,18.2,4096523391,141,93.9,4096523387,56,Back,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878163,14,1,1,0,39,cv5ftekuejf0ryxvd5h2my47r,1,19.9,95.4,2023-03-13T19:01:39.375Z,2023-03-13T19:01:42Z,4096523459,213,4.7,4096523457,212,14.7,4096523449,56,Back,4096523451,140,19.5,4096523455,141,73.8,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878197,15,1,1,0,42,cv5ftekuejf0ryxvd5h2my47r,1,19.9,74,2023-03-13T19:01:41.967Z,2023-03-13T19:01:46Z,4096523637,141,96.4,4096523639,212,19.2,4096523641,213,0.9,4096523635,140,31.0,4096523633,56,Back,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878245,16,1,1,0,46,cv5ftekuejf0ryxvd5h2my47r,1,32.8,96,2023-03-13T19:01:46.031Z,2023-03-13T19:01:52Z,4096523847,212,14.4,4096523843,140,23.7,4096523845,141,80.2,4096523841,56,Back,4096523849,213,4.0,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878257,17,1,1,0,52,cv5ftekuejf0ryxvd5h2my47r,1,26.4,74.4,2023-03-13T19:01:52.239Z,2023-03-13T19:01:54Z,4096523895,213,1.2,4096523893,212,16.0,4096523889,140,32.4,4096523891,141,96.0,4096523887,56,Back,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878279,18,1,1,0,54,cv5ftekuejf0ryxvd5h2my47r,1,32.4,96,2023-03-13T19:01:54.174Z,2023-03-13T19:08:12Z,4096523999,141,95.2,4096523997,140,39.9,4096524001,212,7.9,4096523995,56,Back,4096524003,213,6.2,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878299,19,1,1,0,58,cv5ftekuejf0ryxvd5h2my47r,1,37.9,96.2,2023-03-13T19:01:57.759Z,2023-03-13T19:02:00Z,4096524099,213,3.5,4096524097,212,10.6,4096524091,56,Back,4096524095,141,90.5,4096524093,140,28.5,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878307,20,1,1,1,0,cv5ftekuejf0ryxvd5h2my47r,1,28.5,90.5,2023-03-13T19:02:00.399Z,2023-03-13T19:08:17Z,4096524143,140,12.0,4096524145,141,71.6,4096524141,56,Back,4096524147,212,21.6,4096524149,213,3.8,,,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878327,21,1,1,1,4,cv5ftekuejf0ryxvd5h2my47r,1,9.1,66.1,2023-03-13T19:02:03.662Z,2023-03-13T19:02:06Z,4096524255,141,40.2,4096524253,140,13.7,4096524251,56,Back,4096524257,212,18.3,4096524259,213,5.0,,,,,,,,,,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878339,22,1,1,1,6,cv5ftekuejf0ryxvd5h2my47r,1,15.3,39.5,2023-03-13T19:02:06.111Z,2023-03-13T19:02:09Z,4096524339,140,19.2,4096524337,56,Back,4096524341,141,68.0,4096524345,213,1.4,4096524343,212,19.8,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878355,23,1,1,1,10,cv5ftekuejf0ryxvd5h2my47r,0,17.4,57.3,2023-03-13T19:02:09.551Z,2023-03-13T19:02:12Z,4096524421,212,52.1,4096524415,56,Right,4096524413,155,,4096524429,1,,4096524425,213,5.7,4096524417,140,59.6,4096524419,141,17.0,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878377,13,1,1,1,14,1fttb31hnskynpku8qd09yhm8,0,29.3,82.9,2023-03-13T19:02:13.644Z,2023-03-13T19:02:16Z,4096524521,3,,4096524525,140,58.6,4096524523,56,Left,4096524527,141,90.2,4096524529,212,31.2,4096524533,213,0.2,,,,,,,124bbojic7k5medlvgvxmcm39,Manel Royo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878387,24,1,1,1,17,cv5ftekuejf0ryxvd5h2my47r,0,40.8,7.4,2023-03-13T19:02:16.767Z,2023-03-13T19:02:19Z,4096524579,56,Back,4096524591,213,1.0,4096524581,140,45.2,4096524583,141,18.3,4096524587,212,8.7,4096524577,3,,,,,,,,30uqa3kfm23ickjssfhmwgdm1,R. Lathouwers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878409,14,44,1,1,19,1fttb31hnskynpku8qd09yhm8,1,56.6,80.6,2023-03-13T19:02:18.638Z,2023-03-13T19:02:24Z,4096524719,233,25,4096524701,56,Left,4096524703,286,,,,,,,,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878393,25,44,1,1,19,cv5ftekuejf0ryxvd5h2my47r,0,43.4,19.4,2023-03-13T19:02:18.639Z,2023-03-13T19:02:24Z,4096524737,233,14,4096524607,56,Back,4096524609,285,,,,,,,,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878415,15,49,1,1,24,1fttb31hnskynpku8qd09yhm8,1,59.4,73.5,2023-03-13T19:02:23.708Z,2023-03-13T19:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878437,16,1,1,1,24,1fttb31hnskynpku8qd09yhm8,1,59.4,73.5,2023-03-13T19:02:24.059Z,2023-03-13T19:02:26Z,4096524799,212,32.4,4096524801,213,3.0,4096524797,141,78.7,4096524795,140,28.7,4096524793,56,Back,4096524803,1,,,,,,,,d1dq7upxtawnps3wljz6wf9jo,S. Resink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878451,18,50,1,1,24,1fttb31hnskynpku8qd09yhm8,1,34,78.5,2023-03-13T19:02:24.446Z,2023-03-13T19:02:28Z,4096524895,233,26,4096524899,286,,4096524869,56,Back,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878425,26,7,1,1,24,cv5ftekuejf0ryxvd5h2my47r,1,66,21.5,2023-03-13T19:02:24.447Z,2023-03-13T19:02:28Z,4096524745,56,Center,4096524751,285,,4096524891,233,18,,,,,,,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878429,27,49,1,1,25,cv5ftekuejf0ryxvd5h2my47r,1,61.1,26,2023-03-13T19:02:25.326Z,2023-03-13T19:02:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878441,17,43,1,1,26,1fttb31hnskynpku8qd09yhm8,1,0,0,2023-03-13T19:02:25.980Z,2023-03-13T19:02:44Z,4096524823,56,Back,4096525351,144,61,,,,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878467,28,1,1,1,29,cv5ftekuejf0ryxvd5h2my47r,0,91.4,33.5,2023-03-13T19:02:29.007Z,2023-03-13T19:50:30Z,4096524937,56,Center,4096525089,236,,4096525091,233,19,4096524945,213,0.9,4096524943,212,2.1,4096524939,140,92.6,4096525095,286,,4096524941,141,35.9,8j8encc4aqkh07ydce6hiaokp,M. Berden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878489,19,74,1,1,29,1fttb31hnskynpku8qd09yhm8,1,6.7,66.4,2023-03-13T19:02:29.008Z,2023-03-13T20:00:23Z,4096525077,285,,4096525075,56,Back,4096525101,233,28,,,,,,,,,,,,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878495,20,1,1,1,34,1fttb31hnskynpku8qd09yhm8,0,6.7,66.4,2023-03-13T19:02:33.996Z,2023-03-13T19:02:34Z,4096525121,140,54.1,4096525135,212,53.6,4096525129,141,37.3,4096525139,213,5.9,4096525117,157,,4096525119,56,Center,4096525143,1,,,,,9jofs3271wn4cwlkj9hfay7vu,T. Barbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878513,29,1,1,1,35,cv5ftekuejf0ryxvd5h2my47r,0,55.8,70.5,2023-03-13T19:02:34.976Z,2023-03-13T19:02:45Z,4096525231,213,1.1,4096525229,212,23.1,4096525393,155,,4096525225,140,65.4,4096525223,56,Left,4096525227,141,100.0,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878555,21,5,1,1,40,1fttb31hnskynpku8qd09yhm8,1,35,-1.4,2023-03-13T19:02:40.303Z,2023-03-13T20:00:57Z,4096533047,233,30,4096525445,56,Back,4096525447,347,,,,,,,,,,,,,,,,,ccmmsnrfn58gwi1petlp08f3e,L. Duijvestijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878533,30,5,1,1,40,cv5ftekuejf0ryxvd5h2my47r,0,65,101.4,2023-03-13T19:02:40.303Z,2023-03-13T19:05:51Z,4096533051,233,21,4096525335,56,Left,4096525337,347,,,,,,,,,,,,,,,,,d6rg9ntx9qa2eh8yiflbke1ux,N. Venema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878569,22,1,1,1,48,1fttb31hnskynpku8qd09yhm8,1,41.7,0,2023-03-13T19:02:47.500Z,2023-03-13T19:02:49Z,4096525497,107,,4096525499,56,Back,4096525505,212,12.9,4096525501,140,32.6,4096525503,141,11.7,4096525507,213,2.4,,,,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878581,23,1,1,1,49,1fttb31hnskynpku8qd09yhm8,1,32.6,11.7,2023-03-13T19:02:49.131Z,2023-03-13T19:02:50Z,4096525559,212,6.0,4096525561,213,5.0,4096525557,141,3.2,4096525555,140,34.1,4096525553,56,Back,,,,,,,,,,a49001euf7xwpx5wodembjbo5,Álvaro Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878607,24,1,1,1,51,1fttb31hnskynpku8qd09yhm8,0,34.1,3.2,2023-03-13T19:02:50.603Z,2023-03-13T19:02:55Z,4096525677,157,,4096525687,212,24.7,4096525683,140,48.0,4096525685,141,32.5,4096525681,56,Back,4096525691,1,,4096525689,213,0.9,,,,dolfy51fw3jycb0cfhoecbo16,H. Akujobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878603,31,44,1,1,53,cv5ftekuejf0ryxvd5h2my47r,1,54.4,67.4,2023-03-13T19:02:52.575Z,2023-03-13T19:02:54Z,4096525663,286,,4096525661,56,Center,4096525753,233,25,,,,,,,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878615,25,44,1,1,53,1fttb31hnskynpku8qd09yhm8,0,45.6,32.6,2023-03-13T19:02:52.576Z,2023-03-13T19:02:55Z,4096525813,233,31,4096525729,56,Back,4096525731,285,,,,,,,,,,,,,,,,,ebnm8xj9pggemio5qay9pcc0l,A. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878627,32,1,1,1,53,cv5ftekuejf0ryxvd5h2my47r,1,56.9,67.3,2023-03-13T19:02:53.343Z,2023-03-13T19:02:55Z,4096525781,141,83.2,4096525777,56,Left,4096525779,140,62.4,4096525775,3,,4096525783,212,12.3,4096525785,213,1.1,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519878635,33,49,1,1,55,cv5ftekuejf0ryxvd5h2my47r,1,61.9,82.7,2023-03-13T19:02:54.783Z,2023-03-13T19:02:55Z,,,,,,,,,,,,,,,,,,,,,,,,,aasoq3euk6e6zqhh08n0wocet,R. Klaasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
