id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/value,assist
2496932181,3,1,1,0,7,dnzj0iv5qtaemm9kthh9pos8q,1,23.2,23.4,2023-01-13T19:04:18.394Z,2023-01-13T19:04:20Z,3975568457,212,17.0,3975568459,213,1.2,3975568455,141,46.9,3975568453,140,28.6,3975568451,56,Back,3975568449,3,,,,,,,,dcdvet7azx1a59xm2ke7qi2cq,I. Pata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932187,4,1,1,0,9,dnzj0iv5qtaemm9kthh9pos8q,0,26.8,48.2,2023-01-13T19:04:20.744Z,2023-01-13T19:05:37Z,3975568485,140,26.5,3975568491,213,1.7,3975568487,141,50.9,3975568489,212,1.9,3975568483,56,Back,,,,,,,,,,dh3ksith5iat573zuhdhv91w5,R. Stuy van den Herik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932605,24,61,1,0,10,7rmv5ns2rj7bn4otpkur0mx0x,1,71.9,41.2,2023-01-13T19:04:21.267Z,2023-01-13T19:56:43Z,3975570585,56,Center,,,,,,,,,,,,,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932199,7,49,1,0,11,7rmv5ns2rj7bn4otpkur0mx0x,1,60.9,31.6,2023-01-13T19:04:22.846Z,2023-01-13T19:04:22Z,,,,,,,,,,,,,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932207,5,43,1,0,12,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-13T19:04:23.096Z,2023-01-13T19:05:41Z,3975568563,213,1.5,3975570927,144,1,3975568561,212,20.2,3975568555,56,Back,3975568559,141,73.6,3975568557,140,36.2,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932229,8,1,1,0,15,7rmv5ns2rj7bn4otpkur0mx0x,1,71.4,6.1,2023-01-13T19:04:25.982Z,2023-01-13T19:04:27Z,3975568663,140,72.7,3975568667,212,2.3,3975568661,56,Right,3975568669,213,0.9,3975568665,141,8.9,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932233,9,1,1,0,16,7rmv5ns2rj7bn4otpkur0mx0x,0,72.7,8.9,2023-01-13T19:04:27.144Z,2023-01-13T19:04:28Z,3975568695,141,0.0,3975568693,140,73.6,3975568697,212,6.4,3975568691,56,Right,3975568699,213,4.9,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932315,6,5,1,0,17,dnzj0iv5qtaemm9kthh9pos8q,1,25.5,100.8,2023-01-13T19:04:28.330Z,2023-01-13T19:34:40Z,3975569067,233,10,3975569061,56,Back,3975569063,347,,,,,,,,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932239,10,5,1,0,17,7rmv5ns2rj7bn4otpkur0mx0x,0,74.5,-0.8,2023-01-13T19:04:28.330Z,2023-01-13T19:04:42Z,3975568725,347,,3975568723,56,Right,3975569085,233,6,,,,,,,,,,,,,,,,7797kpi7lkhc9dasfxuv9h7f9,L. Daneels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932323,7,1,1,0,30,dnzj0iv5qtaemm9kthh9pos8q,1,23.2,100,2023-01-13T19:04:41.383Z,2023-01-13T19:04:43Z,3975569101,56,Back,3975569103,140,33.3,3975569107,212,15.5,3975569109,213,5.5,3975569105,141,85.4,3975569099,107,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932329,8,1,1,0,32,dnzj0iv5qtaemm9kthh9pos8q,0,34,83.8,2023-01-13T19:04:43.080Z,2023-01-13T19:04:44Z,3975569131,56,Back,3975569129,3,,3975569133,140,43.7,3975569135,141,92.0,3975569139,213,0.5,3975569137,212,11.6,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932345,11,8,1,0,35,7rmv5ns2rj7bn4otpkur0mx0x,1,54.7,9.5,2023-01-13T19:04:46.022Z,2023-01-13T19:04:46Z,3975569167,56,Right,,,,,,,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932383,9,5,1,0,36,dnzj0iv5qtaemm9kthh9pos8q,1,39.4,101.2,2023-01-13T19:04:47.019Z,2023-01-13T19:34:40Z,3975569349,56,Back,3975569351,347,,3975569357,233,12,,,,,,,,,,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932359,12,5,1,0,36,7rmv5ns2rj7bn4otpkur0mx0x,0,60.6,-1.2,2023-01-13T19:04:47.019Z,2023-01-13T19:57:03Z,3975569365,233,9,3975569229,347,,3975569227,56,Right,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932419,11,1,1,0,44,dnzj0iv5qtaemm9kthh9pos8q,0,43,100,2023-01-13T19:04:55.737Z,2023-01-13T19:04:56Z,3975569589,107,,3975569595,141,86.3,3975569599,213,5.6,3975569597,212,17.7,3975569591,56,Left,3975569593,140,56.5,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496951625,530,8,1,0,45,7rmv5ns2rj7bn4otpkur0mx0x,1,42.4,10,2023-01-13T19:04:55.895Z,2023-01-13T20:04:05Z,3975670003,56,Back,3975670123,15,,,,,,,,,,,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496951745,531,49,1,0,46,7rmv5ns2rj7bn4otpkur0mx0x,1,53,31.6,2023-01-13T19:04:56.895Z,2023-01-13T20:04:07Z,,,,,,,,,,,,,,,,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496951899,532,1,1,0,47,7rmv5ns2rj7bn4otpkur0mx0x,1,54.1,21.8,2023-01-13T19:04:57.895Z,2023-01-13T20:04:08Z,3975671599,141,18.9,3975671597,140,52.9,3975671601,212,2.3,3975671603,213,4.1,3975671595,56,Right,,,,,,,,,,bzsoq42nf6sgdh9oe64n7rnfu,B. Limbombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496951927,533,1,1,0,48,7rmv5ns2rj7bn4otpkur0mx0x,1,51.9,17.3,2023-01-13T19:04:58.895Z,2023-01-13T20:04:09Z,3975671735,212,12.2,3975671737,213,3.3,3975671733,141,14.3,3975671729,56,Back,3975671731,140,40.4,,,,,,,,,,49xsd6e4oyjrhtwsdbdm4rj84,L. Hartjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932441,14,43,1,0,50,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-01-13T19:05:01.243Z,2023-01-13T19:57:58Z,3975671847,144,49,,,,,,,,,,,,,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932457,15,1,1,0,50,7rmv5ns2rj7bn4otpkur0mx0x,1,36.9,22.1,2023-01-13T19:05:01.883Z,2023-01-13T19:57:59Z,3975569805,56,Back,3975569811,212,25.8,3975569813,213,1.9,3975569809,141,58.1,3975569807,140,29.2,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932483,16,1,1,0,55,7rmv5ns2rj7bn4otpkur0mx0x,1,14,72.7,2023-01-13T19:05:05.989Z,2023-01-13T19:05:08Z,3975569955,140,3.4,3975569959,141,59.3,3975569963,213,3.8,3975569951,56,Back,3975569961,212,14.4,,,,,,,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932515,17,1,1,0,57,7rmv5ns2rj7bn4otpkur0mx0x,1,3.4,55.7,2023-01-13T19:05:08.160Z,2023-01-13T19:05:12Z,3975570085,141,16.5,3975570083,140,9.3,3975570087,212,27.4,3975570081,56,Back,3975570089,213,4.9,,,,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932539,18,1,1,1,1,7rmv5ns2rj7bn4otpkur0mx0x,1,7,18.2,2023-01-13T19:05:12.493Z,2023-01-13T19:05:16Z,3975570219,212,0.6,3975570217,141,17.4,3975570213,56,Back,3975570221,213,4.5,3975570215,140,6.9,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932549,19,1,1,1,5,7rmv5ns2rj7bn4otpkur0mx0x,1,12.1,4.1,2023-01-13T19:05:16.061Z,2023-01-13T19:05:18Z,3975570265,212,9.1,3975570259,56,Back,3975570267,213,2.1,3975570263,141,15.3,3975570261,140,7.4,,,,,,,,,,dsi2wezhn07auutl4wzckh6uh,B. Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932567,20,1,1,1,7,7rmv5ns2rj7bn4otpkur0mx0x,1,5.7,19.2,2023-01-13T19:05:18.098Z,2023-01-13T19:05:21Z,3975570367,141,70.0,3975570369,212,34.6,3975570371,213,1.5,3975570365,140,7.1,3975570373,1,,3975570363,56,Back,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932579,21,1,1,1,10,7rmv5ns2rj7bn4otpkur0mx0x,1,3.7,72.7,2023-01-13T19:05:21.668Z,2023-01-13T19:05:24Z,3975570431,213,0.7,3975570427,141,94.8,3975570429,212,22.9,3975570425,140,20.2,3975570423,56,Back,,,,,,,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932591,22,43,1,1,13,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-01-13T19:05:24.554Z,2023-01-13T19:07:01Z,3975570493,56,Back,3975570497,141,100.0,3975570501,213,0.1,3975570499,212,22.2,3975573617,144,1,3975570495,140,41.5,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932649,12,43,1,1,15,dnzj0iv5qtaemm9kthh9pos8q,1,0,0,2023-01-13T19:05:26.599Z,2023-01-13T19:06:55Z,3975570799,233,23,3975570797,347,0,3975570795,56,Right,3975573385,144,5,,,,,,,,,,,,,4zow18ykkg1gvw40r7jsrzkl,D. van der Sluys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932595,23,43,1,1,15,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-01-13T19:05:26.646Z,2023-01-13T19:06:55Z,3975570537,347,0,3975573449,144,5,3975570533,56,Back,,,,,,,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932729,25,4,1,1,35,7rmv5ns2rj7bn4otpkur0mx0x,1,19,91.2,2023-01-13T19:05:46.503Z,2023-01-13T19:58:18Z,3975571191,285,,3975579069,233,13,3975571183,13,,3975571185,56,Back,3975571189,265,,3975571187,152,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932727,13,4,1,1,35,dnzj0iv5qtaemm9kthh9pos8q,0,81,8.8,2023-01-13T19:05:46.504Z,2023-01-13T19:10:05Z,3975571173,56,Right,3975571171,13,,3975571175,152,,3975571179,286,,3975579075,233,25,3975571177,265,,,,,,,,au91rqig6uyyi1zdmlxydk38q,A. Allemeersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932737,26,43,1,1,37,7rmv5ns2rj7bn4otpkur0mx0x,1,0,0,2023-01-13T19:05:48.041Z,2023-01-13T19:58:29Z,3975571235,152,0,3975571241,141,85.0,3975571239,140,18.4,3975571237,56,Back,3975571243,212,7.6,3975571245,213,4.3,3975673125,144,1,3975571233,5,0,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932747,27,1,1,1,37,7rmv5ns2rj7bn4otpkur0mx0x,1,18.4,85,2023-01-13T19:05:48.865Z,2023-01-13T19:58:33Z,3975571295,213,0.6,3975571287,56,Back,3975571289,140,24.4,3975673201,5,,3975571291,141,91.8,3975673203,152,,3975571293,212,7.8,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932757,28,1,1,1,39,7rmv5ns2rj7bn4otpkur0mx0x,1,24.4,91.8,2023-01-13T19:05:50.186Z,2023-01-13T19:05:51Z,3975571331,141,83.0,3975571327,56,Back,3975571333,212,8.1,3975571329,140,19.2,3975571335,213,4.0,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932775,29,1,1,1,40,7rmv5ns2rj7bn4otpkur0mx0x,1,18.3,78.7,2023-01-13T19:05:51.402Z,2023-01-13T19:05:53Z,3975571405,141,34.2,3975571409,213,4.4,3975571407,212,31.5,3975571401,56,Back,3975571403,140,9.9,,,,,,,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932809,30,1,1,1,42,7rmv5ns2rj7bn4otpkur0mx0x,1,12.7,38.2,2023-01-13T19:05:53.228Z,2023-01-13T19:05:57Z,3975571621,213,1.2,3975571615,140,20.0,3975571613,56,Back,3975571619,212,23.3,3975571617,141,70.6,,,,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932815,31,1,1,1,46,7rmv5ns2rj7bn4otpkur0mx0x,0,22.2,73.5,2023-01-13T19:05:57.391Z,2023-01-13T19:05:58Z,3975571653,140,26.5,3975571657,212,6.1,3975571659,213,5.5,3975571651,56,Back,3975571655,141,67.5,,,,,,,,,,7f7zwd6c14rr59u9al3naenkl,T. van de Pavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932817,14,61,1,1,48,dnzj0iv5qtaemm9kthh9pos8q,1,70.6,31.3,2023-01-13T19:05:59.251Z,2023-01-13T19:05:59Z,3975571671,56,Center,,,,,,,,,,,,,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932821,15,49,1,1,49,dnzj0iv5qtaemm9kthh9pos8q,1,70.8,47.9,2023-01-13T19:06:00.743Z,2023-01-13T19:06:00Z,,,,,,,,,,,,,,,,,,,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932835,16,1,1,1,51,dnzj0iv5qtaemm9kthh9pos8q,1,70.6,44.9,2023-01-13T19:06:02.184Z,2023-01-13T19:06:03Z,3975571775,56,Center,3975571779,141,31.5,3975571777,140,79.3,3975571781,212,12.9,3975571783,213,5.5,,,,,,,,,,f1as17wqpj44gihtvw936lofd,B. van Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932843,17,1,1,1,52,dnzj0iv5qtaemm9kthh9pos8q,1,79.4,31.5,2023-01-13T19:06:02.984Z,2023-01-13T19:06:04Z,3975571825,213,2.8,3975571817,56,Center,3975571819,140,71.2,3975571821,141,36.1,3975571823,212,9.2,,,,,,,,,,1mroid71v9bwpx0iaospei9gq,R. Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932879,18,1,1,1,53,dnzj0iv5qtaemm9kthh9pos8q,1,71.3,36,2023-01-13T19:06:04.120Z,2023-01-13T19:06:10Z,3975571983,56,Center,3975571989,212,17.3,3975571987,141,23.9,3975571991,213,5.8,3975571985,140,85.8,,,,,,,,,,8uw9w30592omb8acpnssgdlh,R. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932883,19,4,1,1,57,dnzj0iv5qtaemm9kthh9pos8q,1,85.1,25.6,2023-01-13T19:06:07.959Z,2023-01-13T19:07:25Z,3975574351,348,1mroid71v9bwpx0iaospei9gq,3975572005,152,,3975572009,286,,3975572007,265,,3975572451,233,32,3975572003,56,Center,3975572001,13,,3975571999,9,,au91rqig6uyyi1zdmlxydk38q,A. Allemeersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496932959,32,4,1,1,57,7rmv5ns2rj7bn4otpkur0mx0x,0,14.9,74.4,2023-01-13T19:06:07.960Z,2023-01-13T19:06:21Z,3975572411,13,,3975572413,56,Back,3975572467,233,19,3975572419,285,,3975572417,265,,3975572409,9,,3975572415,152,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496933267,20,16,1,2,56,dnzj0iv5qtaemm9kthh9pos8q,1,88.5,50,2023-01-13T19:07:07.256Z,2023-01-13T19:07:43Z,3975574585,375,02:55.637,3975574779,281,au91rqig6uyyi1zdmlxydk38q,3975574577,20,,3975573895,17,,3975574765,102,51.6,3975574773,230,99.8,3975573897,56,Center,3975574767,103,23.4,1mroid71v9bwpx0iaospei9gq,R. Margaret,3975574581,374,2023-01-13 19:07:06.532,3975573893,9,3975574775,231,49.8,3975574763,79,3975574769,390,442558,3975573899,214,3975574781,282,733,3975574599,353,33,3975574777,280,PENALTY_WON,3975574771,458,,,,,
2496933301,33,58,1,2,56,7rmv5ns2rj7bn4otpkur0mx0x,0,0,0,2023-01-13T19:07:07.256Z,2023-01-13T19:09:57Z,3975574047,75,,3975574041,9,,3975574049,56,Back,3975574043,186,,3975574045,179,,3975574603,233,20,,,,,,,1ljgis575ujto4361ed15w0r9,M. Nicolas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
