id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/16/value,qualifier/17/value
2519879231,6,1,1,0,10,1wyg1tunyt7go9tnjea1hjqxb,1,58.1,30.2,2023-03-13T19:04:12.085Z,2023-03-13T19:04:14Z,4096529027,213,4.0,4096529021,140,47.1,4096529019,56,Back,4096529023,141,12.4,4096529025,212,16.7,4096529017,3,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879261,7,1,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,1,39.2,11,2023-03-13T19:04:14.708Z,2023-03-13T19:04:19Z,4096529247,213,2.5,4096529241,140,11.3,4096529249,1,,4096529245,212,37.2,4096529243,141,44.6,4096529239,56,Back,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879307,8,1,1,0,17,1wyg1tunyt7go9tnjea1hjqxb,0,12.2,45.2,2023-03-13T19:04:19.637Z,2023-03-13T19:04:25Z,4096529499,212,48.7,4096529495,140,56.4,4096529503,1,,4096529497,141,23.3,4096529491,155,,4096529493,56,Center,4096529501,213,6.0,,,,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879301,6,44,1,0,20,7rmv5ns2rj7bn4otpkur0mx0x,1,44,75.3,2023-03-13T19:04:22.795Z,2023-03-13T19:04:25Z,4096529557,233,9,4096529473,285,,4096529471,56,Back,,,,,,,,,,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879313,9,44,1,0,20,1wyg1tunyt7go9tnjea1hjqxb,0,56,24.7,2023-03-13T19:04:22.796Z,2023-03-13T19:04:26Z,4096529523,56,Center,4096529525,286,,4096529615,233,6,,,,,,,,,,,,,,,,4oyjji4wqmuu3uia6htj0q1hw,N. Koster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879319,7,1,1,0,22,7rmv5ns2rj7bn4otpkur0mx0x,0,44.3,73.9,2023-03-13T19:04:24.044Z,2023-03-13T19:04:26Z,4096529571,213,0.4,4096529565,140,70.3,4096529569,212,29.7,4096529561,3,,4096529567,141,91.1,4096529563,56,Left,,,,,,,c9pmoa9m23jh5emy6w4olm3xm,X. Lambrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879377,10,1,1,0,25,1wyg1tunyt7go9tnjea1hjqxb,1,25.7,5.6,2023-03-13T19:04:28.005Z,2023-03-13T19:04:31Z,4096529851,213,2.6,4096529847,141,15.7,4096529845,140,14.7,4096529849,212,13.4,4096529843,56,Back,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879395,11,1,1,0,29,1wyg1tunyt7go9tnjea1hjqxb,1,11.9,25.9,2023-03-13T19:04:31.221Z,2023-03-13T19:04:34Z,4096529961,213,2.2,4096529957,141,47.0,4096529959,212,17.2,4096529953,56,Back,4096529955,140,2.8,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879411,12,1,1,0,32,1wyg1tunyt7go9tnjea1hjqxb,1,4.9,47.2,2023-03-13T19:04:34.773Z,2023-03-13T19:04:36Z,4096530033,141,69.6,4096530035,212,16.8,4096530037,213,1.1,4096530031,140,11.6,4096530029,56,Back,,,,,,,,,,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879427,13,1,1,0,34,1wyg1tunyt7go9tnjea1hjqxb,1,11.1,69.6,2023-03-13T19:04:36.229Z,2023-03-13T19:04:39Z,4096530131,141,93.6,4096530125,140,17.9,4096530123,56,Back,4096530139,213,1.2,4096530135,212,17.8,,,,,,,,,,odp8a70vcgs0bn2ue7jpme50,W. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879447,14,1,1,0,37,1wyg1tunyt7go9tnjea1hjqxb,1,17.5,93.9,2023-03-13T19:04:39.205Z,2023-03-13T19:04:43Z,4096530215,140,33.7,4096530219,212,26.3,4096530211,155,,4096530217,141,64.4,4096530221,213,5.4,4096530213,56,Back,,,,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879449,15,61,1,0,41,1wyg1tunyt7go9tnjea1hjqxb,1,33.7,64.4,2023-03-13T19:04:43.078Z,2023-03-13T19:04:43Z,4096530225,56,Back,,,,,,,,,,,,,,,,,,,,,,8o2iv0qhfft5pgzm75ckuo0es,D. Reverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879461,8,49,1,0,43,7rmv5ns2rj7bn4otpkur0mx0x,1,61.6,59.9,2023-03-13T19:04:45.436Z,2023-03-13T19:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879489,9,1,1,0,44,7rmv5ns2rj7bn4otpkur0mx0x,1,61.1,55.7,2023-03-13T19:04:47.004Z,2023-03-13T19:04:50Z,4096530427,141,50.4,4096530431,213,6.0,4096530425,140,71.9,4096530429,212,11.9,4096530423,56,Center,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879493,10,61,1,0,48,7rmv5ns2rj7bn4otpkur0mx0x,1,71.9,50.4,2023-03-13T19:04:50.494Z,2023-03-13T19:04:50Z,4096530449,56,Center,,,,,,,,,,,,,,,,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879501,16,1,1,0,48,1wyg1tunyt7go9tnjea1hjqxb,1,26.6,64.1,2023-03-13T19:04:50.518Z,2023-03-13T19:04:51Z,4096530473,140,27.3,4096530475,141,60.9,4096530479,213,5.0,4096530477,212,2.3,4096530471,56,Back,,,,,,,,,,odp8a70vcgs0bn2ue7jpme50,W. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879515,17,1,1,0,49,1wyg1tunyt7go9tnjea1hjqxb,1,27.3,60.9,2023-03-13T19:04:51.221Z,2023-03-13T19:04:53Z,4096530553,141,81.2,4096530555,212,15.2,4096530549,56,Back,4096530551,140,33.3,4096530557,213,1.1,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879517,18,49,1,0,50,1wyg1tunyt7go9tnjea1hjqxb,1,33.3,81.2,2023-03-13T19:04:52.917Z,2023-03-13T19:04:53Z,,,,,,,,,,,,,,,,,,,,,,,,,wuh8s4gfo9ro3nel3rormg44,R. Daal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879557,19,1,1,0,51,1wyg1tunyt7go9tnjea1hjqxb,1,33.3,81.2,2023-03-13T19:04:53.286Z,2023-03-13T19:04:56Z,4096530701,56,Back,4096530707,212,10.4,4096530703,140,27.2,4096530705,141,93.3,4096530709,213,2.2,,,,,,,,,,wuh8s4gfo9ro3nel3rormg44,R. Daal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879567,20,1,1,0,54,1wyg1tunyt7go9tnjea1hjqxb,0,27.3,96.3,2023-03-13T19:04:56.118Z,2023-03-13T19:04:57Z,4096530779,56,Left,4096530777,155,,4096530783,141,79.8,4096530781,140,59.7,4096530787,213,6.0,4096530789,1,,4096530785,212,35.8,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879607,11,1,1,0,56,7rmv5ns2rj7bn4otpkur0mx0x,1,32.8,12.8,2023-03-13T19:04:58.620Z,2023-03-13T19:05:02Z,4096531005,141,5.0,4096530999,3,,4096531009,213,5.8,4096531001,56,Back,4096531007,212,12.0,4096531003,140,43.1,,,,,,,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879611,12,61,1,0,59,7rmv5ns2rj7bn4otpkur0mx0x,0,43.1,5,2023-03-13T19:05:01.333Z,2023-03-13T19:13:51Z,4096531017,56,Back,,,,,,,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879629,13,5,1,0,59,7rmv5ns2rj7bn4otpkur0mx0x,0,46.4,-1.5,2023-03-13T19:05:01.590Z,2023-03-13T19:37:55Z,4096531201,233,21,4096531111,347,,4096531109,56,Back,,,,,,,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879651,21,5,1,0,59,1wyg1tunyt7go9tnjea1hjqxb,1,53.6,101.5,2023-03-13T19:05:01.590Z,2023-03-13T19:05:05Z,4096531177,56,Left,4096531189,233,13,4096531179,347,,,,,,,,,,,,,,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879669,22,1,1,1,2,1wyg1tunyt7go9tnjea1hjqxb,1,53,100,2023-03-13T19:05:04.966Z,2023-03-13T19:05:08Z,4096531309,140,35.4,4096531305,107,,4096531307,56,Back,4096531313,212,19.1,4096531311,141,94.5,4096531315,213,3.4,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879775,23,4,1,1,6,1wyg1tunyt7go9tnjea1hjqxb,1,35.8,89.2,2023-03-13T19:05:08.198Z,2023-03-13T19:45:14Z,4096531889,56,Back,4096531891,152,,4096531895,286,,4096531893,265,,4096531887,13,,4096634507,233,14,,,,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879793,14,4,1,1,6,7rmv5ns2rj7bn4otpkur0mx0x,0,64.2,10.8,2023-03-13T19:05:08.199Z,2023-03-13T19:45:14Z,4096531989,152,,4096531985,13,,4096531987,56,Right,4096634511,233,23,4096531993,285,,4096531991,265,,,,,,,,4qj88r9cjfbu05ly92vfhpi39,N. Vossebelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879795,24,1,1,1,24,1wyg1tunyt7go9tnjea1hjqxb,1,28.7,83.1,2023-03-13T19:05:26.966Z,2023-03-13T19:05:28Z,4096531999,56,Back,4096531995,5,,4096532003,141,70.7,4096531997,152,,4096532007,213,3.9,4096532001,140,19.6,4096532005,212,12.7,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879809,25,1,1,1,25,1wyg1tunyt7go9tnjea1hjqxb,1,19.6,70.7,2023-03-13T19:05:27.975Z,2023-03-13T19:05:30Z,4096532067,141,50.0,4096532069,212,20.5,4096532065,140,5.4,4096532071,213,3.9,4096532063,56,Back,,,,,,,,,,odp8a70vcgs0bn2ue7jpme50,W. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879847,26,1,1,1,28,1wyg1tunyt7go9tnjea1hjqxb,0,6.9,49.6,2023-03-13T19:05:30.039Z,2023-03-13T19:05:34Z,4096532283,56,Center,4096532291,213,6.0,4096532285,140,53.1,4096532289,212,50.2,4096532293,1,,4096532287,141,30.5,4096532281,155,,,,,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879881,27,1,1,1,34,1wyg1tunyt7go9tnjea1hjqxb,0,53.7,23,2023-03-13T19:05:36.566Z,2023-03-13T19:05:37Z,4096532487,212,6.9,4096532479,3,,4096532481,56,Back,4096532489,213,2.5,4096532483,140,48.3,4096532485,141,28.9,,,,,,,8i6cjao5lwxzaomilei61kbxm,R. Kewal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879887,15,61,1,1,35,7rmv5ns2rj7bn4otpkur0mx0x,1,43.3,67,2023-03-13T19:05:37.973Z,2023-03-13T19:05:38Z,4096532509,56,Back,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879935,28,1,1,1,39,1wyg1tunyt7go9tnjea1hjqxb,1,26.1,51.8,2023-03-13T19:05:41.879Z,2023-03-13T19:05:44Z,4096532769,56,Back,4096532777,213,4.4,4096532771,140,22.4,4096532775,212,14.2,4096532773,141,31.7,4096532767,3,,,,,,,,odp8a70vcgs0bn2ue7jpme50,W. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879963,29,1,1,1,39,1wyg1tunyt7go9tnjea1hjqxb,0,21.3,29.9,2023-03-13T19:05:41.895Z,2023-03-13T19:22:08Z,4096532971,213,5.4,4096532965,140,29.8,4096532969,212,13.9,4096532967,141,14.2,4096532961,3,,4096532963,56,Back,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879933,16,1,1,1,40,7rmv5ns2rj7bn4otpkur0mx0x,0,59.2,66.3,2023-03-13T19:05:42.478Z,2023-03-13T19:05:43Z,4096532743,3,,4096532753,213,5.7,4096532745,56,Center,4096532749,141,50.6,4096532751,212,18.3,4096532747,140,73.3,,,,,,,ma3my4q4wln06xyl1z3v9fmy,T. Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879967,17,61,1,1,45,7rmv5ns2rj7bn4otpkur0mx0x,0,62.8,91.1,2023-03-13T19:05:47.988Z,2023-03-13T19:05:48Z,4096532985,56,Left,,,,,,,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519879977,18,5,1,1,46,7rmv5ns2rj7bn4otpkur0mx0x,0,63.4,100.9,2023-03-13T19:05:48.814Z,2023-03-13T19:05:57Z,4096532999,347,,4096533261,233,30,4096532997,56,Left,,,,,,,,,,,,,,,,2yivr64anye4c0p62m16l78yc,S. Ouaissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880027,30,5,1,1,46,1wyg1tunyt7go9tnjea1hjqxb,1,36.6,-0.9,2023-03-13T19:05:48.814Z,2023-03-13T19:37:55Z,4096533247,56,Back,4096533255,233,18,4096533249,347,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880057,31,1,1,1,55,1wyg1tunyt7go9tnjea1hjqxb,1,38,0,2023-03-13T19:05:57.176Z,2023-03-13T19:06:01Z,4096533401,141,10.0,4096533405,213,2.6,4096533395,107,,4096533399,140,25.4,4096533403,212,15.3,4096533397,56,Back,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880101,32,1,1,1,59,1wyg1tunyt7go9tnjea1hjqxb,1,17.2,11.9,2023-03-13T19:06:01.351Z,2023-03-13T19:06:06Z,4096533569,141,39.4,4096533571,212,22.1,4096533565,56,Back,4096533567,140,5.9,4096533573,213,2.1,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880131,33,1,1,2,4,1wyg1tunyt7go9tnjea1hjqxb,1,6.7,43.9,2023-03-13T19:06:06.696Z,2023-03-13T19:06:09Z,4096533717,140,10.5,4096533723,213,1.4,4096533719,141,71.0,4096533715,56,Back,4096533721,212,18.9,,,,,,,,,,7ug3a0z74dj7qlq4jbtn1kutw,D. Deen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880191,34,1,1,2,7,1wyg1tunyt7go9tnjea1hjqxb,1,10.5,71,2023-03-13T19:06:09.479Z,2023-03-13T19:06:16Z,4096534013,213,1.1,4096534007,140,18.6,4096534009,141,94.2,4096534005,56,Back,4096534011,212,17.9,,,,,,,,,,odp8a70vcgs0bn2ue7jpme50,W. Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880203,35,1,1,2,14,1wyg1tunyt7go9tnjea1hjqxb,0,9.3,91.5,2023-03-13T19:06:16.872Z,2023-03-13T19:06:18Z,4096534061,141,85.1,4096534057,56,Back,4096534059,140,31.4,4096534063,212,23.6,4096534065,213,6.1,,,,,,,,,,2wgv0uye88734itwltg3oajo4,J. Kalisvaart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880227,19,1,1,2,16,7rmv5ns2rj7bn4otpkur0mx0x,1,65.9,13.7,2023-03-13T19:06:18.622Z,2023-03-13T19:06:21Z,4096534201,56,Right,4096534207,212,18.2,4096534203,140,83.1,4096534205,141,10.6,4096534209,213,6.2,,,,,,,,,,8tepha2kd43sp9jtafxuf209h,G. Joppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519880229,20,61,1,2,18,7rmv5ns2rj7bn4otpkur0mx0x,0,83.1,10.4,2023-03-13T19:06:20.215Z,2023-03-13T19:22:14Z,4096534217,56,Right,,,,,,,,,,,,,,,,,,,,,,49vbyk5qvhihphrqfnmmz8woa,J. Takidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
