id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,assist
2495339209,6,1,1,0,18,cv5ftekuejf0ryxvd5h2my47r,1,29.1,9.8,2023-01-06T19:02:45.403Z,2023-01-06T19:02:47Z,3967190919,56,Back,3967190921,140,20.7,3967190917,152,,3967190915,5,,3967190927,213,2.2,3967190925,212,15.8,3967190923,141,29.1,,,,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339219,7,1,1,0,20,cv5ftekuejf0ryxvd5h2my47r,1,21.4,29.1,2023-01-06T19:02:47.587Z,2023-01-06T19:02:50Z,3967190989,212,23.6,3967190983,56,Back,3967190991,213,1.4,3967190985,140,25.0,3967190987,141,63.4,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339231,8,1,1,0,23,cv5ftekuejf0ryxvd5h2my47r,1,25,63.4,2023-01-06T19:02:50.387Z,2023-01-06T19:02:52Z,3967191049,213,4.8,3967191043,140,28.8,3967191041,56,Back,3967191047,212,32.1,3967191045,141,16.5,3967191051,1,,,,,,,,7i9hjqjogg1iowfo4fu5zpcyd,B. Koglin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339249,9,1,1,0,25,cv5ftekuejf0ryxvd5h2my47r,1,32.5,15.2,2023-01-06T19:02:52.619Z,2023-01-06T19:02:57Z,3967191125,212,21.0,3967191127,213,5.9,3967191121,140,51.2,3967191119,56,Right,3967191123,141,4.3,,,,,,,,,,3p95pudljhqzrnegmko7z56uh,R. Sedláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339275,10,1,1,0,30,cv5ftekuejf0ryxvd5h2my47r,1,46.3,11.1,2023-01-06T19:02:57.507Z,2023-01-06T19:03:01Z,3967191233,56,Back,3967191239,212,19.8,3967191235,140,33.0,3967191237,141,31.8,3967191241,213,2.4,,,,,,,,,,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339297,11,1,1,0,34,cv5ftekuejf0ryxvd5h2my47r,1,31.6,35.8,2023-01-06T19:03:01.275Z,2023-01-06T19:03:04Z,3967191373,1,,3967191371,213,1.3,3967191367,141,92.1,3967191365,140,41.7,3967191369,212,39.7,3967191363,56,Back,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339319,12,1,1,0,36,cv5ftekuejf0ryxvd5h2my47r,1,41.6,92,2023-01-06T19:03:04.035Z,2023-01-06T19:03:06Z,3967191495,213,0.5,3967191493,212,7.6,3967191491,141,97.7,3967191489,140,47.8,3967191487,56,Back,,,,,,,,,,5pg02unrm16jaa8vt5ego9z6y,S. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339341,13,2,1,0,39,cv5ftekuejf0ryxvd5h2my47r,1,47.8,97.7,2023-01-06T19:03:06.451Z,2023-01-06T19:03:32Z,3967191795,7,a69sa0h7lgpmlav961cpejbe2,3967191617,141,95.6,3967191615,140,69.9,3967191613,56,Left,,,,,,,,,,,,,40l3vtezw1ofwk2occi4z5w45,C. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339361,10,55,1,0,39,b94pf87be9ojdgnrs5mst80un,1,32.9,7.2,2023-01-06T19:03:06.452Z,2023-01-06T19:35:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339347,9,43,1,0,41,b94pf87be9ojdgnrs5mst80un,1,0,0,2023-01-06T19:03:08.369Z,2023-01-06T19:03:12Z,3967191753,144,8,3967191643,15,0,3967191639,56,Back,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339401,11,1,1,0,49,b94pf87be9ojdgnrs5mst80un,1,34.6,4.3,2023-01-06T19:03:17.185Z,2023-01-06T19:03:18Z,3967191947,212,19.6,3967191945,141,24.8,3967191943,140,21.5,3967191949,213,2.3,3967191937,5,,3967191939,241,,3967191941,56,Back,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339435,12,1,1,0,51,b94pf87be9ojdgnrs5mst80un,1,21.5,24.8,2023-01-06T19:03:18.367Z,2023-01-06T19:03:23Z,3967192169,56,Back,3967192173,141,61.9,3967192177,213,1.7,3967192175,212,25.5,3967192171,140,18.3,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339459,13,1,1,0,56,b94pf87be9ojdgnrs5mst80un,1,13.8,62.2,2023-01-06T19:03:23.376Z,2023-01-06T19:03:25Z,3967192251,141,94.2,3967192249,140,23.0,3967192247,56,Back,3967192255,213,1.2,3967192253,212,23.8,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339479,14,1,1,0,58,b94pf87be9ojdgnrs5mst80un,1,27.3,93.5,2023-01-06T19:03:25.727Z,2023-01-06T19:03:28Z,3967192381,213,3.5,3967192373,56,Back,3967192379,212,20.5,3967192377,141,82.6,3967192375,140,9.1,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339533,15,1,1,1,1,b94pf87be9ojdgnrs5mst80un,1,8.2,79.6,2023-01-06T19:03:28.623Z,2023-01-06T19:03:33Z,3967192625,213,4.8,3967192627,1,,3967192623,212,39.0,3967192619,140,12.2,3967192621,141,22.6,3967192617,56,Back,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339553,16,1,1,1,6,b94pf87be9ojdgnrs5mst80un,1,12.6,22.8,2023-01-06T19:03:33.792Z,2023-01-06T19:03:36Z,3967192709,140,52.2,3967192707,56,Center,3967192717,1,,3967192715,213,0.3,3967192713,212,43.0,3967192711,141,38.8,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339583,17,1,1,1,8,b94pf87be9ojdgnrs5mst80un,1,52,39.1,2023-01-06T19:03:36.256Z,2023-01-06T19:03:39Z,3967192917,56,Back,3967192919,140,40.5,3967192921,141,35.4,3967192923,212,12.3,3967192925,213,3.3,,,,,,,,,,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339589,18,1,1,1,11,b94pf87be9ojdgnrs5mst80un,0,41,31.4,2023-01-06T19:03:38.912Z,2023-01-06T19:04:36Z,3967196339,141,28.5,3967196337,140,44.6,3967196343,213,5.8,3967192945,56,Back,3967196341,212,4.3,,,,,,,,,,42lgdybjew0zrd18mmwwcpbhm,A. Van Keilegom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339621,14,43,1,1,11,cv5ftekuejf0ryxvd5h2my47r,1,0,0,2023-01-06T19:03:38.913Z,2023-01-06T19:04:15Z,3967193075,285,0,3967193073,56,Center,3967193091,233,18,3967194865,144,7,,,,,,,,,,,,,a69sa0h7lgpmlav961cpejbe2,D. Huisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339643,19,1,1,1,12,b94pf87be9ojdgnrs5mst80un,1,43.5,31.8,2023-01-06T19:03:40.047Z,2023-01-06T19:04:07Z,3967193197,213,0.3,3967193195,212,27.1,3967193193,141,43.9,3967194461,4,,3967194219,154,,3967194217,210,15,3967193191,140,68.1,3967193189,56,Center,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339651,20,15,1,1,17,b94pf87be9ojdgnrs5mst80un,1,84.5,42.8,2023-01-06T19:03:44.383Z,2023-01-06T19:04:02Z,3967194253,146,86.3,3967194259,231,49.1,3967194255,147,44.0,3967194241,154,,3967193221,22,,3967194237,76,,3967194247,102,53.5,3967193499,20,,8im7pgnph2au11blma5pewe09,M. Kaars,,3967194257,230,96.4,3967193565,233,15,3967194239,29,3967193225,56,Center,3967193223,17,3967194251,214,3967193503,82,3967194249,103,19,3967194243,55,19,,,,,
2495339683,15,10,1,1,17,cv5ftekuejf0ryxvd5h2my47r,1,11.7,60.3,2023-01-06T19:03:44.483Z,2023-01-06T19:04:34Z,3967193399,56,Back,3967193667,233,20,3967193397,94,,,,,,,,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339695,16,6,1,1,18,cv5ftekuejf0ryxvd5h2my47r,0,12.8,60.2,2023-01-06T19:03:45.888Z,2023-01-06T19:35:53Z,3967193455,56,Back,3967193457,73,,3967193545,233,21,,,,,,,,,,,,,,,,b3gyml6d5i3lqxsnh072nhuqd,R. Ketting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495339669,21,6,1,1,18,b94pf87be9ojdgnrs5mst80un,1,87.2,39.8,2023-01-06T19:03:45.888Z,2023-01-06T19:03:50Z,3967193343,75,,3967193341,56,Center,3967193531,233,16,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340033,22,1,1,1,53,b94pf87be9ojdgnrs5mst80un,0,99.5,0.5,2023-01-06T19:04:21.152Z,2023-01-06T19:05:29Z,3967195375,223,,3967195395,1,,3967195393,213,1.8,3967195381,56,Center,3967195359,2,,3967195371,155,,3967195391,212,39.8,3967195365,6,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,3967195389,141,57.6,3967195387,140,91.0,,,,,,,,,,,,,,,,,,,,,,
2495340057,17,12,1,1,56,cv5ftekuejf0ryxvd5h2my47r,1,9.1,40.6,2023-01-06T19:04:23.427Z,2023-01-06T19:04:25Z,3967195545,213,1.3,3967195541,141,67.6,3967195597,15,,3967195543,212,19.2,3967195537,56,Back,3967195539,140,14.6,,,,,,,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340149,18,12,1,2,0,cv5ftekuejf0ryxvd5h2my47r,1,14.4,67.2,2023-01-06T19:04:27.908Z,2023-01-06T19:05:15Z,3967196007,56,Back,3967196009,140,48.9,3967196013,212,37.3,3967196011,141,80.3,3967196015,213,0.2,,,,,,,,,,40l3vtezw1ofwk2occi4z5w45,C. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340205,23,1,1,2,1,b94pf87be9ojdgnrs5mst80un,1,57.5,11.1,2023-01-06T19:04:29.263Z,2023-01-06T19:04:36Z,3967196307,141,37.9,3967196305,140,19.1,3967196309,212,44.2,3967196303,56,Back,3967196313,1,,3967196311,213,2.7,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340251,24,1,1,2,10,b94pf87be9ojdgnrs5mst80un,1,16.7,54.6,2023-01-06T19:04:37.839Z,2023-01-06T19:04:40Z,3967196545,141,70.4,3967196541,140,20.4,3967196549,212,11.4,3967196537,56,Back,3967196553,213,1.2,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340315,25,1,1,2,14,b94pf87be9ojdgnrs5mst80un,1,20.4,70.1,2023-01-06T19:04:41.470Z,2023-01-06T19:04:46Z,3967196971,140,29.2,3967196977,213,5.4,3967196975,212,15.4,3967196973,141,52.0,3967196969,56,Back,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340341,26,1,1,2,20,b94pf87be9ojdgnrs5mst80un,1,31.4,56.5,2023-01-06T19:04:47.631Z,2023-01-06T19:04:49Z,3967197119,56,Back,3967197127,213,4.4,3967197125,212,17.3,3967197121,140,25.9,3967197123,141,32.5,,,,,,,,,,3hax3hy9n2wyp1ovvhd6zdk6i,D. Mistrafović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340361,27,1,1,2,21,b94pf87be9ojdgnrs5mst80un,1,25.9,32.5,2023-01-06T19:04:48.943Z,2023-01-06T19:04:50Z,3967197241,141,56.6,3967197245,212,19.8,3967197249,213,2.2,3967197237,140,15.4,3967197233,56,Back,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340369,28,1,1,2,23,b94pf87be9ojdgnrs5mst80un,1,15.3,57.1,2023-01-06T19:04:50.751Z,2023-01-06T19:04:52Z,3967197313,140,20.9,3967197319,213,1.2,3967197315,141,77.2,3967197317,212,14.9,3967197307,56,Back,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340393,29,1,1,2,24,b94pf87be9ojdgnrs5mst80un,1,20.9,77.2,2023-01-06T19:04:51.967Z,2023-01-06T19:04:56Z,3967197483,140,8.8,3967197489,213,4.0,3967197485,141,53.7,3967197487,212,20.4,3967197481,56,Back,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340413,30,1,1,2,28,b94pf87be9ojdgnrs5mst80un,1,8.2,52.4,2023-01-06T19:04:55.871Z,2023-01-06T19:04:57Z,3967197603,56,Back,3967197609,212,20.0,3967197607,141,24.7,3967197605,140,14.5,3967197611,213,5.1,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340427,31,1,1,2,30,b94pf87be9ojdgnrs5mst80un,1,14,24.5,2023-01-06T19:04:57.390Z,2023-01-06T19:04:59Z,3967197703,140,28.2,3967197709,213,0.2,3967197701,56,Back,3967197707,212,15.2,3967197705,141,29.1,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340465,32,1,1,2,31,b94pf87be9ojdgnrs5mst80un,1,28.2,30.1,2023-01-06T19:04:59.103Z,2023-01-06T19:05:03Z,3967197967,212,27.9,3967197965,141,50.5,3967197961,56,Back,3967197963,140,5.2,3967197969,213,2.6,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340595,33,1,1,2,35,b94pf87be9ojdgnrs5mst80un,1,8.8,54.6,2023-01-06T19:05:03.215Z,2023-01-06T19:05:13Z,3967198741,213,1.4,3967198733,56,Back,3967198739,212,23.0,3967198737,141,87.7,3967198735,140,13.2,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340623,34,1,1,2,46,b94pf87be9ojdgnrs5mst80un,1,22.7,88.1,2023-01-06T19:05:13.854Z,2023-01-06T19:05:15Z,3967198887,56,Back,3967198889,140,19.9,3967198893,141,52.7,3967198899,213,4.6,3967198897,212,24.3,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340641,35,1,1,2,48,b94pf87be9ojdgnrs5mst80un,1,20.4,50.5,2023-01-06T19:05:15.711Z,2023-01-06T19:05:17Z,3967199017,140,20.5,3967199015,56,Back,3967199019,141,26.5,3967199021,212,16.3,3967199023,213,4.7,,,,,,,,,,cyquj9h6hjwbyp0b68b149qfo,J. Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340657,36,1,1,2,50,b94pf87be9ojdgnrs5mst80un,1,18.6,17,2023-01-06T19:05:17.310Z,2023-01-06T19:05:19Z,3967199123,141,7.5,3967199125,212,10.8,3967199127,213,5.6,3967199121,140,26.9,3967199119,56,Back,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340675,37,1,1,2,51,b94pf87be9ojdgnrs5mst80un,0,28.8,3.1,2023-01-06T19:05:19.086Z,2023-01-06T19:05:31Z,3967199199,212,18.9,3967199193,141,0.0,3967199189,56,Back,3967199191,140,46.6,3967199203,213,6.1,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340805,19,5,1,2,53,cv5ftekuejf0ryxvd5h2my47r,1,51.4,101.8,2023-01-06T19:05:20.871Z,2023-01-06T19:35:48Z,3967199849,347,,3967199847,56,Left,3967199877,233,38,,,,,,,,,,,,,,,,40l3vtezw1ofwk2occi4z5w45,C. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495340679,38,5,1,2,53,b94pf87be9ojdgnrs5mst80un,0,48.6,-1.8,2023-01-06T19:05:20.871Z,2023-01-06T19:05:31Z,3967199221,347,,3967199887,233,19,3967199219,56,Back,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
