id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2500089929,4,1,1,0,12,1wyg1tunyt7go9tnjea1hjqxb,1,55.7,83.6,2023-01-23T19:00:37.677Z,2023-01-23T19:00:40Z,3992243333,213,0.4,3992243329,141,89.1,3992243327,140,65.1,3992243331,212,10.6,3992243325,56,Left,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089931,5,1,1,0,15,1wyg1tunyt7go9tnjea1hjqxb,0,65.1,89.1,2023-01-23T19:00:40.620Z,2023-01-23T19:00:41Z,3992243343,141,78.8,3992243337,155,,3992243339,56,Center,3992243341,140,61.9,3992243345,212,7.8,3992243347,213,4.3,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089945,8,1,1,0,16,b94pf87be9ojdgnrs5mst80un,0,42.6,36.9,2023-01-23T19:00:41.617Z,2023-01-23T19:00:42Z,3992243455,141,45.5,3992243451,56,Center,3992243457,212,12.3,3992243449,3,,3992243459,213,0.5,3992243453,140,52.9,,,,,,,6qjbfua7nynaxrs5t8tygedp1,P. van Ooijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089959,6,8,1,0,18,1wyg1tunyt7go9tnjea1hjqxb,1,48.7,52.1,2023-01-23T19:00:43.596Z,2023-01-23T19:00:43Z,3992243503,56,Back,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089971,9,1,1,0,19,b94pf87be9ojdgnrs5mst80un,1,20.8,67.5,2023-01-23T19:00:45.217Z,2023-01-23T19:00:46Z,3992243585,141,80.5,3992243579,3,,3992243589,213,0.3,3992243583,140,45.7,3992243581,56,Back,3992243587,212,27.6,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089973,10,49,1,0,21,b94pf87be9ojdgnrs5mst80un,1,45.7,80.5,2023-01-23T19:00:46.481Z,2023-01-23T19:00:46Z,,,,,,,,,,,,,,,,,,,,,,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089989,11,1,1,0,22,b94pf87be9ojdgnrs5mst80un,1,44,73,2023-01-23T19:00:47.585Z,2023-01-23T19:00:49Z,3992243679,141,86.0,3992243683,213,2.4,3992243681,212,13.3,3992243677,140,34.5,3992243675,56,Back,,,,,,,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089991,12,1,1,0,23,b94pf87be9ojdgnrs5mst80un,0,34.5,86,2023-01-23T19:00:49.216Z,2023-01-23T19:00:50Z,3992243697,141,74.1,3992243695,140,45.4,3992243693,56,Back,3992243701,213,5.7,3992243699,212,14.0,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089995,7,49,1,0,25,1wyg1tunyt7go9tnjea1hjqxb,1,54.7,32.5,2023-01-23T19:00:50.653Z,2023-01-23T19:00:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090013,8,1,1,0,26,1wyg1tunyt7go9tnjea1hjqxb,1,54.2,32.5,2023-01-23T19:00:51.644Z,2023-01-23T19:00:56Z,3992243835,140,28.9,3992243837,141,40.1,3992243839,212,27.1,3992243841,213,2.9,3992243833,56,Back,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090025,9,1,1,0,30,1wyg1tunyt7go9tnjea1hjqxb,1,29.9,39.4,2023-01-23T19:00:56.284Z,2023-01-23T19:00:59Z,3992243925,56,Back,3992243931,212,26.0,3992243927,140,28.6,3992243933,213,1.6,3992243929,141,77.6,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090043,10,1,1,0,34,1wyg1tunyt7go9tnjea1hjqxb,1,28.6,77.6,2023-01-23T19:00:59.516Z,2023-01-23T19:01:06Z,3992244055,212,24.4,3992244051,140,23.8,3992244049,56,Back,3992244057,213,4.5,3992244053,141,42.5,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090069,11,1,1,0,40,1wyg1tunyt7go9tnjea1hjqxb,1,28.1,53.4,2023-01-23T19:01:06.060Z,2023-01-23T19:01:12Z,3992244185,140,3.8,3992244191,213,3.1,3992244187,141,53.9,3992244189,212,25.5,3992244183,56,Back,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090077,12,1,1,0,47,1wyg1tunyt7go9tnjea1hjqxb,1,3.9,53.9,2023-01-23T19:01:12.780Z,2023-01-23T19:01:17Z,3992244261,1,,3992244255,141,96.2,3992244253,140,27.1,3992244259,213,0.9,3992244257,212,37.7,3992244249,155,,3992244251,56,Back,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090081,13,1,1,0,52,1wyg1tunyt7go9tnjea1hjqxb,0,26.4,95.6,2023-01-23T19:01:17.372Z,2023-01-23T19:01:25Z,3992244293,212,8.1,3992244289,140,27.6,3992244457,155,,3992244287,56,Back,3992244295,213,4.9,3992244291,141,83.8,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090103,13,8,1,0,53,b94pf87be9ojdgnrs5mst80un,1,58.5,39.8,2023-01-23T19:01:18.924Z,2023-01-23T19:01:33Z,3992244409,56,Center,,,,,,,,,,,,,,,,,,,,,,3hax3hy9n2wyp1ovvhd6zdk6i,D. Mistrafović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090119,14,5,1,0,57,b94pf87be9ojdgnrs5mst80un,0,71.9,-1.6,2023-01-23T19:01:22.441Z,2023-01-23T19:01:36Z,3992244473,56,Right,3992244501,233,14,3992244477,347,,,,,,,,,,,,,,,,,3hax3hy9n2wyp1ovvhd6zdk6i,D. Mistrafović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090111,14,5,1,0,57,1wyg1tunyt7go9tnjea1hjqxb,1,28.1,101.6,2023-01-23T19:01:22.441Z,2023-01-23T19:04:17Z,3992244451,347,,3992244491,233,14,3992244449,56,Back,,,,,,,,,,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090167,15,1,1,1,11,1wyg1tunyt7go9tnjea1hjqxb,1,24.5,100,2023-01-23T19:01:36.444Z,2023-01-23T19:01:38Z,3992244869,213,3.7,3992244867,212,7.3,3992244861,141,95.9,3992244847,107,,3992244857,140,18.8,3992244851,56,Back,,,,,,,4nchc9z4464uhu3vveo0p73f8,S. Dekkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090173,16,1,1,1,12,1wyg1tunyt7go9tnjea1hjqxb,0,18.8,95.9,2023-01-23T19:01:38.252Z,2023-01-23T19:01:39Z,3992244887,141,100.0,3992244881,157,,3992244891,213,0.5,3992244893,1,,3992244883,56,Back,3992244889,212,8.2,3992244885,140,25.7,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090215,15,5,1,1,13,b94pf87be9ojdgnrs5mst80un,1,71.4,-1.8,2023-01-23T19:01:38.695Z,2023-01-23T19:04:17Z,3992245127,347,,3992245125,56,Right,3992245143,233,17,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090175,17,5,1,1,13,1wyg1tunyt7go9tnjea1hjqxb,0,28.6,101.8,2023-01-23T19:01:38.695Z,2023-01-23T19:01:48Z,3992244897,347,,3992244895,56,Back,3992245147,233,15,,,,,,,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090225,16,1,1,1,22,b94pf87be9ojdgnrs5mst80un,1,68.5,0,2023-01-23T19:01:48.098Z,2023-01-23T19:01:49Z,3992245195,212,8.2,3992245193,141,10.0,3992245189,56,Right,3992245197,213,1.4,3992245187,107,,3992245191,140,69.7,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090245,17,1,1,1,24,b94pf87be9ojdgnrs5mst80un,1,69.7,10,2023-01-23T19:01:49.408Z,2023-01-23T19:01:51Z,3992245299,56,Right,3992245305,212,3.8,3992245303,141,4.4,3992245301,140,69.7,3992245307,213,4.7,,,,,,,,,,3hax3hy9n2wyp1ovvhd6zdk6i,D. Mistrafović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090247,18,1,1,1,26,b94pf87be9ojdgnrs5mst80un,0,69.7,4.4,2023-01-23T19:01:51.776Z,2023-01-23T19:01:52Z,3992245317,56,Right,3992245323,212,0.3,3992245325,213,0.8,3992245321,141,4.7,3992245319,140,69.9,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090249,18,61,1,1,27,1wyg1tunyt7go9tnjea1hjqxb,1,27.4,94.2,2023-01-23T19:01:52.978Z,2023-01-23T19:01:53Z,3992245327,56,Back,,,,,,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090255,19,5,1,1,28,1wyg1tunyt7go9tnjea1hjqxb,0,26.8,101.7,2023-01-23T19:01:53.759Z,2023-01-23T19:04:18Z,3992245359,347,,3992245805,233,19,3992245357,56,Back,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090325,19,5,1,1,28,b94pf87be9ojdgnrs5mst80un,1,73.2,-1.7,2023-01-23T19:01:53.759Z,2023-01-23T19:02:11Z,3992245779,347,,3992245797,233,19,3992245777,56,Right,,,,,,,,,,,,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090349,20,1,1,1,46,b94pf87be9ojdgnrs5mst80un,1,74.8,0,2023-01-23T19:02:11.488Z,2023-01-23T19:02:45Z,3992245895,212,28.8,3992245897,213,1.2,3992245887,107,,3992245891,140,84.6,3992245893,141,37.9,3992245889,56,Center,3992245899,1,,,,,2pzdedlktluxyj6sq2cd19e51,B. van Vlerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090351,21,61,1,1,48,b94pf87be9ojdgnrs5mst80un,1,84.6,37.9,2023-01-23T19:02:13.374Z,2023-01-23T19:12:34Z,3992245909,56,Center,,,,,,,,,,,,,,,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090353,20,43,1,1,50,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-01-23T19:02:15.789Z,2023-01-23T19:02:23Z,3992246171,144,49,,,,,,,,,,,,,,,,,,,,,,b1h2eiqxic31ioxbs1zjd709g,L. Postma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090365,21,49,1,1,52,1wyg1tunyt7go9tnjea1hjqxb,1,14.3,63.7,2023-01-23T19:02:18.076Z,2023-01-23T19:02:40Z,,,,,,,,,,,,,,,,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090377,22,1,1,1,52,1wyg1tunyt7go9tnjea1hjqxb,1,14.3,63.7,2023-01-23T19:02:18.172Z,2023-01-23T19:02:19Z,3992246023,140,4.1,3992246031,212,12.6,3992246027,141,53.9,3992246021,56,Back,3992246035,213,3.7,,,,,,,,,,b4vrfh7z9qt9e5gdpkajrqolw,M. Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090393,23,1,1,1,53,1wyg1tunyt7go9tnjea1hjqxb,0,4.1,53.9,2023-01-23T19:02:19.212Z,2023-01-23T19:02:22Z,3992246145,141,25.9,3992246139,56,Center,3992246147,212,64.9,3992246149,213,6.0,3992246137,155,,3992246151,1,,3992246143,140,63.2,,,,7wrulbqqdeecd5vegsbb1905w,R. Owusu-Oduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090405,22,49,1,1,59,b94pf87be9ojdgnrs5mst80un,1,34.8,67.2,2023-01-23T19:02:24.800Z,2023-01-23T19:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090417,23,1,1,2,1,b94pf87be9ojdgnrs5mst80un,1,26.5,90.8,2023-01-23T19:02:26.432Z,2023-01-23T19:02:30Z,3992246323,141,98.0,3992246325,212,10.8,3992246321,140,35.7,3992246327,213,0.5,3992246319,56,Back,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090429,24,1,1,2,5,b94pf87be9ojdgnrs5mst80un,1,50.9,85.7,2023-01-23T19:02:30.735Z,2023-01-23T19:02:33Z,3992246403,141,85.3,3992246399,56,Back,3992246407,213,3.2,3992246405,212,10.4,3992246401,140,41.0,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090447,25,1,1,2,8,b94pf87be9ojdgnrs5mst80un,1,28.9,85.6,2023-01-23T19:02:33.616Z,2023-01-23T19:02:38Z,3992246501,212,24.0,3992246495,56,Back,3992246497,140,13.8,3992246499,141,59.1,3992246503,213,4.0,,,,,,,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090451,26,1,1,2,13,b94pf87be9ojdgnrs5mst80un,1,14.5,52.2,2023-01-23T19:02:38.352Z,2023-01-23T19:02:41Z,3992246547,141,26.4,3992246545,140,24.3,3992246543,56,Back,3992246551,213,5.2,3992246549,212,20.3,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090493,27,1,1,2,16,b94pf87be9ojdgnrs5mst80un,1,22.8,27,2023-01-23T19:02:41.711Z,2023-01-23T19:02:50Z,3992246797,141,47.6,3992246795,140,10.3,3992246793,56,Back,3992246799,212,19.2,3992246801,213,2.3,,,,,,,,,,zihddqvp0sjni8stcio8bgmh,F. Van Den Eynden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090525,28,1,1,2,25,b94pf87be9ojdgnrs5mst80un,1,7.3,46,2023-01-23T19:02:50.879Z,2023-01-23T19:02:55Z,3992246971,212,30.3,3992246965,56,Back,3992246967,140,14.0,3992246969,141,89.4,3992246973,213,1.3,,,,,,,,,,2psxvq4l1g9fzgt00cfks96fp,M. Havekotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090539,29,1,1,2,29,b94pf87be9ojdgnrs5mst80un,1,15.8,92,2023-01-23T19:02:54.944Z,2023-01-23T19:12:28Z,3992247075,141,37.4,3992247069,155,,3992247081,1,,3992247071,56,Center,3992247077,212,60.5,3992247079,213,5.6,3992247073,140,61.3,,,,2rlckdzkm4d6dsqwutkvhm95h,R. van der Meer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090541,30,1,1,2,32,b94pf87be9ojdgnrs5mst80un,0,61.3,37.4,2023-01-23T19:02:57.984Z,2023-01-23T19:12:30Z,3992247095,141,46.4,3992247097,212,8.2,3992247091,56,Center,3992247093,140,56.1,3992247089,3,,3992247099,213,2.3,,,,,,,63ox7kqo9rl36cvk4joqh9soa,E. Maddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090551,24,1,1,2,33,1wyg1tunyt7go9tnjea1hjqxb,0,39.1,58.1,2023-01-23T19:02:59.155Z,2023-01-23T19:12:32Z,3992247167,140,46.8,3992247171,212,12.0,3992247165,56,Back,3992247173,213,5.5,3992247163,3,,3992247169,141,45.1,,,,,,,a3pwwwba6td400zwqjpbf6pnu,S. Allouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090553,31,1,1,2,34,b94pf87be9ojdgnrs5mst80un,1,54.2,63.6,2023-01-23T19:02:59.904Z,2023-01-23T19:04:11Z,3992247179,3,,3992247189,213,6.0,3992247183,140,64.9,3992247181,56,Center,3992247187,212,11.7,3992247185,141,58.7,,,,,,,2gfp8pe55n7oa0mcu5ygi54a,W. Essanoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500090559,32,1,1,2,35,b94pf87be9ojdgnrs5mst80un,1,64.9,58.7,2023-01-23T19:03:00.664Z,2023-01-23T19:04:12Z,3992247209,56,Center,3992247211,140,55.7,3992247215,212,9.7,3992247217,213,3.2,3992247213,141,58.4,3992247207,155,,,,,,,,8im7pgnph2au11blma5pewe09,M. Kaars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
