id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2475770181,219,61,1,25,32,eh54mfvjtrttgsg1wbjnvxcqz,0,73,18.3,2022-10-22T18:28:00.455Z,2022-10-22T18:28:00Z,3864012941,56,Right,,,,,,,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770227,243,50,1,25,34,bqm1bnp1bh2apyudlz1o1whr3,1,29.4,79.1,2022-10-22T18:28:01.894Z,2022-10-22T18:28:08Z,3864013265,233,220,3864013177,56,Back,3864013179,285,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770209,220,7,1,25,34,eh54mfvjtrttgsg1wbjnvxcqz,1,70.6,20.9,2022-10-22T18:28:01.895Z,2022-10-22T18:28:04Z,3864013109,286,,3864013245,233,243,3864013107,56,Right,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770231,221,1,1,25,35,eh54mfvjtrttgsg1wbjnvxcqz,1,65.7,9.1,2022-10-22T18:28:02.662Z,2022-10-22T18:28:03Z,3864013199,140,72.7,3864013207,213,5.7,3864013197,56,Right,3864013205,212,8.9,3864013201,141,1.7,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770291,222,1,1,25,36,eh54mfvjtrttgsg1wbjnvxcqz,1,72.7,1.7,2022-10-22T18:28:03.654Z,2022-10-22T18:28:07Z,3864013557,212,41.6,3864013553,140,39.6,3864013559,213,2.6,3864013561,1,,3864013551,56,Back,3864013555,141,35.2,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770355,223,1,1,25,40,eh54mfvjtrttgsg1wbjnvxcqz,1,34.5,46,2022-10-22T18:28:07.862Z,2022-10-22T18:28:11Z,3864013905,213,3.4,3864013901,141,40.0,3864013895,56,Back,3864013899,140,22.1,3864013903,212,13.6,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770421,224,1,1,25,43,eh54mfvjtrttgsg1wbjnvxcqz,0,24.6,24,2022-10-22T18:28:11.447Z,2022-10-22T18:28:16Z,3864014243,1,,3864014231,157,,3864014235,140,72.5,3864014239,212,53.2,3864014241,213,6.0,3864014233,56,Right,3864014237,141,0.0,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770427,225,5,1,25,47,eh54mfvjtrttgsg1wbjnvxcqz,0,77.7,-1.2,2022-10-22T18:28:14.773Z,2022-10-22T18:52:05Z,3864014267,56,Right,3864015135,233,244,3864014269,347,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770597,244,5,1,25,47,bqm1bnp1bh2apyudlz1o1whr3,1,22.3,101.2,2022-10-22T18:28:14.773Z,2022-10-22T18:28:28Z,3864015117,56,Back,3864015125,233,225,3864015119,347,,,,,,,,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770611,245,1,1,26,0,bqm1bnp1bh2apyudlz1o1whr3,0,17.1,100,2022-10-22T18:28:27.902Z,2022-10-22T18:28:29Z,3864015191,56,Left,3864015195,141,91.2,3864015189,107,,3864015203,1,,3864015193,140,54.2,3864015201,213,6.1,3864015197,212,39.5,,,,gmu8p51rp6bjzs0bss5jupzo,L. Schenk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770637,226,1,1,26,3,eh54mfvjtrttgsg1wbjnvxcqz,0,46.3,10.1,2022-10-22T18:28:30.966Z,2022-10-22T18:28:31Z,3864015349,212,17.2,3864015341,3,,3864015345,140,57.7,3864015351,213,0.8,3864015347,141,28.3,3864015343,56,Center,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770675,246,1,1,26,4,bqm1bnp1bh2apyudlz1o1whr3,0,40.1,79,2022-10-22T18:28:32.046Z,2022-10-22T18:28:34Z,3864015575,3,,3864015581,141,59.9,3864015585,213,5.5,3864015583,212,17.8,3864015579,140,51.7,3864015577,56,Center,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770681,227,44,1,26,6,eh54mfvjtrttgsg1wbjnvxcqz,1,41.6,37.8,2022-10-22T18:28:33.989Z,2022-10-22T18:28:35Z,3864015619,285,,3864015637,233,247,3864015617,56,Back,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770679,247,44,1,26,6,bqm1bnp1bh2apyudlz1o1whr3,0,58.4,62.2,2022-10-22T18:28:33.990Z,2022-10-22T18:28:35Z,3864015615,286,,3864015661,233,227,3864015613,56,Center,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770695,228,1,1,26,7,eh54mfvjtrttgsg1wbjnvxcqz,0,34.9,35.8,2022-10-22T18:28:34.966Z,2022-10-22T18:28:35Z,3864015711,3,,3864015715,140,46.1,3864015719,212,13.7,3864015713,56,Back,3864015717,141,25.6,3864015721,213,5.8,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770703,248,44,1,26,8,bqm1bnp1bh2apyudlz1o1whr3,1,49.8,65.2,2022-10-22T18:28:35.902Z,2022-10-22T18:28:37Z,3864015875,233,229,3864015759,56,Back,3864015761,285,,,,,,,,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770711,229,44,1,26,8,eh54mfvjtrttgsg1wbjnvxcqz,0,50.2,34.8,2022-10-22T18:28:35.903Z,2022-10-22T18:28:38Z,3864015817,56,Center,3864015919,286,,3864015915,233,248,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770715,249,1,1,26,9,bqm1bnp1bh2apyudlz1o1whr3,0,43.9,62.7,2022-10-22T18:28:36.542Z,2022-10-22T18:28:37Z,3864015835,3,,3864015843,212,11.2,3864015839,140,48.2,3864015837,56,Back,3864015841,141,47.6,3864015845,213,5.1,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770807,250,49,1,26,15,bqm1bnp1bh2apyudlz1o1whr3,1,19.3,28.5,2022-10-22T18:28:43.414Z,2022-10-22T18:28:43Z,,,,,,,,,,,,,,,,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770871,251,1,1,26,17,bqm1bnp1bh2apyudlz1o1whr3,1,16.5,18,2022-10-22T18:28:44.630Z,2022-10-22T18:28:48Z,3864016655,141,7.1,3864016651,56,Back,3864016659,213,5.8,3864016653,140,31.2,3864016657,212,17.1,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770883,252,1,1,26,21,bqm1bnp1bh2apyudlz1o1whr3,0,29.6,4.9,2022-10-22T18:28:48.862Z,2022-10-22T18:28:50Z,3864016773,56,Right,3864016777,141,16.6,3864016781,213,0.3,3864016775,140,57.3,3864016779,212,30.2,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770897,230,49,1,26,24,eh54mfvjtrttgsg1wbjnvxcqz,1,30.4,82.3,2022-10-22T18:28:51.671Z,2022-10-22T18:28:51Z,,,,,,,,,,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475770929,231,1,1,26,24,eh54mfvjtrttgsg1wbjnvxcqz,1,30.4,82.3,2022-10-22T18:28:51.989Z,2022-10-22T18:28:54Z,3864017027,140,34.8,3864017029,141,64.9,3864017031,212,12.7,3864017033,213,5.1,3864017025,56,Back,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771011,232,1,1,26,27,eh54mfvjtrttgsg1wbjnvxcqz,1,34.6,61.4,2022-10-22T18:28:54.533Z,2022-10-22T18:29:00Z,3864017419,213,4.5,3864017417,212,17.9,3864017413,140,31.7,3864017411,56,Back,3864017415,141,35.5,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771041,233,1,1,26,32,eh54mfvjtrttgsg1wbjnvxcqz,1,50.2,15,2022-10-22T18:29:00.214Z,2022-10-22T18:29:03Z,3864017603,213,0.9,3864017595,56,Center,3864017599,141,33.3,3864017597,140,60.6,3864017601,212,16.6,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771055,234,1,1,26,35,eh54mfvjtrttgsg1wbjnvxcqz,1,60.6,33.3,2022-10-22T18:29:03.141Z,2022-10-22T18:29:04Z,3864017669,140,75.1,3864017675,213,5.4,3864017671,141,4.7,3864017667,56,Right,3864017673,212,24.7,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771139,235,1,1,26,37,eh54mfvjtrttgsg1wbjnvxcqz,1,75.8,4.4,2022-10-22T18:29:04.581Z,2022-10-22T18:29:11Z,3864018127,213,2.8,3864018119,56,Right,3864018123,141,8.8,3864018125,212,9.6,3864018121,140,67.1,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771223,236,1,1,26,43,eh54mfvjtrttgsg1wbjnvxcqz,1,66.7,14.1,2022-10-22T18:29:11.125Z,2022-10-22T18:29:16Z,3864018603,140,69.8,3864018607,212,12.9,3864018605,141,32.5,3864018601,56,Center,3864018609,213,1.3,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771303,237,1,1,26,48,eh54mfvjtrttgsg1wbjnvxcqz,1,67.5,47.3,2022-10-22T18:29:16.119Z,2022-10-22T18:29:23Z,3864019047,140,77.0,3864019043,155,,3864019053,213,1.3,3864019049,141,98.3,3864019045,56,Left,3864019051,212,36.1,3864019055,1,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771323,238,1,1,26,55,eh54mfvjtrttgsg1wbjnvxcqz,0,99.7,80.5,2022-10-22T18:29:22.918Z,2022-10-22T18:29:25Z,3864019187,1,,3864019183,212,38.3,3864019179,140,88.0,3864019173,2,,3864019177,56,Center,3864019175,155,,3864019181,141,27.1,3864019185,213,4.4,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771361,253,8,1,26,58,bqm1bnp1bh2apyudlz1o1whr3,1,9,67.8,2022-10-22T18:29:26.318Z,2022-10-22T18:29:35Z,3864019427,15,,3864019359,56,Back,,,,,,,,,,,,,,,,,,,3usiruyhxf6p9lkiz5qeytze2,M. Remans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771461,239,5,1,27,0,eh54mfvjtrttgsg1wbjnvxcqz,1,97.8,-1.2,2022-10-22T18:29:27.846Z,2022-10-22T18:29:36Z,3864020025,233,254,3864019945,347,,3864019943,56,Right,,,,,,,,,,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771399,254,5,1,27,0,bqm1bnp1bh2apyudlz1o1whr3,0,2.2,101.2,2022-10-22T18:29:27.846Z,2022-10-22T18:52:06Z,3864020029,233,239,3864019575,347,,3864019573,56,Back,,,,,,,,,,,,,,,,epkss1rj7z6duqd3axbcm8l0q,N. Souren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771597,240,1,1,27,13,eh54mfvjtrttgsg1wbjnvxcqz,1,96.7,0,2022-10-22T18:29:41.269Z,2022-10-22T18:29:49Z,3864020775,107,,3864020785,213,1.4,3864020781,141,5.2,3864020779,140,97.3,3864020783,212,4.9,3864020777,56,Right,,,,,,,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771613,241,1,1,27,21,eh54mfvjtrttgsg1wbjnvxcqz,1,71.4,29.2,2022-10-22T18:29:49.093Z,2022-10-22T18:29:50Z,3864020849,140,68.1,3864020855,213,4.0,3864020851,141,22.8,3864020847,56,Center,3864020853,212,5.6,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771645,242,1,1,27,22,eh54mfvjtrttgsg1wbjnvxcqz,1,68.1,20.9,2022-10-22T18:29:50.453Z,2022-10-22T18:29:53Z,3864021025,212,18.0,3864021021,141,25.9,3864021029,213,0.2,3864021011,56,Center,3864021015,140,84.9,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771689,243,1,1,27,25,eh54mfvjtrttgsg1wbjnvxcqz,1,80.6,27.3,2022-10-22T18:29:53.380Z,2022-10-22T18:30:15Z,3864022289,210,15,3864021281,140,94.6,3864021293,213,0.8,3864021279,56,Center,3864022291,154,,3864021283,141,50.1,3864021289,212,21.4,3864021277,155,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771693,244,15,1,27,29,eh54mfvjtrttgsg1wbjnvxcqz,1,94.6,50.1,2022-10-22T18:29:57.014Z,2022-10-22T18:30:15Z,3864021315,22,,3864022321,29,,3864022351,108,,3864022319,76,,3864022361,147,50.4,3864022345,103,17.1,3864022357,146,97.5,3864022331,55,243,4lf5375rzyy400rabvwgbcbmx,F. Hammouti,,3864021509,20,3864021317,16,3864022339,102,53.8,3864022405,233,255,3864021319,56,3864022353,328,,3864022349,214,,,,,Center,3864022323,154,,,,,,,,
2475771697,255,10,1,27,29,bqm1bnp1bh2apyudlz1o1whr3,1,2.6,49.7,2022-10-22T18:29:57.114Z,2022-10-22T18:30:40Z,3864021353,182,,3864021349,173,,3864021715,233,244,3864021355,56,Back,3864021351,178,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771711,256,52,1,27,31,bqm1bnp1bh2apyudlz1o1whr3,1,7.9,47.1,2022-10-22T18:29:59.479Z,2022-10-22T18:29:59Z,,,,,,,,,,,,,,,,,,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771903,257,1,1,27,45,bqm1bnp1bh2apyudlz1o1whr3,1,10.8,37.3,2022-10-22T18:30:13.111Z,2022-10-22T18:30:17Z,3864022607,56,Back,3864022613,212,28.3,3864022609,140,14.1,3864022611,141,78.6,3864022615,213,1.4,3864022605,123,,,,,,,,rgspixypiwxuenf1yaukrrop,R. Matthys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771917,258,1,1,27,49,bqm1bnp1bh2apyudlz1o1whr3,0,16.1,93.1,2022-10-22T18:30:17.303Z,2022-10-22T18:30:18Z,3864022709,56,Center,3864022713,141,68.7,3864022717,213,5.9,3864022715,212,48.6,3864022711,140,59.6,3864022707,157,,3864022719,1,,,,,7d9x6ojih9obktxl3fnrjskk4,M. Waem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475771927,245,1,1,27,51,eh54mfvjtrttgsg1wbjnvxcqz,0,39.2,31.2,2022-10-22T18:30:18.823Z,2022-10-22T18:30:19Z,3864022779,213,0.7,3864022775,141,41.9,3864022771,56,Back,3864022777,212,11.9,3864022767,3,,3864022773,140,48.2,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772045,259,1,1,27,54,bqm1bnp1bh2apyudlz1o1whr3,1,56.6,56.1,2022-10-22T18:30:22.343Z,2022-10-22T18:30:27Z,3864023453,141,7.6,3864023457,213,4.9,3864023455,212,33.5,3864023451,140,62.1,3864023449,56,Right,3864023459,1,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772071,260,1,1,28,0,bqm1bnp1bh2apyudlz1o1whr3,1,67.3,8.8,2022-10-22T18:30:27.575Z,2022-10-22T18:30:30Z,3864023611,212,11.7,3864023607,140,78.1,3864023613,213,6.0,3864023609,141,4.3,3864023605,56,Right,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772085,261,1,1,28,2,bqm1bnp1bh2apyudlz1o1whr3,1,80.7,3.5,2022-10-22T18:30:30.431Z,2022-10-22T18:30:32Z,3864023701,140,71.1,3864023705,212,10.3,3864023699,56,Right,3864023707,213,2.9,3864023703,141,6.6,,,,,,,,,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772119,262,1,1,28,4,bqm1bnp1bh2apyudlz1o1whr3,1,70.3,8.3,2022-10-22T18:30:32.415Z,2022-10-22T18:30:35Z,3864023921,141,20.3,3864023925,213,0.8,3864023917,56,Right,3864023919,140,77.5,3864023923,212,11.1,,,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772175,263,1,1,28,7,bqm1bnp1bh2apyudlz1o1whr3,1,74.3,21.6,2022-10-22T18:30:34.983Z,2022-10-22T18:30:38Z,3864024249,212,15.5,3864024251,213,6.1,3864024245,140,88.9,3864024247,141,18.5,3864024243,56,Right,,,,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772203,264,1,1,28,10,bqm1bnp1bh2apyudlz1o1whr3,1,94.8,16.8,2022-10-22T18:30:38.439Z,2022-10-22T18:30:40Z,3864024453,213,3.9,3864024447,140,89.8,3864024449,141,9.7,3864024445,56,Right,3864024451,212,7.1,,,,,,,,,,88m6s6m8ep0p3fropim4ttcoa,M. Kleinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772237,265,1,1,28,12,bqm1bnp1bh2apyudlz1o1whr3,1,90.4,8.2,2022-10-22T18:30:40.352Z,2022-10-22T18:30:52Z,3864025243,210,15,3864024591,56,Center,3864024595,141,48.5,3864024597,212,27.4,3864024593,140,90.5,3864024587,2,,3864024599,213,1.6,3864025245,154,,bk7742h8fac9g6e6wh7nnugkq,T. Zeegers,1,3864024589,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772249,266,44,1,28,15,bqm1bnp1bh2apyudlz1o1whr3,1,90.2,49.4,2022-10-22T18:30:42.775Z,2022-10-22T18:30:44Z,3864024653,56,Center,3864024721,233,246,3864024655,286,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772255,246,44,1,28,15,eh54mfvjtrttgsg1wbjnvxcqz,0,9.8,50.6,2022-10-22T18:30:42.776Z,2022-10-22T18:30:45Z,3864024749,233,266,3864024683,56,Back,3864024685,285,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772251,267,15,1,28,15,bqm1bnp1bh2apyudlz1o1whr3,1,90.6,48.8,2022-10-22T18:30:43.215Z,2022-10-22T18:30:52Z,3864025277,55,265,3864025283,103,15.8,3864024905,15,,3864024669,56,Center,3864025271,78,,3864025275,154,,3864025273,29,,3864025287,147,48.6,2072f0p9ful9u577gdvo89yw9,K. Kostons,,3864024909,328,3864024665,22,3864024667,17,,3864025281,102,49.8,3864025285,146,3864025357,233,248,,,,,,,98.0,,,,,,,,,,
2475772303,248,10,1,28,15,eh54mfvjtrttgsg1wbjnvxcqz,1,2.1,49.7,2022-10-22T18:30:43.315Z,2022-10-22T18:30:48Z,3864025051,233,267,3864024943,180,,3864024947,56,Back,3864024941,177,,3864024945,182,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772299,247,52,1,28,18,eh54mfvjtrttgsg1wbjnvxcqz,1,2.1,49.7,2022-10-22T18:30:45.646Z,2022-10-22T18:30:47Z,,,,,,,,,,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772427,249,1,1,28,24,eh54mfvjtrttgsg1wbjnvxcqz,1,5.7,50.3,2022-10-22T18:30:51.971Z,2022-10-22T18:30:58Z,3864025757,212,20.6,3864025747,189,,3864025753,140,25.0,3864025749,123,,3864025759,213,6.1,3864025755,141,44.9,3864025751,56,Back,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772449,250,1,1,28,31,eh54mfvjtrttgsg1wbjnvxcqz,1,33.4,30.9,2022-10-22T18:30:59.316Z,2022-10-22T18:31:00Z,3864025855,56,Back,3864025861,212,18.2,3864025859,141,4.7,3864025863,213,4.9,3864025857,140,37.1,,,,,,,,,,46wxtiry28k7j3y6gacgf7x4a,S. van der Heijden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772481,251,1,1,28,32,eh54mfvjtrttgsg1wbjnvxcqz,1,36.3,7.1,2022-10-22T18:31:00.436Z,2022-10-22T18:31:01Z,3864026029,213,1.6,3864026021,56,Back,3864026025,141,17.0,3864026027,212,6.7,3864026023,140,36.2,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772503,252,1,1,28,34,eh54mfvjtrttgsg1wbjnvxcqz,1,36.2,17,2022-10-22T18:31:01.716Z,2022-10-22T18:31:03Z,3864026161,141,5.0,3864026165,213,3.9,3864026159,140,28.6,3864026163,212,11.4,3864026157,56,Back,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772541,253,1,1,28,36,eh54mfvjtrttgsg1wbjnvxcqz,1,27,5.5,2022-10-22T18:31:03.668Z,2022-10-22T18:31:07Z,3864026321,56,Back,3864026325,141,15.9,3864026329,213,2.6,3864026323,140,14.7,3864026327,212,14.7,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772571,254,1,1,28,39,eh54mfvjtrttgsg1wbjnvxcqz,1,14.4,17.6,2022-10-22T18:31:07.076Z,2022-10-22T18:31:09Z,3864026489,212,23.8,3864026491,213,1.8,3864026485,140,8.2,3864026487,141,51.2,3864026483,56,Back,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772663,255,1,1,28,41,eh54mfvjtrttgsg1wbjnvxcqz,1,11.2,52.8,2022-10-22T18:31:09.332Z,2022-10-22T18:31:15Z,3864026963,141,81.7,3864026967,213,1.4,3864026965,212,20.0,3864026961,140,14.8,3864026959,56,Back,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772669,256,61,1,28,47,eh54mfvjtrttgsg1wbjnvxcqz,0,25.1,89.3,2022-10-22T18:31:15.172Z,2022-10-22T18:31:15Z,3864026985,56,Back,,,,,,,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772723,268,4,1,28,48,bqm1bnp1bh2apyudlz1o1whr3,1,72.9,12.8,2022-10-22T18:31:15.667Z,2022-10-22T18:31:22Z,3864027291,265,,3864027285,13,,3864027547,233,257,3864027293,286,,3864027287,56,Right,3864027289,152,,,,,,,,2kdavfzjymb8uhgjj3c97e2uh,S. Blummel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772759,257,4,1,28,48,eh54mfvjtrttgsg1wbjnvxcqz,0,27.1,87.2,2022-10-22T18:31:15.668Z,2022-10-22T18:31:22Z,3864027499,285,,3864027585,233,268,3864027493,56,Back,3864027497,265,,3864027495,152,,3864027491,13,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475772783,258,17,1,28,54,eh54mfvjtrttgsg1wbjnvxcqz,1,0,0,2022-10-22T18:31:22.437Z,2022-10-22T18:31:22Z,3864027601,31,,3864027605,13,243,3864027603,392,,,,,,,,,,,,,,,,,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
