id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,keyPass,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2524783621,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-03-26T11:46:06.226Z,2023-03-26T13:34:02Z,4124681683,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124681691,194,8cox96ikk1k4c24f0y5ef45x,4124681693,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124681681,30,"ckx9rplhgmncmcxs0a1z7n6qd, e42jh6bbwn4aybdnysonrvutx, 1g092dgjsahqacxxzf5f20wh6, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 88csh50wwpanzfdvu7ia3x1ih, 684nd3xjli51z43pbla0mwa21, 5i0e7e59vav8ynqzt7qrvitt6, bw7s1zgz97p8szhn4shwkx2w9, 7dw3mexdcnel375y16vfl0g2y, etvamcwttnlg4sfxfulgzm7yt, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, eqkwzp959s8q71lwaoygv9eui, bhn0paq89a5keakgitoyn2hw4, 47autoxmcbr5z7o6d8998esph, 8dnmp33ergo6zwzb6ubiyvl6, 39f4hnokkp81ucrkx5bo5sjdg, f4rb3nes422yxsznjzwx0kwlw",4124681689,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124681685,59,"21, 13, 44, 4, 10, 6, 11, 29, 9, 7, 32, 1, 14, 18, 20, 22, 23, 24, 36, 42",4124897995,197,1504,4124681687,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524783921,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-26T11:47:06.827Z,2023-03-26T12:29:29Z,4124752447,197,8970,4124683135,59,"12, 6, 21, 11, 2, 4, 7, 8, 10, 16, 9, 27, 40, 1, 3, 5, 15, 17, 22, 23, 24, 28, 31",4124683133,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4124683141,194,7d9x6ojih9obktxl3fnrjskk4,4124683137,130,8,4124683143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124683139,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4124683131,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, eke044f5xni8gdztggk6x4a1h, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, epkss1rj7z6duqd3axbcm8l0q, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, 3usiruyhxf6p9lkiz5qeytze2, 2qauglcsvubya2tlxn44fx46i, d2cynimupgko6ekp78iv3kxlg, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, gmu8p51rp6bjzs0bss5jupzo, er8v2eo4vlak5ftjetqhinfv8, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 966zp0zv6513cnn3q2t6xvtyi, 88m6s6m8ep0p3fropim4ttcoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798765,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-03-26T12:32:03.423Z,2023-03-26T12:32:06Z,4124757237,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798763,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-03-26T12:32:03.423Z,2023-03-29T08:14:52Z,4124757235,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798789,3,1,1,0,1,bk5ltsueqmeng29eovd8m2tml,1,50.2,50,2023-03-26T12:32:04.523Z,2023-03-29T08:23:54Z,4124757333,140,30.4,4124757341,279,S,4124757335,141,50.4,4124757337,212,20.8,4124757339,213,3.1,4124757331,56,Back,,,,,,,684nd3xjli51z43pbla0mwa21,T. Oosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798807,4,1,1,0,3,bk5ltsueqmeng29eovd8m2tml,0,30.3,45.8,2023-03-26T12:32:07.302Z,2023-03-26T12:32:48Z,4124757445,1,,4124757443,213,0.1,4124757439,141,50.4,4124757437,140,68.7,4124757441,212,40.4,4124757433,157,,4124757435,56,Center,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798821,3,44,1,0,6,bqm1bnp1bh2apyudlz1o1whr3,1,29.2,50.4,2023-03-26T12:32:10.240Z,2023-03-26T12:32:11Z,4124757493,285,,4124757491,56,Back,4124757497,233,5,,,,,,,,,,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798813,5,44,1,0,6,bk5ltsueqmeng29eovd8m2tml,0,70.8,49.6,2023-03-26T12:32:10.241Z,2023-03-26T12:32:12Z,4124757473,56,Center,4124757515,233,3,4124757475,286,,,,,,,,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798831,4,1,1,0,7,bqm1bnp1bh2apyudlz1o1whr3,0,27,51.3,2023-03-26T12:32:10.477Z,2023-03-29T08:24:09Z,4124757539,141,51.6,4124757543,213,0.0,4124757537,140,31.4,4124757541,212,4.6,4124757533,3,,4124757535,56,Back,,,,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524798819,6,61,1,0,8,bk5ltsueqmeng29eovd8m2tml,1,68.7,50.4,2023-03-26T12:32:12.159Z,2023-03-29T08:24:11Z,4124757489,56,Center,,,,,,,,,,,,,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
