id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist
2540200085,1,34,16,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-04-28T17:22:14.564Z,2023-04-28T17:59:48Z,4232225853,30,"rgspixypiwxuenf1yaukrrop, 3y42dpjrp17dr2gzktbrmudbd, eke044f5xni8gdztggk6x4a1h, 6clycir6laxvycsr4yjh9iwa1, axbyqn4r430cilb6lbnzpbuvo, 7d9x6ojih9obktxl3fnrjskk4, 2kdavfzjymb8uhgjj3c97e2uh, 88m6s6m8ep0p3fropim4ttcoa, 2072f0p9ful9u577gdvo89yw9, 2gwigr63tgo2jw460msz2qgwk, avv12sgcucblnbfb790xovf8, 2qauglcsvubya2tlxn44fx46i, eog43l8hrs7pbza9bmwu0p2sq, 90rgtmdx8g43vz2pvp0hxotwq, gmu8p51rp6bjzs0bss5jupzo, epkss1rj7z6duqd3axbcm8l0q, 3usiruyhxf6p9lkiz5qeytze2, e4k6t8tld877pq2s0e1vo5p4a, 1dljhkcvmodqq9u1w8iv145m2, 54bf7p613bf3n0gefid4tt0r8, 1b409f4dv852le376vbcjdmhg, 50ecz4x9j0zfudh34l7f2ecr8, bk7742h8fac9g6e6wh7nnugkq",4232225865,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232225855,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232225863,194,7d9x6ojih9obktxl3fnrjskk4,4232324813,197,4032,4232225859,130,8,4232225857,59,"12, 6, 21, 11, 2, 4, 7, 31, 10, 16, 14, 27, 1, 3, 5, 8, 9, 17, 22, 23, 24, 30, 32",4232225861,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540201429,1,34,16,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-04-28T17:26:13.449Z,2023-04-28T17:59:49Z,4232233861,130,8,4232233857,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4232233859,59,"1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 11, 12, 19, 17, 18, 14, 16",4232233867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232233855,30,"7ug3a0z74dj7qlq4jbtn1kutw, b8k8uynw043b6q9xm0lfzszmy, 7s2zxbtepa7dgr8yl0s48afpw, cs49ec8y6cubrlo5nmu3j3jtg, b1h2eiqxic31ioxbs1zjd709g, b4vrfh7z9qt9e5gdpkajrqolw, 19wuvqpmewphgvsfzi4yjl756, cwu5itv65s8p6zsalk3np4ic, 51f3vubki4or5vaft5tromn3e, 9v7zwguzazofzafwg3qevdo4q, cdlnfuy9piyga0wud4nrucvtg, a33sy9bstlsfq023oiym5qk9g, 4oyjji4wqmuu3uia6htj0q1hw, 685wka5xc8na423mirotcu238, 8u19xeh9ugvh8f1mh7jnbbhuc, 9bgq1tfyfzc3wg9pfr8q510k4, 3u0yfnfs6jqx0xv2epsynesd0",4232233863,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4232324819,197,18074,4232233865,194,9v7zwguzazofzafwg3qevdo4q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221963,2,32,1,0,0,1wyg1tunyt7go9tnjea1hjqxb,1,0,0,2023-04-28T18:03:46.448Z,2023-04-28T18:03:49Z,4232337037,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221957,2,32,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,0,0,2023-04-28T18:03:46.448Z,2023-04-28T18:23:12Z,4232337031,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221999,3,1,1,0,0,bqm1bnp1bh2apyudlz1o1whr3,1,49.8,50.3,2023-04-28T18:03:46.548Z,2023-04-28T18:23:11Z,4232337215,140,30.3,4232337223,213,3.0,4232337217,141,53.7,4232337219,212,20.6,4232337211,56,Back,4232337227,279,S,,,,,,,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222043,4,1,1,0,3,bqm1bnp1bh2apyudlz1o1whr3,0,32.7,53.1,2023-04-28T18:03:50.253Z,2023-04-28T18:23:11Z,4232337473,213,0.6,4232337465,56,Left,4232337463,155,,4232337475,1,,4232337467,140,70.5,4232337471,212,48.2,4232337469,141,93.2,,,,axbyqn4r430cilb6lbnzpbuvo,R. Van Helden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222045,3,44,1,0,6,1wyg1tunyt7go9tnjea1hjqxb,1,32.4,11.3,2023-04-28T18:03:52.515Z,2023-04-28T18:09:30Z,4232337481,56,Back,4232337545,233,5,4232337483,285,,,,,,,,,,,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222049,5,44,1,0,6,bqm1bnp1bh2apyudlz1o1whr3,0,67.6,88.7,2023-04-28T18:03:52.516Z,2023-04-28T18:23:11Z,4232337553,233,3,4232337501,56,Left,4232337557,286,,,,,,,,,,,,,,,,,2072f0p9ful9u577gdvo89yw9,K. Kostons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222065,4,1,1,0,7,1wyg1tunyt7go9tnjea1hjqxb,1,35.4,15.8,2023-04-28T18:03:53.808Z,2023-04-28T18:09:34Z,4232337599,3,,4232337605,141,6.2,4232337607,212,10.1,4232337609,213,5.6,4232337601,56,Back,4232337603,140,42.8,,,,,,,cs49ec8y6cubrlo5nmu3j3jtg,L. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222069,5,49,1,0,9,1wyg1tunyt7go9tnjea1hjqxb,1,37.7,4.9,2023-04-28T18:03:55.808Z,2023-04-28T18:03:56Z,,,,,,,,,,,,,,,,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222099,6,1,1,0,11,1wyg1tunyt7go9tnjea1hjqxb,0,37.6,4.9,2023-04-28T18:03:58.096Z,2023-04-28T18:05:06Z,4232342293,236,,4232342295,233,6,4232337795,140,39.5,4232337803,212,2.1,4232342299,286,,4232337799,141,4.1,4232337789,56,Back,4232337807,213,6.0,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222113,6,74,1,0,11,bqm1bnp1bh2apyudlz1o1whr3,1,65.8,96.3,2023-04-28T18:03:58.097Z,2023-04-28T18:52:46Z,4232342325,233,6,4232342263,285,,4232337865,56,Left,,,,,,,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222247,7,5,1,0,13,1wyg1tunyt7go9tnjea1hjqxb,1,36.7,-1.2,2023-04-28T18:03:59.504Z,2023-04-28T18:04:08Z,4232338481,56,Back,4232338513,233,7,4232338483,347,,,,,,,,,,,,,,,,,19wuvqpmewphgvsfzi4yjl756,I. Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222131,7,5,1,0,13,bqm1bnp1bh2apyudlz1o1whr3,0,63.3,101.2,2023-04-28T18:03:59.504Z,2023-04-28T18:52:38Z,4232338519,233,7,4232337943,56,Left,4232337945,347,,,,,,,,,,,,,,,,,eke044f5xni8gdztggk6x4a1h,L. Labylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222257,8,1,1,0,21,1wyg1tunyt7go9tnjea1hjqxb,1,38.4,0,2023-04-28T18:04:08.128Z,2023-04-28T18:04:09Z,4232338539,141,8.5,4232338543,213,2.0,4232338537,140,35.0,4232338533,107,,4232338535,56,Back,4232338541,212,8.0,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222273,9,1,1,0,22,1wyg1tunyt7go9tnjea1hjqxb,1,35,8.5,2023-04-28T18:04:09.023Z,2023-04-28T18:04:09Z,4232338643,141,2.3,4232338645,212,4.4,4232338639,56,Back,4232338641,140,36.2,4232338647,213,5.0,,,,,,,,,,cwu5itv65s8p6zsalk3np4ic,N. Twisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222285,10,1,1,0,23,1wyg1tunyt7go9tnjea1hjqxb,0,36.2,2.3,2023-04-28T18:04:09.584Z,2023-04-28T18:04:10Z,4232338717,213,0.5,4232338715,212,7.2,4232338709,56,Back,4232338713,141,7.4,4232338711,140,42.2,,,,,,,,,,b8k8uynw043b6q9xm0lfzszmy,J. van Aken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540222293,8,49,1,0,24,bqm1bnp1bh2apyudlz1o1whr3,1,61.1,95.1,2023-04-28T18:04:10.781Z,2023-04-28T18:04:10Z,,,,,,,,,,,,,,,,,,,,,,,,,avv12sgcucblnbfb790xovf8,R. van Bommel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
