id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2448063737,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-08-19T17:11:49.851Z,2022-08-19T18:05:19Z,3716760351,130,4,3716760357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716760355,194,1kuswan9lk455u02x1ff389re,3716760345,30,"790v7fu7f2s40e160mlrb6dt6, 84isfq4ix06ebaf7a7jcvd9wq, ealh7n21gctxxw5ol3l3yxzze, 1s6yn52hlqtmmz4lerscf457u, ah3d8xugrx3pqaqxcmg06iyok, 1kuswan9lk455u02x1ff389re, df5rxx2r305pdtf28967fuxyi, dodkgckgbecal0vivr1jf0hzo, 4lsj3yc6adimhltkab6tzfj84, enyk37znns1ie2djrh4y3uck4, 5nhideyjwp2347ryi1n9wfq50, deb7ysp5fwiouttlarstuxgyc, asvxbmdd5j5tlz2fo1jpcrrx0, 2n5747kdxok0ifg5o37336plg, 8r3k1iuul274c0ha0vy90jys, cnajg4djcd0enb5rsrluwzms4, ed5sclhs7op7a2mdvetub4dwq, 5q6qsh7qw0f9y754i3ylqfl04, bmegw740jz7qramlatlpmv4h6, 4xw53nccs5e36es4045pnuvis, cvobl9pqqtj7hrgtu28grvdre",3716760353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3716843097,197,16352,3716760347,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3716760349,59,"1, 2, 5, 6, 3, 14, 8, 10, 9, 7, 11, 16, 15, 20, 17, 23, 18, 22, 19, 31, 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448064291,1,34,16,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-08-19T17:13:10.794Z,2022-08-19T17:58:58Z,3716763175,59,"1, 5, 28, 14, 21, 6, 11, 10, 15, 20, 8, 3, 13, 19, 23, 24, 25, 31",3716763181,194,8zsx2ykxkcusmsvbj8bsjk445,3716763179,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3716763171,30,"7j7stqaomy8pnmzangrsyfahh, 9pqchkq64o53knk75ruq5g3x1, cjuzhcgsj4mwwr4evn823hivp, 31u2tk3aha04kwphoucf4ze5m, 8zsx2ykxkcusmsvbj8bsjk445, 4d9yng69t6qbzfukdhcp0j1ii, cktdin60q1omaa4gmjp08o76y, 6gzpefxqcz2v4z95bnecilfpx, 70qjuubp69zw3d3p0hvunmi8l, 1tmihr54maqj0h7785cg9ez56, dsgea9ruo8blm2ppu19y1vod0, f5pgdha5h37xytbk1zq8q710, 37gw14qso08iq31lr2gerhb84, 7plnzzirl3q10vucy37p7b6ui, dgrs9km0fikc46xchm02hbdka, 2ppvf1ywd1mxum1lgnn2pubdg, 27lnkbiy8l5008e6792mp4qy2, 1evsz02au0pu4a1tmzn5s27hm",3716763177,130,11,3716842983,197,1696,3716763173,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3716763183,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080521,2,32,1,0,0,z9phg19papi9f5fd6qxzr836,1,0,0,2022-08-19T18:01:07.850Z,2022-08-19T18:01:08Z,3716848403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080551,2,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2022-08-19T18:01:07.850Z,2022-08-19T18:01:10Z,3716848537,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080589,3,1,1,0,0,z9phg19papi9f5fd6qxzr836,1,50.2,50,2022-08-19T18:01:07.950Z,2022-08-19T18:01:13Z,3716848683,56,Back,3716848695,279,S,3716848691,213,3.4,3716848689,212,33.5,3716848687,141,38.8,3716848685,140,19.1,3716848693,1,,,,,6gzpefxqcz2v4z95bnecilfpx,J. Schuurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080647,4,1,1,0,4,z9phg19papi9f5fd6qxzr836,0,20.2,33.1,2022-08-19T18:01:12.758Z,2022-08-19T18:01:16Z,3716848965,1,,3716848955,56,Center,3716848963,213,0.5,3716848953,155,,3716848959,141,75.3,3716848961,212,55.6,3716848957,140,65.6,,,,9pqchkq64o53knk75ruq5g3x1,M. Savastano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080649,3,1,1,0,8,ch82doz9w9t1sw9ae3a4ffh0j,0,29.3,25.8,2022-08-19T18:01:16.049Z,2022-08-19T18:01:17Z,3716848977,213,6.0,3716848971,140,51.3,3716848967,3,,3716848973,141,16.1,3716848969,56,Right,3716848975,212,24.0,,,,,,,ah3d8xugrx3pqaqxcmg06iyok,D. Timber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080689,5,1,1,0,11,z9phg19papi9f5fd6qxzr836,0,37.8,79,2022-08-19T18:01:19.605Z,2022-08-19T18:52:19Z,3716849187,140,54.3,3716849189,141,74.1,3716849185,56,Center,3716849193,213,6.1,3716849183,3,,3716849191,212,17.6,,,,,,,31u2tk3aha04kwphoucf4ze5m,J. van der Avert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080709,4,49,1,0,14,ch82doz9w9t1sw9ae3a4ffh0j,1,32.1,8.9,2022-08-19T18:01:22.562Z,2022-08-19T18:01:22Z,,,,,,,,,,,,,,,,,,,,,,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448080787,5,1,1,0,15,ch82doz9w9t1sw9ae3a4ffh0j,1,34.6,6.7,2022-08-19T18:01:23.663Z,2022-08-19T18:01:32Z,3716849679,140,53.8,3716849681,141,32.1,3716849677,56,Center,3716849685,213,0.7,3716849683,212,26.5,,,,,,,,,,df5rxx2r305pdtf28967fuxyi,A. Lottin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
