id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2451062099,1,34,16,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-26T17:27:19.396Z,2022-08-26T18:33:44Z,3732634825,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732634833,194,c78t1bgro2lh7gvw8rwi6p239,3732634827,59,"1, 2, 27, 24, 4, 3, 6, 7, 9, 17, 21, 11, 19, 5, 8, 12, 14, 18, 20, 23, 25, 28, 29",3732634835,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732634823,30,"8l31bne12p5cp51o46h92zjrp, ag4gnhbvomc0q9ohvkyroftas, da3d2iu2j4yb7q1ag063mu44q, 5wg2ysvwk3q67osv2nnbav4yx, 1qqqigufis9zdf4mdqt6mgfl5, 476jyuzjm08o0d5g3t4nh1cyd, 61wt62anweh75oguqg0vbozu2, 4j7mtyvi7jg9e4ontiyt9vwbu, c78t1bgro2lh7gvw8rwi6p239, blu3rrhzier5ivp5p9u78448a, m10ml783dkbr4i0fpb06cm3t, 5t2yht2zjn4g7otqpaer3ia22, 7o8auo4uu5mzh7f4a44ucdf8q, 46oot98163lb6atyes4j0mup5, 9tmi00hx820vuwghg30jhzidx, a49duk4f5m5zmyvwht0ikal05, e7vke1zwf6w6xvxtsi2b8f9m2, 9jx0oun9o3zqncgu9axt2qxka, 53c63f5ekinmj6bquc3rbsbxm, dh8jo5uq1oq0qv7gpu5rrbwx6, ajt9gf8zqsc3m6z4kof5m99ii, 9fb368ot1vtjx63e4l4y0ss9g, adp5a6klr2nygqjmdd1ekc8kq",3732634831,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732634829,130,12,3732705085,197,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451063177,1,34,16,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-08-26T17:30:48.134Z,2022-08-26T18:32:49Z,3732641249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732641241,30,"2psxvq4l1g9fzgt00cfks96fp, zihddqvp0sjni8stcio8bgmh, 5517jd2zp30rsts1hwz6p71uc, egmubn4rsudpbk05qfv2qlvit, 8hjakiipmhtwr07v6h0d414gl, 2rlckdzkm4d6dsqwutkvhm95h, 2pzdedlktluxyj6sq2cd19e51, 42lgdybjew0zrd18mmwwcpbhm, 48wvdjjo0z1j2bac42n9t5jv9, 6qjbfua7nynaxrs5t8tygedp1, 8im7pgnph2au11blma5pewe09, 3hax3hy9n2wyp1ovvhd6zdk6i, cyquj9h6hjwbyp0b68b149qfo, 2gfp8pe55n7oa0mcu5ygi54a, ewcd2lz99d7klo9sh24zt8nl6, 98wf7lrkbzi5f1l26hyxbph7u, 45rrtsz9hmxxqasj8jgi3g0oa, 4ks7mvr9terrodhjx8pg9qtt6, 9rzd3uofuq9ck2n5ihs576z56, 63ox7kqo9rl36cvk4joqh9soa, 1xblfsj8ec5jp17vnhibrk2jt",3732704633,197,2844,3732641251,194,2rlckdzkm4d6dsqwutkvhm95h,3732641245,59,"1, 3, 17, 22, 20, 4, 2, 10, 8, 11, 9, 5, 6, 7, 14, 15, 19, 21, 23, 25, 33",3732641253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732641243,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732641247,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077129,2,32,1,0,0,b94pf87be9ojdgnrs5mst80un,1,0,0,2022-08-26T18:01:26.555Z,2022-08-26T18:01:29Z,3732712879,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077117,2,32,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,0,0,2022-08-26T18:01:26.555Z,2022-08-26T18:01:26Z,3732712845,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077169,3,1,1,0,0,zjawy6qdzk3y69v5pa3zl2cb,1,50,50,2022-08-26T18:01:26.882Z,2022-08-26T18:01:30Z,3732713083,279,S,3732713077,213,3.5,3732713061,141,40.1,3732713051,140,35.0,3732713071,212,17.1,3732713037,56,Back,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077195,4,1,1,0,3,zjawy6qdzk3y69v5pa3zl2cb,1,35,40.1,2022-08-26T18:01:30.357Z,2022-08-26T18:01:32Z,3732713181,140,46.2,3732713179,56,Back,3732713183,141,49.6,3732713187,213,0.5,3732713185,212,13.4,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451083945,61,1,1,0,4,zjawy6qdzk3y69v5pa3zl2cb,1,46.3,47.8,2022-08-26T18:01:30.825Z,2022-08-26T18:10:39Z,3732760141,278,,3732749735,141,49.7,3732749733,140,44.2,3732749737,212,2.6,3732748183,56,Back,3732749739,213,2.6,,,,,,,c78t1bgro2lh7gvw8rwi6p239,G. Plet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077253,5,1,1,0,5,zjawy6qdzk3y69v5pa3zl2cb,1,46.2,49.6,2022-08-26T18:01:32.070Z,2022-08-26T18:10:41Z,3732713473,213,5.7,3732713465,141,5.5,3732713457,56,Right,3732713453,155,,3732713475,1,,3732713471,212,53.2,3732713461,140,88.1,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077255,6,61,1,0,9,zjawy6qdzk3y69v5pa3zl2cb,0,94.1,4.7,2022-08-26T18:01:36.102Z,2022-08-26T18:01:36Z,3732713483,56,Right,,,,,,,,,,,,,,,,,,,,,,ag4gnhbvomc0q9ohvkyroftas,Y. Liesdek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451077299,4,3,1,0,12,b94pf87be9ojdgnrs5mst80un,0,6.6,92.5,2022-08-26T18:01:38.613Z,2022-08-26T18:01:40Z,3732713685,56,Back,3732713721,233,7,3732713687,285,,,,,,,,,,,,,,,,,5517jd2zp30rsts1hwz6p71uc,B. Van Hove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
