id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/14/value
2502458309,1,34,16,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-01-30T18:18:02.165Z,2023-01-30T19:01:12Z,4004574255,194,cla6c6izphee9prb80c15baei,4004574253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004614297,197,2830,4004574251,130,8,4004574247,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4004574257,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004574249,59,"1, 3, 5, 6, 2, 4, 7, 8, 9, 10, 11, 15, 14, 22, 23, 18, 19, 21, 26, 16, 17, 20, 25",4004574245,30,"1otm71j1169bt3ivgo2vlj2tw, e1islmeew98wa2ge0dicloay2, 7b0vbfxlv3uiozb19fcj2vsyy, cla6c6izphee9prb80c15baei, d9ewnngnsfc0s4hcs282hayhg, 2x0hbry9gpcq5cbujdee5u904, bx6j2y1hnu63lawn3rdoep1m2, 9vf02r3geinhsy732oxyrcacq, 2x8ywg6gxd17rqfo5a3iharfu, eukc9fng5jfasmr9i814nq8t0, 1jr23fmrmezgiaq7k63pro07o, 9yvaqepplk8s4cjqjbtyb24gk, wlltloe6hbe8hin3hix0366s, 47yvsnwrehtn4mwsjcqk4ewyy, vrkanoideipif70wo4adb5lg, d785q9rpqlyuyswv8f9fx4cno, 7uwe0kxpzg271d8ocms7l2kno, ix6hcbfujuw3mgefzpsnp2zu, 8mkrj5bnkyhx8kutc4656cy96, 4u12cln8rmtkwlu5q36ypjl2i, 8tukt8jsmzkblxxs5w85x4dii, 8npu0cbqjrhwv5km1w29kh016, 3bepi58wwope38a478y7jwlxw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502458459,1,34,16,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-01-30T18:19:03.430Z,2023-01-30T18:58:44Z,4004575277,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4004575287,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004575275,30,"etvamcwttnlg4sfxfulgzm7yt, e42jh6bbwn4aybdnysonrvutx, ewnmiv6ew1d5cnuul715x4dzp, 7isjog4r71ahzypnhq3ki9xp1, 75o7fx1uwk6pavxbnqqx28y51, 8cox96ikk1k4c24f0y5ef45x, 88csh50wwpanzfdvu7ia3x1ih, 1l34qvjvar8qec3kbrg4rew2d, bw7s1zgz97p8szhn4shwkx2w9, 47autoxmcbr5z7o6d8998esph, 9najgqcaamqj0qtiicuq9hey, eqkwzp959s8q71lwaoygv9eui, 9hz7j1p4f0d2hxyz2bdkbyk0l, daz1m0r5u8f0085jv25bdnoid, 5i0e7e59vav8ynqzt7qrvitt6, amasl6wz90pv9kkbx3kihj7bp, 35uvcvkv4nd0jbsov3xosjsut, ckx9rplhgmncmcxs0a1z7n6qd, bhn0paq89a5keakgitoyn2hw4, 8dnmp33ergo6zwzb6ubiyvl6, eimwdeabp96ttxf8zywuiu8ve, f4rb3nes422yxsznjzwx0kwlw, 1g092dgjsahqacxxzf5f20wh6",4004575281,130,10,4004575283,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4004575285,194,1l34qvjvar8qec3kbrg4rew2d,4004612791,197,17008,4004575279,59,"1, 13, 25, 4, 10, 6, 11, 8, 7, 23, 16, 20, 3, 5, 9, 14, 18, 21, 22, 24, 27, 42, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502465963,2,32,1,0,0,2xlnfgrl6r18ftv38unwp7h4s,1,0,0,2023-01-30T19:01:40.193Z,2023-01-30T19:01:43Z,4004614863,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502465957,2,32,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,0,0,2023-01-30T19:01:40.193Z,2023-01-30T19:01:40Z,4004614833,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502465977,3,1,1,0,0,bk5ltsueqmeng29eovd8m2tml,1,50.3,50.1,2023-01-30T19:01:40.293Z,2023-01-30T19:01:44Z,4004614925,140,30.9,4004614923,56,Back,4004614931,213,3.1,4004614929,212,20.4,4004614933,279,S,4004614927,141,52.1,,,,,,,47autoxmcbr5z7o6d8998esph,M. de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502465995,4,1,1,0,3,bk5ltsueqmeng29eovd8m2tml,0,31.9,51,2023-01-30T19:01:43.618Z,2023-01-30T19:01:48Z,4004615007,140,62.3,4004615009,141,75.1,4004615011,212,35.9,4004615005,56,Center,4004615015,1,,4004615013,213,0.5,4004615003,157,,,,,75o7fx1uwk6pavxbnqqx28y51,M. Verreth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502465993,3,44,1,0,7,2xlnfgrl6r18ftv38unwp7h4s,1,34.4,26.7,2023-01-30T19:01:47.460Z,2023-01-30T19:03:55Z,4004614999,56,Back,4004615001,285,,4004615035,233,5,,,,,,,,,,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502465997,5,44,1,0,7,bk5ltsueqmeng29eovd8m2tml,0,65.6,73.3,2023-01-30T19:01:47.461Z,2023-01-30T19:01:49Z,4004615039,233,3,4004615021,286,,4004615019,56,Center,,,,,,,,,,,,,,,,bw7s1zgz97p8szhn4shwkx2w9,E. Kabangu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466001,4,1,1,0,7,2xlnfgrl6r18ftv38unwp7h4s,0,31,30,2023-01-30T19:01:48.002Z,2023-01-30T19:03:57Z,4004615051,212,5.3,4004615047,140,36.0,4004615045,56,Back,4004615043,3,,4004615053,213,0.1,4004615049,141,30.4,,,,,,,e1islmeew98wa2ge0dicloay2,J. Seelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502466007,6,44,1,0,9,bk5ltsueqmeng29eovd8m2tml,1,61,73.2,2023-01-30T19:01:49.408Z,2023-01-30T19:01:51Z,4004615067,286,,4004615065,56,Center,4004615073,233,5,,,,,,,,,,,,,,,,1l34qvjvar8qec3kbrg4rew2d,Pol Llonch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
