id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/10/value,qualifier/16/value
2540181941,1,34,16,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-04-28T16:48:11.939Z,2023-04-28T19:48:24Z,4232128041,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232128045,130,17,4232128043,59,"1, 99, 7, 33, 3, 27, 8, 17, 25, 14, 10, 5, 9, 11, 12, 20, 23, 22, 28, 31, 32, 45, 77",4232128049,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232128039,30,"3oduk9niyqml47z7wramkxhw5, 97p6b1r72br3soq4k7fpjnrl6, bnkzwpd607re6s01oa77wcodm, 7hsyytjjg6zw5knvav9xybbh1, eu901b75l2ly5p48jdw6kwmad, 1r67co8q0ktlqe5209xm6sxec, 3j368501ogr8mt2jdb7mby8h6, e0mrzdikm67yw88563zgovb6y, c3j7ddqg0yzporam6gieibgiy, b0yxbu9af1b0jc1odpwzvd7je, ar47jfq139xyic4pvdhefduga, ak5exy1iztbo0mqloqdwiag6i, db32f79l8p19q2g45g885t7xm, csqt518tes7ct8ht2yryes9g5, 2v12tmspdosmwic2h6itfz0x6, dej8tywq0npvbm25sfgtqur1m, 8o2hk1hy097osczjijmq4bsh5, 5f8ajd8cgyvmmdzr0lzi1gtii, bitv8dp51g02iyf6o3elxnoix, byfk0abaxu0ha7w01vpmreb1m, coxuin3vr6nkynlvcsvzphjl6, 3v2grfhuisr456ibcvqjfx4yy, 6plxmzzrxmkhogrob8fdeunkl",4232327595,197,2671,4232128047,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232327593,194,eu901b75l2ly5p48jdw6kwmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540185567,1,34,16,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-04-28T16:56:15.004Z,2023-04-28T18:00:50Z,4232146963,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232146957,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232146965,194,dodkgckgbecal0vivr1jf0hzo,4232146961,130,8,4232327247,197,2842,4232146959,59,"1, 2, 5, 6, 3, 14, 11, 8, 10, 7, 9, 19, 23, 22, 21, 20, 31, 17, 18, 16, 12",4232146967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232146955,30,"deb7ysp5fwiouttlarstuxgyc, 81lcssd0e5g5rerdpyjlrkkyc, 5i68y1yix8jho6hhje8drhic4, 5q6qsh7qw0f9y754i3ylqfl04, 721sqdm51rybsfytf68tagq38, btrg844mxkl6kbn89s7aecj8q, 5nhideyjwp2347ryi1n9wfq50, 1s1c0w7we8oouklrwshie0iz8, dodkgckgbecal0vivr1jf0hzo, c3akpx5mnexpkslo0sqqezsru, a6vduk9b8pcf250he49x1vitw, 95138z7cunha28l5ptzjnnggk, 84isfq4ix06ebaf7a7jcvd9wq, c2d9oidweb7cj1g39jwuugro4, enyk37znns1ie2djrh4y3uck4, 2n5747kdxok0ifg5o37336plg, d2jjigs2ovi8jbogk8klnoqac, 8r3k1iuul274c0ha0vy90jys, ed5sclhs7op7a2mdvetub4dwq, et56bifus2obkmtcwzhqpzxn8, cvobl9pqqtj7hrgtu28grvdre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221735,2,32,1,0,0,dvmw7d6jb38qvv7e6ziwu0vyr,1,0,0,2023-04-28T18:03:28.261Z,2023-04-28T18:03:28Z,4232335881,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221729,3,32,1,0,0,ch82doz9w9t1sw9ae3a4ffh0j,1,0,0,2023-04-28T18:03:28.261Z,2023-04-28T18:03:30Z,4232335861,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221797,5,1,1,0,2,dvmw7d6jb38qvv7e6ziwu0vyr,1,33.8,53.7,2023-04-28T18:03:30.769Z,2023-04-28T18:03:33Z,4232336193,212,19.8,4232336195,213,4.5,4232336187,56,Back,4232336191,141,25.2,4232336189,140,29.8,,,,,,,,,,3j368501ogr8mt2jdb7mby8h6,S. van Doorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221837,6,1,1,0,4,dvmw7d6jb38qvv7e6ziwu0vyr,1,28.6,24.1,2023-04-28T18:03:33.049Z,2023-04-28T18:03:37Z,4232336413,56,Back,4232336419,212,16.7,4232336417,141,48.5,4232336421,213,1.7,4232336415,140,27.0,,,,,,,,,,1r67co8q0ktlqe5209xm6sxec,D. Dorenbosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221765,3,1,1,0,5,dvmw7d6jb38qvv7e6ziwu0vyr,1,49.9,49.7,2023-04-28T18:03:33.386Z,2023-04-28T18:03:30Z,4232336037,212,2.5,4232336033,140,47.9,4232336039,213,3.7,4232336043,278,,4232336035,141,47.6,4232336031,56,Back,4232336041,279,S,,,,c3j7ddqg0yzporam6gieibgiy,C. Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221767,4,1,1,0,6,dvmw7d6jb38qvv7e6ziwu0vyr,1,47.7,47.5,2023-04-28T18:03:34.386Z,2023-04-28T20:32:15Z,4232336055,56,Back,4232336059,141,54.6,4232336061,212,15.3,4232336057,140,33.9,4232336063,213,2.8,,,,,,,,,,ar47jfq139xyic4pvdhefduga,N. Bannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221871,7,1,1,0,8,dvmw7d6jb38qvv7e6ziwu0vyr,1,27,49.9,2023-04-28T18:03:36.954Z,2023-04-28T18:03:39Z,4232336611,212,25.3,4232336607,140,31.3,4232336613,213,1.4,4232336603,56,Back,4232336609,141,86.5,,,,,,,,,,eu901b75l2ly5p48jdw6kwmad,M. Amevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540221897,8,1,1,0,11,dvmw7d6jb38qvv7e6ziwu0vyr,1,31.1,89.7,2023-04-28T18:03:39.841Z,2023-04-28T18:03:42Z,4232336757,141,87.2,4232336761,213,6.2,4232336753,56,Back,4232336759,212,13.1,4232336755,140,43.5,,,,,,,,,,7hsyytjjg6zw5knvav9xybbh1,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
